bucket,total,--,AE,AM,AO,AR,AT,AU,BA,BB,BD,BE,BG,BJ,BO,BR,BW,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GH,GM,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IR,IT,JO,JP,KE,KH,KR,KZ,LA,LB,LR,LT,LU,LV,LY,MA,MD,MK,MM,MN,MO,MX,MY,MZ,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RU,RW,SE,SG,SK,SX,SY,TH,TN,TR,TW,TZ,UA,UG,US,UZ,VE,VN,ZA,ZW
2022-09-22T10,84,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,9,0,0,0,1,0,0,4,0,0,0,14,0,0,0,0,0
2022-09-22T11,102,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,17,0,0,0,0,0,0,3,1,3,5,0,0,0,0,0,9,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,3,0,3,9,0,0,0,4,0,0,4,0,1,0,10,0,0,0,0,0
2022-09-22T12,110,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,8,0,0,0,0,0,0,2,1,4,5,0,0,0,0,0,9,0,0,0,0,0,0,1,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,3,0,1,0,0,0,0,2,0,1,18,0,0,0,6,0,0,3,0,1,0,19,0,0,0,0,0
2022-09-22T13,143,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,18,0,0,0,0,0,0,1,0,7,5,0,0,0,0,0,18,0,0,1,0,0,0,0,0,7,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,5,0,2,6,0,1,0,15,0,3,6,0,1,0,17,0,0,0,0,0
2022-09-22T14,167,2,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,16,0,1,0,0,0,0,2,1,6,5,0,0,0,0,0,7,0,0,1,0,0,0,0,0,8,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,2,1,3,11,0,0,0,20,0,1,4,0,0,0,43,0,0,0,0,0
2022-09-22T15,157,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0,0,0,22,1,0,0,0,0,0,1,0,8,9,0,0,0,0,0,2,0,0,1,1,0,1,0,0,8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,1,0,0,0,0,1,0,1,0,0,0,0,3,1,6,6,0,1,0,25,0,1,4,0,0,0,18,0,0,0,0,0
2022-09-22T16,187,2,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,0,1,0,3,0,0,0,23,0,0,0,0,0,0,5,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,1,0,3,0,1,0,0,3,0,2,6,0,0,0,20,0,1,2,0,0,0,46,0,0,1,0,1
2022-09-22T17,185,2,2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,4,0,1,0,4,1,0,0,36,0,0,0,0,0,0,3,0,11,21,0,0,0,0,0,6,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,0,3,0,1,0,0,4,0,4,6,0,0,0,19,0,1,2,0,0,0,15,0,0,1,0,0
2022-09-22T18,190,3,1,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,6,2,0,0,6,1,0,0,41,1,0,0,0,0,0,3,1,9,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14,1,0,0,0,0,1,0,3,0,2,0,0,2,0,3,7,0,0,0,11,0,3,2,0,0,0,12,0,0,0,0,0
2022-09-22T19,171,4,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,4,2,0,0,5,0,0,0,30,1,0,0,0,0,0,4,0,10,22,0,0,0,0,0,3,0,0,2,0,0,1,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,1,0,0,2,0,0,0,1,0,0,3,0,1,6,0,0,0,8,0,3,3,0,0,0,17,0,0,0,0,0
2022-09-22T20,185,2,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,5,2,0,0,3,0,0,0,34,1,0,0,0,0,0,5,1,10,10,0,0,0,0,0,2,0,0,2,1,1,1,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,3,0,0,0,0,2,0,1,0,0,0,1,2,0,3,6,0,0,0,8,0,4,3,0,0,0,20,0,0,0,0,0
2022-09-22T21,168,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,8,0,0,0,6,1,0,0,27,1,0,0,0,0,0,3,0,8,12,0,0,0,0,0,3,0,0,0,1,1,1,2,0,16,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,1,0,2,0,1,0,2,6,0,2,5,0,0,0,2,0,3,1,0,0,0,25,0,0,1,0,0
2022-09-22T22,141,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,8,0,0,0,20,2,0,0,11,0,0,0,0,0,0,2,1,6,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,1,0,0,0,1,0,0,3,0,1,7,0,0,0,0,0,0,1,0,0,0,31,0,0,1,0,0
2022-09-22T23,124,1,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,18,0,0,0,17,0,0,0,8,0,0,0,0,0,0,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,6,0,0,0,1,0,0,1,0,0,0,30,0,0,2,0,0
2022-09-23T00,104,1,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,4,0,0,0,14,1,0,0,6,0,0,0,0,0,0,2,1,1,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,6,0,0,0,0,0,0,1,0,0,0,34,0,0,1,1,0
2022-09-23T01,113,2,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,11,0,0,0,14,1,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,4,0,1,5,0,0,0,0,0,0,4,0,0,0,43,0,0,0,0,0
2022-09-23T02,143,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,13,0,2,0,13,0,0,0,6,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,8,0,0,0,1,0,0,2,0,0,0,68,0,0,1,0,0
2022-09-23T03,101,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,15,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,1,0,0,7,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1,0,0,1,0,0,2,0,0,0,30,0,0,0,0,0
2022-09-23T04,103,1,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,0,0,5,0,0,0,0,0,0,1,1,4,2,0,0,0,0,1,2,0,0,0,0,0,0,12,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,9,0,0,0,1,0,1,4,0,0,0,25,0,0,0,1,0
2022-09-23T05,81,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,8,0,0,1,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,4,0,1,6,0,0,0,5,1,0,1,0,0,0,26,0,0,0,0,0
2022-09-23T06,110,2,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,1,0,0,0,0,7,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,0,0,0,2,1,0,1,0,0,0,43,0,0,0,0,0
2022-09-23T07,110,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,15,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,6,0,0,0,3,0,0,5,0,0,0,35,0,0,2,1,0
2022-09-23T08,118,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,14,0,0,0,0,0,0,2,3,4,5,0,0,0,0,0,1,0,0,0,0,0,0,7,0,4,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,9,0,0,0,3,0,3,4,0,0,0,23,0,0,1,0,0
2022-09-23T09,115,2,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,13,2,0,0,0,0,0,0,2,3,6,0,0,0,0,0,4,0,0,0,2,0,0,8,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,5,0,1,6,0,0,0,2,0,0,4,0,0,0,24,0,0,0,0,0
2022-09-23T10,153,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,1,0,0,17,2,0,0,0,0,0,1,2,3,12,0,0,0,1,0,6,0,0,0,0,14,0,10,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,7,0,0,0,3,0,0,1,0,0,0,39,0,0,1,0,0
2022-09-23T11,112,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0,16,0,0,0,0,1,0,1,0,6,6,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,7,0,0,0,1,0,0,6,0,1,0,31,0,0,0,0,0
2022-09-23T12,108,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,4,0,0,0,14,1,0,0,0,0,0,1,1,4,6,0,0,0,0,0,18,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,3,0,1,6,0,0,0,4,0,0,3,0,2,0,16,0,0,2,1,0
2022-09-23T13,152,1,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,13,1,0,0,9,0,0,0,20,0,0,0,0,0,0,2,0,5,5,0,0,0,0,0,16,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,1,3,0,1,10,0,0,0,14,0,1,2,0,1,0,16,0,0,1,0,0
2022-09-23T14,157,2,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,18,0,1,0,0,0,0,4,1,7,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,0,0,0,0,0,2,0,0,0,0,0,1,4,0,4,7,0,0,0,18,0,1,7,1,0,0,20,0,0,0,0,0
2022-09-23T15,170,1,3,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2,1,1,0,7,0,0,0,28,0,0,0,0,0,0,5,0,9,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,10,0,10,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,2,0,0,1,0,0,0,0,0,1,4,0,2,5,0,0,0,20,0,1,3,0,0,0,25,0,0,1,0,0
2022-09-23T16,163,1,3,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,37,0,0,0,0,0,0,7,1,9,8,0,0,0,0,0,2,0,0,1,0,0,0,0,0,11,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,1,0,0,0,2,3,0,2,7,0,0,0,12,0,2,3,0,0,0,19,0,0,0,0,0
2022-09-23T17,165,3,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,10,0,0,0,3,0,0,0,38,0,0,0,0,0,0,4,0,9,10,0,0,0,0,0,2,0,0,2,0,0,0,0,0,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,1,0,1,0,1,3,1,1,5,0,0,0,16,0,2,1,0,1,0,19,0,0,1,0,1
2022-09-23T18,192,2,2,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,5,1,0,0,4,0,0,2,47,0,0,0,0,0,0,5,1,15,12,1,0,0,0,0,3,0,0,1,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,6,0,0,0,7,0,2,2,0,0,0,27,0,0,1,0,0
2022-09-23T19,194,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,1,0,0,6,1,0,0,36,0,0,0,0,0,0,6,1,9,15,1,0,0,0,0,3,0,0,1,0,0,0,11,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22,2,0,0,0,0,0,0,2,0,1,0,2,5,0,4,5,0,0,0,6,0,2,2,0,0,0,25,0,0,1,0,0
2022-09-23T20,201,2,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,11,1,0,0,5,0,0,0,34,0,0,0,0,0,0,3,1,10,13,0,0,0,1,0,0,0,0,1,0,6,0,8,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14,2,0,0,0,1,0,0,1,0,0,0,2,4,0,4,9,0,0,0,6,0,1,2,0,0,0,27,0,0,3,0,0
2022-09-23T21,157,2,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,11,1,0,0,6,0,0,0,21,0,0,0,0,0,0,6,1,14,11,0,0,0,0,0,3,0,0,0,0,5,0,1,0,17,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,1,0,2,0,2,3,0,1,6,0,0,0,2,0,1,2,0,0,0,17,0,0,0,0,0
2022-09-23T22,143,1,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,8,0,0,0,5,0,0,0,20,0,0,0,0,0,0,3,1,11,7,0,0,0,0,0,1,0,0,0,0,0,0,7,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,6,0,0,0,1,0,0,1,0,0,0,31,0,0,1,0,0
2022-09-23T23,141,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,1,0,0,4,0,0,0,20,0,0,0,0,0,0,2,1,2,10,0,0,0,0,0,5,0,0,0,0,0,0,4,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,7,0,0,0,0,0,0,1,0,0,0,42,0,0,2,1,0
2022-09-24T00,134,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,7,0,0,0,10,0,0,0,10,0,0,0,0,0,0,2,1,3,3,0,0,0,0,2,6,0,0,0,0,0,0,1,1,2,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,7,0,0,0,2,0,0,1,0,0,0,50,0,0,1,0,0
2022-09-24T01,117,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0,0,0,6,0,0,0,12,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,1,3,0,0,0,46,0,0,2,0,0
2022-09-24T02,100,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,7,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,7,0,0,0,1,0,0,3,0,0,0,31,0,0,0,1,0
2022-09-24T03,89,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,13,0,0,0,8,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,0,1,1,1,0,0,4,0,0,0,28,0,0,0,0,0
2022-09-24T04,86,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7,0,0,0,11,0,0,0,8,1,0,0,0,0,0,0,1,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,2,0,0,1,0,0,0,20,0,0,2,0,0
2022-09-24T05,94,2,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,10,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,0,0,3,0,0,6,0,0,0,21,0,0,0,0,0
2022-09-24T06,112,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14,0,0,0,7,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,7,0,0,0,4,0,0,7,0,0,0,43,1,0,0,1,0
2022-09-24T07,100,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,12,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,0,0,0,5,0,1,4,0,0,0,24,1,0,0,0,0
2022-09-24T08,126,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,15,0,0,0,12,1,0,0,0,0,0,1,2,5,7,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,6,0,0,0,3,0,2,5,0,0,1,35,0,0,1,0,0
2022-09-24T09,150,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,15,0,0,0,0,0,0,2,1,5,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,5,0,0,0,0,2,0,3,5,0,0,0,5,0,1,6,0,1,1,48,0,0,2,1,0
2022-09-24T10,96,2,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,2,9,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,8,0,0,0,2,0,1,3,0,0,0,14,0,0,0,1,0
2022-09-24T11,102,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,1,6,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,2,4,0,3,5,0,0,0,5,0,0,3,0,0,0,16,0,0,0,0,0
2022-09-24T12,122,1,0,0,0,1,2,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,20,0,0,0,0,0,0,2,1,9,8,0,0,0,0,0,2,0,1,0,0,0,0,3,0,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,2,2,0,1,8,0,0,0,9,0,0,6,0,0,0,14,0,0,0,0,0
2022-09-24T13,149,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,24,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,7,0,1,0,0,0,0,4,0,13,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,9,0,0,0,8,0,0,2,0,0,0,35,0,0,0,0,0
2022-09-24T14,164,1,0,0,0,0,1,4,0,0,0,0,0,0,0,3,0,0,1,1,0,0,6,0,0,0,29,1,0,0,1,0,0,1,1,9,4,0,0,0,0,0,9,0,0,1,1,0,0,0,0,10,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,2,0,1,1,0,1,0,0,0,0,0,0,2,8,0,0,0,14,0,0,3,0,1,0,29,0,0,1,0,0
2022-09-24T15,167,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,9,0,0,0,29,0,0,0,0,0,0,2,0,6,6,0,0,0,0,0,9,0,0,1,1,0,0,1,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2,6,0,0,0,15,0,1,3,0,0,0,36,0,0,0,0,0
2022-09-24T16,216,3,0,0,0,0,0,13,0,0,0,1,0,0,0,2,0,0,1,2,1,0,15,0,0,1,34,0,0,0,0,0,0,1,1,13,11,0,0,0,0,0,7,0,0,1,0,0,0,0,0,17,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,4,0,0,0,0,0,2,0,2,0,0,0,1,3,0,4,7,0,0,0,13,0,3,2,0,1,0,41,0,0,0,1,0
2022-09-24T17,198,3,0,0,0,1,2,2,0,0,0,2,0,0,0,1,0,0,1,1,0,0,18,0,0,0,29,0,0,0,0,0,0,8,0,15,9,0,0,0,0,0,3,0,0,1,2,0,0,1,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,6,0,0,0,15,0,4,3,0,0,0,25,0,0,1,1,0
2022-09-24T18,191,3,0,0,0,0,3,1,0,0,0,3,0,0,0,5,0,0,4,0,0,0,12,0,0,0,35,0,0,0,0,0,1,10,1,15,10,0,0,0,0,0,3,0,0,0,0,0,0,1,0,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,1,0,0,2,0,3,7,0,0,0,14,0,1,2,0,0,0,29,0,0,0,0,0
2022-09-24T19,194,4,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,5,1,1,0,18,0,0,0,31,0,0,0,0,0,0,4,0,12,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,2,0,0,0,0,3,0,4,5,0,0,0,11,0,3,3,0,0,0,44,0,0,0,1,0
2022-09-24T20,151,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,3,1,0,18,0,0,0,27,0,0,0,0,0,1,4,1,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,1,0,0,3,0,2,6,0,0,0,4,0,1,3,0,0,0,21,0,0,0,0,0
2022-09-24T21,157,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,6,2,1,0,21,0,0,0,24,0,0,0,0,0,1,1,0,12,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,1,0,1,0,1,2,0,1,8,0,0,0,3,0,0,1,0,0,0,17,0,0,0,0,0
