bucket,total,--,AE,AL,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BM,BO,BR,BT,BW,BY,CA,CH,CL,CM,CN,CO,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GR,GT,HK,HR,HT,HU,ID,IE,IL,IN,IR,IS,IT,JO,JP,KE,KH,KR,KZ,LA,LT,LU,MA,MD,MK,MN,MO,MT,MU,MW,MX,MY,MZ,NA,NG,NL,NO,NP,NZ,OM,PA,PE,PH,PK,PL,PT,PY,QA,RO,RS,RU,RW,SA,SE,SG,SK,SL,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA,ZM
2022-03-03T17,265,2,1,0,0,0,1,0,0,0,0,2,0,0,0,6,0,0,0,11,1,0,0,10,0,0,99,0,0,0,0,0,0,7,0,14,7,0,0,0,6,0,0,0,0,0,0,2,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,1,0,0,4,0,0,2,0,5,0,0,15,6,0,0,13,0,1,5,0,21,0,0,0,0,0,0
2022-03-03T18,357,1,0,0,0,0,2,0,0,1,0,2,0,0,0,2,0,0,0,7,3,0,0,20,0,0,176,2,0,0,0,0,0,8,0,8,12,0,0,0,6,1,0,0,1,0,0,1,0,0,11,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,1,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,13,6,0,0,11,0,0,3,0,35,0,0,0,1,0,0
2022-03-03T19,371,3,0,0,0,1,3,0,0,1,0,2,0,0,0,2,0,0,0,19,2,1,0,18,0,0,149,0,0,0,0,0,0,6,0,11,27,0,0,1,3,0,0,2,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,25,0,0,0,0,0,0,1,0,1,2,0,0,0,0,4,0,0,6,7,0,0,10,0,0,5,0,40,0,0,1,1,0,0
2022-03-03T20,258,1,0,0,0,1,2,0,0,1,0,1,0,0,0,2,0,0,0,11,2,3,0,16,0,0,80,0,0,0,0,0,0,5,0,10,15,0,0,0,3,0,0,0,0,1,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,2,0,1,0,0,1,0,0,1,2,0,0,1,0,2,0,0,3,10,0,0,6,0,1,4,1,25,0,0,1,1,0,0
2022-03-03T21,199,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,7,3,0,0,14,0,0,49,0,0,0,0,0,0,5,0,10,10,0,0,0,2,0,0,0,1,2,0,1,0,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,7,0,0,4,0,0,3,0,26,0,0,0,0,0,0
2022-03-03T22,173,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,8,3,1,0,11,0,0,32,0,0,0,0,0,1,2,0,9,13,0,0,0,1,0,0,1,0,0,0,1,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,7,0,0,2,0,0,2,0,31,0,0,0,0,0,0
2022-03-03T23,171,1,0,0,0,1,2,1,0,0,1,1,0,0,0,2,0,0,0,13,1,2,0,10,0,0,17,0,0,0,0,0,1,2,0,6,11,0,0,0,0,0,1,0,0,4,0,3,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,6,0,0,1,0,0,3,0,53,0,0,0,1,0,0
2022-03-04T00,190,1,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,26,0,1,0,26,0,0,15,0,0,0,0,0,1,1,0,8,9,0,0,0,1,0,0,0,0,1,0,1,0,0,7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,10,0,0,1,0,0,2,1,50,0,0,0,6,1,0
2022-03-04T01,161,1,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,25,0,0,7,0,0,0,0,0,0,2,0,4,2,0,0,0,1,0,0,0,0,1,0,4,0,0,5,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,6,1,0,2,0,0,2,2,55,0,0,0,0,0,0
2022-03-04T02,156,1,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,17,0,0,11,0,0,0,0,0,0,1,0,8,1,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,6,0,0,2,0,0,3,0,54,0,0,0,0,0,0
2022-03-04T03,133,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,22,0,0,5,0,0,0,0,0,0,1,0,2,2,0,0,0,7,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,7,0,0,1,0,0,2,0,49,1,0,0,0,0,0
2022-03-04T04,93,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,4,0,0,0,0,0,0,1,0,3,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,2,6,0,0,1,0,0,2,0,26,0,0,0,0,0,0
2022-03-04T05,120,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,18,1,0,7,1,0,0,0,0,0,2,0,1,9,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,5,0,0,3,0,0,3,0,41,0,0,0,1,0,0
2022-03-04T06,129,2,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,15,0,0,6,0,0,0,0,0,0,3,0,1,3,0,0,0,3,0,0,0,1,1,0,6,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,8,1,0,5,0,0,2,0,43,0,0,0,2,0,0
2022-03-04T07,124,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,9,0,0,0,0,0,0,2,0,2,5,0,0,0,5,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,7,0,0,7,0,0,6,1,40,0,0,0,0,0,0
2022-03-04T08,127,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,14,0,0,14,0,0,0,0,0,0,1,0,5,3,0,0,0,6,0,0,0,1,0,0,5,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,10,0,0,7,0,1,5,0,33,0,0,0,0,0,0
2022-03-04T09,131,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,22,1,0,15,0,0,0,0,0,0,1,0,6,4,0,0,0,8,0,0,0,1,1,0,0,1,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,10,0,0,8,0,0,8,0,18,0,0,0,0,0,0
2022-03-04T10,136,2,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,14,1,0,14,0,0,0,0,0,0,2,0,9,8,0,0,0,13,0,0,0,1,2,0,1,3,0,7,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,7,0,0,4,0,0,3,1,19,0,0,0,0,0,0
2022-03-04T11,130,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,21,0,0,15,0,0,0,0,0,0,1,0,7,7,0,0,0,8,0,0,0,1,1,0,0,0,0,5,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,11,0,0,5,0,0,3,1,16,0,0,0,1,0,0
2022-03-04T12,161,1,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,21,1,0,16,0,0,0,0,0,0,2,0,8,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,10,0,0,20,0,0,4,1,19,0,0,0,0,0,0
2022-03-04T13,162,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,3,1,0,0,17,1,0,15,0,0,0,0,0,0,1,0,9,13,0,1,0,12,0,0,0,0,0,0,5,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,8,0,0,15,0,0,8,0,19,0,0,0,0,0,0
2022-03-04T14,216,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,18,0,0,34,1,0,0,0,0,0,3,0,7,11,0,0,0,12,0,0,0,1,0,0,6,0,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,3,7,0,0,24,0,0,5,0,40,0,0,0,0,0,0
2022-03-04T15,194,1,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,11,1,1,0,18,0,0,34,0,0,1,0,0,0,1,0,9,10,0,0,0,12,0,0,0,0,0,0,6,0,1,9,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,6,0,0,15,0,2,3,0,16,0,0,0,1,0,0
2022-03-04T16,213,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,55,0,0,0,0,0,0,1,0,13,10,0,0,0,10,0,0,0,0,0,0,2,0,0,14,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,1,0,2,0,0,0,1,0,6,0,0,3,5,0,0,17,0,2,5,0,15,0,0,0,0,0,0
2022-03-04T17,277,3,5,0,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,7,2,0,0,16,0,0,92,1,0,0,0,0,0,6,0,15,11,0,0,0,4,0,0,0,0,0,0,2,0,0,18,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,9,0,0,3,5,0,0,19,0,2,2,0,25,0,0,0,0,0,0
2022-03-04T18,312,2,3,0,0,3,1,0,0,0,0,2,0,0,0,1,0,0,0,11,0,0,0,18,0,0,133,1,0,0,0,0,0,9,0,13,16,0,0,0,3,0,0,0,0,0,0,2,0,0,11,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,2,2,7,0,0,2,6,0,0,15,0,2,2,0,20,0,0,0,4,0,0
2022-03-04T19,295,6,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,10,3,0,0,14,1,0,86,0,0,0,0,0,0,11,0,17,21,0,0,0,2,0,0,1,0,0,0,1,0,0,12,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,1,1,0,0,5,2,7,0,0,5,6,0,0,12,0,3,2,0,29,0,0,0,0,0,0
2022-03-04T20,287,2,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,10,7,0,0,15,1,0,73,0,0,0,0,0,0,4,0,20,22,0,0,0,2,0,0,1,0,1,0,1,0,0,21,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,2,1,0,0,1,2,5,0,0,2,9,0,1,7,0,1,1,0,32,0,0,0,0,0,0
2022-03-04T21,222,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,9,5,0,0,10,0,0,38,0,0,0,0,0,0,4,0,8,19,0,0,0,2,0,0,1,0,0,0,3,0,0,23,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,0,0,0,0,0,0,1,0,2,0,0,0,1,0,8,0,0,4,6,0,1,11,0,0,2,0,33,0,0,0,0,1,0
2022-03-04T22,197,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,7,3,0,0,13,0,0,41,0,0,0,0,0,0,5,0,7,23,0,0,0,3,0,0,1,0,1,0,2,0,0,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1,0,0,3,0,0,0,1,5,0,0,1,7,0,0,6,0,0,1,0,31,0,0,0,0,0,0
2022-03-04T23,189,1,1,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,10,1,0,0,12,0,0,33,0,0,0,0,0,0,2,0,16,18,0,0,0,2,0,0,0,0,0,0,1,0,0,12,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,1,6,0,0,4,0,0,1,1,39,0,0,0,0,0,0
2022-03-05T00,104,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,1,1,7,0,0,14,0,0,0,0,0,0,1,0,1,12,0,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,5,0,0,1,0,0,1,1,22,1,0,0,0,0,0
