bucket,total,--,AE,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BR,BY,CA,CF,CH,CI,CL,CM,CN,CO,CV,CY,CZ,DE,DK,DO,DZ,EC,EG,ES,FI,FR,GB,GE,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IR,IT,JO,JP,KE,KH,KR,KZ,LK,LT,LU,LV,MA,MK,MM,MO,MQ,MU,MX,MY,NA,NG,NL,NO,NP,NZ,OM,PA,PH,PK,PL,PT,PY,QA,RO,RU,RW,SE,SG,SI,SK,SV,SY,TH,TN,TR,TT,TW,TZ,UA,US,UY,VE,VN,ZA,ZM,ZW
2022-06-16T17,175,1,4,0,0,0,0,0,0,0,3,0,1,0,4,0,1,0,0,0,6,0,0,0,0,28,0,1,0,0,1,6,0,5,10,0,0,0,6,0,0,0,0,0,0,2,0,18,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,2,0,0,0,1,8,0,5,8,0,0,0,0,8,0,1,0,4,0,0,23,0,0,0,0,0,0
2022-06-16T18,200,1,1,0,0,1,0,0,1,0,3,1,0,0,6,0,0,0,0,0,10,0,0,0,1,23,0,0,0,0,0,6,0,5,22,0,0,0,7,0,0,0,1,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,2,0,0,0,0,9,0,4,6,0,0,0,0,10,0,1,0,6,0,1,31,0,0,0,0,0,0
2022-06-16T19,188,1,0,0,2,1,0,0,1,0,2,1,3,0,3,0,1,0,0,0,14,0,0,0,0,30,0,0,0,0,0,6,0,7,11,0,0,0,5,0,0,0,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,1,0,1,0,0,0,1,4,0,3,8,0,0,0,0,12,0,2,0,3,0,0,27,0,0,2,0,0,0
2022-06-16T20,170,1,0,0,9,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,14,0,0,0,0,27,0,0,0,0,0,2,0,8,9,0,0,0,6,0,0,0,1,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,1,1,0,0,0,3,0,3,8,0,0,0,0,5,0,1,1,5,0,0,20,0,0,1,0,0,0
2022-06-16T21,157,3,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,9,0,0,0,0,23,0,0,0,0,0,3,0,9,6,0,0,0,3,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0,2,1,0,0,1,5,0,3,9,0,0,0,0,4,0,1,0,3,0,0,24,0,0,1,0,0,0
2022-06-16T22,138,1,0,0,2,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,12,0,0,0,0,19,0,0,0,0,0,1,0,8,5,0,0,0,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,1,0,2,0,0,1,3,0,2,6,0,0,0,0,6,0,0,0,2,0,0,35,0,0,0,0,0,0
2022-06-16T23,130,1,0,0,1,0,1,0,0,1,1,0,0,0,11,0,0,0,0,0,17,0,0,0,1,9,0,0,0,0,1,2,0,6,4,0,0,0,4,0,0,0,0,0,0,2,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,6,0,0,0,0,5,0,1,0,4,0,0,33,0,0,1,0,0,0
2022-06-17T00,127,3,0,0,2,1,0,0,0,1,0,0,1,0,7,0,1,0,1,0,14,1,0,0,0,6,0,0,0,0,1,1,0,3,7,0,0,0,4,0,0,0,0,0,0,1,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,6,0,1,5,0,0,0,0,2,0,0,0,3,0,0,40,0,0,1,0,0,0
2022-06-17T01,97,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1,1,0,1,0,0,0,4,0,1,8,0,0,0,0,1,0,0,0,1,0,0,36,0,0,1,0,0,0
2022-06-17T02,115,2,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0,10,0,0,0,0,4,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,9,0,0,0,0,2,0,1,0,3,0,0,45,0,0,2,0,0,0
2022-06-17T03,100,3,0,0,2,0,2,0,0,0,0,0,2,0,9,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,8,0,0,0,0,0,0,0,0,4,0,0,30,0,0,1,0,0,0
2022-06-17T04,84,3,0,0,1,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,11,0,0,1,0,4,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,7,0,0,0,0,0,0,0,0,4,0,0,26,0,0,1,0,0,0
2022-06-17T05,79,3,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,1,0,3,0,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,1,3,0,1,8,0,0,0,0,1,0,0,0,2,0,0,21,0,0,1,0,0,0
2022-06-17T06,90,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,6,0,2,6,0,0,0,0,2,0,0,0,3,0,0,19,0,0,3,0,1,0
2022-06-17T07,101,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,13,0,0,0,0,6,0,0,0,0,0,2,1,2,4,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,7,0,1,8,0,0,0,0,2,0,0,0,4,0,0,25,0,0,0,0,1,0
2022-06-17T08,102,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,19,0,0,0,0,17,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,1,4,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,4,0,1,7,0,0,0,0,1,0,0,0,5,0,0,17,0,0,0,0,0,0
2022-06-17T09,99,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,14,0,0,0,0,13,0,0,0,0,0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,1,0,0,1,0,0,0,0,0,1,5,0,1,6,0,0,0,0,1,0,1,0,6,0,2,17,0,0,0,1,0,0
2022-06-17T10,94,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,2,0,0,0,11,0,0,0,0,17,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,2,0,0,0,0,0,2,5,0,1,5,0,0,0,0,3,0,2,0,6,0,0,13,0,0,0,0,0,0
2022-06-17T11,129,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,17,0,0,0,0,19,0,0,0,0,0,3,0,1,4,0,0,0,4,0,0,0,0,0,0,1,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,1,0,0,0,2,4,0,1,11,0,0,0,0,3,0,0,0,12,0,1,23,0,0,0,0,0,0
2022-06-17T12,164,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,17,0,0,0,0,21,0,0,0,0,0,0,1,5,6,0,0,0,4,0,0,0,1,0,0,4,0,4,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,0,0,0,0,1,7,0,1,5,0,0,0,0,8,0,0,0,15,0,0,34,0,0,1,0,0,0
2022-06-17T13,159,2,0,0,0,1,0,1,0,0,3,0,1,0,2,0,1,0,0,0,18,0,0,0,0,19,0,0,0,0,0,2,0,8,8,0,0,0,15,0,0,0,0,0,0,1,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,3,0,1,0,0,0,0,4,0,2,7,0,0,0,0,6,0,0,0,9,0,0,18,0,0,1,0,0,0
2022-06-17T14,144,1,2,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,14,0,0,0,0,21,0,0,0,0,0,3,0,9,3,0,0,0,10,0,0,0,2,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,2,0,2,1,0,0,1,4,0,2,8,0,0,0,0,7,0,1,0,10,0,1,17,0,0,0,0,0,0
2022-06-17T15,167,1,0,0,0,0,0,0,0,1,0,0,2,0,4,0,2,0,0,0,22,0,0,0,1,15,0,0,0,0,0,4,0,10,5,0,0,0,13,0,0,0,1,0,0,1,1,6,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,2,0,0,0,0,0,1,5,0,2,8,0,0,0,0,7,0,2,0,13,0,0,21,0,0,0,0,0,0
2022-06-17T16,175,2,0,0,0,0,0,0,0,2,0,0,2,1,1,0,1,0,0,0,12,0,0,0,0,18,0,0,0,0,0,5,0,11,9,0,0,0,12,0,0,0,1,0,0,0,2,17,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,10,0,0,0,0,0,1,0,1,0,0,0,1,5,1,1,6,0,0,0,0,16,0,0,0,12,0,0,15,0,0,1,0,0,0
2022-06-17T17,186,2,0,0,0,1,0,0,0,1,2,1,2,0,4,0,1,0,0,0,13,0,0,0,0,28,0,0,0,0,0,7,0,7,10,0,0,0,2,0,0,0,0,0,0,0,0,17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,10,0,0,0,0,0,1,0,2,0,0,1,0,7,0,2,7,0,0,0,0,13,0,1,0,12,0,0,24,0,0,0,0,0,0
2022-06-17T18,195,4,0,0,0,0,0,0,0,0,1,1,2,0,2,0,1,0,0,0,11,0,0,0,0,31,0,0,0,0,0,4,0,7,12,0,0,0,5,0,0,1,2,1,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1,0,1,0,0,1,0,7,0,3,6,0,0,0,0,14,0,1,0,8,0,0,43,0,0,0,0,0,0
2022-06-17T19,176,2,1,0,0,0,0,0,0,0,2,0,2,0,7,0,1,0,0,0,14,0,0,0,1,37,0,0,0,0,0,7,0,5,13,0,0,0,3,0,0,1,0,2,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,2,0,0,0,2,5,0,1,7,0,0,0,0,5,0,1,0,5,0,0,20,0,0,0,0,0,0
2022-06-17T20,180,2,1,0,1,1,0,0,0,0,3,0,2,0,7,0,1,0,0,0,13,0,0,0,0,30,0,0,0,0,0,3,0,7,7,0,0,0,2,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,1,0,1,0,0,0,0,3,1,0,0,1,5,1,2,6,0,0,0,0,11,0,1,0,4,0,0,21,1,0,1,0,0,0
2022-06-17T21,172,4,0,0,1,2,0,0,0,0,2,0,4,0,5,0,1,0,1,0,11,0,0,0,0,32,0,0,0,0,0,2,0,10,9,0,0,0,1,0,0,0,2,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,1,0,0,0,0,1,1,0,0,2,4,0,2,7,0,0,0,0,7,1,1,0,1,0,0,26,1,0,1,0,0,0
2022-06-17T22,170,3,0,0,3,0,0,0,0,0,2,0,3,0,7,1,0,0,0,0,11,0,0,0,0,31,1,0,0,0,0,4,0,7,5,0,0,0,1,0,0,0,0,0,1,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,1,2,0,0,0,7,0,1,5,0,0,0,0,3,0,3,0,2,0,0,42,2,0,1,0,0,0
2022-06-17T23,120,2,0,0,1,0,0,0,0,0,1,0,2,0,9,1,1,0,0,0,15,0,0,0,0,17,1,0,0,0,0,2,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,6,0,0,0,0,2,0,1,0,2,0,0,30,1,0,1,0,0,0
2022-06-18T00,62,1,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,6,0,0,0,0,7,1,0,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,1,2,0,0,14,0,0,0,0,0,0
