bucket,total,--,AD,AE,AR,AT,AU,BA,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GM,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IR,IS,IT,JP,KE,KH,KR,KZ,LB,LK,LT,LU,LY,MA,MK,MM,MO,MT,MX,MY,MZ,NL,NO,NP,NZ,PE,PH,PK,PL,PS,PT,PY,QA,RE,RO,RS,RU,RW,SC,SE,SG,SI,SK,SV,TH,TN,TR,TT,TW,TZ,UA,US,UY,VE,VI,VN,ZA,ZW
2022-02-25T01,152,0,0,0,0,0,0,0,1,0,0,0,0,25,1,0,0,1,12,1,0,0,9,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,0,0,3,6,0,0,0,2,0,0,0,0,0,0,60,0,0,0,0,0,0
2022-02-25T02,140,2,0,0,0,0,1,0,1,0,0,1,0,17,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,2,0,0,0,2,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,66,0,0,0,1,0,0
2022-02-25T03,139,3,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,9,0,0,3,5,0,0,0,0,0,0,0,1,0,0,50,0,0,0,0,0,0
2022-02-25T04,117,0,0,0,1,0,2,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,1,54,0,0,0,1,0,0
2022-02-25T05,114,2,0,0,1,0,2,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,0,0,1,5,0,0,0,3,0,0,0,0,0,2,43,0,0,0,1,0,0
2022-02-25T06,113,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,1,1,4,0,2,0,0,2,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,1,5,0,0,0,0,0,0,0,1,0,3,28,0,0,0,1,0,0
2022-02-25T07,122,2,0,0,1,1,2,0,0,0,0,1,0,6,1,0,0,0,15,0,0,0,12,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,6,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,2,0,1,1,0,0,0,0,0,0,3,0,0,1,6,0,0,0,2,0,0,0,4,0,0,36,0,0,0,0,0,0
2022-02-25T08,121,1,0,0,0,0,3,0,1,0,0,1,0,5,1,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,1,6,0,0,0,3,0,0,0,4,0,2,22,0,0,0,0,0,0
2022-02-25T09,142,1,0,0,0,0,8,0,0,0,0,2,0,6,0,0,0,0,11,0,0,0,28,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,5,0,0,0,1,0,0,2,0,0,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,7,0,0,0,3,0,0,0,5,0,1,28,0,0,0,1,1,0
2022-02-25T10,145,0,0,0,0,0,2,0,2,0,0,2,0,4,0,0,0,0,17,0,0,0,28,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,4,0,0,0,1,0,0,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,2,0,0,0,0,0,1,0,7,0,0,0,8,0,0,0,1,0,1,0,4,0,1,28,0,0,0,1,1,0
2022-02-25T11,146,1,0,0,0,1,1,0,1,0,0,1,0,7,1,0,0,0,11,0,0,0,30,1,0,0,0,0,0,3,0,0,4,1,0,0,0,0,4,0,0,0,1,0,0,4,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,2,0,2,0,0,0,0,0,0,0,5,0,0,1,11,0,0,0,6,0,1,0,3,0,0,21,0,0,0,0,0,0
2022-02-25T12,147,1,0,2,0,0,1,0,2,0,0,2,0,6,3,0,0,0,5,0,0,0,18,0,0,0,0,0,0,3,0,0,9,6,0,0,0,0,6,0,0,0,1,0,1,1,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,10,0,0,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,5,0,1,0,3,0,2,24,0,0,0,3,0,0
2022-02-25T13,186,0,0,1,1,0,1,0,1,0,0,4,0,5,1,0,0,0,13,0,0,0,29,0,0,0,0,0,0,6,0,0,11,5,0,0,0,0,9,0,0,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,8,0,0,6,12,0,0,0,13,0,1,0,5,0,1,30,0,0,0,0,0,0
2022-02-25T14,232,4,0,2,0,0,2,0,1,0,0,1,0,11,0,0,0,0,15,0,0,0,49,0,0,0,0,0,0,1,0,0,7,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,1,0,0,0,2,0,1,0,0,0,0,0,1,0,5,0,1,10,9,0,0,0,15,0,2,0,2,0,3,25,0,0,0,1,0,0
2022-02-25T15,206,0,0,1,0,0,1,1,2,0,0,0,0,15,0,0,0,0,10,0,0,0,51,0,0,0,0,0,1,1,0,0,5,6,0,0,0,1,19,0,0,0,0,0,2,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,6,0,0,0,10,0,2,0,7,0,3,21,0,0,0,2,0,0
2022-02-25T16,221,0,0,0,0,2,1,1,2,3,0,1,0,7,1,0,0,0,12,0,0,0,57,0,0,0,0,0,0,3,0,0,6,11,0,0,0,0,17,0,0,1,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,11,0,0,0,0,1,1,4,0,0,0,0,0,1,0,3,0,0,3,6,0,0,0,16,0,1,0,4,0,1,24,0,0,0,1,0,0
2022-02-25T17,289,0,0,0,0,1,1,0,4,0,0,3,0,6,1,0,1,0,14,0,0,0,101,0,0,0,0,0,0,5,0,0,22,11,0,0,0,0,8,0,0,0,1,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,2,1,2,0,0,0,0,0,0,0,4,0,0,5,6,0,0,0,17,0,2,0,2,0,1,40,0,0,0,1,0,0
2022-02-25T18,409,1,1,4,0,1,1,0,3,0,0,4,0,10,1,0,0,0,14,2,0,1,201,0,0,0,0,0,0,8,0,0,18,15,0,0,0,0,6,0,0,0,2,0,0,5,0,0,16,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,2,3,0,1,0,0,0,2,0,3,0,0,1,7,0,0,0,10,0,2,0,2,0,0,36,0,0,0,1,0,0
2022-02-25T19,340,0,0,2,0,1,1,0,5,1,0,1,0,13,0,0,0,0,12,1,0,0,144,0,0,0,0,0,0,8,0,0,6,26,0,0,0,0,1,0,0,1,0,0,3,4,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,2,3,0,2,0,0,0,1,0,4,0,0,3,6,0,0,0,8,0,2,0,0,0,2,36,0,0,0,1,0,0
2022-02-25T20,280,0,0,0,1,1,1,0,3,1,0,3,0,11,3,0,0,0,7,0,0,0,88,0,0,0,0,0,0,5,0,0,13,18,0,0,1,0,1,0,0,1,0,4,0,1,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,1,1,0,1,0,0,0,2,0,3,0,0,2,6,0,0,0,9,0,0,0,1,0,3,43,0,0,0,0,0,0
2022-02-25T21,238,1,0,0,1,0,1,0,1,2,0,0,0,12,4,0,1,0,9,0,0,0,54,0,0,0,0,0,0,7,0,0,12,13,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,7,0,0,0,5,0,0,0,0,0,1,37,0,0,0,1,0,0
2022-02-25T22,180,2,0,0,0,2,1,0,1,1,0,0,0,7,2,0,2,0,8,0,0,0,40,0,0,0,0,0,0,3,0,1,10,14,0,0,0,0,2,1,0,0,0,0,0,1,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,7,0,0,0,2,0,2,0,0,0,1,27,0,0,0,0,0,0
2022-02-25T23,177,1,0,0,2,2,3,0,0,0,0,2,0,16,3,0,3,0,9,0,0,0,27,0,0,0,0,0,0,2,0,1,5,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,7,0,0,0,1,0,0,0,0,0,0,51,1,0,0,1,0,0
2022-02-26T00,215,0,0,0,2,0,1,0,0,0,0,2,0,26,1,0,4,0,15,0,0,0,21,0,0,0,0,0,0,2,0,0,7,15,0,0,0,2,2,0,0,0,0,0,1,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,1,0,0,82,0,0,0,1,0,0
2022-02-26T01,145,0,0,0,0,0,1,0,0,0,0,0,0,23,1,0,7,0,6,0,0,0,14,0,0,0,0,0,0,1,0,0,3,11,0,0,0,0,2,0,0,0,0,3,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,0,0
2022-02-26T02,138,1,0,0,0,0,3,0,0,0,0,1,0,12,0,0,6,0,11,0,0,0,13,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,7,0,0,0,1,0,0,0,3,0,0,52,0,0,0,1,0,0
2022-02-26T03,122,0,0,0,2,0,3,0,0,0,0,2,0,16,1,0,2,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,2,0,0,0,1,0,0,49,0,0,0,0,0,0
2022-02-26T04,124,0,0,0,2,1,4,0,0,0,0,6,0,13,0,0,0,0,13,1,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,1,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,8,0,0,0,3,0,0,0,0,0,2,35,0,0,0,0,0,0
2022-02-26T05,113,2,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,21,2,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,1,0,3,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,0,0,1,34,0,0,0,5,0,0
2022-02-26T06,79,0,0,2,0,0,0,0,0,0,0,1,0,5,1,0,0,0,8,1,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,2,0,0,0,0,0,0,28,0,0,0,6,0,0
