bucket,total,--,AE,AM,AR,AT,AU,BA,BD,BE,BG,BO,BR,BY,BZ,CA,CH,CL,CM,CN,CO,CV,CY,CZ,DE,DK,DO,DZ,EC,EG,ES,ET,FI,FR,GB,GE,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KH,KR,KZ,LK,LT,LV,LY,MA,ME,MK,MM,MO,MW,MX,MY,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,QA,RE,RO,RS,RU,RW,SA,SD,SE,SG,SI,SK,SY,TH,TN,TR,TW,UA,US,UY,UZ,VE,VI,VN,ZA,ZM,ZW
2022-07-28T17,169,1,0,0,2,1,1,0,0,1,0,0,1,0,0,7,1,0,0,6,0,0,0,0,33,1,0,0,0,0,4,0,0,6,16,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,5,0,0,0,3,7,0,0,0,6,0,1,3,0,23,0,0,0,0,0,1,0,0
2022-07-28T18,205,1,0,0,1,1,0,0,0,2,0,0,0,0,0,4,2,0,0,5,0,0,0,0,49,0,0,0,0,0,0,0,0,15,30,0,0,0,2,0,2,0,0,0,0,0,0,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,22,0,0,2,0,1,0,0,3,0,1,0,0,0,0,0,5,0,0,0,3,7,0,0,0,2,0,2,1,0,25,0,0,0,0,1,1,0,0
2022-07-28T19,162,1,0,0,3,0,0,0,0,4,0,0,1,0,0,5,1,0,0,7,0,0,0,0,30,0,0,0,0,0,2,0,0,8,21,0,1,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,2,0,4,0,0,0,1,0,2,0,0,0,2,6,1,0,0,4,0,1,0,0,19,0,0,0,0,1,0,0,0
2022-07-28T20,189,4,0,0,1,1,0,0,0,1,0,0,0,0,0,3,2,0,0,4,0,0,0,0,33,1,0,0,0,0,3,0,0,10,16,0,0,1,1,0,0,0,16,0,0,0,0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0,6,0,0,0,2,6,1,0,0,3,0,1,0,0,31,0,0,0,0,1,0,0,0
2022-07-28T21,208,2,0,0,1,1,0,0,0,0,0,0,0,0,0,6,2,2,1,3,1,0,0,0,24,1,0,0,0,0,4,0,0,16,12,0,1,4,1,0,0,0,0,0,1,0,0,8,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,1,2,0,1,0,0,1,0,3,0,0,0,1,0,7,1,0,0,2,7,1,0,0,1,0,2,0,0,66,0,1,1,0,0,0,0,0
2022-07-28T22,157,0,0,0,4,1,0,0,0,0,0,0,1,0,0,8,0,1,0,7,0,0,0,0,14,0,0,0,0,0,3,0,0,8,12,0,0,5,1,0,0,0,0,0,0,0,0,5,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,0,2,0,1,0,0,1,0,3,0,0,0,1,0,5,0,0,0,1,6,0,0,0,2,0,3,0,1,42,0,1,0,0,2,0,0,0
2022-07-28T23,141,1,0,0,2,0,1,0,0,0,0,0,1,0,0,15,0,0,0,5,0,0,0,0,13,0,0,0,0,0,2,0,0,6,7,0,0,4,1,0,0,0,2,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,2,0,0,1,0,1,0,3,0,0,0,0,0,4,1,0,0,1,6,0,0,0,3,0,1,2,0,39,0,0,0,0,1,2,0,0
2022-07-29T00,150,2,0,0,2,0,2,0,0,0,0,0,0,0,0,13,0,2,0,7,0,0,0,0,5,0,0,0,0,0,3,0,0,5,10,0,0,1,3,0,0,0,11,0,2,0,0,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,3,6,1,0,0,1,0,0,3,0,47,0,0,0,0,0,0,0,0
2022-07-29T01,102,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,1,0,5,1,1,0,0,4,0,0,0,0,0,2,0,0,9,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,5,0,0,0,1,6,0,1,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0
2022-07-29T02,109,2,0,0,2,0,3,0,0,0,1,0,2,0,0,5,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,3,0,0,1,1,6,0,0,0,2,0,0,3,0,38,0,0,0,0,1,2,0,0
2022-07-29T03,170,1,0,0,2,0,1,0,1,0,0,0,2,0,0,9,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,8,0,0,0,0,0,0,5,0,83,0,0,0,0,0,1,0,0
2022-07-29T04,77,0,0,0,2,0,2,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,1,0,0,4,0,21,0,0,0,0,0,0,0,0
2022-07-29T05,94,1,0,0,0,0,3,0,0,0,0,0,1,0,0,6,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,3,0,31,0,0,0,0,0,0,0,0
2022-07-29T06,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,1,5,0,0,0,2,0,0,2,0,9,0,0,0,0,0,0,0,0
