bucket,total,--,AE,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EG,ES,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IR,IS,IT,JO,JP,KE,KH,KM,KR,KZ,LA,LB,LK,LT,LU,LV,MK,MM,MN,MO,MT,MX,MY,MZ,NA,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,SN,SY,TH,TN,TR,TT,TW,UA,US,UY,UZ,VE,VN,ZA,ZM,ZW
2022-01-27T19,486,1,0,0,3,0,0,1,0,0,3,0,0,0,1,0,18,5,0,0,15,2,0,1,253,0,0,0,0,0,9,0,7,31,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,2,0,1,0,1,0,4,0,0,0,9,5,0,0,0,5,0,5,0,1,1,34,0,1,0,0,0,0,0
2022-01-27T20,398,1,0,0,5,0,0,1,0,0,3,0,0,0,1,0,12,6,0,0,13,1,0,0,135,0,0,0,0,0,8,0,15,26,0,0,2,0,0,0,7,0,1,0,0,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,10,6,0,0,0,5,0,4,0,0,1,59,1,1,0,0,0,0,0
2022-01-27T21,274,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,7,4,0,0,11,1,0,0,72,0,0,0,0,0,2,0,6,22,0,0,1,0,0,0,2,0,2,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,4,9,0,0,0,2,0,1,0,0,0,57,1,0,0,5,0,0,0
2022-01-27T22,199,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,7,2,0,0,13,1,0,0,34,0,0,0,0,0,4,0,5,12,0,0,1,0,0,1,1,0,1,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,2,0,7,0,0,0,3,0,0,0,3,5,0,0,0,1,0,1,0,0,0,57,0,0,0,0,0,0,0
2022-01-27T23,185,1,0,0,2,2,0,0,0,0,3,0,0,0,0,0,29,1,1,0,11,0,0,0,23,1,0,0,0,0,3,0,4,8,0,1,0,0,0,0,0,0,1,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,2,5,0,0,0,0,0,0,0,1,0,47,0,0,0,0,0,0,0
2022-01-28T00,215,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41,1,2,0,17,4,0,0,15,0,0,0,1,0,6,0,3,8,0,0,1,0,0,0,1,0,1,1,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,3,0,0,0,4,0,0,0,1,7,1,0,0,0,0,0,0,1,0,76,0,0,0,0,0,0,0
2022-01-28T01,172,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41,0,1,0,19,4,0,0,9,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,7,0,0,0,1,0,1,0,1,0,62,0,0,0,0,1,0,0
2022-01-28T02,150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,16,0,0,0,6,0,0,0,0,0,3,0,2,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,1,6,0,0,0,0,0,0,0,1,0,62,0,0,0,0,0,0,0
2022-01-28T03,146,1,0,1,1,3,0,0,0,0,0,0,0,0,3,0,19,1,0,0,16,0,0,0,5,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0,4,0,1,0,1,9,0,0,0,1,0,0,0,2,1,59,1,0,0,0,0,0,0
2022-01-28T04,134,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,13,1,0,0,17,0,0,0,4,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,10,1,0,0,5,0,0,0,0,1,54,0,0,0,0,0,0,0
2022-01-28T05,109,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,0,0,0,5,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0,0,6,0,0,0,0,1,42,0,0,0,0,0,0,0
2022-01-28T06,93,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,18,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,0,4,0,0,0,3,1,26,0,0,0,0,0,1,0
2022-01-28T07,120,2,0,1,1,4,0,0,0,0,0,0,0,0,2,0,5,0,0,0,18,0,0,0,6,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,3,6,0,0,0,3,0,0,0,4,1,34,0,0,0,1,0,0,0
2022-01-28T08,108,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,5,1,0,0,11,0,0,0,14,0,0,0,0,0,1,0,6,1,0,0,2,0,0,0,0,0,1,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,2,6,0,0,0,5,0,0,0,2,1,27,0,0,0,0,0,0,0
2022-01-28T09,116,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,13,0,0,0,26,0,0,0,0,0,1,0,2,3,0,1,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,1,0,5,0,0,0,1,7,0,0,0,1,0,0,0,2,1,23,0,0,0,0,0,0,0
2022-01-28T10,133,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,16,0,0,0,28,0,0,0,0,0,4,0,5,4,0,0,2,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,2,8,0,0,0,4,0,2,0,2,2,23,0,0,0,0,0,0,0
2022-01-28T11,132,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,17,1,0,0,25,0,0,0,0,0,5,0,0,5,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,0,0,4,0,0,0,2,0,2,0,6,0,0,0,2,11,0,0,0,7,0,0,0,4,2,20,0,0,0,0,0,0,0
2022-01-28T12,144,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,7,0,0,0,9,0,0,0,36,0,0,0,0,0,2,0,4,5,0,0,3,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,1,11,0,0,0,9,0,0,0,5,0,27,0,0,0,1,0,0,0
2022-01-28T13,167,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1,0,8,0,0,0,42,0,0,0,0,0,2,0,4,8,0,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,1,0,0,0,1,13,1,0,0,16,0,1,0,4,1,20,0,0,0,0,0,0,0
2022-01-28T14,200,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,8,0,0,0,41,0,0,0,0,0,4,0,8,11,0,1,3,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,1,0,1,0,2,0,1,2,4,0,0,0,4,16,0,0,0,20,0,0,0,5,0,20,0,0,0,6,0,0,0
2022-01-28T15,198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,12,1,0,0,49,0,0,0,0,0,3,0,7,7,0,1,3,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,13,0,0,0,0,2,0,2,0,0,0,2,0,6,0,0,0,4,7,0,0,0,10,0,2,0,8,2,25,0,0,0,1,0,0,0
2022-01-28T16,252,0,8,0,0,0,0,0,0,0,2,0,0,0,0,1,10,2,0,0,9,1,0,0,72,0,0,0,0,0,4,0,14,12,0,2,2,0,0,1,0,0,1,1,0,16,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,2,0,3,0,1,0,1,0,8,0,0,0,6,6,0,0,0,13,0,2,0,3,0,32,0,0,0,0,2,0,0
2022-01-28T17,350,0,4,0,1,0,0,1,0,0,1,0,0,0,3,0,13,2,0,0,6,0,0,0,141,0,0,0,0,0,9,0,18,15,0,2,0,0,0,1,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,15,0,0,0,0,1,0,4,0,1,0,1,0,7,0,0,0,2,6,0,0,0,17,0,3,0,0,4,31,0,0,0,0,3,0,0
2022-01-28T18,514,0,1,2,3,0,0,1,0,0,1,0,0,0,1,0,24,2,0,0,12,1,0,0,285,0,0,0,0,0,12,0,9,17,0,1,3,0,0,1,5,1,0,0,0,21,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,16,0,0,0,0,0,0,8,0,0,0,2,0,5,0,0,0,5,7,1,0,0,10,0,3,0,1,1,41,0,0,0,0,2,0,0
2022-01-28T19,372,0,1,4,4,1,0,0,0,0,1,0,0,0,2,0,15,3,0,0,11,1,0,0,151,0,0,0,0,1,11,0,13,21,0,1,2,0,0,2,0,1,0,0,0,17,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,30,0,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,2,8,2,0,0,8,0,2,0,1,2,36,0,0,0,0,1,0,0
2022-01-28T20,311,0,0,1,3,0,0,1,0,0,0,1,0,0,3,0,15,5,0,0,10,0,1,0,111,0,0,0,0,0,5,0,8,17,0,3,2,0,0,3,1,0,1,0,0,19,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,5,0,1,0,2,1,1,0,0,0,6,9,1,0,0,7,0,1,0,0,1,33,0,0,0,1,0,0,0
2022-01-28T21,313,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,16,5,0,0,11,2,0,0,79,0,0,0,0,0,5,0,10,8,0,1,0,0,0,3,0,0,1,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0,3,0,4,0,1,0,3,0,0,0,5,9,1,0,0,2,0,3,0,0,1,62,0,0,1,0,0,1,0
2022-01-28T22,276,1,0,0,2,1,0,0,0,0,1,0,0,0,4,0,11,8,0,0,23,0,0,0,66,0,0,0,0,0,4,0,9,13,0,1,1,0,1,0,0,0,1,1,0,24,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0,4,0,4,0,1,0,6,0,0,0,2,8,0,0,0,3,0,2,0,0,0,45,0,0,0,1,0,1,1
2022-01-28T23,214,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,19,3,0,0,18,0,0,0,41,0,0,0,0,0,3,1,4,11,0,0,0,0,1,0,0,0,1,0,0,13,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,1,0,0,0,0,0,2,0,3,0,0,0,4,0,0,0,2,7,0,0,0,1,0,0,1,0,0,53,0,0,0,3,0,0,1
2022-01-29T00,191,2,0,2,2,1,0,0,0,0,0,0,0,0,1,0,31,1,0,0,15,0,0,0,27,0,0,0,0,0,3,0,5,6,0,0,1,0,0,0,0,0,1,0,0,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,1,8,0,0,0,2,0,0,1,0,1,49,0,0,0,2,0,0,0
2022-01-29T01,184,1,0,2,1,2,0,0,0,0,0,0,0,0,1,0,24,0,0,0,22,0,0,0,18,0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,1,9,0,0,0,0,0,0,0,3,0,62,0,0,0,1,0,0,0
2022-01-29T02,167,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,20,2,0,0,17,0,0,0,10,0,0,0,0,0,3,0,3,3,0,0,2,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,3,0,0,0,2,10,0,0,0,1,0,0,0,5,0,60,0,0,0,1,0,0,0
2022-01-29T03,118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,12,0,0,0,6,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,7,0,0,0,2,0,0,0,0,0,50,0,0,0,0,0,0,0
2022-01-29T04,117,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,1,0,13,0,0,0,4,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,1,6,0,0,0,2,0,0,0,1,1,41,0,0,0,0,0,0,0
2022-01-29T05,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,2,8,0,0,0,1,0,0,0,1,1,33,0,0,0,0,0,0,0
2022-01-29T06,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,1,6,0,0,0,1,0,0,0,1,1,22,0,0,0,0,0,0,0
