bucket,total,--,AD,AE,AR,AT,AU,BA,BB,BD,BE,BG,BH,BM,BR,CA,CH,CI,CL,CM,CN,CO,CY,CZ,DE,DK,DO,DZ,EE,EG,ES,FI,FR,GB,GE,GI,GR,HK,HR,HU,ID,IE,IL,IN,IT,JM,JP,KH,KR,KW,KZ,LA,LB,LK,LT,LV,MA,MD,ML,MM,MO,MV,MX,MY,NA,NC,NG,NL,NO,NZ,PE,PH,PK,PL,PS,PT,QA,RO,RS,RU,RW,SD,SE,SG,SI,SK,TH,TR,TT,TW,UA,US,UY,VE,VN,ZA
2021-12-10T04,108,2,0,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,5,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,14,0,0,2,0,0,0,1,35,0,0,2,0
2021-12-10T05,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,9,0,0,3,0,0,0,1,33,0,0,1,0
2021-12-10T06,98,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,0,0,5,0,0,0,3,35,0,0,1,0
2021-12-10T07,100,0,0,2,0,0,8,0,0,0,0,0,0,0,0,3,0,1,0,0,14,0,0,0,6,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,9,0,0,3,0,0,1,2,16,0,0,1,0
2021-12-10T08,111,0,0,2,0,0,11,0,0,0,2,0,0,0,0,2,0,0,0,0,14,0,0,1,14,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,5,0,0,1,1,26,0,0,1,0
2021-12-10T09,139,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,10,0,0,0,26,0,0,0,0,0,0,1,6,5,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,12,0,0,7,0,0,0,1,23,0,0,7,0
2021-12-10T10,127,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,7,0,0,1,30,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,9,0,0,6,0,0,2,1,23,0,0,1,0
2021-12-10T11,141,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,3,0,0,0,13,0,0,0,26,0,0,0,0,0,1,0,4,6,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,15,0,0,5,0,0,1,0,23,0,0,1,0
2021-12-10T12,180,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,8,0,0,0,27,0,0,0,0,0,1,0,5,4,0,0,0,1,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,18,1,0,0,5,0,2,0,0,0,0,0,4,0,0,2,16,0,0,12,0,0,3,2,47,0,0,2,0
2021-12-10T13,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,9,0,0,0,41,1,0,0,0,0,0,0,7,6,0,0,0,1,0,0,1,0,0,0,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,25,0,0,0,8,0,0,0,0,0,2,0,7,0,0,1,12,0,0,11,0,0,4,1,29,0,0,1,1
2021-12-10T14,212,1,0,0,0,2,0,0,0,0,2,0,0,0,1,1,4,0,1,0,6,1,0,2,57,0,0,0,0,0,0,0,4,7,0,0,0,2,0,0,1,0,0,0,7,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,33,0,0,0,4,0,1,0,0,0,1,0,3,0,0,3,12,0,0,16,1,0,4,1,21,0,0,1,0
2021-12-10T15,214,0,0,0,0,1,0,0,0,0,3,0,0,0,3,1,4,0,0,0,7,0,0,0,61,0,0,0,0,0,2,1,2,10,0,0,0,1,0,0,0,3,0,1,8,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,2,0,0,3,0,2,0,0,0,1,0,4,0,0,4,9,0,0,15,0,0,1,2,23,0,0,1,0
2021-12-10T16,250,0,0,0,0,4,0,0,0,0,2,0,0,0,0,5,3,0,0,0,4,0,1,1,85,2,0,0,0,0,3,0,9,12,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,28,0,0,0,1,0,5,0,1,0,1,0,5,0,0,2,12,0,0,15,1,0,0,1,22,0,0,1,0
2021-12-10T17,306,0,0,0,0,8,0,0,0,0,5,0,0,0,0,8,5,0,1,0,7,0,1,0,98,1,0,0,0,0,7,0,10,15,0,0,1,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,34,0,0,0,1,0,3,0,1,0,2,0,5,0,0,4,9,0,0,12,1,0,1,1,30,0,0,2,1
2021-12-10T18,751,1,0,0,0,3,0,1,0,0,9,0,0,0,1,8,3,0,1,0,6,0,0,0,171,2,0,0,0,0,10,0,9,22,0,0,1,0,0,0,1,0,0,0,18,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,403,3,0,0,1,0,4,0,0,0,2,0,6,0,0,5,10,0,0,8,1,0,0,3,32,0,0,1,2
2021-12-10T19,361,0,0,0,0,3,0,1,0,0,6,0,0,0,0,8,2,0,1,1,5,0,1,0,131,2,0,0,0,0,4,0,11,21,0,0,1,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,0,0,0,6,0,1,0,2,0,4,0,0,2,11,0,1,3,2,0,0,1,50,0,0,1,0
2021-12-10T20,279,0,0,0,2,0,1,0,0,0,2,0,0,0,1,5,2,0,0,0,8,0,0,0,85,0,1,0,0,0,6,0,7,14,0,0,1,1,0,0,0,0,0,0,28,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,44,3,1,0,0,0,2,0,0,0,1,0,4,0,0,3,8,0,1,4,1,0,1,1,33,1,0,3,0
2021-12-10T21,254,2,0,0,0,0,1,0,0,0,3,0,0,0,1,10,3,0,1,0,11,0,0,0,69,0,1,0,0,0,4,0,9,15,0,0,1,0,1,0,0,1,0,0,26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0,2,0,3,0,0,1,7,0,1,3,1,0,0,0,37,0,0,1,0
2021-12-10T22,182,0,0,0,1,0,0,0,0,0,2,0,0,0,3,7,2,0,1,0,10,0,0,0,37,0,0,0,0,0,2,0,8,15,0,0,1,1,0,0,0,3,0,0,16,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,1,0,2,0,2,0,0,1,8,0,1,4,0,0,0,1,29,0,0,2,0
2021-12-10T23,180,0,0,0,1,1,0,0,0,0,1,0,0,0,1,13,3,0,0,0,5,0,0,0,27,0,0,0,0,0,4,0,6,18,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,1,0,2,0,1,0,0,0,4,0,0,1,12,0,1,0,0,1,0,1,41,0,0,1,0
2021-12-11T00,155,1,0,0,1,0,0,0,0,0,0,0,0,0,2,17,2,0,0,0,11,0,0,0,18,0,0,0,0,0,5,0,1,12,0,0,1,1,0,0,0,4,0,0,8,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,9,0,1,0,0,1,0,1,36,1,0,1,0
2021-12-11T01,141,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,11,0,0,0,10,0,0,0,0,0,4,0,6,8,0,0,1,1,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,7,0,0,1,0,0,0,1,46,0,0,3,0
2021-12-11T02,101,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,2,0,0,0,1,0,2,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,43,0,0,7,0
2021-12-11T03,110,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,9,0,0,1,6,0,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,4,0,0,1,8,0,0,1,0,0,1,0,38,0,0,1,0
2021-12-11T04,129,0,0,0,0,0,5,0,0,0,1,1,1,0,0,10,0,0,0,0,9,0,0,2,6,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,11,0,0,2,8,0,0,3,0,0,1,1,49,0,0,1,0
2021-12-11T05,87,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,1,3,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,9,0,0,1,0,0,0,1,32,0,0,1,0
2021-12-11T06,89,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,1,9,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,7,0,0,2,1,0,2,1,28,0,0,1,0
2021-12-11T07,89,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,9,0,0,1,0,0,0,1,34,0,0,1,0
2021-12-11T08,97,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,15,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,10,0,0,1,1,0,0,1,21,0,0,1,0
2021-12-11T09,137,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,13,0,0,0,31,0,0,0,0,0,0,0,7,2,0,0,0,1,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,13,1,0,0,1,0,2,0,0,0,2,0,5,0,0,3,10,0,0,2,1,0,2,2,22,0,0,1,0
2021-12-11T10,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,48,0,0,0,0,0,2,0,7,2,0,0,0,1,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,12,0,0,0,2,0,2,0,1,0,1,2,3,0,0,5,12,0,0,7,1,0,2,2,19,0,0,1,1
2021-12-11T11,145,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,12,0,0,0,45,0,0,0,0,0,1,0,4,5,0,0,0,1,0,0,0,1,0,0,11,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,11,1,0,0,2,0,2,0,0,0,1,1,1,0,0,1,8,0,1,5,1,0,1,0,13,3,0,1,0
2021-12-11T12,160,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,11,0,0,0,45,0,0,0,0,0,2,0,8,5,0,0,0,1,0,0,0,1,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,14,0,0,0,3,0,1,0,0,0,1,0,5,0,0,2,7,0,0,5,1,0,2,2,16,4,0,1,0
2021-12-11T13,180,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,17,0,0,0,50,0,0,0,0,0,4,0,15,6,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,0,0,0,2,0,3,0,0,0,1,0,1,0,0,0,14,0,0,5,0,0,1,1,21,0,0,1,0
2021-12-11T14,205,0,0,1,0,1,0,0,0,0,2,0,0,0,0,7,1,0,0,0,11,0,0,0,52,0,0,0,0,0,1,0,10,11,0,0,1,0,0,0,0,0,0,0,10,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,25,0,0,0,4,0,1,0,0,0,2,0,3,0,0,1,15,0,0,7,1,0,4,0,20,0,0,1,0
2021-12-11T15,195,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,12,0,0,0,55,0,0,0,0,0,0,0,12,10,0,0,1,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,2,0,2,0,0,0,0,0,4,0,0,3,12,0,0,11,1,0,3,2,16,0,0,1,0
2021-12-11T16,206,1,0,0,0,2,0,0,0,0,3,0,0,0,0,3,1,0,0,0,9,0,0,0,52,0,0,0,0,0,4,0,7,11,0,0,1,0,0,0,0,1,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,1,0,0,2,0,2,0,0,0,1,0,6,0,0,2,8,0,0,10,0,0,2,0,35,0,0,1,0
2021-12-11T17,196,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,2,0,0,0,7,0,0,0,52,0,0,0,0,0,5,0,10,9,0,0,1,1,0,0,0,0,0,0,22,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,2,0,2,0,1,0,7,0,0,2,6,0,0,8,1,0,2,1,25,1,0,1,0
2021-12-11T18,236,2,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,1,64,0,0,0,0,0,13,0,10,8,0,0,1,0,0,0,0,0,0,0,18,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1,9,1,0,12,2,0,1,2,38,0,0,1,1
2021-12-11T19,249,0,0,0,0,4,0,1,0,0,2,0,0,1,1,8,3,0,0,0,10,0,0,1,68,0,0,0,0,0,11,0,13,16,0,0,2,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,2,0,0,0,1,0,3,0,0,1,12,1,2,5,0,0,0,0,33,0,1,8,0
2021-12-11T20,230,0,1,0,0,3,0,1,0,0,1,0,0,0,0,3,4,0,1,0,5,0,0,0,70,0,0,0,0,0,10,0,10,15,0,0,1,0,0,0,0,1,0,1,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,6,0,2,6,1,0,1,1,41,0,0,1,0
2021-12-11T21,224,0,0,0,0,2,0,0,0,0,2,0,0,0,2,4,3,0,0,0,7,0,0,0,60,0,0,0,0,0,1,0,11,9,0,0,1,1,0,0,0,1,0,0,19,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,1,0,3,0,1,0,1,0,3,0,0,2,9,0,1,2,3,0,0,1,35,0,0,1,0
2021-12-11T22,194,1,0,0,1,0,1,0,0,0,1,0,0,0,0,7,1,0,0,0,10,0,0,0,43,0,0,0,0,0,2,0,11,12,0,0,1,0,0,0,0,1,0,0,20,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,2,0,0,0,2,0,2,0,0,1,8,0,0,1,2,0,0,0,36,1,0,1,0
2021-12-11T23,161,0,0,0,0,1,0,0,0,0,3,0,0,0,0,7,2,0,0,0,9,0,0,0,23,0,0,0,0,0,2,0,3,13,0,0,1,1,0,0,0,1,0,0,7,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,3,0,1,0,2,0,3,0,0,2,8,0,0,0,0,0,0,0,37,1,0,1,0
