bucket,total,--,AE,AR,AT,AU,BA,BB,BD,BE,BG,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EE,EG,ES,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IR,IT,JP,KE,KH,KR,KZ,LT,LU,LV,MD,MG,MM,MN,MO,MQ,MX,MY,MZ,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PS,PT,RO,RS,RU,RW,SA,SE,SG,SK,SY,TH,TR,TT,TW,UA,US,UY,VN,VU,ZA
2021-11-05T14,172,3,1,1,0,0,0,0,0,0,0,1,0,6,1,1,0,4,1,0,0,25,0,0,0,0,0,2,0,7,10,0,0,5,0,0,0,0,0,0,0,4,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,2,0,0,0,1,1,0,2,0,0,3,10,0,0,23,1,0,6,2,25,0,5,0,1
2021-11-05T15,209,4,0,0,0,0,1,0,0,2,0,1,0,6,1,0,0,5,0,0,0,42,0,0,0,0,0,2,0,10,11,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,2,0,0,0,0,0,1,5,0,0,4,8,0,0,21,2,0,20,1,24,0,0,0,1
2021-11-05T16,199,4,0,0,0,0,0,0,0,2,0,1,0,4,3,1,0,8,0,0,0,39,0,0,0,0,0,2,0,7,15,0,0,4,0,1,0,2,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,1,1,2,0,0,0,0,3,0,0,3,13,0,0,13,2,0,3,2,32,0,2,0,1
2021-11-05T17,218,3,0,1,0,0,0,0,0,2,0,1,0,6,2,0,0,6,0,0,0,54,0,0,0,0,0,7,0,10,15,0,0,3,0,1,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,2,0,2,0,0,1,0,0,6,14,0,0,12,2,0,2,1,32,0,3,0,0
2021-11-05T18,221,3,0,0,0,0,0,0,0,3,0,1,0,2,2,1,0,6,0,0,0,76,0,0,0,0,0,4,0,9,17,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,1,0,0,3,0,3,0,0,4,10,0,0,6,4,0,3,0,29,0,0,0,0
2021-11-05T19,235,3,0,0,0,0,0,0,0,3,0,1,0,5,1,0,0,8,0,0,0,69,0,0,0,0,0,6,0,8,22,0,1,1,0,1,0,1,1,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,24,0,0,0,0,0,0,1,0,0,1,0,2,0,0,3,10,0,0,8,5,0,0,0,32,0,1,0,0
2021-11-05T20,238,4,0,0,0,0,0,0,0,2,0,1,0,9,1,1,0,12,0,0,0,60,0,0,0,0,0,4,1,7,11,0,1,3,0,0,0,3,0,0,0,19,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,1,0,0,19,0,0,1,0,0,0,1,0,0,3,0,6,0,0,3,10,0,0,7,5,0,0,0,34,0,2,0,1
2021-11-05T21,209,3,0,0,0,0,1,0,0,3,0,0,0,6,3,0,0,7,0,0,0,43,0,0,0,0,0,4,0,8,9,0,1,0,0,0,0,2,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,1,0,1,0,2,0,0,1,0,0,0,0,3,10,1,0,6,5,0,0,0,37,0,0,0,0
2021-11-05T22,194,4,0,0,0,0,1,0,0,1,0,2,0,11,3,1,1,5,0,0,0,38,0,0,0,0,1,2,0,6,11,0,1,2,0,0,0,1,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,0,0,4,1,0,1,0,35,0,0,0,0
2021-11-05T23,167,3,0,0,0,2,0,0,0,2,0,2,0,12,2,1,0,9,0,0,0,31,0,0,0,0,0,2,0,7,11,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,10,0,0,1,0,0,1,1,28,0,0,0,0
2021-11-06T00,158,4,0,0,0,1,0,0,0,0,0,0,0,14,1,2,0,8,0,0,0,20,0,0,0,0,0,1,0,6,7,0,0,1,0,0,0,1,0,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,4,0,0,2,12,0,0,0,0,1,1,0,46,0,0,0,0
2021-11-06T01,116,2,0,0,0,0,0,0,0,0,0,1,0,15,1,1,0,6,0,0,0,9,0,0,0,0,1,0,0,1,7,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,13,0,0,1,0,0,5,0,32,0,2,0,0
2021-11-06T02,121,5,0,0,0,0,0,1,0,0,0,2,0,14,0,2,0,4,0,0,0,9,0,0,0,0,0,0,0,2,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,14,0,0,1,0,0,3,2,43,0,0,0,0
2021-11-06T03,91,3,0,0,0,1,0,0,0,0,0,1,0,10,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,9,0,0,2,0,0,2,0,34,0,0,0,0
2021-11-06T04,101,4,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,8,0,0,2,0,33,0,1,0,0
2021-11-06T05,84,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,13,0,0,3,0,0,1,0,28,0,1,0,0
2021-11-06T06,78,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,17,0,0,2,0,0,3,0,13,0,1,0,0
2021-11-06T07,84,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,14,0,0,4,0,0,1,1,16,0,7,0,0
2021-11-06T08,104,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,13,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,1,0,0,3,0,0,3,20,0,0,6,0,0,2,0,25,0,1,0,0
2021-11-06T09,116,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,18,0,0,0,0,0,0,0,4,7,0,0,3,0,1,1,0,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,13,0,0,9,0,0,4,0,29,0,1,0,0
2021-11-06T10,135,3,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,9,0,0,0,15,0,0,0,0,0,1,2,7,6,0,0,5,0,1,0,0,0,0,0,8,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,6,0,0,9,1,0,5,1,26,0,0,0,1
2021-11-06T11,143,2,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,7,0,0,0,20,0,0,0,0,0,0,0,6,8,0,0,3,0,1,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,10,0,0,13,0,0,6,0,25,0,2,0,1
2021-11-06T12,159,3,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,10,0,0,0,22,0,0,0,0,0,0,0,5,8,0,0,5,0,0,0,0,1,0,0,5,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,3,0,0,9,0,0,0,0,2,0,1,0,0,1,0,3,1,0,4,17,0,0,16,2,0,6,0,23,0,0,0,1
2021-11-06T13,161,4,0,0,1,0,0,0,0,0,1,1,0,11,1,0,0,9,0,0,0,25,1,0,0,0,0,0,0,11,9,0,0,1,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,12,0,0,18,3,0,7,0,17,0,2,0,1
2021-11-06T14,201,5,0,0,0,0,0,0,0,1,0,5,1,6,0,0,0,6,0,0,0,29,0,0,0,0,0,1,0,12,11,0,0,3,0,1,0,1,0,1,1,15,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,14,0,0,0,0,2,0,1,0,1,0,0,5,0,0,4,6,0,0,15,3,0,12,0,32,0,0,0,1
2021-11-06T15,223,2,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,14,0,0,0,52,0,0,0,0,0,2,0,7,13,0,0,0,0,1,1,2,0,1,2,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,1,1,0,1,0,2,0,0,3,0,0,1,9,0,0,19,2,0,10,0,29,0,2,0,1
2021-11-06T16,229,4,0,0,0,0,0,0,0,1,0,1,0,4,2,0,0,9,0,0,0,44,0,0,0,0,1,4,0,8,16,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1,1,0,1,0,1,0,0,6,0,0,3,10,0,0,29,2,0,11,2,40,0,0,0,1
2021-11-06T17,232,5,0,2,0,0,0,0,0,0,1,3,0,4,2,0,0,6,0,0,0,49,0,0,0,0,0,6,0,7,21,0,0,2,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,15,0,0,0,0,1,0,0,0,4,0,0,5,0,0,3,13,0,0,13,0,0,5,0,39,0,0,0,0
2021-11-06T18,231,3,0,1,1,0,0,0,0,2,0,2,0,2,2,0,0,4,0,0,1,60,0,0,0,0,0,8,0,5,14,0,0,3,0,0,1,0,0,0,0,18,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,16,1,0,0,0,1,0,2,0,2,0,0,2,0,0,4,7,0,0,16,1,0,3,0,44,0,1,0,0
2021-11-06T19,215,2,0,0,1,0,0,0,0,3,0,1,0,7,1,0,0,4,0,0,0,67,0,0,0,0,0,8,0,7,19,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,1,0,2,0,2,1,0,5,0,0,3,9,0,0,8,1,0,2,0,29,0,2,0,0
2021-11-06T20,222,3,0,1,1,1,0,0,0,1,0,2,0,7,2,1,1,7,0,0,0,50,0,0,0,0,0,9,1,11,18,0,0,2,0,0,0,0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,1,0,0,1,0,5,0,0,3,10,0,0,8,2,0,1,0,34,0,0,0,0
2021-11-06T21,194,4,0,0,0,0,0,0,0,1,0,1,0,13,2,1,0,6,0,0,0,38,0,0,0,0,0,6,0,10,20,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,0,3,0,0,5,8,0,0,7,1,0,3,0,28,0,2,0,0
2021-11-06T22,185,3,0,0,0,2,0,0,0,2,0,3,0,13,3,0,0,4,0,0,0,31,0,0,0,0,0,3,0,8,16,0,1,1,0,0,0,0,0,1,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,2,0,4,1,0,3,8,0,0,5,1,0,2,0,32,0,0,0,0
2021-11-06T23,170,2,0,0,0,3,0,0,0,1,0,3,0,15,1,0,0,2,0,0,0,29,0,0,0,0,0,3,0,8,18,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,1,0,0,2,0,2,0,0,4,6,0,0,1,0,0,3,0,35,0,1,0,0
