bucket,total,--,AE,AL,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CN,CO,CR,CZ,DE,DK,DO,EE,EG,ES,FI,FR,GB,GE,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KG,KH,KR,KZ,LA,LK,LT,LV,MD,ME,MK,MN,MO,MT,MU,MX,MY,NC,NG,NL,NO,NZ,PE,PH,PK,PL,PR,PS,PT,PY,RO,RS,RU,RW,SA,SE,SG,SI,SY,TH,TN,TR,TW,UA,US,UY,VE,VN,ZA
2024-08-02T07,100,1,0,0,0,0,2,0,0,0,0,3,0,0,0,4,0,1,14,1,0,0,6,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,3,0,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,0,34,0,0,0,1
2024-08-02T08,146,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,14,1,0,0,6,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,8,0,0,1,0,0,2,0,82,0,0,0,0
2024-08-02T09,121,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,1,0,9,0,0,0,14,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,2,0,0,1,0,56,0,0,0,0
2024-08-02T10,126,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,20,0,0,0,8,0,0,0,0,1,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,3,0,0,3,0,54,0,0,1,0
2024-08-02T11,191,1,0,0,0,1,1,0,0,0,0,0,0,1,0,4,0,0,23,0,0,0,10,0,0,0,0,1,0,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,11,0,0,5,0,0,3,0,109,0,0,0,0
2024-08-02T12,138,3,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,0,22,0,0,0,8,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,9,0,0,8,0,0,1,0,54,0,0,0,0
2024-08-02T13,142,0,0,0,0,0,3,0,0,0,0,1,0,0,0,4,1,0,17,0,0,0,25,0,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,11,0,0,8,0,1,1,0,44,0,0,0,0
2024-08-02T14,152,1,1,0,0,0,0,0,0,0,0,1,0,6,0,4,1,0,19,0,0,0,17,0,0,0,0,0,0,4,2,0,0,6,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,10,0,0,10,0,0,3,0,50,0,0,0,0
2024-08-02T15,197,0,0,0,0,0,1,0,0,0,1,0,0,5,0,2,1,0,15,0,0,0,17,0,0,0,0,0,0,8,7,0,0,3,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,7,1,0,11,0,0,1,0,97,0,0,0,0
2024-08-02T16,170,2,1,0,1,1,0,0,0,0,2,1,1,0,0,2,1,0,8,0,0,0,24,0,0,0,0,3,0,13,6,0,0,3,0,0,0,0,0,0,1,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,5,0,0,11,0,0,0,0,53,0,0,0,0
2024-08-02T17,132,0,1,0,0,1,1,0,0,0,3,1,0,0,0,4,1,0,7,0,0,0,21,0,0,0,0,3,0,12,8,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,5,0,0,11,0,1,0,0,25,0,0,0,0
2024-08-02T18,149,0,0,0,0,1,0,0,0,0,2,0,0,2,0,4,0,0,5,0,0,0,30,1,0,0,0,3,0,8,9,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,6,0,0,13,0,1,1,0,28,0,0,0,0
2024-08-02T19,158,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,3,1,0,0,24,1,0,0,0,0,0,7,11,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,5,0,0,6,0,1,0,0,49,0,0,0,0
2024-08-02T20,178,2,0,0,1,0,1,0,0,0,3,0,0,0,0,5,2,0,8,1,0,0,19,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,2,0,0,0,0,2,0,4,0,0,1,8,0,0,5,0,1,0,0,50,0,0,1,0
2024-08-02T21,220,1,0,0,0,0,0,0,0,0,1,2,0,3,0,3,2,0,4,0,0,0,12,0,0,0,0,2,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,9,0,0,4,0,1,0,0,119,0,0,0,0
2024-08-02T22,178,1,0,0,1,0,0,0,0,0,0,1,0,2,0,6,3,0,7,0,0,0,15,0,0,0,0,2,0,5,5,0,0,1,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,7,1,0,2,0,0,0,0,94,0,0,0,0
2024-08-02T23,105,3,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,0,7,0,0,0,11,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,8,0,0,2,0,0,0,0,45,0,0,0,1
2024-08-03T00,72,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,8,0,0,0,7,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0,34,0,0,1,0
