bucket,total,--,AE,AR,AT,AU,BA,BB,BD,BE,BG,BI,BO,BR,BY,BZ,CA,CH,CL,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,ES,ET,FI,FR,GA,GB,GE,GP,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JP,KH,KR,KY,KZ,LA,LT,LU,LV,MA,MD,ME,MM,MO,MT,MW,MX,MY,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,RO,RS,RU,RW,SC,SE,SG,SI,SK,TH,TN,TR,TW,TZ,UA,US,UY,VE,VI,VN,ZA
2024-02-22T22,118,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,6,0,0,0,16,0,0,0,0,0,5,0,0,5,0,12,0,0,0,2,0,0,0,0,0,0,1,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,7,0,0,1,0,0,0,0,0,21,0,0,0,0,0
2024-02-22T23,136,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,2,0,9,0,0,0,12,0,0,0,0,0,2,0,1,2,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,8,0,0,1,0,0,0,0,1,39,0,0,0,0,0
2024-02-23T00,118,1,0,0,0,1,0,0,0,1,1,0,0,3,0,0,11,0,1,6,0,0,0,11,0,0,0,0,0,2,0,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,8,0,0,0,0,0,0,0,0,42,0,0,0,1,0
2024-02-23T01,86,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,7,0,0,0,5,0,0,0,0,0,0,1,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,38,0,0,0,0,0
2024-02-23T02,100,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,1,0,0,1,0,0,40,0,0,0,3,0
2024-02-23T03,85,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,38,0,0,0,1,1
2024-02-23T04,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,1,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,32,2,0,0,0,0
2024-02-23T05,107,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,40,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,5,0,0,2,0,0,0,0,0,27,0,0,0,0,0
2024-02-23T06,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,5,0,0,2,0,0,2,0,0,29,0,0,0,0,0
2024-02-23T07,98,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,10,0,0,0,0,0,1,0,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,6,0,0,3,0,0,2,0,0,43,0,0,1,0,0
2024-02-23T08,101,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,12,0,0,0,16,1,0,0,0,0,1,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,5,0,0,3,0,0,2,0,0,19,0,0,0,2,1
2024-02-23T09,82,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,9,0,0,0,14,0,0,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,0,0,0,0,0,1,0,0,18,0,0,0,0,1
2024-02-23T10,101,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,17,0,0,0,15,0,0,0,0,0,0,0,0,2,0,6,0,1,0,2,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,1,0,0,2,0,2,21,0,0,0,1,0
2024-02-23T11,107,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,15,0,0,0,13,0,0,0,0,0,2,0,0,4,0,5,0,0,0,7,0,0,0,1,0,0,3,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,4,0,0,6,0,1,17,0,0,0,1,0
2024-02-23T12,131,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,1,0,0,15,1,0,0,0,0,3,0,0,4,0,4,0,0,0,10,0,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,0,3,0,0,0,2,0,2,0,0,0,6,0,0,9,0,0,5,0,0,22,0,0,0,0,1
2024-02-23T13,144,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,1,0,0,19,1,0,0,0,0,2,0,0,9,0,4,0,0,0,9,0,0,1,0,0,0,0,0,0,0,5,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,8,0,0,0,0,0,2,0,0,0,2,0,1,0,0,3,6,0,0,14,0,0,5,0,0,23,0,0,0,0,1
2024-02-23T14,149,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,19,1,0,0,16,0,0,0,0,0,4,0,0,7,0,4,0,0,0,3,0,0,0,0,0,0,2,0,0,0,10,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,2,0,0,0,3,0,2,0,0,2,6,0,0,14,0,0,6,0,0,27,0,0,0,0,1
2024-02-23T15,160,1,0,0,0,1,0,0,0,1,2,0,0,2,0,0,2,0,0,16,0,0,0,21,0,0,0,0,0,3,0,0,9,0,8,0,0,0,2,0,0,0,0,0,0,2,0,0,0,8,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,1,4,0,5,0,0,3,7,0,0,12,0,0,4,0,0,30,0,0,0,0,0
2024-02-23T16,166,1,0,0,1,0,0,1,0,1,1,0,0,2,0,0,4,0,0,20,0,0,0,27,0,0,0,0,0,5,0,0,15,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,2,2,1,2,0,0,1,5,0,0,10,0,0,5,0,0,26,0,0,0,0,0
2024-02-23T17,179,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,1,0,16,0,0,0,34,0,0,0,0,0,5,0,1,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,0,2,2,2,1,3,0,0,2,6,0,0,10,0,1,2,0,2,24,0,0,0,1,1
2024-02-23T18,193,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,22,0,1,0,41,0,0,0,0,1,2,0,0,9,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,0,0,1,0,4,3,2,0,1,0,0,4,6,0,0,7,0,1,3,0,0,35,0,0,0,1,0
2024-02-23T19,241,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,3,2,0,20,0,1,0,48,0,0,0,0,0,4,0,0,10,0,20,0,0,0,3,0,0,1,0,0,1,0,0,0,0,6,0,2,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,3,3,2,0,10,0,0,4,8,1,0,7,0,2,1,0,0,40,0,0,0,1,0
2024-02-23T20,223,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,3,0,17,1,0,0,39,0,0,0,0,0,2,0,0,11,0,27,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,0,1,3,0,1,0,4,0,0,1,9,0,0,7,0,2,1,0,0,40,0,0,0,1,0
2024-02-23T21,232,2,0,1,0,0,0,0,1,3,0,0,0,0,0,0,6,2,0,41,1,0,0,30,1,0,0,0,0,2,0,1,9,0,22,0,0,0,2,0,0,0,0,0,1,0,0,0,0,18,0,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,1,0,4,2,1,0,2,0,0,3,10,0,0,5,0,1,1,0,0,31,0,0,0,3,0
2024-02-23T22,190,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,2,2,1,5,1,0,0,18,0,0,0,0,0,1,0,1,7,0,21,0,0,0,2,0,0,0,0,0,1,0,0,0,0,12,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,11,0,0,0,0,0,0,0,2,3,1,0,5,1,0,3,8,1,0,4,0,1,1,0,0,51,0,0,0,3,1
2024-02-23T23,154,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,2,5,1,10,1,0,0,16,0,0,0,0,0,1,0,1,3,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,5,0,0,4,8,0,0,2,0,1,0,0,0,36,0,0,0,2,0
2024-02-24T00,176,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,6,3,0,9,1,0,0,9,0,0,0,0,0,0,0,0,6,0,13,0,0,0,2,0,0,1,0,6,0,0,0,0,0,8,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,4,0,0,1,9,0,0,2,0,0,0,0,0,70,0,0,0,2,0
2024-02-24T01,197,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,15,1,0,11,1,0,1,8,0,0,0,0,0,0,0,0,2,0,8,0,0,0,3,0,0,0,0,24,1,0,0,0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,8,0,0,3,0,0,1,0,0,69,0,0,0,2,0
2024-02-24T02,208,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,2,0,11,1,0,0,8,0,0,0,0,0,3,0,1,0,0,5,0,0,0,10,0,0,0,0,6,0,1,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,4,0,0,1,24,0,0,3,0,0,1,0,0,80,0,0,0,2,1
2024-02-24T03,147,2,0,0,1,1,0,0,2,0,1,0,0,1,0,0,18,1,0,10,1,0,0,7,0,0,0,0,0,0,0,0,3,0,5,0,0,0,2,0,0,0,0,9,0,2,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,13,0,0,1,0,0,4,0,0,50,0,0,0,0,1
2024-02-24T04,124,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,8,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,2,0,5,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,6,0,0,1,0,0,3,0,0,44,0,0,0,2,1
2024-02-24T05,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,1,3,0,2,33,1,0,0,1,0
2024-02-24T06,122,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,2,0,0,1,0,1,60,0,0,0,0,0
2024-02-24T07,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,8,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,10,0,7,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,5,0,0,0,0,1,1,0,1,42,0,0,0,0,0
2024-02-24T08,87,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,6,0,0,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,3,0,0,1,11,0,0,2,0,0,3,0,0,25,0,0,0,0,0
2024-02-24T09,102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,5,0,0,5,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,3,0,0,1,8,0,0,4,0,0,4,0,1,31,0,0,0,0,0
2024-02-24T10,120,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,0,0,9,0,0,0,16,0,0,0,0,0,1,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,11,0,0,2,0,0,5,0,0,36,0,0,0,0,0
2024-02-24T11,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,19,0,0,0,0,0,2,0,0,4,0,6,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,6,0,0,7,0,0,4,0,0,29,0,0,0,1,0
2024-02-24T12,149,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,25,0,0,0,0,0,2,0,1,5,0,7,0,0,0,3,0,0,0,0,0,0,1,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,3,0,2,0,0,2,5,0,0,10,0,0,6,0,0,51,0,0,0,0,0
2024-02-24T13,175,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,13,0,0,0,38,0,0,0,0,0,2,0,0,4,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,2,0,1,0,3,0,0,1,9,0,0,13,0,0,4,0,0,47,0,0,0,1,1
2024-02-24T14,190,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,2,0,10,0,0,0,21,0,0,0,0,0,0,0,0,17,0,7,0,0,0,4,0,0,1,1,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,2,0,1,0,2,0,3,0,0,2,5,1,0,16,0,1,6,0,0,48,0,0,0,0,1
2024-02-24T15,194,1,1,0,2,0,0,0,0,2,1,0,0,0,0,0,6,1,0,12,0,0,0,19,0,0,0,0,0,0,0,1,12,0,10,0,0,0,4,0,0,1,0,0,1,0,0,0,0,13,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,2,0,5,0,0,4,5,0,0,21,0,1,11,0,1,34,0,0,0,0,0
2024-02-24T16,186,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,7,0,0,0,21,0,0,0,0,0,1,0,1,13,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,24,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,5,0,2,2,4,0,0,0,5,0,0,23,0,0,9,0,0,42,0,0,0,1,0
2024-02-24T17,205,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,3,0,7,0,0,0,29,0,0,0,0,0,3,0,1,11,0,10,0,0,0,0,0,0,0,0,7,0,1,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,2,1,1,4,0,0,3,5,0,0,17,0,0,8,1,1,47,0,0,0,1,0
2024-02-24T18,174,1,0,0,1,0,1,0,0,4,0,0,0,1,0,0,4,1,0,6,0,0,0,23,0,0,0,0,0,6,0,1,6,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,3,2,1,0,2,0,0,1,6,0,0,12,0,0,1,0,2,34,0,0,0,2,0
2024-02-24T19,203,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,5,3,0,12,0,0,0,36,0,1,0,0,0,7,0,0,9,0,12,0,0,1,1,0,0,0,0,2,0,1,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,3,3,1,0,6,0,0,4,5,0,0,8,0,1,1,0,1,39,0,0,0,0,1
2024-02-24T20,237,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,2,0,5,0,0,0,27,0,0,0,0,0,8,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,2,0,0,0,0,5,2,3,0,3,0,0,3,15,0,0,5,0,2,2,0,0,78,0,0,0,0,0
2024-02-24T21,186,2,0,0,1,0,0,0,0,1,1,0,0,2,0,0,6,5,0,8,0,0,0,21,0,0,1,0,0,3,0,0,9,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,5,2,1,0,1,0,0,2,6,0,0,3,0,0,1,0,0,55,0,0,0,0,0
2024-02-24T22,177,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,5,0,22,0,0,0,22,0,0,0,0,0,2,0,0,9,0,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,3,1,0,3,1,0,0,12,0,0,4,0,1,1,0,0,37,0,0,0,0,0
2024-02-24T23,140,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,23,0,0,0,25,0,0,0,0,0,0,0,1,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,2,0,0,33,0,0,0,0,0
