bucket,total,--,AE,AR,AT,AU,BA,BD,BE,BG,BO,BR,BY,CA,CD,CH,CI,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KG,KH,KN,KR,KZ,LA,LB,LC,LT,LU,LV,MA,MD,MK,MM,MN,MO,MU,MX,MY,MZ,NC,NG,NI,NL,NO,NP,NZ,OM,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SE,SG,SK,SN,SZ,TH,TN,TR,TW,UA,UG,US,UY,VE,VN,ZA,ZW
2024-04-11T18,198,1,1,0,0,1,0,0,3,2,0,0,0,4,0,3,0,0,0,14,0,0,0,35,0,0,0,0,0,0,3,0,4,21,0,0,1,0,2,0,0,1,7,0,0,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,4,6,0,0,0,7,0,1,3,0,0,29,0,0,0,0,0
2024-04-11T19,214,0,0,1,0,1,0,0,1,1,0,2,0,3,0,5,0,0,0,15,0,0,0,26,0,0,0,0,0,0,4,0,10,22,0,0,0,0,2,0,0,0,6,0,0,18,3,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,4,0,0,0,1,0,4,0,3,5,0,0,0,4,0,2,2,1,0,49,0,0,1,0,0
2024-04-11T20,215,0,0,0,0,1,0,0,2,1,0,1,0,7,0,2,0,0,0,18,0,0,0,26,0,0,0,0,0,0,2,0,8,22,0,1,0,0,0,0,0,0,1,0,0,26,16,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,2,0,0,0,2,0,5,1,1,5,0,0,0,7,0,2,2,2,0,29,0,0,1,2,1
2024-04-11T21,180,1,0,1,0,1,0,0,0,2,0,0,0,7,0,3,0,0,0,15,0,0,0,11,0,0,0,0,0,0,2,0,3,20,0,0,3,0,0,0,0,0,0,0,0,21,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,1,5,0,0,1,2,0,0,2,0,0,55,0,0,0,0,0
2024-04-11T22,108,0,0,3,0,1,0,0,1,2,0,1,0,8,0,2,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,5,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5,0,0,1,0,0,0,1,0,0,36,0,0,0,1,0
2024-04-11T23,105,0,0,2,0,2,0,0,0,1,0,1,0,12,0,2,0,1,0,7,0,0,0,6,0,1,0,0,0,0,1,0,2,6,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,1,0,0,2,1,0,37,0,0,0,0,0
2024-04-12T00,83,0,0,1,0,1,0,0,0,1,0,1,0,6,0,0,1,0,0,3,1,0,0,7,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5,0,0,1,1,0,0,3,0,0,33,0,0,0,0,0
2024-04-12T01,91,2,1,2,0,1,0,0,0,0,0,2,0,11,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,0,1,1,0,0,0,1,0,0,37,0,0,0,0,0
2024-04-12T02,118,1,0,2,0,2,0,0,0,2,0,1,0,11,0,1,0,1,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,7,0,1,1,1,0,0,1,1,0,43,0,0,0,1,0
2024-04-12T03,84,0,0,1,0,1,0,0,0,1,0,2,0,4,0,1,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,39,0,0,0,0,0
2024-04-12T04,65,2,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,0,26,0,0,0,0,0
2024-04-12T05,48,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,1,0,0,14,0,0,0,0,0
2024-04-12T06,72,2,0,0,0,2,0,0,0,2,0,0,0,5,0,0,0,0,1,4,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,2,0,0,2,0,0,23,0,0,0,0,0
2024-04-12T07,62,0,0,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,1,0,0,2,0,0,18,0,0,0,0,0
2024-04-12T08,64,2,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,1,4,0,0,3,0,0,12,0,0,0,0,0
2024-04-12T09,85,0,1,0,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,4,0,4,5,0,0,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,6,0,0,1,4,0,0,1,1,0,17,0,0,0,0,0
2024-04-12T10,89,0,0,0,0,2,0,0,0,1,0,1,0,4,0,3,0,0,0,16,0,0,0,9,0,0,0,0,0,0,2,0,3,4,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,3,0,0,6,0,0,1,4,0,1,4,0,0,13,0,0,0,0,0
2024-04-12T11,103,2,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,12,0,0,0,11,0,0,1,0,0,0,2,0,3,4,0,0,2,0,0,0,1,0,1,0,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,3,1,0,8,0,0,1,4,0,0,6,0,0,18,0,0,1,0,0
2024-04-12T12,118,1,2,0,0,1,0,0,0,1,0,0,0,4,0,1,0,0,0,13,0,0,0,20,0,0,0,0,1,0,0,0,9,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,5,1,0,1,2,0,1,9,0,0,25,0,0,0,0,0
2024-04-12T13,116,1,0,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,13,0,0,0,14,0,0,0,0,0,0,2,0,9,4,0,0,5,0,0,0,0,0,0,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,6,0,0,1,8,0,1,8,0,0,16,0,0,0,0,0
2024-04-12T14,127,1,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,0,0,20,0,0,0,15,0,0,0,0,0,0,2,0,5,4,0,1,7,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,2,0,1,0,0,0,2,0,2,0,3,5,0,0,1,14,0,0,6,0,0,17,0,0,0,0,0
2024-04-12T15,146,1,2,0,1,1,0,0,2,1,0,4,0,6,0,2,0,0,0,22,0,0,0,19,0,0,0,0,0,0,0,0,7,5,0,0,3,0,0,1,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,5,0,0,1,14,0,0,4,0,0,20,0,0,0,0,0
2024-04-12T16,158,0,1,0,0,1,0,0,1,2,1,2,0,4,0,2,0,0,0,17,0,0,0,24,0,0,0,0,0,0,3,1,10,6,0,0,0,0,0,1,0,0,2,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,0,0,1,7,0,0,5,0,0,23,0,0,0,0,0
2024-04-12T17,149,1,0,0,0,1,0,0,2,1,1,3,0,2,0,3,0,0,0,4,0,0,0,25,0,0,0,0,0,0,5,0,10,9,0,0,2,0,0,0,0,1,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,8,0,0,1,5,0,0,6,0,0,26,0,0,0,0,0
2024-04-12T18,174,0,0,0,0,1,0,0,2,1,0,0,0,3,0,3,0,0,0,7,0,0,0,33,0,0,0,0,0,0,1,0,7,12,0,0,2,1,0,0,0,0,1,0,0,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,1,0,2,0,1,1,1,0,1,7,0,0,1,3,0,1,1,0,0,29,0,0,0,0,0
2024-04-12T19,173,1,0,1,0,1,0,0,0,1,0,0,0,3,2,1,0,0,0,6,0,0,0,37,0,0,0,0,0,0,0,0,14,20,0,0,1,0,0,0,1,0,1,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,5,0,0,1,5,0,1,2,0,0,27,0,0,0,0,0
2024-04-12T20,184,2,0,0,0,1,0,0,0,1,0,0,0,5,0,2,0,0,0,3,1,0,0,27,0,0,0,0,0,0,1,0,12,16,0,0,2,0,0,0,0,0,2,0,1,23,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,5,0,0,1,4,0,1,1,1,0,30,0,0,0,0,0
2024-04-12T21,170,1,0,0,0,1,0,0,0,1,0,1,0,6,0,2,0,0,0,8,1,0,0,22,0,0,0,0,0,0,1,0,12,20,0,0,0,0,0,0,0,0,5,0,0,15,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,9,0,0,1,1,0,0,1,0,0,33,0,0,0,0,0
2024-04-12T22,132,1,0,0,1,2,0,0,1,1,0,1,0,2,0,2,0,1,0,16,0,0,0,7,0,0,0,0,0,0,2,0,5,20,0,0,1,0,0,0,0,1,1,0,0,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,1,1,0,0,1,0,0,23,0,0,0,0,0
2024-04-12T23,107,3,0,2,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,1,0,3,11,0,0,1,0,0,0,0,0,1,0,0,10,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,4,0,0,2,0,0,20,0,0,0,1,0
2024-04-13T00,64,0,0,1,0,1,0,0,0,1,0,1,0,6,0,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,2,0,0,3,0,0,18,0,0,0,0,0
