bucket,total,--,AE,AF,AL,AM,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CL,CM,CN,CO,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GH,GM,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LT,LU,LV,MC,MD,ML,MM,MO,MT,MU,MX,MY,NC,NG,NL,NO,NP,NZ,PH,PK,PL,PR,PT,PY,QA,RO,RS,RU,RW,SC,SE,SG,SK,SN,SY,TH,TN,TR,TW,TZ,UA,UG,US,UY,VE,VN,ZA,ZW
2024-02-15T19,188,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,7,2,0,0,1,0,0,1,39,1,0,0,0,0,0,6,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,2,0,0,0,0,2,0,1,0,0,4,0,2,0,0,6,5,0,0,0,9,0,0,4,0,0,0,23,0,0,1,0,0
2024-02-15T20,194,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,0,5,1,0,0,6,0,0,0,40,0,0,0,0,0,0,6,0,0,10,22,0,0,0,1,0,0,0,0,0,1,0,0,0,21,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,2,0,0,0,0,3,0,2,0,0,4,5,0,0,0,5,0,1,2,0,0,0,27,0,0,0,0,0
2024-02-15T21,192,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,2,0,1,2,0,0,12,0,0,0,13,0,0,0,0,0,0,3,0,0,9,19,0,0,0,4,0,0,1,0,0,1,0,0,0,20,19,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,2,0,2,0,0,1,0,4,0,0,1,7,0,0,0,6,0,0,0,0,1,0,39,0,0,1,0,0
2024-02-15T22,178,1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,7,2,2,0,14,1,0,0,19,0,0,0,0,0,0,1,0,0,6,15,0,0,0,1,0,0,1,0,0,3,0,0,0,14,17,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,2,7,0,0,0,8,0,0,0,1,0,0,28,0,0,1,1,0
2024-02-15T23,129,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,9,3,0,0,11,0,0,0,0,0,0,1,0,1,2,15,0,0,0,3,0,0,0,0,0,1,0,0,0,7,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,0,0,0,4,0,0,0,1,2,0,31,0,0,0,1,0
2024-02-16T00,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,0
2024-02-16T01,105,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,2,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,7,0,0,0,2,0,0,2,0,0,1,45,0,0,0,0,0
2024-02-16T02,107,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,9,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,1,57,0,0,0,0,0
2024-02-16T03,111,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6,0,0,0,8,1,0,0,7,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,7,0,0,0,2,0,0,0,0,0,0,46,0,0,0,0,0
2024-02-16T04,98,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,8,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,2,0,0,1,0,0,0,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,28,1,0,0,1,0
2024-02-16T05,92,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,13,1,0,0,6,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,3,0,0,1,0,0,1,30,0,0,0,0,0
2024-02-16T06,100,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,7,2,0,0,8,0,0,0,7,0,0,0,0,0,0,1,0,0,2,5,0,0,0,4,0,0,1,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,1,33,0,0,1,0,0
2024-02-16T07,91,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0,0,1,0,0,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,6,0,0,0,5,0,0,1,0,0,0,32,0,0,1,0,0
2024-02-16T08,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,12,0,0,1,0,0,0,0,0,0,3,5,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,5,0,0,0,1,0,0,1,0,0,0,20,0,0,0,0,0
2024-02-16T09,81,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,2,0,0,1,15,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,1,1,0,0,0,0,1,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,0,1,0,0,0,20,0,0,0,0,0
2024-02-16T10,86,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,4,0,0,0,14,0,0,0,0,0,0,1,0,0,2,7,0,0,0,2,0,0,1,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,0,3,0,0,1,7,0,0,0,4,0,0,5,0,0,0,14,0,0,0,0,0
2024-02-16T11,90,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,9,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,4,0,3,0,0,1,5,0,0,0,8,0,0,3,0,1,0,14,0,0,0,0,0
2024-02-16T12,94,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,6,0,1,0,13,0,0,0,0,0,0,2,0,0,6,7,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,3,0,0,0,0,1,0,2,0,0,3,5,0,0,0,8,0,0,5,0,1,0,13,0,0,0,0,0
2024-02-16T13,104,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,4,0,0,0,18,0,0,2,0,0,0,1,0,0,6,5,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,2,0,0,0,0,1,0,2,0,0,2,5,0,0,0,4,0,0,3,0,0,0,29,0,0,0,0,0
2024-02-16T14,122,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,8,0,0,0,25,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,2,0,0,0,0,5,0,2,0,0,1,5,0,0,0,3,0,0,2,0,0,0,28,0,0,1,0,0
2024-02-16T15,140,3,1,0,0,0,1,1,0,0,1,0,1,1,0,0,2,0,0,2,0,0,6,0,0,1,28,0,0,0,0,2,0,2,0,0,8,5,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,1,0,0,0,0,0,0,2,0,6,0,0,1,6,1,0,0,9,0,0,1,0,0,0,27,0,0,1,0,0
2024-02-16T16,149,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,10,0,0,2,29,0,0,0,0,0,0,5,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,0,0,0,1,0,5,0,0,1,5,1,0,0,9,0,0,2,0,0,0,25,0,0,0,0,0
2024-02-16T17,172,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,16,0,0,2,31,0,0,0,0,0,0,8,0,0,14,11,0,0,0,0,0,1,0,0,0,0,0,1,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,4,0,1,0,0,3,0,2,1,0,2,5,1,0,0,6,0,1,1,0,1,0,25,0,0,0,0,0
2024-02-16T18,189,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,2,0,0,19,0,0,1,31,0,0,0,0,0,0,6,0,0,7,10,0,0,0,1,0,2,0,0,0,0,0,1,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,4,0,1,0,0,0,0,3,0,0,1,5,0,0,0,8,0,1,1,0,0,0,39,0,0,0,0,0
2024-02-16T19,174,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,1,0,0,18,0,0,0,37,0,0,0,0,0,0,4,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,6,0,1,0,0,0,0,4,0,0,2,5,0,0,0,2,0,2,0,0,1,0,28,0,0,0,1,0
2024-02-16T20,198,2,0,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,2,2,0,0,21,0,0,0,36,0,0,0,0,0,0,2,0,0,8,12,0,0,0,0,0,0,1,0,0,0,0,0,0,17,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,5,0,0,0,0,2,0,1,0,0,1,6,0,0,0,1,0,3,1,0,1,0,40,0,0,0,1,0
2024-02-16T21,165,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,13,0,0,1,32,0,0,0,0,0,0,3,0,0,7,16,0,0,0,1,0,0,2,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,4,0,2,0,0,0,0,3,0,0,3,5,0,0,0,0,0,2,2,0,1,0,30,0,0,0,0,0
2024-02-16T22,142,2,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,5,1,0,0,6,0,0,1,21,0,0,0,0,0,0,4,0,0,3,12,0,0,0,1,0,0,0,0,0,1,0,0,0,10,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,1,0,0,2,0,35,0,0,0,0,0
2024-02-16T23,119,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,4,1,0,0,14,0,0,0,0,0,0,3,0,1,6,13,0,0,0,0,0,0,0,0,0,1,0,0,0,12,8,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,7,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0
2024-02-17T00,99,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,6,0,0,0,12,0,0,0,0,0,0,3,0,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0
2024-02-17T01,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,11,0,0,0,5,0,0,0,0,0,0,3,0,0,3,3,0,0,0,2,0,0,0,0,0,1,0,0,0,3,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,1,0,0,0,44,0,0,0,0,0
2024-02-17T02,117,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,2,6,0,0,0,6,0,0,0,0,0,0,0,0,0,2,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,2,0,0,0,53,0,0,0,0,0
2024-02-17T03,88,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,0
2024-02-17T04,98,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
2024-02-17T05,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
2024-02-17T06,112,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,1,0,0,0,1,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,3,0,0,0,50,0,0,0,0,0
2024-02-17T07,109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,22,0,0,0,8,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,2,5,0,0,0,1,0,0,2,0,0,0,42,0,0,0,0,0
2024-02-17T08,91,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,20,0,0,0,8,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0
2024-02-17T09,142,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17,0,0,1,8,0,0,0,0,0,0,0,0,0,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,3,0,2,0,0,0,6,0,0,0,4,0,0,2,0,0,0,60,0,0,2,0,0
2024-02-17T10,119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,22,0,0,1,12,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,1,0,0,0,0,2,0,2,2,0,3,5,0,0,0,3,0,1,6,0,0,0,25,0,0,0,0,0
2024-02-17T11,115,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,0,0,1,14,0,0,0,0,0,0,1,0,0,7,4,0,0,0,3,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,12,0,0,0,3,0,0,7,0,0,0,21,0,0,0,0,0
2024-02-17T12,109,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,11,0,0,0,0,0,0,1,0,2,5,5,0,0,1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,4,0,0,2,5,0,0,0,6,0,1,3,0,0,0,24,0,0,0,1,0
2024-02-17T13,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,13,0,0,0,0,0,0,2,0,1,5,4,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,3,5,0,0,0,15,0,1,6,0,1,0,28,0,0,0,0,0
2024-02-17T14,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,1,0,0,12,0,0,0,13,0,0,1,0,0,0,0,0,0,9,8,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,3,5,0,0,0,18,0,0,7,0,1,0,24,0,0,0,0,0
2024-02-17T15,164,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,16,0,0,0,20,0,0,0,0,0,0,1,0,0,10,6,0,0,0,2,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,2,0,1,1,0,0,0,1,0,0,2,0,2,1,0,3,5,0,0,0,19,0,0,8,0,0,0,28,0,0,3,0,0
2024-02-17T16,193,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,0,0,10,0,0,0,23,0,0,0,0,0,0,2,0,0,12,13,0,0,0,1,0,0,1,0,0,0,0,0,0,22,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,1,0,2,0,0,2,5,0,0,0,21,0,1,6,0,0,0,48,0,0,1,0,0
2024-02-17T17,173,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,1,0,0,5,0,0,0,33,0,0,0,0,0,0,1,0,1,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,5,0,0,0,17,0,0,6,0,0,0,38,0,0,0,1,0
2024-02-17T18,179,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,11,0,0,0,36,0,0,0,0,0,0,3,0,0,9,9,0,0,0,1,0,1,0,0,0,1,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,3,0,1,0,0,1,0,2,0,0,1,5,0,0,0,15,0,1,4,0,0,0,31,0,0,0,0,0
2024-02-17T19,169,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,4,2,0,0,5,0,0,0,37,0,0,0,0,0,0,5,0,1,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,5,0,2,0,0,3,0,3,0,0,2,5,0,0,0,8,0,0,2,0,0,0,29,0,0,1,0,0
2024-02-17T20,150,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,6,0,0,0,28,0,0,0,0,0,0,1,0,0,7,11,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,3,0,2,0,0,0,0,1,0,0,3,6,0,0,0,4,0,1,3,0,1,0,31,0,0,0,1,0
2024-02-17T21,166,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,2,0,0,5,0,0,0,28,0,0,0,0,0,0,1,0,0,10,15,0,0,0,0,0,0,0,0,0,1,0,0,0,14,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,14,1,0,0,0,0,3,0,1,0,0,1,0,1,0,0,2,6,0,0,0,5,0,1,0,0,1,0,30,0,0,0,0,0
2024-02-17T22,173,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,19,0,0,0,14,0,0,0,0,0,0,1,0,0,8,10,0,0,1,0,0,0,0,0,0,3,0,0,0,11,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,3,0,3,0,0,0,0,2,0,0,1,5,0,0,0,3,0,1,1,0,0,0,48,0,0,0,0,0
2024-02-17T23,184,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,4,2,0,0,19,0,0,0,19,4,0,0,0,0,0,2,0,0,9,13,0,0,0,2,0,0,0,0,0,0,0,0,1,13,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,1,0,0,1,0,1,0,2,0,0,1,0,5,1,0,2,6,0,0,0,2,0,1,1,0,0,0,35,0,0,0,0,0
