bucket,total,--,AE,AL,AM,AO,AR,AT,AU,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EE,ES,ET,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KH,KR,KW,KZ,LA,LI,LK,LT,LU,LV,MA,MD,MK,MM,MN,MO,MT,MU,MX,MY,NC,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RU,RW,SA,SE,SG,SI,SK,TH,TN,TR,TW,TZ,UA,UG,US,UZ,VE,VN,ZA
2024-08-16T05,86,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,2,0,0,0,38,0,0,1,0
2024-08-16T06,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,7,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,1,1,0,0,0,29,0,0,1,0
2024-08-16T07,88,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,18,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,6,1,0,1,0,0,1,0,0,0,27,0,0,2,0
2024-08-16T08,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,1,19,0,0,0,9,0,0,0,0,0,0,0,2,5,0,0,1,0,0,2,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0,31,0,0,1,0
2024-08-16T09,85,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,14,1,0,0,6,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,3,0,0,0,0,0,0,25,0,0,1,0
2024-08-16T10,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7,1,0,0,8,0,0,0,0,0,0,0,1,6,0,0,4,0,0,0,0,0,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,1,0,1,0,0,1,0,0,0,2,8,0,0,4,0,0,3,0,0,0,25,0,0,0,0
2024-08-16T11,101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,11,0,0,1,8,0,0,0,0,1,0,0,3,7,0,0,10,0,0,0,0,0,2,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,1,0,0,2,9,1,0,2,0,1,3,0,0,0,19,0,0,1,1
2024-08-16T12,110,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,2,12,1,0,0,0,0,0,0,13,5,0,0,6,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,3,0,0,1,1,0,0,3,9,0,0,2,0,1,1,0,0,0,27,0,0,1,0
2024-08-16T13,98,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,4,0,0,0,8,0,0,0,0,0,0,0,7,9,0,0,3,0,0,0,0,0,0,0,1,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,4,0,0,0,0,0,0,0,7,1,0,4,0,0,0,0,0,0,27,0,0,0,0
2024-08-16T14,117,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,6,0,0,0,16,0,0,0,0,2,0,0,7,6,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,4,0,3,0,0,0,0,0,0,1,5,0,0,11,0,0,1,0,0,0,29,0,0,0,0
2024-08-16T15,129,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,15,0,0,0,2,1,0,0,7,11,0,0,6,0,0,2,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,2,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,8,0,0,1,0,0,0,29,0,0,0,0
2024-08-16T16,130,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,8,0,0,0,22,0,0,0,0,0,0,0,16,5,0,0,4,0,0,2,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,6,0,0,1,0,0,0,29,0,0,0,0
2024-08-16T17,153,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,0,31,0,0,0,1,0,0,0,13,9,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,2,0,0,3,0,0,1,7,1,0,8,0,1,0,0,0,0,34,0,0,0,0
2024-08-16T18,159,0,2,0,0,0,0,1,0,0,0,2,1,0,1,0,6,1,0,0,3,0,0,0,36,0,0,0,0,2,0,1,13,14,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,2,0,1,0,0,0,1,5,0,0,9,0,1,0,0,0,0,29,0,0,0,0
2024-08-16T19,154,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,3,0,0,3,0,0,0,28,0,0,0,0,2,0,2,8,16,0,0,0,0,0,1,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,1,1,0,1,0,0,0,2,5,0,0,9,0,1,0,0,0,0,30,0,0,0,0
2024-08-16T20,142,1,0,0,0,0,4,0,0,1,0,1,2,0,0,0,5,2,0,0,5,0,0,0,22,0,0,0,0,2,0,0,8,11,0,0,0,0,0,1,0,0,0,0,1,0,17,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,1,1,0,1,0,0,0,0,5,0,0,3,0,0,0,0,1,0,29,1,0,0,0
2024-08-16T21,116,1,0,1,0,0,2,0,0,0,0,1,4,0,0,0,7,3,0,0,4,0,0,0,14,0,0,0,0,1,0,0,7,12,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,0,0,0,1,0,1,6,0,0,3,0,1,0,0,0,0,20,0,0,0,0
2024-08-16T22,113,1,0,1,0,0,3,0,0,0,0,1,2,0,1,0,3,1,0,0,2,0,0,0,12,1,0,0,0,1,0,0,4,10,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,3,0,1,2,0,0,1,5,0,0,0,0,0,0,0,0,0,34,0,0,0,0
2024-08-16T23,87,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,1,2,0,2,0,0,0,7,0,0,0,0,0,1,0,4,11,0,0,2,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,25,0,0,0,0
2024-08-17T00,140,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,2,0,2,0,0,0,9,0,0,0,0,1,0,0,5,9,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,1,3,1,0,0,7,1,0,1,0,0,1,0,0,0,72,0,0,1,0
2024-08-17T01,137,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,5,7,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,7,1,0,1,0,0,2,0,0,0,79,0,0,1,0
2024-08-17T02,113,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,3,7,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,66,0,0,0,0
2024-08-17T03,140,1,0,0,0,0,1,0,1,0,0,0,2,0,1,0,2,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,1,4,1,1,0,6,0,0,1,0,0,0,0,0,0,86,0,0,1,1
2024-08-17T04,148,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,1,0,0,13,0,0,0,5,0,0,0,0,0,0,0,9,4,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,0,0,2,0,0,1,0,0,0,85,0,0,0,0
2024-08-17T05,114,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,71,0,0,0,0
2024-08-17T06,68,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,32,0,0,0,0
