bucket,total,--,AE,AM,AR,AT,AU,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DZ,EC,EE,ES,ET,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MC,MD,MK,MM,MO,MU,MX,MY,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,SN,TH,TN,TR,TW,UA,UG,US,UZ,VE,VN,ZA,ZW
2024-01-25T20,201,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,3,3,0,0,0,4,0,0,0,0,36,1,0,0,0,3,0,0,11,27,0,0,0,0,0,0,0,0,0,1,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,1,0,0,0,1,0,3,0,1,0,5,0,1,0,0,0,4,6,0,0,0,2,0,0,0,0,0,47,0,0,0,0,0
2024-01-25T21,146,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,4,0,0,0,0,19,0,0,0,0,1,0,0,8,16,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,1,0,3,0,1,0,3,0,2,0,0,0,2,5,0,0,0,2,0,0,0,0,0,37,0,0,0,0,0
2024-01-25T22,203,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,6,1,0,0,0,29,0,0,0,0,18,0,0,0,0,2,0,0,6,13,0,0,1,0,0,0,0,0,1,0,0,18,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,1,0,0,0,0,0,1,0,2,0,3,0,2,0,0,0,3,9,0,0,0,3,0,0,0,0,0,55,0,0,0,0,0
2024-01-25T23,159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,18,0,0,0,0,12,0,0,0,0,1,0,0,2,11,0,0,1,0,0,0,0,0,2,0,0,11,0,8,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,7,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,53,0,0,0,0,0
2024-01-26T00,162,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,9,0,0,0,0,1,0,0,6,7,0,0,1,0,0,0,0,0,2,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,73,0,0,0,0,1
2024-01-26T01,117,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,11,1,0,0,0,17,3,0,0,0,6,0,0,0,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,48,0,0,0,0,1
2024-01-26T02,116,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,11,0,1,0,0,14,3,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,55,0,0,0,0,0
2024-01-26T03,94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,14,0,0,0,0,7,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
2024-01-26T04,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0
2024-01-26T05,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,8,0,0,0,0,4,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,34,0,0,0,2,0
2024-01-26T06,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,28,0,0,0,1,0
2024-01-26T07,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,3,0,0,0,0,0,23,0,0,1,0,0
2024-01-26T08,84,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0
2024-01-26T09,107,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,7,0,0,0,1,18,0,0,0,1,1,0,0,7,8,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,0,1,0,0,0,3,0,5,0,1,0,3,5,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
2024-01-26T10,87,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,9,0,0,1,0,12,0,0,0,1,0,0,0,4,5,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,3,6,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0
2024-01-26T11,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,1,3,4,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,5,0,3,0,0,0,2,5,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0
2024-01-26T12,147,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,24,0,0,0,0,18,1,0,0,0,0,0,0,4,5,0,0,11,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,7,2,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,8,0,0,0,6,0,2,4,0,0,30,0,0,2,0,0
2024-01-26T13,125,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,2,1,0,0,6,0,0,0,0,22,0,0,0,0,0,0,0,6,8,0,0,5,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,7,0,0,0,4,0,1,3,0,0,29,0,0,1,1,0
2024-01-26T14,131,2,0,0,0,3,0,0,0,0,0,2,0,0,2,1,3,1,0,0,0,11,0,0,0,0,19,0,0,0,0,0,0,0,6,7,0,0,7,0,0,0,0,0,1,2,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0,7,0,0,0,3,0,0,4,0,0,27,0,0,0,1,0
2024-01-26T15,130,2,0,0,0,2,0,0,0,0,1,0,0,0,2,1,4,3,0,0,0,10,0,0,0,1,20,0,0,0,0,1,0,1,7,9,0,0,2,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,3,0,1,0,1,0,2,0,0,0,3,0,0,0,0,0,2,5,0,0,0,7,0,0,1,0,0,19,0,0,0,0,0
2024-01-26T16,138,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5,2,0,0,0,7,0,0,0,1,20,0,0,0,0,1,0,0,13,10,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,1,0,1,0,0,0,3,0,2,0,0,0,1,5,0,0,0,7,0,0,2,0,0,26,0,0,1,0,0
2024-01-26T17,162,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,6,0,0,1,0,9,0,0,0,0,24,0,0,0,0,2,0,0,15,7,0,0,0,0,1,0,0,0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,4,0,1,0,0,0,1,0,0,0,4,0,1,0,0,0,4,5,0,0,0,6,0,0,1,0,0,29,0,0,0,1,0
2024-01-26T18,191,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,1,0,2,0,0,0,0,32,0,0,0,0,6,0,0,10,10,0,0,2,0,0,0,0,0,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,1,0,1,0,0,0,3,0,0,0,1,6,0,0,0,9,0,0,2,0,0,61,0,0,0,0,0
2024-01-26T19,231,1,0,0,0,1,0,0,0,0,2,1,0,0,2,0,9,0,0,2,0,3,0,0,0,0,31,0,0,0,0,4,0,0,12,17,0,0,2,0,1,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,2,0,2,0,1,0,0,0,2,5,0,0,0,8,0,1,1,0,0,88,0,0,0,2,0
2024-01-26T20,232,3,0,0,1,0,0,0,0,0,1,1,0,0,2,0,6,1,0,0,0,2,0,0,0,0,22,0,0,0,0,3,0,0,10,20,1,0,0,0,0,0,1,0,0,0,0,17,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,1,0,1,0,2,0,1,0,0,0,2,7,0,0,0,8,0,0,3,0,0,94,0,0,0,1,0
2024-01-26T21,181,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,1,0,8,1,0,0,0,15,0,0,0,0,5,0,1,12,22,1,1,1,0,0,1,0,0,1,0,0,18,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,2,0,1,0,2,0,3,0,0,0,3,6,0,0,0,8,0,0,1,0,0,29,0,0,1,1,0
2024-01-26T22,167,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,5,2,0,0,0,8,0,0,0,0,27,1,0,0,0,5,0,0,11,18,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,11,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,5,0,0,0,4,0,1,1,0,0,35,0,0,1,0,0
2024-01-26T23,126,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,4,1,0,0,0,2,0,0,0,0,17,1,0,0,0,2,0,0,13,14,0,0,0,0,0,1,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,5,0,0,0,3,0,1,2,0,0,26,0,0,0,0,0
2024-01-27T00,112,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,1,0,0,0,4,0,0,0,0,7,0,0,1,0,1,0,0,6,9,0,0,1,0,0,1,0,0,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,5,0,0,0,3,0,1,4,0,0,35,0,0,1,0,0
2024-01-27T01,99,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,7,0,0,0,0,3,0,0,4,8,0,0,2,0,0,0,0,0,1,0,0,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,0,3,0,0,36,0,0,0,0,0
2024-01-27T02,95,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,2,0,0,31,0,0,0,0,0
2024-01-27T03,106,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,9,0,0,0,0,4,0,0,0,0,4,0,1,0,0,1,0,1,5,6,0,0,3,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,7,0,0,0,3,0,0,0,1,0,43,0,0,0,0,0
2024-01-27T04,101,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,7,1,0,0,0,5,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,0,4,0,0,1,0,0,44,0,0,0,0,0
2024-01-27T05,74,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,1,2,0,0,26,0,0,0,0,0
2024-01-27T06,81,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,2,6,0,0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,1,4,0,0,25,0,0,0,0,0
2024-01-27T07,69,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,5,0,0,0,0,0,0,10,0,0,21,0,0,0,0,0
2024-01-27T08,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,2,0,3,0,0,0,1,6,0,0,0,3,0,0,2,0,0,24,0,0,0,0,0
2024-01-27T09,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,0,0,0,0,2,0,0,4,5,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,5,0,0,0,2,0,0,3,0,0,25,0,0,1,0,0
2024-01-27T10,86,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,12,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,1,0,0,0,3,0,1,0,0,0,0,5,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0
2024-01-27T11,116,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,7,0,0,0,0,0,0,0,11,10,0,0,1,0,0,0,0,0,0,0,1,8,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,6,0,0,0,7,0,1,2,0,0,19,0,0,0,1,0
2024-01-27T12,121,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,19,0,0,0,0,11,0,0,0,0,1,0,2,11,11,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,6,0,0,0,7,0,1,1,0,0,18,0,0,0,0,0
2024-01-27T13,143,2,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,1,0,0,0,18,0,0,0,0,12,0,0,0,1,1,0,0,7,15,0,0,2,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,8,2,0,1,0,1,0,1,0,1,0,2,0,1,0,0,0,1,6,0,0,0,9,0,3,3,0,0,21,0,0,2,0,0
2024-01-27T14,140,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,1,0,0,0,21,0,1,0,0,13,0,0,0,0,0,0,0,2,9,0,0,3,0,0,0,0,0,3,0,0,10,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,5,0,0,0,12,0,2,3,0,0,25,0,0,1,0,0
2024-01-27T15,139,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,5,0,0,0,14,0,0,5,1,0,28,0,0,0,0,0
2024-01-27T16,162,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,15,0,0,0,0,13,0,0,0,0,2,0,0,10,14,0,0,0,0,0,0,0,0,1,0,0,22,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,2,0,2,0,2,0,1,0,0,0,1,11,0,0,0,14,0,0,1,0,0,24,0,0,0,1,0
2024-01-27T17,178,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,19,0,0,0,0,1,0,0,10,9,0,0,1,0,0,0,0,0,0,0,0,18,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,1,0,3,0,2,0,0,0,5,8,0,0,0,16,0,0,4,0,0,50,0,0,0,0,0
2024-01-27T18,176,1,0,0,0,1,0,0,0,0,2,1,0,0,2,0,8,1,0,0,0,9,0,0,0,0,21,0,0,0,0,1,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,3,0,2,0,1,0,4,0,0,0,6,6,0,0,0,12,0,0,2,0,0,40,0,0,0,0,0
2024-01-27T19,177,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,6,0,0,0,0,9,0,0,0,0,32,0,0,0,0,5,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,2,0,1,0,4,0,1,0,0,0,5,5,0,0,0,11,0,1,1,0,0,40,0,0,0,1,0
2024-01-27T20,163,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,6,0,0,0,0,29,0,0,0,0,6,0,0,12,12,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,10,3,0,1,0,0,0,3,0,1,0,3,0,1,0,0,0,2,5,0,0,0,6,0,2,1,0,0,36,0,0,0,0,0
2024-01-27T21,185,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,8,1,0,0,0,7,0,0,0,0,28,1,0,0,0,3,1,0,20,18,0,0,0,0,0,0,0,0,1,0,1,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,3,0,3,0,4,0,2,0,0,0,1,6,0,0,0,4,0,2,2,0,0,32,0,0,0,0,0
2024-01-27T22,183,2,0,0,0,1,0,0,0,0,1,0,0,0,4,0,5,2,0,0,0,14,0,0,0,0,22,0,0,0,0,3,1,0,12,13,0,0,0,0,0,0,0,0,1,0,0,15,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,15,1,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,2,8,0,0,0,6,0,2,1,0,0,34,0,0,2,0,0
2024-01-27T23,152,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,12,0,0,0,0,16,0,0,0,0,2,0,0,3,14,0,0,0,0,0,0,0,0,1,0,0,15,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0,1,7,0,0,0,5,0,0,3,0,0,26,0,0,3,2,0
