bucket,total,--,AE,AR,AT,AU,AZ,BA,BD,BE,BG,BJ,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CW,CZ,DE,DK,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KH,KR,KZ,LA,LB,LK,LT,LU,LV,LY,MA,MD,ME,MK,MM,MN,MO,MX,MY,NC,NG,NL,NO,NZ,PE,PH,PK,PL,PT,PY,RE,RO,RS,RU,RW,SC,SE,SG,SK,TG,TH,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VN,ZA
2024-05-02T17,165,1,1,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,32,0,0,0,0,0,2,0,0,8,12,0,2,0,0,0,0,0,0,1,0,0,0,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,2,0,0,0,0,4,6,0,0,12,0,3,1,0,0,33,0,0,0,0,0
2024-05-02T18,197,0,1,1,1,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,49,0,0,0,0,0,2,0,0,14,24,0,1,0,0,1,0,0,0,1,0,0,0,15,6,0,0,2,1,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,1,0,0,2,0,0,0,0,4,5,0,0,9,0,2,1,0,0,25,0,0,0,0,0
2024-05-02T19,204,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,2,0,0,0,4,0,0,0,0,42,1,0,1,0,0,5,0,0,13,21,0,3,0,0,1,0,0,0,1,0,1,0,19,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,1,0,0,0,3,1,0,0,1,0,0,0,0,2,7,0,0,8,0,1,5,0,0,28,0,0,0,0,0
2024-05-02T20,185,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,6,0,0,0,0,20,1,0,1,0,0,4,0,0,10,21,0,1,0,0,0,2,0,0,1,0,1,0,20,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,10,0,0,7,0,3,1,0,0,34,0,0,0,0,0
2024-05-02T21,149,1,0,1,0,1,0,0,0,1,1,0,0,5,0,3,3,0,0,0,3,0,0,0,0,15,0,0,0,0,0,5,0,0,5,13,0,1,0,0,0,1,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,1,0,0,2,0,1,0,0,3,9,0,0,3,0,1,0,0,1,30,0,0,0,0,0
2024-05-02T22,124,1,0,3,0,1,0,0,0,0,1,0,0,2,0,4,1,0,0,0,14,0,0,0,0,10,0,0,0,0,0,4,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,1,0,1,1,1,0,0,0,1,0,0,0,0,3,5,0,0,1,0,0,1,0,0,38,0,0,0,0,0
2024-05-02T23,128,0,0,2,0,1,0,0,0,0,1,0,0,1,0,13,1,0,2,0,15,0,0,0,0,9,0,0,0,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,2,0,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,44,0,0,0,0,0
2024-05-03T00,128,0,0,1,0,2,0,0,1,1,1,0,0,1,0,10,3,0,1,0,21,0,0,0,0,7,0,0,0,0,0,2,0,0,3,8,0,1,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,46,0,0,0,0,0
2024-05-03T01,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,0,0,1,0,0,0,0,0,31,0,0,0,0,0
2024-05-03T02,105,0,0,0,0,1,0,0,0,0,1,0,1,6,0,6,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,36,0,0,0,0,0
2024-05-03T03,109,1,1,0,0,2,0,0,0,0,0,0,1,1,0,3,0,0,3,0,12,0,0,0,0,6,0,0,0,0,0,2,0,0,0,5,0,4,0,0,0,0,0,0,2,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,8,0,0,0,0,0,1,0,0,37,0,0,0,1,0
2024-05-03T04,130,1,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,1,0,38,0,0,0,0,8,0,0,0,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,8,0,0,0,0,0,1,0,1,32,0,0,0,0,0
2024-05-03T05,91,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,19,1,0,0,0,7,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,1,31,0,0,0,0,0
2024-05-03T06,79,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,16,0,0,0,0,5,0,0,0,0,0,1,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,5,0,0,1,0,0,1,0,0,26,0,0,0,0,0
2024-05-03T07,88,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,3,0,2,0,0,2,6,0,0,2,0,0,0,0,1,23,0,0,0,0,1
2024-05-03T08,102,0,0,0,1,3,0,0,0,0,1,0,0,0,0,3,1,1,0,0,11,0,0,0,0,15,0,0,0,0,0,1,0,0,5,5,0,3,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,9,0,0,4,0,0,0,0,0,18,0,1,0,0,0
2024-05-03T09,97,2,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,12,0,0,0,0,14,0,0,1,0,0,3,0,0,4,3,0,5,0,0,0,1,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,6,0,0,4,0,1,0,0,0,15,0,0,0,0,1
2024-05-03T10,90,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,3,0,0,7,4,0,5,0,0,0,1,0,1,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,6,0,0,2,0,0,2,0,0,16,0,0,0,0,0
2024-05-03T11,109,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,4,0,0,0,0,17,0,0,0,0,0,2,0,0,6,6,0,7,0,0,0,0,0,0,0,0,0,0,7,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,7,0,0,8,0,0,3,0,1,17,0,0,0,0,0
2024-05-03T12,94,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,7,0,0,0,0,12,0,0,0,0,0,1,0,0,10,4,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,1,0,2,1,0,1,8,0,0,6,0,1,1,0,0,19,0,0,0,0,0
2024-05-03T13,124,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,13,8,0,4,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,3,0,0,1,8,0,0,8,0,1,4,0,0,25,0,0,0,0,0
2024-05-03T14,146,1,0,1,1,2,0,0,0,1,1,0,0,1,0,5,0,0,0,0,8,0,0,0,0,21,0,0,0,0,0,2,0,0,10,7,0,2,0,0,1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,7,0,0,14,0,1,4,0,0,29,0,0,0,2,0
2024-05-03T15,181,0,0,0,1,1,0,0,0,0,2,0,0,4,0,2,0,0,0,0,13,1,0,0,0,21,0,0,0,0,0,0,0,0,17,11,0,3,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,1,0,0,0,1,0,1,0,0,2,6,0,0,32,0,1,7,0,0,28,0,0,2,0,0
2024-05-03T16,218,2,0,0,2,1,0,0,0,0,0,0,0,2,0,4,1,0,0,0,30,1,0,0,0,23,1,1,0,0,0,5,0,0,16,14,0,1,0,0,1,0,0,2,0,0,0,0,13,6,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,2,0,0,0,0,5,6,0,0,30,0,1,3,0,1,28,0,0,0,0,0
2024-05-03T17,179,1,0,0,1,1,0,0,0,3,1,0,0,0,0,3,1,0,0,0,6,0,0,0,0,30,0,0,0,0,0,2,0,0,12,8,0,2,0,0,1,0,0,0,2,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,0,0,1,0,1,0,0,3,10,0,0,23,0,0,3,0,1,31,0,0,0,0,0
2024-05-03T18,169,2,0,0,0,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,5,0,0,0,0,39,0,0,0,0,0,1,0,0,10,8,0,0,0,0,1,0,0,0,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,1,0,0,3,0,3,1,0,3,5,0,0,17,0,1,1,0,0,23,0,0,0,0,0
2024-05-03T19,180,0,0,0,0,1,0,0,0,2,1,0,0,1,0,2,2,0,0,0,3,0,0,0,0,34,0,0,0,0,0,1,0,0,12,13,0,2,0,0,1,0,0,0,0,0,0,0,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,1,0,0,4,0,0,1,0,2,8,0,0,17,0,0,1,0,0,25,0,0,0,0,1
2024-05-03T20,176,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,1,0,0,0,16,0,0,0,0,25,0,0,0,0,0,1,0,0,15,11,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,7,0,0,15,0,2,1,0,0,23,0,0,0,0,0
2024-05-03T21,171,0,1,0,0,2,0,0,0,1,0,0,0,0,0,4,2,0,0,0,27,1,0,0,0,19,1,0,0,0,0,0,0,0,14,9,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,8,0,1,0,0,0,2,1,0,0,1,0,1,0,0,2,7,0,0,17,0,3,1,0,0,23,0,0,0,0,0
2024-05-03T22,148,2,0,0,0,2,0,0,0,0,2,0,0,0,0,1,3,0,0,0,14,0,0,0,1,21,0,0,0,0,0,3,0,0,4,10,0,1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,6,0,0,10,0,4,1,0,0,31,0,0,0,0,1
2024-05-03T23,124,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,23,0,0,0,0,12,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,1,0,1,0,0,2,9,0,0,4,0,1,1,0,0,30,0,0,0,0,0
2024-05-04T00,135,0,0,1,0,2,0,0,0,0,1,0,0,3,0,2,1,0,0,0,40,0,0,0,0,12,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,3,0,0,5,0,0,30,0,0,0,0,0
2024-05-04T01,104,0,0,0,1,1,0,0,0,1,1,0,0,1,0,5,1,0,0,0,19,0,0,0,0,7,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,2,0,0,5,0,0,28,0,0,0,0,0
2024-05-04T02,102,2,0,1,0,2,0,0,1,0,0,0,0,1,0,5,0,0,0,0,11,1,0,0,0,9,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,7,0,0,1,0,0,5,0,0,34,0,0,0,0,2
2024-05-04T03,135,1,0,1,0,2,0,0,1,0,1,0,0,1,0,5,0,0,0,0,30,1,0,0,0,7,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,8,0,0,1,0,0,7,0,0,41,0,0,0,0,0
2024-05-04T04,116,0,0,0,0,4,0,0,1,0,1,0,0,1,0,7,0,0,0,0,33,1,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,0,0,2,0,0,6,0,0,31,0,0,0,0,0
2024-05-04T05,82,0,0,0,0,3,0,0,1,0,1,0,0,1,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,2,0,0,33,0,0,0,0,0
2024-05-04T06,94,1,0,1,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4,0,8,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,7,0,0,1,0,0,3,0,0,26,0,0,0,0,0
2024-05-04T07,94,0,0,2,1,2,0,0,1,1,1,0,0,0,0,3,1,0,0,0,8,0,0,0,0,13,0,0,0,1,0,0,0,1,6,7,0,3,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,3,0,0,20,0,0,0,0,0
2024-05-04T08,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,15,0,0,0,0,0,1,0,0,4,5,0,3,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,1,0,0,8,0,0,2,0,0,3,0,0,22,0,0,0,1,0
2024-05-04T09,121,0,0,0,0,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,21,0,0,0,0,0,2,0,0,5,8,0,5,0,0,0,0,0,0,2,0,0,0,4,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,6,0,0,4,0,0,2,0,0,24,0,0,0,0,0
2024-05-04T10,132,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,7,1,0,0,1,15,0,0,0,0,0,4,0,0,8,8,0,4,0,0,0,0,0,0,1,0,0,0,8,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,6,0,0,5,0,1,6,0,0,29,0,0,0,0,0
2024-05-04T11,96,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,1,0,0,0,14,0,0,0,0,0,3,0,0,4,6,0,2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,3,0,0,5,0,0,21,1,0,0,0,0
2024-05-04T12,105,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,6,1,0,0,0,17,1,0,0,0,0,0,0,0,7,7,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,6,0,0,7,0,2,5,0,0,20,0,0,0,0,0
2024-05-04T13,131,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,3,0,0,0,6,0,0,0,1,17,0,0,0,0,0,0,0,0,13,8,1,5,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,7,0,0,16,0,0,3,0,0,20,0,0,0,0,0
2024-05-04T14,146,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,3,0,0,0,5,0,0,0,1,18,0,0,0,0,0,1,0,0,18,9,0,1,0,0,0,1,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,2,1,1,0,0,0,3,0,1,0,0,1,9,0,0,15,0,1,6,0,0,27,0,0,0,1,1
2024-05-04T15,174,1,1,0,0,2,0,0,0,2,1,0,0,0,0,2,0,0,1,0,4,0,0,0,0,18,0,0,0,0,0,3,0,0,25,6,0,6,0,0,1,1,0,0,1,0,0,0,9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,7,0,0,17,0,4,7,0,0,36,0,0,0,2,0
2024-05-04T16,178,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0,4,0,0,0,0,23,0,0,0,0,0,2,0,1,13,10,0,5,0,0,1,0,0,0,1,0,0,0,19,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,7,0,0,16,0,2,7,0,0,34,0,0,0,1,0
2024-05-04T17,159,1,0,0,1,1,0,0,0,1,3,0,0,2,0,2,0,0,1,0,2,0,0,0,0,23,0,0,0,0,0,3,0,1,12,10,0,7,0,0,1,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,6,0,0,10,0,3,7,0,0,28,0,0,0,0,0
2024-05-04T18,114,0,0,1,1,1,0,0,0,3,1,0,0,1,0,1,1,0,0,0,3,0,0,0,0,24,0,0,0,0,0,1,1,1,8,6,0,2,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6,0,0,8,0,4,2,0,0,15,0,0,0,0,0
