bucket,total,--,AE,AL,AM,AR,AT,AU,BA,BD,BE,BG,BJ,BO,BR,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CV,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GH,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KH,KR,KZ,LA,LB,LT,LV,MA,MD,MG,MK,MM,MN,MO,MT,MW,MX,MY,MZ,NC,NE,NG,NI,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,PY,QA,RO,RS,RU,RW,SA,SE,SG,SK,SN,TH,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM
2024-04-04T19,291,1,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,8,1,0,0,0,15,0,0,0,28,0,0,0,0,0,0,1,0,0,6,17,0,0,0,2,0,0,0,0,3,2,3,0,0,26,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,1,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,1,6,0,0,8,2,1,0,0,110,0,0,0,0,1,0
2024-04-04T20,184,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,2,0,0,0,13,0,1,0,26,0,0,0,0,0,0,2,0,0,10,13,0,0,0,1,0,0,0,0,4,0,3,0,0,31,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,2,6,0,0,2,1,0,0,0,27,0,0,0,0,0,0
2024-04-04T21,209,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,8,1,0,0,0,17,0,0,0,19,0,0,0,0,0,0,2,0,0,13,12,0,0,0,1,0,0,0,0,10,0,1,0,2,25,15,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,4,0,0,0,0,1,0,0,1,7,0,1,2,3,0,0,0,47,0,0,0,2,0,0
2024-04-04T22,162,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,4,2,0,0,0,7,0,0,0,12,0,0,0,0,0,0,1,0,0,3,11,0,0,0,0,0,0,0,1,6,0,2,0,1,20,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,2,5,0,0,2,1,0,0,0,53,0,0,0,2,0,0
2024-04-04T23,100,2,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,15,1,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1,0,0,0,1,3,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,29,0,0,0,0,0,0
2024-04-05T00,94,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,9,1,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,2,0,0,33,0,1,0,0,0,0
2024-04-05T01,107,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,13,1,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,36,1,0,0,0,0,0
2024-04-05T02,89,2,1,0,0,0,1,4,0,0,0,1,0,0,0,0,0,10,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,0,32,0,0,0,0,0,0
2024-04-05T03,87,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,7,1,0,1,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,0,33,0,0,0,0,0,0
2024-04-05T04,96,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,8,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,1,0,0,28,0,0,0,1,1,0
2024-04-05T05,90,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,2,0,1,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,7,0,0,1,1,2,1,0,29,0,0,0,0,0,0
2024-04-05T06,80,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,4,1,1,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,0,0,27,0,0,0,0,0,0
2024-04-05T07,98,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,0,0,0,5,0,0,2,1,3,0,0,27,0,0,0,0,1,0
2024-04-05T08,105,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,2,0,0,0,16,0,0,0,9,0,0,0,0,0,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,5,0,0,4,2,1,0,0,36,0,0,0,1,0,0
2024-04-05T09,117,2,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,7,2,0,0,0,16,0,0,0,7,0,0,0,0,0,0,3,0,0,7,8,0,0,0,1,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,6,0,0,7,0,5,0,0,22,0,0,0,0,0,0
2024-04-05T10,112,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,8,3,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,6,3,0,0,0,2,0,0,0,0,8,1,3,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,2,5,0,0,5,1,5,0,0,15,0,0,0,0,0,0
2024-04-05T11,125,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,3,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,4,5,0,0,0,7,0,0,0,1,4,0,1,0,1,2,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,0,0,0,11,0,0,6,0,4,0,0,24,0,0,0,0,1,0
2024-04-05T12,154,2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,3,1,0,0,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,11,7,0,0,0,2,0,0,0,1,0,0,3,0,1,3,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,3,0,1,0,0,1,0,4,0,0,0,14,0,0,8,0,7,0,0,25,0,0,0,0,0,0
2024-04-05T13,133,1,0,0,0,1,0,16,0,0,0,0,0,0,1,0,0,2,3,0,1,0,9,0,0,1,18,0,0,0,0,0,0,0,0,0,9,4,0,0,0,2,0,0,0,1,0,0,2,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,6,0,0,5,1,5,0,0,23,0,0,0,0,0,0
2024-04-05T14,139,0,0,0,0,1,1,13,0,0,3,1,0,0,0,0,0,1,0,0,0,0,10,1,0,0,18,0,0,0,0,0,0,1,0,0,6,8,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,4,6,0,0,11,0,4,0,0,21,0,0,0,0,0,0
2024-04-05T15,163,1,0,0,0,2,0,1,0,0,1,1,0,0,0,1,0,2,3,0,0,0,5,0,0,0,21,0,0,0,0,2,0,3,0,0,12,13,0,0,0,2,0,0,0,0,6,0,0,0,0,18,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,1,0,0,3,0,4,0,0,1,6,0,0,8,0,7,1,0,22,0,0,0,0,1,0
2024-04-05T16,166,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,7,0,0,0,0,8,0,0,1,28,0,0,0,0,0,0,2,0,0,17,11,0,0,0,1,0,0,1,0,2,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,6,0,0,9,1,4,0,0,22,0,0,0,0,0,0
2024-04-05T17,182,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,2,0,0,0,7,1,0,0,30,0,0,0,0,1,0,3,0,0,17,9,0,0,0,2,0,0,1,0,0,0,1,0,0,20,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,3,7,0,0,7,0,5,0,0,34,0,0,0,0,0,0
2024-04-05T18,174,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,1,0,1,0,6,0,0,0,27,0,0,0,0,2,0,4,0,0,12,16,0,0,0,1,0,0,1,0,0,0,0,0,0,14,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,2,0,0,1,0,4,0,0,0,0,1,0,4,1,0,0,6,0,0,9,1,2,0,0,23,0,0,0,0,0,0
2024-04-05T19,185,1,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,6,1,0,2,0,4,0,0,0,27,0,0,0,0,0,0,3,0,0,14,20,0,0,0,1,0,0,0,0,0,0,0,0,0,19,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,2,0,0,0,0,0,0,2,0,0,0,0,1,0,5,0,0,2,6,0,0,8,1,3,0,0,21,0,0,0,1,0,0
2024-04-05T20,154,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,4,0,0,2,0,2,0,0,0,24,0,0,0,0,0,0,1,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,2,6,0,0,7,2,1,0,0,19,0,0,0,0,0,0
2024-04-05T21,181,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,9,1,0,2,0,20,0,0,0,19,0,0,0,0,0,0,1,1,0,10,14,0,0,0,4,0,0,0,0,0,0,0,0,0,19,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,2,10,0,0,2,2,0,1,0,30,0,0,0,1,2,0
2024-04-05T22,156,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,11,1,0,0,0,12,0,0,0,17,0,0,0,0,0,0,1,0,0,8,13,0,1,0,2,0,0,0,0,4,0,1,0,0,14,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,2,0,2,0,0,1,0,2,0,0,0,10,0,0,3,3,0,0,0,22,0,0,0,1,2,0
2024-04-05T23,122,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,8,2,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,9,12,0,1,0,2,0,0,0,1,0,0,2,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,1,1,0,26,0,1,0,0,1,0
2024-04-06T00,125,2,0,0,0,1,0,1,1,0,0,2,0,0,3,0,0,6,2,0,0,0,11,0,0,0,10,0,0,1,0,0,0,2,0,0,4,11,0,0,0,2,0,0,0,1,0,0,1,0,0,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,1,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,32,0,0,0,0,0,0
2024-04-06T01,106,2,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,9,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,4,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,5,0,0,1,0,1,1,0,33,0,0,0,1,1,0
2024-04-06T02,113,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,9,1,0,0,0,17,1,0,0,11,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,6,0,0,2,0,0,1,0,38,0,0,0,1,0,0
2024-04-06T03,114,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,0,0,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,1,0,0,0,1,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,0,8,0,0,2,0,1,0,0,40,0,0,0,2,0,0
2024-04-06T04,126,4,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,8,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,1,0,1,9,0,0,0,0,1,1,0,54,0,0,0,2,0,0
2024-04-06T05,118,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,0,13,0,0,0,6,0,0,0,0,0,0,2,0,0,3,3,0,0,0,4,0,0,0,0,0,0,3,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,10,0,0,0,1,2,2,0,36,0,0,0,0,1,0
2024-04-06T06,112,1,1,0,0,1,0,1,0,2,0,1,0,0,1,0,0,6,0,0,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,3,0,0,1,9,0,0,3,0,1,2,0,24,0,0,0,0,1,0
2024-04-06T07,93,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,22,0,0,0,8,0,0,0,0,0,0,0,0,0,4,2,0,1,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,5,0,0,2,0,2,0,0,24,0,0,0,0,0,0
2024-04-06T08,96,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,23,0,0,0,8,0,0,0,0,0,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,1,5,0,0,1,0,3,0,0,18,0,0,0,0,0,0
2024-04-06T09,131,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,7,1,0,0,0,19,0,0,0,7,0,0,0,0,2,0,0,0,1,8,5,0,0,0,1,0,0,0,0,0,0,0,0,1,6,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,3,0,3,0,0,40,0,0,0,1,1,0
2024-04-06T10,84,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,4,0,0,1,0,9,1,0,0,9,0,0,0,0,0,0,1,0,1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,2,0,5,0,0,1,5,0,0,3,0,1,0,0,13,0,0,0,0,0,0
2024-04-06T11,95,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,1,0,0,6,0,0,0,0,1,0,1,0,0,8,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,5,0,0,5,0,0,1,0,38,0,0,0,0,0,0
2024-04-06T12,160,2,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,4,0,0,0,0,13,1,0,0,15,0,0,0,0,0,0,0,0,0,15,5,0,0,0,5,1,0,0,1,0,0,4,0,1,3,12,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,3,0,0,0,0,0,0,5,1,0,0,7,0,0,7,2,1,0,0,34,0,0,1,1,0,0
2024-04-06T13,170,2,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,9,1,0,0,0,9,0,0,0,15,0,0,0,0,0,0,1,0,0,14,5,0,0,0,5,1,0,0,1,0,0,3,0,1,6,13,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,2,0,1,0,0,0,0,1,0,3,2,0,0,7,0,0,15,0,2,0,0,28,0,0,1,1,0,0
2024-04-06T14,126,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,2,0,1,0,4,1,0,0,13,0,0,0,0,0,0,0,0,0,8,6,0,0,0,2,0,0,0,2,0,0,0,0,0,11,6,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,1,0,5,0,0,0,6,0,0,17,2,1,0,0,20,0,0,0,0,1,0
2024-04-06T15,122,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,2,0,1,0,6,0,0,0,12,0,0,0,0,0,0,1,0,0,11,4,0,0,0,1,0,0,0,1,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,1,0,0,0,0,0,0,5,0,0,0,6,0,0,13,1,4,0,0,23,0,0,0,0,0,0
2024-04-06T16,213,1,0,0,0,0,1,3,0,0,0,1,0,0,0,2,0,4,2,0,0,0,28,0,0,0,24,0,0,0,0,0,0,1,0,0,12,8,0,0,0,3,0,0,0,0,0,0,1,0,0,10,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,3,0,1,0,0,0,0,2,0,6,0,0,1,9,0,0,13,3,4,0,0,29,0,0,0,0,0,0
2024-04-06T17,150,1,0,0,0,0,0,1,1,0,1,1,0,0,1,2,0,5,2,0,0,0,21,0,0,0,20,0,0,0,0,1,0,0,0,0,8,7,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,1,0,4,0,3,0,0,2,5,0,0,8,1,4,0,0,29,0,0,0,0,0,0
2024-04-06T18,164,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,5,1,0,0,0,17,0,0,0,27,0,0,0,0,2,0,4,0,0,8,10,0,0,0,3,0,0,1,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,4,5,1,0,9,2,2,0,0,28,0,0,0,0,0,0
2024-04-06T19,176,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,4,1,0,0,0,18,0,0,0,19,0,0,1,0,1,0,3,0,0,13,18,0,0,0,1,0,0,0,0,0,0,1,0,0,10,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,0,0,1,3,0,1,0,0,1,0,3,0,0,3,5,1,0,8,2,3,0,0,32,0,0,0,1,2,0
2024-04-06T20,186,1,0,0,0,1,0,1,0,1,1,2,0,0,1,0,0,5,1,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,11,12,0,1,0,2,0,0,0,0,0,0,4,0,0,18,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,2,0,1,0,0,2,0,7,0,0,0,5,0,0,6,3,0,2,0,32,0,0,0,0,1,0
2024-04-06T21,192,1,0,0,0,0,0,2,0,0,3,1,0,0,1,0,0,8,4,0,0,0,21,0,0,0,25,0,0,0,0,0,0,2,0,0,6,12,0,0,0,4,0,0,0,0,0,0,4,0,0,24,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,6,0,0,5,4,0,1,0,37,0,0,0,1,1,0
2024-04-06T22,131,0,0,0,0,0,0,1,1,0,2,1,0,0,3,0,0,8,2,0,0,0,11,0,0,0,16,0,0,0,0,0,0,2,0,0,4,5,0,0,0,1,0,0,0,0,0,0,2,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,5,0,0,5,0,0,0,0,34,0,0,0,0,1,0
2024-04-06T23,113,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,7,1,0,0,0,8,0,0,0,15,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,8,0,0,1,0,0,0,0,29,0,0,0,0,0,0
