bucket,total,--,AE,AL,AM,AR,AT,AU,BA,BD,BE,BG,BI,BO,BR,BY,CA,CH,CL,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MD,MK,MM,MN,MO,MT,MX,MY,MZ,NC,NG,NI,NL,NO,NP,NZ,PE,PH,PK,PL,PM,PT,PY,RO,RS,RU,RW,SC,SE,SG,SI,SK,SV,TH,TN,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,ZA
2024-02-29T22,160,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,2,0,12,0,0,0,14,0,0,0,0,0,0,1,0,7,13,1,0,0,0,0,16,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,3,0,1,0,2,0,4,0,0,1,6,0,0,0,3,0,0,0,0,0,1,34,0,0,0,0,2
2024-02-29T23,186,0,0,0,0,3,0,0,0,0,3,1,0,0,2,0,6,1,0,12,0,0,0,14,0,0,0,0,0,0,2,0,5,8,0,2,0,0,0,9,0,2,0,0,13,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,11,0,0,0,4,0,0,0,0,0,0,65,0,0,0,3,0
2024-03-01T00,127,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,9,1,0,8,0,0,0,9,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,1,61,0,0,0,0,0
2024-03-01T01,211,5,1,0,0,1,0,2,0,1,2,0,1,1,0,0,11,0,0,13,0,0,0,14,0,0,0,0,1,0,1,0,14,7,1,3,0,0,3,1,1,6,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,3,0,1,1,0,0,0,2,0,0,0,1,0,2,0,0,2,8,0,0,0,3,0,0,0,0,0,2,82,0,0,1,2,0
2024-03-01T02,109,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,10,0,0,0,6,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,6,0,0,0,1,0,0,0,0,0,0,43,0,0,0,0,1
2024-03-01T03,88,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,2,8,0,0,0,7,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0
2024-03-01T04,71,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,11,0,0,0,6,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0
2024-03-01T05,76,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0
2024-03-01T06,79,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,4,0,0,0,3,0,1,30,0,0,0,0,0
2024-03-01T07,68,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,8,0,0,0,7,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,2,0,0,0,2,0,0,22,0,0,0,0,0
2024-03-01T08,89,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,1,0,9,0,0,0,7,0,0,0,0,0,0,1,1,1,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,2,0,0,0,6,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,0
2024-03-01T09,89,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,9,0,0,0,10,0,0,0,0,0,0,2,0,2,8,0,2,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,2,6,0,0,0,7,0,0,0,2,0,0,22,0,0,0,0,0
2024-03-01T10,110,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,16,0,0,0,9,1,0,0,0,0,0,1,1,6,6,0,2,0,0,0,8,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,2,0,0,2,5,0,1,0,4,0,0,1,0,0,0,22,0,0,0,2,0
2024-03-01T11,106,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,25,0,0,0,10,1,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,1,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,6,0,0,0,4,0,0,21,0,0,0,0,0
2024-03-01T12,110,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,23,0,0,0,11,0,0,0,0,0,0,1,0,3,6,0,0,0,0,1,0,0,1,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,4,0,0,2,5,0,0,0,10,0,0,0,2,0,1,19,0,0,0,1,1
2024-03-01T13,124,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,16,0,0,0,12,1,0,0,1,1,0,3,0,5,7,0,2,0,0,1,6,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,1,0,6,0,0,0,5,0,0,0,11,0,1,0,5,0,1,19,0,0,0,0,0
2024-03-01T14,125,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,20,0,0,0,14,0,0,0,0,1,0,2,0,5,6,0,2,0,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,2,0,0,1,3,0,2,0,0,1,5,0,0,0,9,0,0,0,2,0,0,27,0,0,0,0,0
2024-03-01T15,134,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,23,0,0,0,13,0,0,0,0,1,0,3,0,9,8,0,3,0,0,1,0,0,1,0,1,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,2,0,2,0,0,1,1,0,3,0,0,2,5,0,0,0,6,0,0,0,3,0,0,19,0,0,0,1,0
2024-03-01T16,148,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,2,1,0,17,0,0,0,16,0,0,0,0,0,0,1,0,13,8,0,1,0,1,1,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,1,0,0,1,1,0,2,0,0,2,5,0,0,0,21,0,0,0,3,0,1,19,0,0,0,0,0
2024-03-01T17,129,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,14,0,0,0,25,0,0,0,0,0,0,1,0,6,6,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,2,0,1,0,0,2,5,1,0,0,10,0,0,0,1,0,0,22,0,0,0,0,1
2024-03-01T18,176,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,0,19,0,0,0,34,0,0,0,0,0,0,6,1,7,10,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,2,0,1,1,3,0,2,0,0,2,5,0,0,0,14,0,1,0,2,0,1,24,0,0,0,0,0
2024-03-01T19,191,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,22,0,0,0,28,0,0,0,0,0,0,5,1,9,15,0,0,0,0,1,9,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,1,0,0,0,0,0,6,0,0,1,2,0,1,0,0,3,5,0,0,0,18,0,1,0,0,0,0,18,0,0,0,0,0
2024-03-01T20,198,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,5,2,1,19,0,0,0,21,0,0,0,0,0,0,3,0,11,22,0,0,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,1,0,0,0,0,0,4,0,0,1,2,0,4,0,0,1,5,0,0,0,19,1,1,0,0,0,1,31,0,0,0,1,0
2024-03-01T21,188,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,4,2,16,0,0,0,19,1,0,0,0,0,0,1,0,13,17,0,1,0,0,1,5,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,1,0,0,0,0,0,5,0,1,1,1,0,0,0,0,2,5,0,0,0,10,1,0,0,1,0,1,31,0,0,0,1,1
2024-03-01T22,159,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,13,0,0,0,14,1,0,0,0,0,0,0,0,5,15,0,3,0,0,1,3,0,0,0,0,16,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,0,3,1,2,1,0,0,2,0,0,4,6,1,0,0,9,1,0,0,0,0,0,32,0,0,0,0,1
2024-03-01T23,137,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,1,0,10,0,0,0,12,0,0,0,0,0,0,0,0,6,15,1,2,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,4,0,1,1,0,0,2,0,0,3,5,0,0,0,5,1,0,0,1,0,0,31,0,0,0,0,1
2024-03-02T00,116,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,9,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,4,8,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,6,0,0,0,3,1,0,0,2,0,0,40,0,0,0,0,0
2024-03-02T01,120,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,9,1,0,9,0,0,0,5,0,0,0,0,0,0,1,0,5,9,0,1,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,1,1,0,0,1,0,0,51,0,0,0,0,0
2024-03-02T02,104,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,5,2,0,16,0,0,0,8,1,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,42,0,0,0,0,0
2024-03-02T03,100,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,7,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,0,0,0,1,0,0,2,0,0,39,0,0,0,2,0
2024-03-02T04,86,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,10,1,0,8,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,2,0,0,0,0,0,0,31,0,0,0,1,0
2024-03-02T05,111,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,6,0,0,9,0,0,0,4,0,0,0,0,0,0,1,0,2,2,0,5,0,0,0,0,0,3,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,7,0,0,0,1,0,0,46,0,0,0,3,0
2024-03-02T06,127,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,5,1,0,10,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,5,0,0,0,5,0,0,0,2,0,0,63,0,0,0,1,0
2024-03-02T07,95,1,0,0,0,0,1,2,0,1,0,1,0,0,1,0,2,0,1,13,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,3,0,0,4,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,5,0,0,0,1,0,1,26,0,0,0,1,1
2024-03-02T08,94,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,10,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,2,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,5,0,0,0,5,0,0,0,1,0,0,26,0,0,0,3,0
2024-03-02T09,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,11,0,0,0,0,0,0,1,0,4,3,0,2,0,0,4,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,6,0,0,0,2,0,0,0,2,0,0,22,0,0,0,1,0
2024-03-02T10,112,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,20,0,0,0,9,0,0,0,0,0,0,1,0,6,3,0,6,0,0,4,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,5,0,0,0,4,0,0,0,1,0,0,34,0,0,0,1,0
2024-03-02T11,129,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,32,0,0,0,11,0,0,0,0,0,0,5,0,2,3,0,3,0,0,4,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,1,0,1,0,4,0,0,0,6,0,0,0,3,0,0,0,4,0,0,26,0,0,0,1,0
2024-03-02T12,144,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,34,0,0,0,11,0,0,0,0,0,0,1,0,3,7,0,3,0,0,4,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,1,7,0,1,0,13,0,0,0,3,0,0,27,0,0,0,1,0
2024-03-02T13,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0,30,0,0,0,10,0,0,0,0,0,0,0,4,9,3,0,3,0,1,3,1,0,0,0,0,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,3,0,1,0,2,0,2,1,0,1,7,0,0,0,7,0,0,0,2,0,0,50,0,0,0,1,0
2024-03-02T14,173,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,6,1,0,28,0,0,0,12,1,0,0,0,0,0,1,0,15,7,0,9,0,1,4,0,0,1,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,4,0,0,0,2,0,3,0,0,2,7,0,0,0,7,0,0,0,3,0,0,25,0,0,0,1,0
2024-03-02T15,166,2,0,0,0,2,0,1,0,0,2,0,0,0,0,0,3,2,0,22,0,0,0,14,0,0,0,0,0,0,0,0,14,6,0,5,0,1,4,0,0,0,0,0,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,3,0,3,0,0,0,3,0,2,0,0,0,6,0,0,0,19,0,0,0,5,0,0,18,0,0,0,1,0
2024-03-02T16,168,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,6,2,0,11,0,0,0,12,1,0,0,0,0,0,1,0,15,9,0,1,0,0,2,0,2,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,4,0,0,0,3,0,5,0,0,1,6,0,0,0,16,0,0,0,3,0,0,31,0,0,0,0,0
2024-03-02T17,180,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,3,3,0,14,0,0,0,18,0,0,0,0,0,0,2,0,18,6,0,1,0,1,1,0,2,0,1,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,5,0,0,0,2,0,3,0,0,1,6,0,0,0,19,0,0,0,4,0,0,35,1,0,0,0,0
2024-03-02T18,162,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,5,0,0,0,23,0,0,0,1,0,0,1,0,5,9,0,1,0,0,1,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,4,0,0,0,3,0,2,0,0,6,6,0,0,0,12,0,0,0,1,0,0,38,1,0,0,0,0
2024-03-02T19,149,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,6,0,0,1,29,0,0,0,0,0,0,3,0,8,12,0,0,0,0,0,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0,1,0,4,0,0,0,2,0,3,0,0,2,6,0,0,0,10,0,1,0,1,0,1,23,0,0,0,1,1
2024-03-02T20,157,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,0,6,0,0,0,26,1,0,0,1,0,0,4,1,11,14,0,0,0,0,0,0,0,0,0,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,1,0,2,0,5,0,0,2,7,0,0,0,5,0,2,0,0,0,1,25,0,0,0,0,1
2024-03-02T21,143,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,1,4,0,0,0,20,0,0,0,0,0,0,4,1,8,10,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,1,0,4,0,0,1,7,0,0,0,7,0,0,0,0,0,0,29,0,0,0,1,0
2024-03-02T22,134,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,4,1,5,0,0,0,17,0,0,0,1,0,0,2,0,5,6,0,1,0,0,0,0,0,1,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,5,0,0,0,4,0,0,0,0,0,0,39,0,0,0,0,0
2024-03-02T23,136,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5,4,0,2,0,1,0,10,0,0,0,1,0,0,4,1,6,8,0,1,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,1,5,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
