bucket,total,--,AD,AE,AO,AR,AT,AU,BA,BD,BE,BG,BO,BR,BT,BW,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GM,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KH,KR,KZ,LA,LK,LT,LU,LV,MA,MD,MK,MM,MO,MT,MU,MW,MX,MY,NC,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RU,RW,SE,SG,SK,SN,TG,TH,TN,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM
2024-03-14T15,123,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2,0,0,4,1,0,0,10,0,0,0,0,0,0,2,0,3,5,5,0,0,4,0,0,0,1,0,0,1,0,1,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,2,0,0,0,0,1,1,0,1,6,0,0,0,6,0,0,4,0,0,26,0,1,0,1,0,0
2024-03-14T16,123,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,12,1,0,0,0,0,0,4,0,3,4,10,0,0,3,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,0,1,0,0,1,0,0,1,0,2,0,0,0,6,0,0,0,12,0,0,2,0,0,24,0,0,0,0,0,0
2024-03-14T17,160,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,3,2,0,0,5,0,0,0,20,1,0,0,0,0,0,5,0,0,16,9,0,0,1,0,0,0,0,0,0,0,0,0,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3,2,0,3,0,0,3,5,0,0,0,7,0,0,2,1,0,36,0,0,0,0,1,0
2024-03-14T18,157,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,4,1,0,0,3,0,0,0,24,1,0,0,0,0,0,5,0,0,15,11,0,0,0,0,0,0,0,0,0,1,0,0,0,15,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,5,2,0,3,1,0,3,5,0,0,0,10,0,1,3,0,0,26,0,0,0,1,0,0
2024-03-14T19,193,2,0,0,0,0,1,2,1,0,2,0,0,2,0,0,0,3,1,0,1,4,0,0,0,42,1,0,0,0,0,0,4,0,0,16,29,0,0,1,0,0,0,1,1,0,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,3,1,0,2,1,0,5,6,0,0,0,7,0,1,1,0,0,22,0,0,0,0,0,0
2024-03-14T20,164,1,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,5,4,0,0,3,0,0,0,23,0,0,0,0,0,0,2,0,0,6,23,0,0,0,0,0,0,1,0,1,0,0,1,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,0,0,5,0,0,1,1,0,3,5,0,0,0,4,0,3,1,0,0,27,0,0,0,0,1,0
2024-03-14T21,184,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,2,0,0,26,0,0,0,26,0,0,0,0,0,0,1,0,0,7,18,0,1,2,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,3,2,0,1,0,0,2,7,0,0,0,3,0,2,0,0,0,31,0,0,0,0,1,0
2024-03-14T22,145,2,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,3,2,0,0,17,0,0,0,18,0,0,0,0,0,0,3,0,0,5,12,0,0,0,0,0,0,0,0,0,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,4,2,0,0,1,0,1,6,0,0,0,1,0,1,0,0,0,31,0,0,0,0,0,0
2024-03-14T23,177,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,14,0,0,0,17,1,0,0,18,0,0,0,0,0,0,3,0,0,3,15,0,0,2,0,0,0,0,0,0,0,0,0,1,8,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,1,0,0,0,0,0,2,0,0,2,0,2,7,0,0,0,0,0,0,0,1,0,49,0,0,0,1,0,0
2024-03-15T00,158,3,0,0,1,1,0,2,0,0,0,0,0,4,0,0,0,13,0,1,0,15,0,0,0,9,0,1,0,0,0,0,1,0,0,2,10,0,0,2,0,0,0,1,0,0,1,0,1,0,7,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,8,0,0,0,1,0,1,0,0,0,47,0,0,0,1,0,0
2024-03-15T01,129,3,0,0,1,1,0,1,0,1,0,0,0,3,0,0,0,16,0,0,0,14,0,0,0,7,0,1,0,0,0,0,1,0,0,4,3,0,0,1,0,0,0,0,0,0,3,0,1,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,7,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
2024-03-15T02,109,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,5,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,34,0,0,0,1,0,0
2024-03-15T03,110,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,5,1,0,0,17,0,0,1,4,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,11,0,0,0,1,0,0,0,1,0,31,0,0,0,1,0,0
2024-03-15T04,73,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,1,0,26,0,0,0,0,0,0
2024-03-15T05,64,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,2,0,0,1,0,0,21,0,0,0,0,0,0
2024-03-15T06,83,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,6,0,0,0,9,0,0,0,0,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,2,0,0,28,0,0,0,0,0,0
2024-03-15T07,66,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,1,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,0,2,0,0,2,0,0,24,0,0,0,0,0,0
2024-03-15T08,85,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,1,5,3,0,1,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0,7,0,0,1,0,0,2,5,0,0,0,1,0,0,2,0,0,24,0,0,0,1,0,0
2024-03-15T09,129,2,0,0,0,0,0,3,0,1,0,1,0,3,0,0,0,2,1,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,2,1,0,1,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,0,0,0,1,0,0,1,1,0,2,11,0,0,0,2,0,0,0,0,0,30,0,1,0,2,0,0
2024-03-15T10,164,3,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,2,3,0,0,21,0,0,0,12,1,0,0,0,0,0,2,0,1,9,8,0,0,4,0,0,0,1,0,0,2,0,0,0,4,27,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,0,0,0,1,0,0,4,0,0,30,0,1,0,2,0,0
2024-03-15T11,148,2,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,2,0,0,17,0,0,1,10,1,0,0,0,0,0,2,0,0,10,7,0,0,8,0,0,0,0,0,0,2,0,2,0,9,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,2,0,0,2,1,0,2,5,0,0,0,4,0,1,4,0,0,22,0,0,0,3,0,0
2024-03-15T12,132,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,0,0,17,0,0,1,15,0,1,0,0,0,0,1,0,0,6,5,0,0,5,0,0,0,0,0,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,5,0,0,2,1,0,1,5,0,0,0,3,0,1,6,0,0,22,0,0,0,1,0,0
2024-03-15T13,134,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,2,0,0,15,0,0,0,15,0,0,1,0,0,0,0,0,0,4,7,0,0,5,0,0,1,1,0,0,1,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,1,3,0,2,7,0,0,0,9,0,1,4,0,0,23,0,0,0,1,1,0
2024-03-15T14,148,4,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,6,4,0,0,18,0,0,0,17,0,0,0,0,0,0,1,0,0,5,10,0,0,3,0,0,1,0,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,2,2,0,1,7,0,0,0,9,0,0,4,0,0,23,0,0,0,1,1,0
2024-03-15T15,146,6,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,4,0,0,20,0,0,0,15,0,0,0,0,2,0,1,0,0,4,6,0,0,0,0,0,1,0,0,0,1,0,0,1,13,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,2,0,1,1,0,4,2,0,1,5,0,0,0,10,0,0,2,0,0,22,0,1,0,0,0,0
2024-03-15T16,126,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,23,0,0,0,0,0,0,2,0,0,8,7,0,0,0,0,0,0,0,0,1,2,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,1,1,0,3,1,0,1,5,0,0,0,4,0,0,3,0,0,27,0,1,0,0,0,0
2024-03-15T17,164,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,26,0,0,0,0,0,0,7,0,0,13,12,0,0,1,0,0,1,0,0,0,3,0,0,0,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,1,0,0,0,0,3,1,0,3,1,0,2,5,0,0,0,8,0,0,3,0,0,32,0,0,0,0,0,0
2024-03-15T18,165,2,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,3,1,0,0,5,0,0,0,34,0,0,0,0,0,0,6,0,1,11,14,0,0,1,0,0,1,0,0,0,2,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,1,0,0,4,1,0,0,2,0,2,5,0,0,0,5,0,0,2,0,0,30,0,0,0,0,1,0
2024-03-15T19,199,3,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,7,0,0,0,8,0,0,0,44,0,0,0,0,0,0,4,0,0,12,14,0,0,1,0,0,1,0,0,0,3,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,2,0,1,0,0,0,0,4,1,0,2,2,0,5,6,0,0,0,9,0,0,3,1,0,35,0,0,0,1,0,0
2024-03-15T20,183,2,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3,1,0,0,6,0,0,0,35,0,0,0,0,0,0,4,0,0,9,24,0,0,0,0,0,0,1,0,0,3,0,1,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,5,1,0,3,2,1,2,7,0,0,0,5,0,1,2,1,0,28,0,0,0,1,0,0
2024-03-15T21,175,1,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,1,0,0,9,0,0,0,29,0,0,0,0,0,0,2,0,0,8,19,0,0,2,0,0,1,0,0,0,3,0,0,0,20,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2,0,0,0,0,6,1,0,0,3,0,4,10,0,0,0,3,1,2,1,0,0,20,0,0,0,0,0,0
2024-03-15T22,179,1,0,0,0,0,0,2,0,0,1,1,0,3,0,0,0,2,3,0,0,8,0,0,0,29,0,0,0,0,0,0,0,0,0,6,19,0,1,3,0,0,0,0,0,0,2,0,0,0,17,7,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,9,2,0,3,0,0,0,0,4,2,0,2,1,0,2,11,0,0,0,1,0,3,2,0,0,24,0,0,0,0,0,0
2024-03-15T23,132,1,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,3,2,0,0,7,0,0,0,13,1,0,0,0,0,0,1,0,1,8,10,0,0,2,0,0,0,0,0,1,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,2,7,0,0,0,4,0,0,1,0,0,39,0,0,0,1,0,0
2024-03-16T00,158,3,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,5,2,0,0,5,0,0,0,8,0,0,0,0,0,0,3,0,0,5,8,0,1,0,0,0,0,0,0,0,8,0,0,0,10,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,2,5,1,0,0,2,0,0,2,0,0,52,0,0,0,1,0,0
2024-03-16T01,157,1,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,4,0,0,0,7,0,0,0,10,0,0,0,0,0,0,2,0,0,2,11,0,1,0,0,0,0,0,0,0,3,0,0,1,2,23,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5,0,0,0,1,0,0,1,0,0,66,0,0,0,0,1,0
2024-03-16T02,141,4,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,7,0,1,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,14,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,2,0,0,0,0,0,72,0,0,0,0,2,0
2024-03-16T03,122,2,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,11,1,0,0,11,0,0,0,6,0,0,0,0,0,0,1,0,1,2,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,8,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
2024-03-16T04,130,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,14,0,0,0,6,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,0,0,0,0,0,0,1,0,0,63,0,0,0,0,0,0
2024-03-16T05,100,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,8,0,0,0,15,1,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,2,8,0,0,0,3,0,0,1,0,0,30,0,0,0,0,0,0
2024-03-16T06,165,2,0,0,0,1,2,9,0,0,2,0,0,0,0,0,0,2,0,0,0,20,1,0,0,15,0,0,0,0,0,0,0,0,0,1,6,0,0,6,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,3,0,0,53,0,0,0,1,0,0
2024-03-16T07,120,2,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,0,0,3,0,0,0,0,0,0,6,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,0,0,0,0,0,0,1,0,0,48,0,0,0,1,0,0
2024-03-16T08,134,3,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,1,0,17,0,0,0,24,0,0,0,0,0,0,0,0,0,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,2,0,0,0,7,0,0,0,2,0,0,2,0,0,41,0,0,0,0,1,0
2024-03-16T09,112,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,13,0,0,0,12,0,0,0,0,0,0,1,0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,2,1,0,0,11,0,0,0,5,0,0,2,0,0,28,0,0,0,1,1,0
2024-03-16T10,154,1,0,0,0,0,1,2,0,0,2,2,0,0,0,0,0,3,1,1,0,10,0,0,0,9,0,0,0,0,0,0,2,0,0,9,4,0,1,1,0,0,0,0,7,0,5,0,0,0,5,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,4,2,0,0,5,0,0,0,3,0,0,4,1,0,45,0,0,0,1,0,0
2024-03-16T11,107,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,8,0,0,0,12,0,0,0,0,0,0,1,0,0,5,7,0,0,1,0,0,0,0,6,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,2,0,0,1,5,0,0,0,2,0,0,4,1,0,22,0,0,0,0,0,0
2024-03-16T12,138,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,9,0,0,0,11,0,0,0,0,0,0,1,0,0,6,6,0,0,1,0,0,0,0,8,0,1,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,17,0,0,0,6,0,0,6,0,0,35,0,0,0,0,0,0
2024-03-16T13,144,3,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,10,0,0,0,15,1,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,1,0,1,0,5,0,0,0,10,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,4,0,0,8,0,0,0,9,0,1,4,0,0,27,0,0,0,1,1,0
2024-03-16T14,137,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,2,0,0,9,0,0,0,14,0,0,0,0,0,0,1,0,1,6,7,0,0,3,0,0,1,0,1,0,0,1,0,0,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,1,0,2,0,0,3,2,0,2,8,0,0,0,10,0,0,3,0,0,27,0,0,0,0,0,0
2024-03-16T15,170,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,2,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,7,8,0,0,6,0,0,1,0,0,0,0,0,0,0,16,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,1,0,2,1,2,0,9,0,0,0,9,0,0,7,0,0,45,0,0,0,0,1,0
2024-03-16T16,197,2,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,3,2,0,0,8,0,0,0,34,0,0,0,0,0,0,3,0,0,11,12,1,0,2,0,0,1,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,2,0,0,3,2,0,1,6,0,0,0,7,0,0,5,1,0,45,0,0,0,0,0,0
2024-03-16T17,220,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,38,0,0,0,0,0,0,5,0,0,13,14,1,0,2,0,0,1,0,0,0,0,0,0,0,18,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,1,0,6,5,0,5,6,0,0,0,14,0,0,1,2,0,43,0,0,0,0,0,0
2024-03-16T18,153,2,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,4,2,0,0,6,0,0,0,25,0,0,0,0,0,0,4,0,0,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,14,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,6,0,0,2,1,0,3,7,0,0,0,9,0,0,2,1,0,27,0,0,0,1,0,0
2024-03-16T19,170,3,0,0,0,0,1,1,0,0,3,0,0,2,0,0,0,5,2,0,0,3,0,0,0,25,1,0,0,0,0,0,3,0,0,8,11,0,1,0,0,0,2,0,4,0,0,0,0,0,11,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1,0,0,0,0,6,1,0,1,0,0,3,12,0,0,0,4,0,0,0,1,0,32,0,0,0,0,0,0
2024-03-16T20,176,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,3,3,0,0,4,0,0,0,25,0,0,0,0,0,0,3,0,0,8,11,0,0,1,0,0,1,0,5,0,4,0,0,0,11,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,0,1,0,0,0,0,4,0,0,2,0,0,3,6,0,0,0,4,0,1,1,1,0,35,0,0,0,1,0,0
2024-03-16T21,190,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,8,3,0,0,6,0,0,0,20,0,0,0,0,0,0,2,0,0,9,8,0,0,1,0,0,0,0,15,0,0,0,2,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,3,1,0,2,2,0,3,9,0,0,0,5,0,2,1,0,0,34,0,0,0,0,1,0
2024-03-16T22,164,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,3,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,10,10,0,0,1,0,0,1,0,7,0,3,0,2,0,17,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,2,0,0,0,1,0,4,8,0,0,0,2,0,2,0,0,0,35,0,0,0,0,1,0
2024-03-16T23,171,3,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,2,0,0,3,0,0,0,20,0,0,0,0,0,0,2,0,1,3,15,0,0,1,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,2,0,0,0,2,0,2,6,0,0,0,6,0,2,0,0,0,56,0,0,0,1,0,0
