bucket,total,--,AE,AF,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BO,BR,BY,CA,CH,CL,CN,CO,CY,CZ,DE,DK,DO,DZ,EC,EE,ES,ET,FI,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KH,KR,KZ,LA,LT,LV,MA,MC,MD,MM,MN,MO,MX,MY,NC,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PR,PS,PT,PY,RO,RU,RW,SC,SD,SE,SG,SI,SK,TH,TN,TR,TT,TW,UA,UG,US,UY,UZ,VE,VN,ZA
2024-02-01T17,161,2,5,1,0,1,1,0,0,1,0,0,0,0,0,2,0,3,2,1,9,0,0,0,32,0,0,0,0,0,2,0,0,11,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,5,0,0,7,0,0,0,1,0,0,24,0,0,0,0,0
2024-02-01T18,169,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,0,3,0,1,12,0,0,0,37,1,0,0,0,0,5,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,3,5,0,0,7,0,1,0,1,0,0,23,3,0,0,1,0
2024-02-01T19,201,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,10,1,0,14,0,0,0,44,0,0,0,0,0,3,0,0,13,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,4,0,2,0,1,0,1,0,0,0,0,3,1,0,0,0,4,6,0,0,7,0,1,0,0,1,0,21,1,0,0,0,0
2024-02-01T20,165,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,0,6,0,0,0,33,1,0,0,0,0,1,0,0,9,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,3,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,4,5,0,0,6,0,1,0,0,0,0,24,0,0,0,0,0
2024-02-01T21,169,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,3,0,4,0,0,0,22,0,0,0,0,0,2,0,1,13,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,10,3,0,0,0,1,0,3,0,0,1,0,3,0,1,0,0,4,5,0,0,7,0,1,0,0,0,0,31,0,0,0,0,0
2024-02-01T22,133,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,8,1,0,2,0,0,0,18,0,0,0,0,0,0,0,0,9,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,5,0,0,3,0,1,0,0,0,0,30,1,0,0,1,0
2024-02-01T23,126,3,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,6,2,0,5,0,0,0,15,0,0,0,0,0,1,0,0,4,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,2,0,0,0,0,0,0,31,1,0,0,1,0
2024-02-02T00,113,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,7,1,0,6,0,0,0,11,0,0,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,2,0,0,0,0,0,0,41,0,0,0,0,0
2024-02-02T01,94,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,1,0,7,0,0,0,6,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0
2024-02-02T02,110,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0,0,11,2,0,1,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,0,0,1,0,0,0,0,0,0,42,0,0,0,0,0
2024-02-02T03,106,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,0,0,4,0,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,1,0,0,42,0,0,0,0,0
2024-02-02T04,90,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,7,0,0,5,0,0,0,5,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
2024-02-02T05,81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,6,0,0,2,0,0,0,2,0,0,33,0,0,0,0,0
2024-02-02T06,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,1,0,0,0,0,1,0,54,0,0,0,0,0
2024-02-02T07,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,0,5,0,0,1,0,0,0,0,0,0,28,0,0,0,0,1
2024-02-02T08,77,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,1,6,0,0,0,8,0,0,0,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,1,0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,6,0,0,4,0,0,1,0,0,0,17,0,0,0,0,0
2024-02-02T09,96,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,7,0,0,0,11,0,0,0,0,0,2,0,0,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,0,29,0,0,0,0,0
2024-02-02T10,91,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,4,0,0,0,11,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,5,0,0,3,0,0,0,4,0,0,25,0,0,0,0,0
2024-02-02T11,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1,5,0,0,6,0,0,0,3,0,0,20,0,0,0,0,0
2024-02-02T12,106,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,0,13,0,0,0,0,0,1,0,0,7,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,9,0,0,11,0,2,0,4,0,0,26,0,1,0,0,0
2024-02-02T13,101,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,12,0,0,0,12,0,0,0,0,0,0,0,0,4,5,0,0,1,0,2,0,0,0,0,0,1,0,1,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,2,7,0,0,8,0,1,0,2,0,0,15,0,1,0,1,0
2024-02-02T14,110,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,8,0,0,0,21,0,0,0,0,0,1,0,0,5,7,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,1,6,0,0,14,0,2,0,5,0,0,14,0,0,0,0,0
2024-02-02T15,117,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,3,0,0,7,2,0,0,19,0,0,0,0,0,0,0,0,7,6,0,0,1,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,14,0,0,0,2,0,0,27,0,0,0,0,0
2024-02-02T16,144,2,0,0,0,0,2,1,0,0,0,0,0,1,0,3,0,4,1,1,16,0,0,0,19,0,1,0,0,0,4,0,0,11,7,0,0,0,0,1,0,0,2,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,9,2,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,5,0,0,13,0,0,0,1,0,0,21,0,0,0,0,0
2024-02-02T17,172,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,18,0,1,0,0,0,5,0,0,11,10,0,0,1,0,3,0,1,2,0,0,2,0,1,0,15,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,1,0,0,0,1,0,1,0,0,1,0,3,3,1,0,0,4,5,0,0,13,0,1,0,3,0,0,24,0,0,0,0,0
2024-02-02T18,163,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,0,0,18,0,0,0,42,0,0,0,0,0,5,0,0,5,7,0,0,2,0,3,0,1,0,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,2,6,0,0,9,0,0,0,0,0,0,26,0,0,0,1,0
2024-02-02T19,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,15,0,0,0,32,0,0,0,0,0,5,0,0,9,13,0,0,2,0,1,0,1,0,1,0,2,0,0,0,12,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18,2,0,0,0,0,0,3,0,0,1,0,1,3,0,0,0,2,5,0,0,9,0,4,0,1,0,0,21,0,0,0,1,0
2024-02-02T20,204,2,0,0,0,1,1,0,0,0,0,0,1,1,0,5,0,6,3,0,20,0,0,0,34,0,0,0,0,0,5,0,0,14,20,0,0,1,0,1,0,0,0,2,0,2,0,0,0,12,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,1,0,0,0,3,0,0,0,0,1,4,0,0,0,2,5,0,0,5,0,2,0,1,0,0,24,0,0,0,0,0
2024-02-02T21,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,1,18,0,0,0,29,0,0,0,0,0,4,0,0,7,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,15,3,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,2,7,0,0,1,0,3,0,0,0,0,31,0,0,0,1,0
2024-02-02T22,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,3,0,1,0,0,0,22,0,0,0,0,0,2,0,1,5,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,5,0,0,1,0,3,0,0,0,0,31,0,0,0,0,0
2024-02-02T23,120,0,0,0,0,0,1,0,0,0,0,0,2,1,0,5,0,3,1,0,5,0,0,0,19,0,0,0,0,0,1,0,0,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,5,0,0,0,0,2,0,1,0,0,32,0,0,0,1,0
2024-02-03T00,113,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,5,2,0,4,0,0,0,15,0,0,0,0,0,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
2024-02-03T01,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,7,2,0,3,0,0,0,6,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,0,0,52,0,0,0,1,0
2024-02-03T02,98,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,12,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,1,0,0,45,0,0,0,0,0
2024-02-03T03,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
2024-02-03T04,86,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,1,6,0,0,0,4,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,1,0,34,0,0,0,1,0
2024-02-03T05,88,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,4,0,0,39,0,0,0,0,0
2024-02-03T06,97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,5,0,0,0,4,0,0,0,2,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,6,0,0,0,0,0,0,2,0,0,36,0,0,0,0,1
2024-02-03T07,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,6,0,1,0,1,0,1,0,0,2,6,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,7,0,0,1,0,0,0,2,0,0,30,0,0,0,0,0
2024-02-03T08,87,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,14,0,0,0,9,2,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,5,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0
2024-02-03T09,92,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,3,0,12,0,0,0,8,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,1,1,3,0,2,0,1,0,3,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,7,0,0,2,0,0,0,0,1,0,15,0,0,0,1,0
2024-02-03T10,116,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,0,10,0,0,0,11,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,2,0,1,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,1,7,0,0,4,0,0,0,1,0,0,29,0,0,0,2,0
2024-02-03T11,121,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,7,1,0,0,10,0,0,0,0,0,1,0,0,4,9,0,0,0,0,0,0,0,0,10,0,1,0,0,1,7,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,7,0,0,5,0,2,0,2,0,0,26,0,0,0,2,0
2024-02-03T12,121,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,10,0,0,0,13,0,0,0,0,0,2,0,0,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,8,0,0,5,0,1,0,7,0,1,33,0,0,0,1,0
2024-02-03T13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,14,0,0,0,0,0,1,0,0,8,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,6,0,0,6,0,0,0,2,0,1,27,0,0,0,0,0
2024-02-03T14,150,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,18,1,0,0,0,0,2,0,0,5,7,0,0,0,0,5,0,0,0,0,0,1,0,0,0,5,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,7,0,0,0,0,3,0,1,0,0,0,0,3,4,0,0,0,1,6,0,0,13,0,1,0,2,0,0,38,0,0,0,0,0
2024-02-03T15,152,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,10,0,0,0,29,0,0,1,0,0,2,0,0,11,6,0,0,0,0,4,0,0,0,0,0,1,0,0,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,5,0,0,14,0,2,0,3,0,0,27,0,0,0,0,0
2024-02-03T16,152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0,0,20,0,0,0,0,1,5,0,0,10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,4,0,0,0,0,2,2,0,0,0,3,6,0,0,20,0,1,0,2,0,0,34,0,0,0,0,0
2024-02-03T17,157,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,7,0,0,0,24,0,0,0,0,0,2,0,0,7,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,1,0,2,1,0,0,0,2,8,0,0,20,0,0,0,0,0,0,32,0,0,0,0,0
2024-02-03T18,161,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,2,0,0,0,21,0,0,0,0,0,3,0,0,12,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,5,0,0,1,0,2,6,0,0,0,2,5,0,0,18,0,1,0,0,0,0,34,0,0,0,1,0
2024-02-03T19,144,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,3,0,3,0,0,0,31,0,0,0,0,0,3,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,2,5,0,0,12,0,1,0,0,0,0,25,0,0,0,0,0
2024-02-03T20,168,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,1,0,2,0,0,0,26,0,0,0,0,0,6,0,0,14,16,0,0,0,0,0,0,0,0,9,0,0,0,1,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,4,0,0,0,0,1,3,1,0,0,6,5,0,0,7,0,2,0,0,0,0,26,0,0,0,2,0
2024-02-03T21,162,4,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,9,1,0,4,0,0,0,18,0,0,0,0,0,3,0,1,13,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,5,0,0,8,0,0,0,0,0,0,26,0,0,0,2,0
2024-02-03T22,131,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,5,1,0,2,0,0,0,19,0,0,0,0,0,4,0,0,5,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,6,0,0,3,0,0,0,2,0,0,30,0,0,0,0,0
2024-02-03T23,120,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,2,0,5,0,0,0,19,0,0,0,0,0,4,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,3,0,0,25,0,0,0,0,0
