bucket,total,--,AE,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CV,CW,CZ,DE,DK,DO,EC,EE,EG,ES,FI,FR,GB,GE,GH,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IR,IT,JP,KE,KH,KR,KZ,LA,LB,LT,LV,MA,MD,ME,MK,MM,MN,MO,MW,MX,MY,NA,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,RE,RO,RS,RU,RW,SC,SE,SG,SK,TH,TN,TR,TW,UA,US,UY,UZ,VE,VN,ZA,ZW
2023-08-03T17,160,3,2,1,0,0,0,0,0,0,1,0,0,0,2,0,5,1,0,0,11,0,0,0,0,0,41,0,0,0,2,0,2,0,7,3,0,0,0,0,1,0,2,0,1,1,0,0,2,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,11,0,0,0,0,0,1,0,5,0,0,0,0,2,0,0,2,6,0,12,0,0,0,0,19,0,0,0,1,0,0
2023-08-03T18,163,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,13,0,0,0,0,0,32,0,0,0,0,0,1,0,6,18,0,0,0,0,1,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,5,1,0,0,0,2,0,0,3,5,0,11,0,0,1,2,18,0,0,0,1,0,0
2023-08-03T19,219,4,0,1,1,1,0,0,0,0,2,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,32,0,0,0,0,0,3,0,11,13,0,0,0,0,0,0,3,0,5,0,1,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,11,0,9,0,0,1,0,71,1,0,0,1,0,0
2023-08-03T20,166,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,3,0,0,10,1,0,0,0,0,19,0,0,0,0,0,4,0,10,13,0,0,0,0,1,0,1,0,3,0,1,1,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,2,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,4,0,1,0,0,40,0,0,0,1,0,0
2023-08-03T21,150,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,16,0,0,0,0,0,11,0,0,0,0,0,2,2,15,13,0,0,0,0,0,0,1,0,0,0,0,1,0,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,5,0,2,0,0,1,1,42,1,0,0,0,0,0
2023-08-03T22,131,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,1,0,7,12,0,0,1,0,1,0,0,0,0,1,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,1,0,4,0,0,0,5,0,0,0,1,0,0,41,1,0,0,0,0,0
2023-08-03T23,101,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,1,0,0,15,2,0,0,0,0,3,0,0,0,0,0,0,1,2,9,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,1,0,0,1,1,31,0,0,0,0,0,0
2023-08-04T00,90,1,0,3,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,16,1,0,0,0,0,4,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,30,0,0,0,0,0,0
2023-08-04T01,98,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,3,0,14,1,0,0,0,0,4,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,1,39,0,0,0,1,0,0
2023-08-04T02,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,5,0,2,0,0,0,0,31,0,0,0,2,0,0
2023-08-04T03,77,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,1,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,24,0,0,0,0,0,0
2023-08-04T04,79,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,3,0,0,0,6,1,0,1,0,0,0,24,0,0,0,0,1,0
2023-08-04T05,69,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,0,0,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,2,0,0,0,6,1,0,0,0,1,0,23,1,0,0,0,0,0
2023-08-04T06,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,5,0,1,0,0,2,1,14,0,0,0,0,0,0
2023-08-04T07,65,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,5,0,0,0,0,1,0,20,0,0,0,0,0,0
2023-08-04T08,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,1,0,3,3,0,1,1,0,1,0,0,0,0,0,0,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,13,0,0,0,0,0,0
2023-08-04T09,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,2,0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,0,7,0,1,0,0,2,1,15,0,0,0,0,0,0
2023-08-04T10,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,5,0,0,0,0,0,8,0,0,2,0,0,1,0,4,5,0,0,0,1,1,0,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,8,0,6,0,1,1,0,14,0,0,0,1,0,0
2023-08-04T11,88,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,8,1,0,0,0,0,1,0,3,5,0,0,0,1,11,0,1,0,1,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,11,0,3,0,0,0,1,16,0,0,0,0,0,0
2023-08-04T12,105,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,0,3,5,0,0,0,0,4,0,0,0,0,0,0,1,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,1,0,0,0,0,4,0,0,0,7,0,8,0,0,1,0,34,0,0,0,0,0,1
2023-08-04T13,121,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,2,0,2,10,0,0,0,0,4,0,0,0,1,1,0,1,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,1,0,0,2,0,2,0,0,0,0,2,0,0,0,9,0,8,0,0,3,1,20,0,0,1,1,1,1
2023-08-04T14,111,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,6,0,0,0,0,1,12,0,0,0,0,0,1,0,1,5,0,0,0,0,6,0,0,0,1,0,0,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,1,1,0,4,0,0,1,0,3,0,0,2,10,0,12,0,0,1,1,19,0,0,0,0,0,0
2023-08-04T15,138,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,9,1,1,0,0,0,13,1,0,0,0,0,1,0,3,9,0,0,0,0,2,0,0,0,0,1,0,1,0,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,0,1,1,0,5,2,0,0,0,4,0,0,1,6,0,24,0,0,2,0,27,0,0,0,0,0,0
2023-08-04T16,120,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,10,0,0,0,0,0,2,0,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,0,0,0,0,0,0,0,5,1,0,0,0,2,0,0,1,7,0,15,0,0,1,1,25,0,0,0,1,0,0
2023-08-04T17,128,2,0,1,0,0,0,0,1,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,6,6,0,0,0,0,2,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,6,0,11,0,1,2,0,33,0,0,0,0,0,0
2023-08-04T18,165,4,0,1,1,0,1,0,2,0,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,2,0,7,13,0,0,0,0,1,0,0,0,1,0,1,1,0,8,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,18,1,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,5,0,10,0,1,1,1,34,0,1,0,0,0,0
2023-08-04T19,151,3,0,1,0,0,0,0,1,0,2,0,0,0,0,0,5,0,1,0,2,0,1,0,0,0,27,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,1,0,1,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,5,0,6,0,1,1,1,29,0,0,0,0,0,0
2023-08-04T20,168,4,0,1,1,0,0,0,0,0,1,0,0,1,1,0,7,1,0,0,3,0,0,0,0,0,27,0,0,0,0,0,1,0,6,10,0,0,0,0,1,0,0,0,1,1,0,1,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,2,0,0,0,0,1,1,0,0,0,2,0,0,1,7,0,1,0,2,1,0,53,0,0,0,0,0,0
2023-08-04T21,126,3,0,0,1,0,0,0,0,0,2,0,0,1,2,0,2,1,0,0,2,0,0,0,0,0,19,0,0,0,0,0,1,0,5,12,0,0,0,0,2,0,0,0,1,0,0,1,0,12,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,7,0,0,0,2,1,1,28,0,0,0,1,0,0
2023-08-04T22,93,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4,1,0,0,2,1,0,0,0,0,8,0,0,0,0,0,1,0,8,7,0,0,0,0,1,0,0,0,0,1,1,1,0,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,5,0,2,0,0,1,0,20,0,0,0,0,0,0
2023-08-04T23,91,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,7,0,1,0,3,0,0,0,0,0,8,0,0,0,0,0,2,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,0,0,2,1,31,0,0,0,1,0,0
2023-08-05T00,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,1,0,2,0,32,0,0,0,0,0,1
2023-08-05T01,60,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,5,0,0,0,0,2,1,24,0,0,0,0,0,0
2023-08-05T02,77,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,4,0,1,1,1,30,0,0,0,0,0,0
2023-08-05T03,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,1,0,29,0,0,0,0,0,0
2023-08-05T04,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,7,0,2,0,0,1,1,26,0,0,0,0,0,0
2023-08-05T05,72,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,6,1,1,0,1,3,0,20,0,0,0,2,0,0
2023-08-05T06,96,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,13,0,0,0,0,1,4,0,0,0,0,0,0,0,1,2,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,4,0,0,0,6,0,2,0,0,0,1,25,1,0,0,1,0,0
2023-08-05T07,81,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,14,0,0,0,0,2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,6,0,2,0,1,1,0,24,0,0,0,0,0,0
2023-08-05T08,82,2,0,1,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,1,0,2,3,0,0,0,0,2,0,0,0,2,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,5,0,6,0,1,0,0,15,0,0,0,2,0,0
2023-08-05T09,78,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,12,0,0,0,0,0,8,0,0,0,0,0,1,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,5,0,8,0,0,0,1,8,0,0,0,1,1,0
2023-08-05T10,67,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,1,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,6,0,1,0,0,0,1,17,0,0,0,0,0,0
2023-08-05T11,82,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,2,0,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,1,5,0,6,0,1,3,1,24,0,0,0,1,0,0
2023-08-05T12,84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,1,0,0,0,1,9,0,0,0,1,0,2,0,3,4,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,1,6,0,7,0,0,2,0,19,1,0,0,0,0,0
2023-08-05T13,116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,12,1,0,0,0,0,0,0,5,5,0,0,0,0,6,0,0,0,1,0,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,4,0,4,0,0,1,0,3,0,0,0,9,0,11,0,0,6,1,17,1,0,0,0,0,0
2023-08-05T14,145,2,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,0,0,0,0,0,22,0,0,0,0,0,2,0,4,8,0,0,0,0,6,0,0,0,1,0,1,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,1,0,0,2,0,3,0,0,0,13,0,12,0,1,4,1,27,0,0,0,1,0,0
2023-08-05T15,141,2,0,3,1,0,0,0,0,0,1,0,0,0,3,0,1,1,1,0,6,0,0,0,0,0,19,0,0,0,0,0,4,0,5,15,0,0,0,0,5,0,0,0,0,0,0,1,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,3,0,3,0,0,1,0,2,0,0,2,5,0,17,0,2,1,0,14,0,0,0,1,0,0
2023-08-05T16,156,4,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,5,1,0,0,0,0,15,0,0,0,0,0,3,1,8,12,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,3,1,0,1,0,2,0,0,3,5,0,20,0,0,3,2,28,0,0,0,0,1,0
2023-08-05T17,141,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,23,0,1,0,0,0,5,0,5,16,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,4,6,0,16,0,0,2,1,22,0,0,0,0,0,0
2023-08-05T18,137,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,26,0,0,0,0,1,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,3,0,0,1,0,3,1,0,0,6,0,15,0,2,1,1,29,1,0,0,0,0,0
2023-08-05T19,131,3,0,0,1,0,0,1,0,0,3,1,0,0,2,0,0,1,0,0,8,0,0,0,0,0,21,0,0,0,0,0,1,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,1,0,3,1,0,0,0,2,0,0,0,6,0,6,0,0,1,0,29,0,0,0,0,0,0
2023-08-05T20,118,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,1,1,0,0,0,1,17,0,0,0,0,0,2,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,1,0,0,1,0,3,0,0,1,0,2,1,0,2,7,0,3,0,0,0,1,22,0,0,1,0,0,0
2023-08-05T21,93,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,2,8,0,0,0,0,3,0,0,0,0,0,0,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,8,0,4,0,0,1,0,17,0,0,0,1,0,0
2023-08-05T22,110,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,10,0,0,0,0,0,14,0,0,0,0,0,1,0,4,16,0,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,7,0,2,0,0,0,1,25,0,0,0,0,1,0
2023-08-05T23,79,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2,0,0,0,1,26,0,0,0,0,0,0
