bucket,total,--,AE,AM,AO,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,ES,FI,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KG,KH,KR,KZ,LA,LB,LT,LU,LV,MA,MD,ME,MK,MM,MN,MO,MW,MX,MY,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SE,SG,SK,TH,TN,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA
2023-12-21T21,144,3,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,7,0,0,1,0,4,0,0,0,0,26,0,0,0,0,0,2,0,12,14,0,0,0,0,0,0,0,0,1,0,0,0,0,19,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,0,0,3,0,1,0,1,0,2,0,2,5,0,3,0,0,0,0,0,22,0,0,0,0,0
2023-12-21T22,138,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,5,1,0,1,0,3,0,1,0,0,20,0,0,0,0,0,2,0,7,10,0,0,0,0,0,0,0,0,1,0,1,1,0,19,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0,2,0,3,0,1,0,3,0,3,0,1,5,0,3,0,2,0,0,0,23,0,0,0,0,0
2023-12-21T23,116,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,0,0,0,8,0,0,0,0,13,0,0,0,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,1,0,1,0,0,0,3,0,1,5,0,1,0,0,0,0,0,37,0,0,0,0,0
2023-12-22T00,120,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,14,1,0,1,0,11,0,0,0,0,5,1,0,0,1,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,41,0,0,0,0,0
2023-12-22T01,87,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,4,0,0,1,0,8,0,0,0,0,8,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,28,0,0,1,0,0
2023-12-22T02,59,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,8,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,24,0,0,0,0,0
2023-12-22T03,77,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,1,0,5,0,0,0,0,4,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,2,0,0,0,1,0,30,0,0,0,0,0
2023-12-22T04,87,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,1,0,0,0,4,0,0,5,0,0,0,0,0,1,0,29,0,0,0,0,0
2023-12-22T05,79,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,1,0,13,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,3,1,0,7,0,1,0,0,0,0,0,24,0,0,0,0,0
2023-12-22T06,79,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,7,0,0,0,0,3,0,0,22,0,0,0,1,0
2023-12-22T07,95,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17,0,1,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,1,0,0,3,0,0,42,0,0,0,0,0
2023-12-22T08,95,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,16,0,1,0,1,5,0,0,0,0,0,1,0,5,4,0,0,0,0,2,0,0,0,2,0,1,0,0,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,2,0,0,23,0,0,0,0,0
2023-12-22T09,94,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,0,13,0,0,0,0,0,2,0,8,3,0,0,0,1,0,0,0,0,0,0,2,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,7,0,0,0,1,0,0,0,19,0,0,0,0,0
2023-12-22T10,108,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,13,0,0,0,0,12,2,0,0,0,0,2,0,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,6,1,3,0,0,4,0,0,22,0,0,0,1,0
2023-12-22T11,90,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,14,0,0,0,0,8,1,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,2,0,0,0,0,0,1,0,0,9,0,3,0,0,7,0,0,12,0,0,0,1,1
2023-12-22T12,85,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,2,0,0,0,3,0,1,7,0,5,0,0,7,0,0,13,0,0,0,0,0
2023-12-22T13,116,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,17,0,0,0,0,22,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,1,6,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,1,0,0,0,0,0,3,0,2,5,0,3,0,0,4,0,0,12,0,0,0,0,1
2023-12-22T14,132,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,4,0,0,0,0,17,0,0,0,0,19,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,1,0,0,1,0,1,5,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,1,0,0,0,1,0,4,0,1,5,0,9,0,0,4,0,0,21,0,0,0,3,1
2023-12-22T15,146,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,20,0,0,0,0,25,0,0,0,0,0,0,0,13,6,0,0,0,0,1,0,0,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,2,0,0,0,0,0,3,1,0,6,0,10,0,0,4,0,0,25,0,0,0,0,0
2023-12-22T16,150,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,8,0,0,0,0,25,0,0,0,0,0,0,0,16,5,0,0,0,0,2,0,0,1,6,0,0,0,1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,3,0,0,0,1,0,2,1,1,5,0,10,0,2,7,0,0,23,0,0,0,0,0
2023-12-22T17,132,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,4,0,0,0,0,25,0,0,0,0,0,3,0,8,3,0,0,0,0,1,0,0,1,0,0,1,0,0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,4,0,0,0,1,0,2,0,1,5,0,9,0,0,2,0,0,25,0,0,0,2,0
2023-12-22T18,162,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,1,0,0,0,6,0,0,0,0,34,0,0,0,0,0,4,0,8,9,0,0,0,0,0,0,0,1,0,0,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,3,0,1,0,0,0,3,0,1,5,0,13,0,0,1,0,0,29,0,0,0,0,1
2023-12-22T19,163,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,1,0,0,0,8,0,0,0,0,43,0,0,0,0,0,6,0,6,8,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,3,0,1,0,1,0,2,1,1,6,0,7,0,1,1,0,0,33,0,0,0,0,0
2023-12-22T20,144,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,5,0,0,0,0,34,0,0,0,1,0,5,0,7,12,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,2,0,0,0,0,0,4,0,3,6,0,5,0,0,1,0,0,27,0,0,0,0,1
2023-12-22T21,145,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,9,0,0,0,0,24,1,0,0,0,0,2,1,7,14,0,0,0,0,1,0,0,0,0,0,0,1,0,17,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,7,0,3,0,0,2,0,0,26,0,0,0,1,0
2023-12-22T22,166,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,14,0,0,0,0,17,0,0,0,0,0,3,0,10,14,0,0,0,0,2,0,0,0,3,0,0,0,0,16,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,12,1,0,0,0,1,0,7,0,0,0,0,0,1,0,2,7,0,1,0,1,1,0,0,34,0,0,0,0,1
2023-12-22T23,124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,2,0,0,0,10,0,0,0,0,14,0,0,0,0,0,2,0,1,12,0,0,0,0,2,0,0,0,0,0,0,0,0,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,1,0,0,0,2,0,4,7,0,1,0,1,0,0,0,24,0,0,0,1,0
2023-12-23T00,101,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8,1,0,0,0,10,0,0,0,0,9,0,0,0,0,0,2,0,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,0,1,0,0,0,2,0,0,6,0,2,0,0,0,0,0,29,0,0,0,0,0
2023-12-23T01,83,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,8,1,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,2,0,1,5,0,1,0,0,1,0,0,28,0,0,0,1,0
2023-12-23T02,90,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,0,0,6,1,0,0,0,5,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,0,40,0,0,0,0,0
2023-12-23T03,133,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,7,0,0,0,0,8,2,0,0,0,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,7,0,2,0,0,0,0,0,72,0,0,0,0,1
2023-12-23T04,102,2,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,12,1,0,1,0,11,2,0,0,1,3,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,7,0,2,0,0,1,0,0,37,0,0,0,0,0
2023-12-23T05,100,1,1,0,0,1,0,2,0,0,0,3,0,1,0,0,1,0,6,0,0,1,0,13,0,0,0,1,5,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,2,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,6,0,1,0,0,3,0,0,33,0,0,0,0,0
2023-12-23T06,84,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,6,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,6,0,2,0,0,4,0,0,32,0,0,0,0,0
2023-12-23T07,83,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,1,0,4,0,0,0,0,8,0,0,0,0,2,1,0,0,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,6,0,0,0,0,3,0,0,26,0,0,0,1,1
2023-12-23T08,91,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,0,0,3,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,3,0,2,6,0,1,0,0,2,0,0,27,0,0,0,1,0
2023-12-23T09,98,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,2,0,0,0,1,0,2,0,1,6,0,1,0,2,1,0,0,27,0,0,0,0,0
2023-12-23T10,102,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,1,0,0,0,8,0,0,0,0,8,0,0,0,0,0,2,0,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,2,0,5,1,1,6,0,4,0,1,2,0,0,24,0,0,0,1,1
2023-12-23T11,117,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,3,0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,8,1,0,6,0,11,0,0,2,1,0,24,0,0,0,1,0
2023-12-23T12,103,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,1,0,3,7,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,5,0,12,0,0,4,1,0,20,0,0,0,0,0
2023-12-23T13,133,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,1,0,5,6,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,1,0,0,0,0,0,3,0,1,6,0,15,0,0,2,0,0,27,0,0,0,1,1
2023-12-23T14,146,3,0,0,0,1,1,1,0,0,0,0,1,2,0,0,1,0,9,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,0,6,6,0,1,0,0,5,0,0,0,1,0,1,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,6,0,13,0,0,6,0,0,25,0,0,0,0,0
2023-12-23T15,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,8,0,0,0,0,16,0,0,0,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,0,4,0,0,0,0,0,2,0,3,7,0,10,0,0,3,0,0,27,0,0,0,0,0
2023-12-23T16,182,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,10,0,0,0,0,29,0,0,0,0,0,2,0,12,15,0,0,0,0,2,0,0,0,0,0,0,0,0,15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,2,0,2,0,0,1,1,0,6,0,2,5,0,15,0,1,4,0,0,30,0,0,0,1,0
2023-12-23T17,151,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,7,0,0,0,0,25,0,0,0,0,0,1,0,6,11,0,0,0,0,1,0,0,1,0,0,0,0,0,19,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,3,0,1,1,0,0,5,0,1,5,0,13,0,0,1,0,0,21,0,0,0,1,1
2023-12-23T18,159,4,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,5,3,0,0,0,6,0,0,0,0,30,0,0,0,0,0,3,0,6,15,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,1,0,2,0,1,0,1,0,3,0,2,5,0,11,0,1,0,1,0,25,0,0,0,0,1
2023-12-23T19,154,1,1,0,0,0,1,0,0,0,0,1,4,0,0,1,2,0,7,3,0,0,0,9,0,0,0,0,35,0,0,0,0,0,5,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,3,0,0,0,1,0,2,0,3,5,0,6,0,1,0,0,0,24,0,0,0,0,1
2023-12-23T20,145,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,9,4,0,1,0,7,0,0,0,0,29,0,0,0,0,0,2,0,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,5,0,0,0,3,0,1,0,1,6,0,9,0,0,0,0,0,19,0,0,0,0,1
2023-12-23T21,151,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,8,2,0,0,0,8,0,0,0,0,29,0,0,0,0,0,2,0,7,13,0,0,0,0,3,0,0,0,0,0,2,0,1,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,3,0,0,0,2,0,2,0,2,6,0,3,0,1,1,0,0,25,0,0,0,1,0
2023-12-23T22,159,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,9,2,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,1,5,12,0,0,1,0,1,0,0,0,0,0,2,0,2,19,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,1,0,0,0,3,0,1,0,0,0,2,0,0,8,0,1,0,0,0,0,0,35,0,0,0,1,0
2023-12-23T23,126,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,2,0,0,0,3,0,0,0,0,14,0,0,0,0,0,2,1,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,11,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,6,0,2,0,0,0,0,0,31,0,0,0,0,0
