bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BO,BR,BW,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EG,ES,ET,FI,FR,GB,GE,GH,GM,GP,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MD,ME,MK,MM,MN,MU,MX,MY,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PR,PT,PY,QA,RO,RS,RU,RW,SD,SE,SG,SI,SK,TH,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZW
2023-10-19T10,77,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,7,0,0,2,0,0,0,1,0,0,0,22,0,0,0,0,0,0
2023-10-19T11,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,7,0,0,0,0,7,1,0,0,0,0,0,0,0,8,4,0,0,0,0,0,6,0,1,0,3,1,0,0,1,3,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,6,0,0,3,0,0,0,2,0,0,0,18,0,0,1,1,0,0
2023-10-19T12,112,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,0,9,1,0,0,0,0,0,0,0,7,10,0,0,0,0,0,7,0,0,0,0,0,0,0,1,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,12,0,0,9,0,0,0,2,0,0,0,20,0,0,0,1,0,0
2023-10-19T13,133,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,0,0,0,0,9,0,0,0,1,14,2,0,0,0,0,1,0,1,8,5,0,0,0,0,0,7,0,1,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,9,0,0,13,0,0,0,6,0,0,0,24,0,0,0,0,0,0
2023-10-19T14,141,2,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,6,1,0,0,0,9,0,0,0,0,14,1,0,0,0,0,1,0,0,10,6,0,0,0,0,0,9,0,0,0,0,0,1,0,0,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,2,0,1,0,0,0,0,4,0,0,3,8,0,0,12,0,0,0,5,0,0,0,20,0,0,0,0,1,0
2023-10-19T15,159,3,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,5,0,1,9,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,6,6,0,0,16,0,1,0,6,0,1,0,43,0,0,0,0,0,0
2023-10-19T16,167,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,24,2,0,0,0,0,5,0,0,12,6,0,0,0,0,0,3,0,1,0,0,0,0,0,0,11,1,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,5,0,0,12,0,1,0,3,0,1,0,38,0,0,0,1,0,0
2023-10-19T17,199,3,1,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,7,2,0,0,0,18,0,0,0,0,34,1,0,0,0,0,6,0,0,13,13,0,0,0,0,0,2,0,1,3,0,2,0,0,1,15,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,5,0,0,9,0,2,0,2,0,1,0,28,0,0,0,1,0,0
2023-10-19T18,213,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7,2,0,0,0,16,0,0,0,0,34,1,0,0,0,0,2,0,0,9,30,0,0,0,0,0,0,0,0,1,1,0,1,0,1,18,8,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,0,9,5,0,0,6,0,2,0,3,0,0,0,28,0,0,0,0,0,0
2023-10-19T19,184,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,9,1,0,0,0,14,0,0,0,0,31,0,0,0,0,0,3,0,0,9,17,0,1,0,0,0,1,0,0,0,4,0,1,0,0,22,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,17,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,6,0,0,1,0,2,1,1,0,0,0,22,0,0,0,0,0,0
2023-10-19T20,166,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,9,1,0,0,0,10,0,0,0,0,19,1,0,0,0,0,1,0,0,12,16,0,1,0,0,1,0,0,0,0,0,0,1,1,0,21,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,5,0,0,3,0,1,0,1,0,0,0,29,0,0,0,0,0,0
2023-10-19T21,180,3,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,10,2,0,0,0,8,2,0,0,0,17,0,1,0,0,0,1,0,0,19,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,64,0,0,0,0,0,0
2023-10-19T22,118,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,9,1,0,0,0,5,0,0,0,0,8,1,1,1,0,0,0,0,0,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,1,0,0,0,38,0,0,0,0,0,0
2023-10-19T23,116,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,2,0,2,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,2,1,1,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0
2023-10-20T00,109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,2,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,1,0,0,0,0,0,3,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,42,0,1,0,0,0,0
2023-10-20T01,109,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,12,2,0,2,0,4,0,0,0,1,4,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,1,0,0,0,39,0,2,0,0,0,0
2023-10-20T02,94,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,1,0,0,0,31,0,1,0,0,0,0
2023-10-20T03,73,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,6,0,0,2,0,1,0,1,0,0,0,38,0,0,0,0,0,0
2023-10-20T04,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,3,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,3,1,0,0,1,0,0,0,21,0,0,0,0,1,0
2023-10-20T05,85,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,2,1,0,0,1,0,0,0,25,0,0,0,0,0,0
2023-10-20T06,106,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,12,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,3,0,0,0,51,0,0,0,2,0,0
2023-10-20T07,78,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,2,0,1,0,22,0,0,1,1,0,0
2023-10-20T08,81,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,1,0,0,0,14,0,0,0,0,6,0,0,0,0,1,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,6,0,0,0,1,0,0,0,16,1,0,0,0,0,0
2023-10-20T09,128,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,19,0,0,0,0,6,0,0,0,0,0,1,0,0,3,4,1,0,0,0,1,0,0,0,0,0,0,2,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,6,0,0,10,0,0,0,1,0,0,0,49,0,0,0,1,0,0
2023-10-20T10,104,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,19,0,0,0,0,5,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,6,0,0,8,0,0,0,2,0,0,0,29,0,0,0,0,0,0
2023-10-20T11,148,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,15,0,0,0,0,9,1,0,0,0,0,1,0,1,5,5,0,0,0,0,0,8,0,0,1,0,0,1,0,1,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,9,0,0,11,0,0,0,6,0,0,0,37,0,0,0,1,0,0
2023-10-20T12,143,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,15,0,0,0,0,13,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,2,0,0,0,0,1,0,2,0,0,0,9,0,0,10,0,0,0,3,0,0,0,34,0,0,0,1,0,0
2023-10-20T13,137,3,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,22,0,0,0,0,17,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,4,0,1,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,9,0,0,14,1,0,0,5,0,1,0,19,0,0,0,1,0,0
2023-10-20T14,190,5,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,12,0,0,0,0,28,0,0,1,0,0,0,0,0,4,10,0,0,0,0,0,7,0,0,0,0,0,2,0,0,5,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,8,0,0,19,1,0,0,7,0,1,0,36,0,0,0,2,0,0
2023-10-20T15,142,5,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,2,0,0,9,15,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,1,0,0,0,0,4,0,0,2,7,0,0,13,0,0,0,5,0,0,0,16,0,0,0,0,0,0
2023-10-20T16,170,1,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,5,0,0,1,0,3,2,0,0,0,30,0,0,0,0,0,2,0,0,10,10,0,0,0,0,0,2,0,0,1,0,0,0,1,0,22,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,2,5,0,0,17,0,0,0,2,0,0,0,29,0,0,0,0,0,0
2023-10-20T17,175,2,1,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,6,2,0,2,0,3,1,0,0,0,21,0,0,0,0,0,3,0,1,8,12,0,0,0,0,0,4,0,0,1,1,0,0,1,0,20,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,2,5,0,0,14,0,0,0,2,0,0,0,35,0,0,0,0,0,0
2023-10-20T18,199,4,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,3,3,0,0,0,1,1,0,0,1,37,0,0,0,0,0,2,0,0,10,13,0,0,0,0,0,2,0,0,0,2,0,0,0,0,16,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,1,0,0,0,0,0,3,0,1,0,0,1,0,2,1,0,3,6,0,0,11,0,0,0,1,0,3,0,37,0,0,0,0,0,0
2023-10-20T19,160,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,4,0,0,0,4,1,0,0,0,34,0,0,0,0,0,1,0,0,8,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,3,5,0,0,8,0,4,0,2,0,0,0,26,0,0,0,0,0,0
2023-10-20T20,166,1,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,4,2,0,0,0,6,0,0,0,0,30,1,0,0,0,0,1,0,0,15,13,0,0,0,0,1,1,0,0,0,1,1,0,0,0,19,10,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,5,0,0,4,0,3,0,2,0,0,0,21,0,0,0,0,0,0
2023-10-20T21,176,3,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,7,3,0,0,0,6,1,0,0,0,20,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,1,1,1,0,0,24,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,4,0,3,0,0,0,0,2,0,0,2,14,0,0,3,0,1,0,3,0,0,0,35,0,0,0,0,0,0
2023-10-20T22,135,2,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,4,3,0,0,0,7,2,0,1,0,13,0,1,0,0,0,2,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,2,7,0,0,3,0,0,0,2,0,0,0,30,0,0,0,1,0,0
2023-10-20T23,104,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,1,2,0,0,0,8,0,0,0,0,0,3,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,2,0,0,0,26,0,0,0,2,0,0
2023-10-21T00,107,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,11,0,0,0,0,3,1,0,0,0,7,0,0,0,0,0,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7,1,0,0,0,0,0,2,0,0,0,41,0,0,0,2,0,0
2023-10-21T01,85,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,0,4,0,0,0,0,5,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,5,1,1,0,0,0,0,2,0,1,0,31,0,0,0,0,0,0
2023-10-21T02,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,2,0,0,0,3,0,0,0,40,0,0,1,0,0,0
2023-10-21T03,83,2,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,6,0,0,0,0,4,0,0,0,0,5,1,0,0,0,0,1,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,5,0,0,1,0,0,0,5,0,0,0,24,0,0,0,1,0,0
2023-10-21T04,82,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,1,0,0,0,2,0,0,0,34,0,0,1,0,0,0
2023-10-21T05,97,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,2,0,2,1,0,0,0,0,1,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,1,0,1,7,0,0,2,0,1,0,3,0,0,0,30,0,0,1,1,0,0
2023-10-21T06,80,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,6,0,0,1,0,1,0,2,0,0,0,24,0,0,0,1,0,0
2023-10-21T07,80,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,6,0,0,3,0,0,0,3,0,0,0,25,0,0,0,0,0,0
2023-10-21T08,93,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,2,0,0,4,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1,6,0,0,8,0,1,0,4,0,0,0,18,0,0,0,0,1,0
2023-10-21T09,93,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,1,0,0,2,0,3,1,0,2,7,0,0,2,0,0,0,1,0,0,0,23,0,0,0,1,0,0
2023-10-21T10,91,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,4,0,1,1,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,4,0,0,0,0,0,0,1,0,0,2,6,0,0,3,0,0,0,4,0,0,0,25,0,0,0,0,0,0
2023-10-21T11,82,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,8,0,0,0,0,0,2,0,0,7,5,0,0,0,0,0,2,0,1,1,0,0,0,0,0,5,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,1,0,2,0,0,1,6,0,0,0,0,0,0,4,0,0,0,13,0,0,0,1,0,0
2023-10-21T12,101,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,1,0,0,1,0,1,0,0,3,5,0,0,2,0,1,0,5,0,0,0,18,0,0,0,0,0,0
2023-10-21T13,103,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,11,0,0,0,0,12,0,0,0,0,0,1,0,0,8,8,0,0,0,0,0,4,0,0,1,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,3,5,0,0,10,0,1,0,2,0,0,0,12,0,0,0,0,0,0
2023-10-21T14,149,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,6,0,0,0,0,13,1,1,0,0,0,2,1,0,9,11,0,0,0,0,0,2,0,2,2,0,0,0,0,0,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,4,5,0,0,17,0,1,0,5,0,0,0,26,0,0,0,0,0,0
2023-10-21T15,181,2,0,0,0,2,0,0,1,0,0,1,0,0,4,0,0,0,3,1,0,1,0,14,0,0,0,0,15,0,1,0,0,0,1,1,0,9,9,0,0,0,0,1,4,0,2,1,0,0,0,0,1,16,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,4,0,0,0,1,1,0,2,0,0,4,5,0,0,16,0,0,0,2,0,0,0,39,0,0,1,0,0,0
2023-10-21T16,160,4,0,0,1,2,0,0,1,0,0,1,0,0,3,0,0,0,4,1,0,0,0,6,0,0,0,0,16,0,0,0,0,0,1,0,0,11,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,4,5,0,0,18,0,0,0,2,0,0,0,28,0,0,1,0,0,0
2023-10-21T17,177,3,0,0,2,1,0,0,1,0,0,3,0,0,0,0,0,1,7,0,0,1,0,4,0,0,0,0,24,0,0,0,0,0,5,0,0,10,13,0,0,0,0,0,0,0,0,1,0,0,2,1,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,2,0,3,0,0,0,0,1,0,4,0,0,4,6,1,0,17,0,0,0,2,0,0,0,29,0,0,0,0,0,0
2023-10-21T18,168,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,6,1,0,0,0,4,0,0,0,1,30,0,0,0,0,0,2,0,0,11,11,0,0,0,0,0,1,0,1,0,0,0,1,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,10,1,0,0,0,1,0,5,0,0,1,0,2,0,4,0,0,5,6,0,0,14,0,0,0,2,0,1,0,19,0,0,0,0,0,0
2023-10-21T19,164,2,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,12,0,0,0,0,8,0,0,0,0,22,0,0,0,0,0,1,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,1,0,4,0,0,1,0,1,0,2,0,0,3,5,0,0,13,0,0,0,1,0,0,0,25,0,0,1,0,0,0
2023-10-21T20,168,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,7,1,0,0,0,7,0,0,0,0,23,0,0,0,0,0,1,0,0,13,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,19,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2,7,0,0,5,0,1,0,1,0,0,0,33,0,0,0,0,0,0
