bucket,total,--,AE,AL,AM,AO,AR,AT,AU,BA,BB,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CW,CZ,DE,DK,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KH,KR,KZ,LB,LK,LT,LU,LV,MA,MC,MD,MG,MK,MM,MO,MW,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,PY,RE,RO,RS,RU,RW,SC,SE,SG,SI,SK,TH,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,YE,ZA,ZM,ZW
2023-07-13T11,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,12,0,0,0,0,7,0,1,0,0,0,1,0,0,2,4,0,0,1,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,7,0,0,2,0,6,0,1,0,13,0,0,0,1,0,0,0,0
2023-07-13T12,131,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,11,0,0,0,0,9,1,1,0,0,0,0,0,0,6,5,0,0,1,39,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,17,0,0,8,0,2,0,0,0,8,0,0,0,0,0,0,0,0
2023-07-13T13,134,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,11,0,0,0,0,7,1,0,0,0,0,0,0,0,4,6,0,0,0,28,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,0,2,0,2,0,0,1,12,0,0,9,1,7,0,1,0,16,0,0,0,0,0,0,0,0
2023-07-13T14,127,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,6,4,0,0,1,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,11,0,0,12,1,4,0,2,0,28,0,0,0,0,0,0,0,0
2023-07-13T15,149,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5,1,0,0,0,16,0,0,0,0,12,0,0,0,0,0,4,0,0,2,4,0,0,0,4,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,9,0,0,14,1,3,0,0,0,44,0,0,0,0,0,0,0,0
2023-07-13T16,143,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,11,0,0,0,0,23,0,1,0,0,0,3,0,0,8,7,0,0,0,1,0,0,1,0,0,0,0,0,14,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,1,0,0,0,1,5,0,0,3,6,0,0,12,3,3,0,1,0,15,0,0,0,1,0,0,0,0
2023-07-13T17,194,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,2,0,1,0,14,0,0,0,0,42,0,0,0,1,0,1,0,0,4,13,0,0,0,4,0,0,1,0,0,2,0,0,15,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,2,13,0,0,11,0,2,0,0,0,28,0,0,0,2,1,0,0,0
2023-07-13T18,172,2,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,4,0,0,1,0,11,0,0,0,0,34,0,0,0,0,0,2,0,0,10,24,0,0,0,4,0,0,0,0,0,2,0,0,7,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,10,0,0,3,2,1,0,0,0,17,0,0,0,1,0,0,0,0
2023-07-13T19,170,2,0,0,0,0,0,1,1,0,0,0,1,1,0,3,0,5,2,0,0,0,11,0,0,0,0,26,0,0,0,0,0,3,0,0,11,16,0,0,0,2,0,0,0,0,0,1,0,0,10,0,3,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,5,7,0,0,4,2,0,0,2,0,23,0,0,0,0,0,0,0,0
2023-07-13T20,157,4,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,4,1,0,0,0,10,0,0,0,0,24,0,0,0,0,0,2,0,0,10,13,0,0,0,1,0,0,0,0,0,1,0,0,11,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,18,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,7,0,0,2,2,0,0,2,0,24,0,0,0,0,0,0,0,0
2023-07-13T21,119,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,5,0,0,10,11,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0
2023-07-13T22,90,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,1,0,0,0,11,0,0,0,0,0,2,0,0,6,6,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0
2023-07-13T23,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,41,0,0,0,1,0,0,0,0
2023-07-14T00,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,0,0
2023-07-14T01,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,8,0,0,2,3,0,0,0,0,42,1,0,0,0,0,0,0,0
2023-07-14T02,71,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,1,0,1,0,26,0,0,0,0,0,0,0,0
2023-07-14T03,64,3,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0
2023-07-14T04,73,3,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,1,0,1,0,29,0,0,0,0,0,0,0,0
2023-07-14T05,65,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,1,1,0,0,1,0,18,0,0,0,0,0,0,0,0
2023-07-14T06,68,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,0,0,0,0,0,24,0,0,1,0,0,0,0,0
2023-07-14T07,83,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,1,1,1,0,2,0,23,0,0,0,0,0,0,0,0
2023-07-14T08,83,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,4,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,8,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,7,1,0,4,0,1,0,0,0,12,0,0,0,0,0,0,0,0
2023-07-14T09,64,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,2,0,0,5,2,0,0,0,1,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0
2023-07-14T10,79,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,12,0,0,0,0,0,2,0,0,5,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,7,0,0,0,0,1,0,2,0,14,0,0,0,0,0,0,0,0
2023-07-14T11,107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,7,3,0,0,2,10,0,0,0,0,0,1,0,0,5,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,5,0,1,0,22,0,0,0,0,0,0,0,0
2023-07-14T12,83,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,3,0,0,0,0,14,0,1,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,4,1,3,0,1,0,15,0,0,0,0,0,0,0,0
2023-07-14T13,88,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,1,4,1,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,5,1,4,0,0,0,19,0,0,0,1,0,0,0,0
2023-07-14T14,109,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,11,0,0,0,1,0,1,0,0,5,5,1,0,0,6,0,0,0,0,0,3,0,0,6,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,8,0,0,6,0,6,0,2,0,23,0,0,0,0,0,0,0,0
2023-07-14T15,116,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,3,0,0,0,0,11,0,0,1,1,0,3,0,0,4,4,0,0,0,4,0,0,0,0,0,3,0,0,8,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,7,0,0,15,0,9,0,0,0,20,0,0,0,0,0,0,0,0
2023-07-14T16,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,0,0,0,0,14,0,0,1,0,0,3,1,0,6,4,0,0,0,6,2,0,0,0,0,1,0,1,10,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,8,0,0,14,0,3,0,0,0,17,0,0,0,0,0,0,0,0
2023-07-14T17,152,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,6,0,0,0,0,17,0,0,1,0,1,2,1,0,3,13,0,0,0,8,2,0,2,0,0,1,0,1,13,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,6,0,0,8,1,7,0,2,0,20,1,0,1,0,0,1,0,0
2023-07-14T18,146,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,1,0,0,0,7,0,0,0,0,32,0,0,0,0,0,3,0,0,6,11,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1,0,1,5,0,0,6,0,4,0,0,0,18,0,0,1,0,0,0,0,0
2023-07-14T19,160,2,0,0,0,0,3,0,0,0,0,1,3,0,0,2,0,4,0,0,2,0,2,0,0,0,0,26,0,0,0,0,0,2,0,0,4,10,0,0,0,8,0,1,0,0,0,1,0,0,7,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,23,0,1,1,0,0,0,0,2,1,0,0,0,0,4,0,0,1,6,0,0,10,1,5,0,1,0,17,0,0,0,1,0,0,0,0
2023-07-14T20,150,5,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,3,2,0,2,0,2,0,0,0,0,30,0,0,0,0,0,2,0,0,7,15,0,0,0,7,0,1,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,0,1,0,20,0,0,0,0,0,0,0,0
2023-07-14T21,118,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,9,0,0,0,0,12,0,0,0,0,0,1,0,0,5,19,0,0,1,2,0,0,1,0,0,0,0,0,6,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,3,0,1,0,1,0,24,0,0,0,1,0,0,0,0
2023-07-14T22,125,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,8,1,0,0,0,12,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,1,6,0,0,3,1,1,0,1,0,25,0,0,0,2,0,0,0,0
2023-07-14T23,84,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,2,0,0,0,0,10,0,0,0,0,0,1,0,0,4,8,0,0,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,20,0,0,0,0,0,0,0,0
2023-07-15T00,96,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,5,1,0,0,0,8,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,6,0,0,1,0,1,0,1,0,31,0,0,0,0,0,0,0,0
2023-07-15T01,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,2,0,2,0,0,0,27,0,0,0,0,0,0,0,0
2023-07-15T02,65,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,1,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,0,1,0,1,0,20,0,0,0,0,0,0,0,0
2023-07-15T03,72,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,3,0,2,0,2,0,28,0,0,0,0,0,0,0,0
2023-07-15T04,82,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,15,1,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,2,1,0,0,0,0,23,0,0,0,0,0,0,0,0
2023-07-15T05,74,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,19,0,0,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,2,1,1,0,1,0,17,0,0,0,0,0,0,0,0
2023-07-15T06,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0
2023-07-15T07,92,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,1,0,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,5,0,0,3,0,1,0,1,0,26,0,0,0,1,0,0,0,0
2023-07-15T08,94,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,12,0,0,0,0,7,0,0,0,1,0,0,0,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,7,0,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,3,1,0,0,0,20,0,0,1,0,0,0,0,0
2023-07-15T09,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,11,0,0,0,1,6,1,0,0,0,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,7,0,0,3,2,2,0,0,0,15,0,0,1,0,0,0,0,0
2023-07-15T10,80,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,7,1,0,0,0,10,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,2,6,0,0,2,0,2,0,1,0,14,0,0,0,0,0,0,0,0
2023-07-15T11,78,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,12,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,7,0,0,6,0,2,0,0,0,17,0,0,0,0,0,0,0,0
2023-07-15T12,82,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,10,0,0,0,0,0,0,0,0,4,10,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,7,0,0,4,1,2,0,1,0,17,0,0,1,0,0,0,0,0
2023-07-15T13,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,3,7,0,0,2,7,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,7,0,4,0,1,0,15,0,0,0,0,0,0,0,0
2023-07-15T14,105,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,1,0,0,0,16,0,0,0,0,0,0,0,0,7,6,0,0,0,4,0,0,0,1,0,0,0,0,8,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,5,0,0,13,1,4,0,0,0,13,0,0,0,1,0,0,0,0
2023-07-15T15,124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3,2,0,0,1,14,1,0,0,0,0,0,0,0,8,6,0,0,0,3,0,0,0,0,0,0,0,0,13,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,5,0,0,14,1,4,0,1,0,18,0,0,0,0,0,0,0,0
2023-07-15T16,156,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,19,0,0,0,1,20,1,0,0,0,0,1,0,0,12,5,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,3,0,0,0,1,0,4,0,0,1,5,0,0,17,1,4,0,0,0,27,0,0,0,0,0,0,0,0
2023-07-15T17,155,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,1,0,1,0,16,0,0,0,0,23,0,0,0,0,0,5,0,0,5,10,0,0,1,1,0,0,0,0,0,1,0,0,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,1,0,5,2,0,0,0,0,3,0,1,3,7,0,0,15,0,3,0,1,0,23,0,0,0,0,0,0,0,0
2023-07-15T18,143,3,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,7,1,0,1,0,15,0,0,1,0,22,0,0,0,0,0,2,0,0,4,13,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,4,1,0,0,1,0,0,0,0,3,5,0,0,12,0,1,0,0,0,20,0,0,0,0,0,0,0,0
2023-07-15T19,158,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,7,1,0,0,0,23,0,0,0,0,32,0,0,1,0,0,2,0,0,11,12,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,6,0,0,6,2,2,0,0,0,21,0,0,0,0,0,0,0,0
2023-07-15T20,155,3,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,5,0,0,2,0,17,2,0,0,1,25,0,0,0,0,0,2,0,0,12,7,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,1,5,0,0,9,0,2,0,2,0,25,0,0,0,0,0,0,0,0
2023-07-15T21,149,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,1,0,1,0,19,0,0,0,0,17,0,0,0,0,0,1,0,1,9,12,0,0,0,1,0,0,0,0,0,1,0,0,14,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,2,5,0,0,8,0,1,0,0,0,26,0,0,0,0,0,0,0,0
2023-07-15T22,156,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,9,2,0,0,0,17,0,0,0,0,11,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,6,0,0,7,0,1,0,1,0,49,0,0,0,0,0,1,1,0
