bucket,total,--,AE,AL,AM,AR,AT,AU,AW,AZ,BA,BD,BE,BG,BH,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CY,CZ,DE,DK,DM,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JE,JP,KE,KH,KR,KZ,LA,LB,LT,LU,LV,MA,MD,MM,MO,MX,MY,MZ,NG,NL,NO,NP,NZ,OM,PA,PE,PH,PK,PL,PR,PT,PY,RO,RU,RW,SA,SC,SD,SE,SG,SK,SN,SS,SV,TH,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZW
2023-02-15T11,97,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,9,0,0,0,0,0,0,4,0,0,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,10,0,0,1,0,0,0,0,3,0,0,17,0,0,0,1,0,0
2023-02-15T12,93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,0,0,0,13,0,0,1,0,0,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,8,0,0,0,0,3,0,0,7,0,0,19,0,0,0,0,0,0
2023-02-15T13,115,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,20,0,0,0,0,0,0,1,0,0,8,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,6,0,0,0,0,6,0,0,9,0,0,18,0,0,0,0,0,0
2023-02-15T14,122,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,23,0,0,0,0,0,0,0,0,0,8,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,3,7,0,0,0,0,6,1,0,10,0,0,20,0,0,0,0,0,0
2023-02-15T15,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,16,1,0,0,18,0,0,0,0,0,0,0,0,0,6,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,3,6,0,0,0,0,5,2,0,2,0,0,23,0,0,0,1,0,0
2023-02-15T16,172,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,7,1,0,1,31,1,0,0,0,0,0,3,0,0,13,12,0,0,0,3,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,6,0,0,0,0,0,1,0,1,2,0,0,0,2,4,0,0,0,0,2,7,0,0,0,0,5,1,0,3,0,0,37,0,0,0,1,0,0
2023-02-15T17,202,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,2,0,4,1,0,0,42,0,0,0,0,0,0,2,0,0,16,17,0,0,0,4,0,0,0,2,0,0,0,0,0,0,21,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,1,3,0,0,0,1,5,0,0,0,0,2,7,0,0,0,0,5,2,0,1,0,1,40,0,0,0,3,0,0
2023-02-15T18,224,2,0,0,0,2,1,0,0,0,1,0,3,0,0,0,2,0,10,3,0,2,0,3,1,0,0,51,0,0,0,0,0,0,5,0,0,15,16,0,0,0,2,0,0,0,1,0,0,0,0,0,0,25,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,3,0,1,0,1,3,0,0,0,0,3,5,0,0,0,0,2,0,0,3,0,1,32,0,0,0,5,0,0
2023-02-15T19,200,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,0,0,0,3,0,0,0,53,0,0,0,0,0,0,3,0,0,14,24,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,3,5,0,0,0,0,1,0,0,1,0,0,29,0,0,0,2,0,0
2023-02-15T20,178,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,1,0,0,0,4,0,0,0,44,0,0,0,0,0,0,1,0,0,12,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,18,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5,8,0,0,0,0,0,2,0,1,0,0,22,0,0,0,4,0,0
2023-02-15T21,153,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,5,0,0,0,31,0,0,0,0,0,0,1,0,0,14,10,0,0,0,4,0,0,1,1,0,0,3,0,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,26,0,0,0,3,0,0
2023-02-15T22,155,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,0,0,0,14,0,0,0,17,1,0,0,0,0,0,2,0,0,11,20,0,0,0,1,0,0,0,1,0,0,3,0,0,0,10,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,27,0,0,0,1,0,0
2023-02-15T23,122,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,0,0,10,0,0,0,0,0,0,2,0,0,7,11,0,0,2,2,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,29,0,0,0,0,0,0
2023-02-16T00,150,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,19,0,0,0,11,0,0,0,0,0,0,2,0,0,3,8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,46,0,0,0,0,0,0
2023-02-16T01,132,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,16,0,0,0,7,0,0,0,0,0,0,1,0,0,3,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,57,0,0,0,0,0,0
2023-02-16T02,107,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,54,0,0,0,0,0,0
2023-02-16T03,121,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,16,2,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0
2023-02-16T04,87,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,5,2,0,0,3,0,0,1,0,0,0,0,1,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0
2023-02-16T05,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,0,3,0,0,1,0,0,0,0,1,0,1,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,1,0,0,2,0,0,28,0,0,0,0,0,0
2023-02-16T06,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,24,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2023-02-16T07,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,1,0,2,0,0,15,0,0,0,0,0,0
2023-02-16T08,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0
2023-02-16T09,66,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,4,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,1,2,5,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0
2023-02-16T10,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,1,0,0,6,8,0,1,0,6,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,5,0,0,1,0,4,3,0,3,0,0,13,0,0,0,1,0,0
2023-02-16T11,122,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,3,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,0,1,0,0,0,2,3,0,0,0,0,1,5,0,0,0,0,6,0,0,1,0,1,17,0,0,0,1,0,0
2023-02-16T12,124,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,9,0,0,0,17,0,0,1,0,0,0,0,0,0,6,5,0,0,0,39,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,4,0,0,4,0,3,12,0,0,0,0,0,0
2023-02-16T13,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,1,0,0,4,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,0,0,6,0,0,2,0,2,16,0,0,0,0,0,0
2023-02-16T14,109,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,1,2,0,0,0,18,0,0,0,0,0,0,1,0,0,9,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,8,0,0,2,0,1,19,0,0,0,0,0,0
2023-02-16T15,131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,4,1,0,0,24,1,0,0,0,0,0,1,0,0,10,6,0,0,0,4,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,3,5,0,0,0,0,13,0,0,3,0,0,22,0,0,0,0,0,0
2023-02-16T16,161,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,1,0,0,42,0,0,0,0,0,0,5,0,0,14,10,0,0,0,4,0,0,0,0,0,0,2,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,3,6,0,0,0,0,12,0,0,2,0,1,16,0,0,0,0,0,0
2023-02-16T17,181,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,3,1,0,0,52,0,0,0,0,0,0,8,0,1,16,11,0,0,1,4,0,0,1,1,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,4,0,0,0,1,4,0,0,0,0,2,6,0,0,0,0,4,1,0,2,0,1,16,0,0,0,0,0,0
2023-02-16T18,202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,7,0,0,0,54,0,0,0,4,0,0,10,0,3,9,15,0,0,2,1,0,0,1,0,6,0,0,0,0,0,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,0,3,5,0,0,0,0,2,0,0,1,0,1,28,0,0,0,0,0,0
2023-02-16T19,234,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,6,0,0,0,61,1,0,0,0,0,0,9,0,0,15,29,0,0,0,1,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20,5,0,0,0,0,0,2,0,4,0,2,0,4,0,0,0,0,0,5,5,0,0,0,0,0,1,0,4,0,1,20,0,0,0,0,0,0
