bucket,total,--,AE,AM,AR,AT,AU,BB,BD,BE,BG,BH,BO,BR,BS,BW,BY,CA,CH,CI,CL,CN,CO,CR,CV,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,GT,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JO,JP,KE,KH,KR,KZ,LT,LU,LV,LY,MA,MK,MM,MN,MO,MT,MU,MW,MX,MY,MZ,NC,NG,NI,NL,NO,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,SV,TH,TN,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,WS,ZA
2023-03-30T03,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,1,0,0,0,8,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,0,0,0,0,3,0,1,47,0,0,0,0,0,0
2023-03-30T04,110,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,10,1,0,0,0,8,1,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,2,0,0,55,0,0,0,0,0,0
2023-03-30T05,134,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,8,0,0,0,0,7,1,0,0,0,1,1,1,0,0,1,3,0,0,0,0,3,0,0,0,0,0,1,0,9,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,8,0,0,0,2,0,0,0,3,0,0,60,0,0,0,0,0,0
2023-03-30T06,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,6,1,0,0,0,1,0,0,0,0,1,5,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,9,0,0,0,2,0,0,0,3,0,0,30,0,0,0,0,0,0
2023-03-30T07,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,1,11,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,3,0,0,0,3,0,0,28,0,0,0,0,0,0
2023-03-30T08,97,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,0,0,0,0,11,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,2,0,7,0,0,0,2,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,7,0,0,0,5,0,0,0,5,0,1,21,0,0,1,0,0,0
2023-03-30T09,98,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,5,0,0,0,0,8,3,0,0,0,0,0,3,0,0,5,6,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,7,0,0,0,1,0,1,0,3,0,0,24,0,0,0,1,0,0
2023-03-30T10,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,14,1,0,0,0,0,0,1,0,0,3,7,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,6,0,0,0,2,0,0,0,4,0,0,47,0,0,0,0,0,0
2023-03-30T11,133,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,8,1,0,0,1,0,0,1,0,0,3,7,0,0,0,0,6,0,0,0,0,0,1,0,4,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,0,0,1,0,0,0,2,1,0,0,4,10,0,0,0,5,0,0,0,2,0,0,53,0,0,0,0,0,0
2023-03-30T12,106,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,15,1,1,0,1,0,0,1,0,0,4,7,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,17,1,0,0,3,0,0,0,5,0,0,12,0,0,0,0,0,0
2023-03-30T13,159,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,16,2,0,0,0,0,0,0,0,0,10,8,0,0,0,0,21,0,0,0,0,0,0,0,8,0,0,0,2,0,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,9,0,0,0,6,0,0,0,9,0,0,38,0,0,0,0,0,0
2023-03-30T14,173,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,22,1,0,0,0,0,0,0,0,0,4,14,0,0,0,0,7,0,0,0,0,1,0,0,2,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,6,8,1,0,0,12,0,0,0,4,0,1,56,0,0,0,0,0,3
2023-03-30T15,181,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,5,2,0,0,0,27,1,0,0,0,0,0,1,0,0,11,13,0,0,0,0,4,0,0,0,0,1,0,0,3,0,1,0,5,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,1,0,2,2,0,1,1,2,0,0,0,7,5,0,0,0,13,0,0,0,7,0,1,33,0,0,0,1,0,0
2023-03-30T16,248,2,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,1,0,0,14,0,0,0,0,26,2,0,0,0,0,0,5,0,0,14,7,0,0,0,0,7,0,0,0,0,0,1,0,7,0,1,0,11,0,12,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,8,7,1,0,0,13,0,1,0,5,0,1,70,0,0,0,2,0,0
2023-03-30T17,261,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,1,17,0,0,0,1,38,3,0,0,0,0,0,6,0,0,10,19,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,15,0,11,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,1,0,3,2,0,1,0,4,0,0,0,9,7,1,0,0,12,0,2,0,1,0,1,63,0,0,0,1,0,0
2023-03-30T18,254,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,8,1,0,1,15,0,0,0,1,54,1,0,0,0,0,0,5,0,0,9,35,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,5,1,0,0,0,1,0,0,0,5,7,0,0,0,5,0,3,0,1,0,0,41,0,0,0,0,0,0
2023-03-30T19,278,2,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,4,6,0,0,15,0,0,0,0,56,0,0,0,0,0,0,5,0,0,17,24,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,17,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29,1,0,0,0,1,1,5,1,0,0,1,0,1,0,0,2,6,0,0,0,2,0,1,0,1,0,0,53,0,0,0,0,0,0
2023-03-30T20,223,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,2,0,0,16,0,0,0,0,35,0,0,0,0,0,0,1,0,0,21,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,3,1,0,1,1,1,0,0,0,3,6,0,0,0,1,0,0,0,1,0,0,47,0,0,0,0,0,0
2023-03-30T21,212,1,0,0,1,0,1,0,0,1,0,0,0,4,0,0,0,9,1,0,0,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,11,15,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2,0,2,1,1,0,0,0,4,5,0,1,0,0,0,0,0,1,0,0,65,0,0,0,0,0,0
2023-03-30T22,162,2,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,14,1,0,0,6,0,0,0,0,16,0,0,0,0,0,0,3,0,0,2,15,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,2,6,0,0,0,0,0,3,0,1,0,0,47,1,0,0,0,0,0
2023-03-30T23,147,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,1,0,0,4,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,2,0,1,0,0,50,1,0,0,0,0,0
2023-03-31T00,103,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0
2023-03-31T01,95,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0,2,0,0,0,2,0,0,34,0,0,0,0,0,0
2023-03-31T02,96,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,7,1,0,0,8,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,7,0,0,0,0,0,0,0,3,0,0,31,0,0,0,0,0,1
2023-03-31T03,78,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,2,0,0,28,0,0,0,0,0,0
2023-03-31T04,73,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0
2023-03-31T05,79,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,2,0,0,0,1,0,0,23,0,0,0,0,0,0
2023-03-31T06,71,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,14,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,1,1,0,0,3,0,0,17,0,0,0,0,0,0
2023-03-31T07,66,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,1,0,1,0,2,0,0,12,0,0,0,0,0,0
2023-03-31T08,92,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,1,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,1,0,0,0,2,0,3,31,0,0,0,0,0,0
2023-03-31T09,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,13,0,0,0,0,0,0,2,0,1,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,2,7,0,0,0,0,0,0,0,2,0,1,29,0,0,0,0,0,0
2023-03-31T10,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0
2023-03-31T11,80,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,2,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,7,0,0,0,1,0,0,0,5,0,0,13,0,0,0,0,0,1
2023-03-31T12,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,22,0,1,0,0,0,0,1,0,1,5,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,2,0,1,0,5,0,0,14,0,0,0,0,0,0
2023-03-31T13,109,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,1,7,0,0,0,5,0,0,0,5,0,1,15,0,0,0,0,0,0
2023-03-31T14,133,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,6,0,0,0,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,1,11,0,0,0,7,0,1,0,2,0,0,18,0,0,0,0,0,0
2023-03-31T15,153,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,7,1,0,1,4,0,0,0,0,28,0,0,0,0,0,0,5,0,0,13,7,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,2,9,0,0,0,9,0,0,0,3,0,0,20,0,0,0,1,0,0
2023-03-31T16,174,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,1,4,1,0,0,0,30,1,0,0,0,0,0,4,0,0,12,9,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,18,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,2,1,0,1,1,5,0,0,0,5,8,0,0,0,12,0,1,0,4,0,0,24,0,0,0,1,0,0
2023-03-31T17,202,3,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,42,1,0,0,0,0,0,4,0,0,11,14,0,0,3,0,3,0,0,0,0,0,2,0,1,0,0,1,19,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,1,0,3,0,0,0,1,3,0,0,0,5,7,0,0,0,11,0,1,0,3,0,0,31,0,0,0,0,0,1
2023-03-31T18,193,3,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,4,0,0,1,2,1,0,0,0,55,1,0,0,0,0,0,2,0,0,12,11,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,12,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,3,0,0,0,1,3,0,0,0,3,6,0,0,0,7,0,4,0,2,0,0,24,0,0,0,0,0,0
2023-03-31T19,189,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,48,1,0,0,0,0,0,4,0,0,6,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,3,0,0,1,0,4,0,0,0,3,5,0,0,0,1,0,2,0,2,0,0,41,0,0,0,1,0,0
2023-03-31T20,203,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,45,0,0,0,0,0,0,1,0,0,10,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,5,5,0,0,0,2,0,2,0,3,0,1,28,0,0,0,2,0,0
2023-03-31T21,142,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,3,0,0,0,0,29,0,0,0,0,0,0,2,0,0,7,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,3,6,0,0,0,0,0,2,0,1,1,0,17,0,0,0,0,0,0
2023-03-31T22,124,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,12,0,0,0,0,20,0,0,0,2,0,0,2,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,3,5,1,0,0,1,0,1,0,2,0,0,17,0,0,0,0,0,0
2023-03-31T23,116,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,2,0,0,7,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,5,1,0,0,0,0,0,0,2,0,0,28,0,0,0,1,0,0
2023-04-01T00,110,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,5,0,0,0,0,0,1,0,3,0,0,32,0,0,0,0,0,0
2023-04-01T01,90,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,3,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,0,19,0,0,0,0,0,0
2023-04-01T02,100,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,8,0,0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,0
2023-04-01T03,101,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,12,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,7,0,0,0,1,0,0,0,4,0,0,31,0,0,0,2,0,0
2023-04-01T04,72,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,3,0,0,21,0,0,0,2,0,0
2023-04-01T05,64,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,4,0,0,17,0,0,0,1,0,0
2023-04-01T06,77,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,3,0,0,0,3,0,0,25,0,0,0,0,0,0
2023-04-01T07,70,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,5,0,0,0,2,0,0,0,3,0,0,18,0,0,0,0,0,0
2023-04-01T08,83,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,0,0,0,1,6,0,0,0,2,0,0,0,3,0,1,17,0,0,0,1,0,0
2023-04-01T09,93,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,8,0,0,6,5,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,2,5,0,0,0,2,0,0,0,3,0,0,22,0,0,0,0,0,1
2023-04-01T10,85,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,10,0,0,0,0,0,0,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,5,0,0,0,3,0,0,0,5,0,0,12,0,0,0,0,0,0
2023-04-01T11,82,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,6,0,0,0,0,12,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,6,1,0,0,3,0,2,0,5,0,1,8,0,0,0,0,0,0
