bucket,total,--,AE,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CN,CO,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GL,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KH,KR,KZ,LB,LK,LT,LU,LV,MA,MC,MK,MM,MN,MO,MR,MX,MY,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PR,PS,PT,PY,RO,RU,RW,SC,SE,SG,SK,SV,TH,TN,TR,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-06-08T20,172,3,0,0,0,0,0,0,0,2,0,0,1,1,3,2,1,1,0,0,28,0,0,0,0,0,0,2,0,0,13,18,0,0,0,0,0,0,0,1,0,0,1,0,2,0,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,0,3,0,0,1,0,1,3,0,0,4,5,0,0,9,0,1,0,0,2,26,0,0,0,0,0,0,0
2023-06-08T21,143,3,0,0,0,0,0,0,0,2,0,0,1,1,3,0,0,3,0,0,19,0,0,0,0,0,0,2,0,0,5,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,13,2,0,0,0,0,0,2,0,0,1,0,0,3,0,1,4,7,0,0,2,0,0,0,0,1,24,0,0,0,0,0,0,0
2023-06-08T22,112,3,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,15,0,0,8,0,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,1,6,0,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0
2023-06-08T23,113,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,0,6,1,0,0,0,0,0,4,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,6,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0
2023-06-09T00,98,1,0,0,0,1,0,0,0,0,0,0,2,0,10,0,0,15,0,1,5,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,5,0,0,3,0,0,2,0,1,28,0,0,0,0,0,0,0
2023-06-09T01,101,1,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,17,1,0,6,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,5,0,0,3,0,0,1,0,1,26,0,0,0,1,0,0,0
2023-06-09T02,90,1,0,0,0,2,0,0,0,0,0,0,3,0,9,0,0,14,1,0,5,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,5,0,0,3,0,0,0,0,1,20,0,0,0,1,0,0,0
2023-06-09T03,83,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,16,0,0,3,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,5,0,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0
2023-06-09T04,78,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1,4,0,0,5,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,0,0,1,0,0,1,0,0,33,0,0,0,0,0,0,0
2023-06-09T05,72,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,3,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0
2023-06-09T06,55,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
2023-06-09T07,56,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,5,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0
2023-06-09T08,70,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,8,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,5,0,0,1,0,0,0,0,1,18,0,0,0,0,0,0,0
2023-06-09T09,78,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,6,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,4,0,0,1,5,0,0,1,0,2,1,0,1,15,0,0,0,1,0,0,0
2023-06-09T10,74,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,6,0,0,2,0,1,1,0,1,15,0,0,0,1,0,0,0
2023-06-09T11,88,2,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,5,0,0,10,0,1,0,0,0,0,2,0,0,2,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,2,6,0,0,2,0,1,4,0,0,13,0,0,0,0,0,0,0
2023-06-09T12,92,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,8,0,0,11,0,1,0,0,0,0,0,0,0,6,4,0,0,0,0,5,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,2,6,0,0,7,0,0,3,0,1,13,0,0,0,0,0,0,0
2023-06-09T13,101,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,0,0,12,0,0,0,0,0,0,1,0,0,6,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,10,0,0,9,0,1,8,0,1,12,0,0,0,1,0,0,0
2023-06-09T14,115,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,5,0,1,14,0,0,0,0,0,0,1,0,1,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,0,1,0,0,1,0,0,4,0,0,2,7,0,0,16,0,0,6,0,1,12,0,0,0,0,0,0,0
2023-06-09T15,135,2,0,0,1,0,0,0,0,0,0,0,2,0,4,1,0,13,0,0,13,0,0,0,0,0,0,3,0,0,5,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,7,0,0,20,0,1,8,0,1,16,0,0,0,0,1,0,0
2023-06-09T16,154,1,0,1,0,0,0,1,0,1,0,0,1,0,3,1,1,16,0,1,19,0,0,0,0,0,0,3,0,0,12,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,0,0,20,0,0,2,0,0,23,0,0,0,1,1,0,0
2023-06-09T17,165,2,0,2,0,0,0,1,0,0,0,0,2,0,2,0,0,18,0,0,24,0,0,0,0,0,0,5,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,1,6,0,0,15,0,1,1,0,0,24,0,0,1,0,0,0,0
2023-06-09T18,203,5,0,2,0,0,0,1,0,1,0,0,1,0,4,0,0,18,0,1,35,0,0,0,0,0,1,6,0,1,12,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,3,8,0,0,17,0,1,3,0,1,31,0,0,1,0,0,0,0
2023-06-09T19,174,2,0,0,0,0,0,1,0,2,0,0,4,0,6,0,0,20,0,0,30,0,0,0,0,0,1,2,0,0,8,17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,5,0,0,15,0,1,2,0,0,21,0,0,0,0,0,0,0
2023-06-09T20,157,1,0,0,0,0,0,1,0,2,0,0,4,0,1,0,0,20,0,0,27,0,0,0,0,0,0,3,0,1,7,14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,6,0,0,4,0,3,2,0,0,21,0,0,0,0,0,0,0
2023-06-09T21,163,2,0,0,0,1,0,1,0,2,0,0,1,0,2,0,0,23,0,0,19,0,0,0,0,0,0,1,0,1,7,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,0,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,3,0,0,1,0,1,3,0,0,0,6,0,0,3,0,2,1,0,0,21,0,0,0,0,0,0,0
2023-06-09T22,130,3,0,1,0,0,0,0,0,0,0,0,3,0,7,0,0,10,0,0,12,0,0,0,0,0,0,4,0,0,5,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,2,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,9,0,0,4,0,2,0,0,1,21,0,0,0,0,0,0,1
2023-06-09T23,101,2,0,0,0,0,0,0,0,0,0,0,4,0,5,1,0,6,0,0,9,0,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,0,0,2,0,0,1,0,0,29,0,0,0,0,0,0,0
2023-06-10T00,94,1,0,0,0,0,0,0,0,0,1,0,3,0,4,1,1,8,0,0,5,0,0,0,0,0,0,2,0,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,3,0,0,1,0,0,27,0,0,0,0,0,0,0
2023-06-10T01,77,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,1,0,5,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,2,0,0,3,0,0,23,0,0,0,1,0,1,0
2023-06-10T02,81,1,0,2,0,1,0,0,0,0,0,0,2,0,4,0,0,5,2,0,3,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,6,0,0,1,0,0,3,0,0,33,0,0,0,0,0,1,0
2023-06-10T03,89,1,0,1,0,1,0,0,0,0,0,0,1,0,6,1,2,11,0,0,2,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,1,0,0,28,0,0,0,0,1,0,0
2023-06-10T04,106,1,0,2,0,2,0,0,0,0,0,0,1,0,4,1,0,22,0,0,3,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,2,0,0,39,0,0,0,1,0,0,0
2023-06-10T05,88,2,0,1,0,2,0,0,0,0,0,0,0,0,6,0,0,18,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,6,0,0,3,0,0,2,0,0,27,0,0,0,0,0,0,0
2023-06-10T06,78,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17,0,0,5,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,4,0,2,18,0,0,0,0,0,0,0
2023-06-10T07,95,3,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,20,1,1,7,0,0,0,0,0,0,1,0,1,2,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5,0,0,4,0,0,3,0,1,17,0,0,0,1,0,0,0
2023-06-10T08,100,3,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,23,1,0,7,0,0,0,0,1,0,3,0,1,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,1,0,1,1,0,1,1,0,0,0,5,0,0,3,0,0,1,0,1,17,0,0,0,0,0,0,0
2023-06-10T09,87,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,17,0,0,6,0,0,0,0,0,0,2,0,0,4,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,1,0,1,2,0,0,0,6,0,0,1,0,1,4,0,0,12,0,0,0,1,0,0,0
2023-06-10T10,93,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,13,0,0,0,0,0,0,2,0,0,4,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,1,0,2,3,0,0,0,6,0,0,3,0,1,5,0,0,15,0,0,0,0,0,0,0
2023-06-10T11,94,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,8,0,0,0,0,0,0,3,0,0,4,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,5,0,0,6,0,1,3,0,2,15,0,0,0,0,0,0,0
2023-06-10T12,97,3,0,0,2,1,0,0,0,0,0,0,3,0,0,1,0,9,1,0,6,0,0,0,0,0,0,2,0,0,5,8,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,6,0,0,6,0,0,3,0,1,18,0,0,0,0,0,0,0
2023-06-10T13,121,1,0,0,1,0,0,0,0,0,0,0,2,0,3,1,0,12,1,0,9,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,4,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,7,0,0,13,0,3,6,0,0,21,0,0,0,0,1,0,0
2023-06-10T14,139,2,0,0,0,1,0,0,0,0,0,0,4,2,1,1,0,9,0,0,7,0,0,0,2,0,0,1,0,0,6,6,0,0,0,0,4,0,0,0,0,1,1,0,0,0,12,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,3,0,0,0,0,1,2,0,0,1,5,0,0,20,0,2,7,0,3,21,0,0,0,0,0,0,0
2023-06-10T15,142,2,0,0,0,2,0,1,0,1,0,0,1,1,3,0,1,6,0,0,11,0,0,0,0,0,0,5,0,0,8,7,0,1,0,0,2,0,0,0,0,1,0,0,0,0,13,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,1,1,0,0,1,5,1,0,17,0,1,5,0,2,27,0,0,0,0,0,0,0
2023-06-10T16,137,2,0,0,1,0,0,0,0,0,0,0,2,1,2,0,1,4,1,0,14,0,0,0,0,1,0,5,0,0,8,7,0,0,0,0,3,0,1,0,0,1,1,0,0,0,18,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,6,0,0,17,0,2,7,0,0,17,0,0,0,0,0,0,0
2023-06-10T17,131,1,0,0,0,0,0,1,0,1,0,0,2,0,3,0,0,7,1,0,23,0,0,0,0,0,0,2,0,0,5,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,6,0,0,16,0,0,4,0,0,17,0,0,0,0,0,0,0
2023-06-10T18,129,2,0,0,1,0,0,2,0,2,0,0,3,0,7,0,0,3,0,0,20,0,0,0,0,0,0,2,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,5,0,0,15,0,1,0,0,1,21,0,0,0,0,0,0,0
2023-06-10T19,121,1,0,0,1,0,0,1,0,1,0,0,4,0,3,0,0,4,0,0,27,0,0,0,0,0,0,1,0,0,1,14,0,2,0,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,5,0,0,5,0,1,0,0,0,19,0,0,0,0,1,0,0
2023-06-10T20,118,1,0,0,1,0,0,1,0,1,1,0,2,0,5,0,0,3,0,0,19,0,0,0,0,0,0,1,0,1,7,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6,0,0,4,0,1,0,0,1,20,0,0,0,1,2,0,0
2023-06-10T21,126,1,0,0,0,0,0,1,0,1,1,0,0,0,6,0,1,4,0,0,22,0,0,0,0,0,0,3,0,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,0,0,8,0,2,0,0,1,20,0,0,0,0,0,0,0
2023-06-10T22,105,1,0,0,0,0,0,1,0,2,0,0,1,0,6,1,1,2,0,0,17,0,0,0,0,0,0,2,0,0,3,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,7,0,0,4,0,1,0,0,0,16,0,0,0,0,1,0,0
2023-06-10T23,108,1,0,1,0,0,0,1,0,1,0,0,1,0,6,0,0,3,0,0,15,0,0,0,0,0,0,2,0,1,3,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,3,1,0,6,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,0,0,3,0,0,1,0,0,23,0,0,0,0,1,0,0
