bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BW,BY,CA,CH,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DZ,EC,EE,ES,ET,FI,FR,GB,GE,GF,GH,GI,GR,GY,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MK,MM,MO,MQ,MU,MX,MY,NG,NL,NO,NZ,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,TG,TH,TN,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM
2023-11-30T19,185,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,4,2,2,0,3,1,0,0,0,45,2,0,0,0,4,0,0,12,22,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,11,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,16,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,5,5,0,0,5,0,0,0,0,0,18,0,0,0,1,0,0
2023-11-30T20,186,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,7,3,0,0,7,0,0,1,0,40,0,0,0,0,2,0,1,14,19,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,14,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,6,5,0,0,1,0,0,0,0,0,23,0,0,0,1,0,0
2023-11-30T21,168,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5,2,0,0,4,0,0,0,0,29,0,1,0,0,2,0,0,9,22,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,20,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,3,0,0,0,1,1,1,0,0,0,2,5,0,0,2,0,1,0,0,0,24,0,0,0,1,1,0
2023-11-30T22,158,3,0,0,0,1,1,0,0,0,0,1,0,2,0,0,7,0,0,0,17,0,0,0,0,18,0,0,0,0,1,0,0,10,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,9,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,3,5,0,0,1,0,1,1,0,0,35,0,0,0,1,1,0
2023-11-30T23,150,3,0,0,1,2,0,0,0,2,1,2,0,1,0,0,8,2,1,0,15,0,1,0,0,19,0,0,0,0,5,0,0,4,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,5,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
2023-12-01T00,138,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,1,1,0,16,0,0,0,0,7,0,0,0,0,4,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,5,0,0,0,0,0,1,0,0,50,0,0,0,0,1,0
2023-12-01T01,103,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,1,0,1,20,0,0,0,1,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,5,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
2023-12-01T02,79,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,12,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,6,0,0,1,0,0,1,0,0,32,0,0,0,0,0,0
2023-12-01T03,99,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6,1,0,0,19,0,0,0,0,3,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,6,0,2,0,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,0,0,3,0,0,26,0,0,0,0,1,0
2023-12-01T04,90,2,0,0,0,2,0,0,0,0,1,0,0,3,0,0,7,0,0,0,11,0,0,0,0,2,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,1,0,1,1,0,0,34,0,0,0,0,0,0
2023-12-01T05,83,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,3,0,0,0,18,0,0,0,0,4,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,1,0,0,1,1,0,29,0,0,0,2,0,0
2023-12-01T06,100,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,3,0,0,0,16,0,0,0,1,5,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,41,0,0,0,1,0,0
2023-12-01T07,91,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,15,0,0,0,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,7,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
2023-12-01T08,109,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,2,1,0,0,1,0,2,0,0,0,1,0,2,1,0,0,1,5,0,0,2,0,1,1,0,0,48,0,0,0,0,1,0
2023-12-01T09,113,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,1,0,1,0,0,0,1,1,3,0,0,0,2,8,0,0,2,0,1,1,0,0,29,0,0,0,0,2,0
2023-12-01T10,118,3,0,0,0,3,0,0,0,0,1,2,0,1,0,0,1,0,0,0,6,0,0,0,0,11,1,0,0,0,2,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,1,6,0,0,2,0,1,1,0,0,38,0,0,0,0,0,0
2023-12-01T11,78,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,2,1,0,0,4,0,0,0,0,9,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,0,0,5,0,0,3,0,0,14,0,0,0,1,0,0
2023-12-01T12,90,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1,8,0,0,3,0,0,3,0,0,27,0,0,0,0,0,0
2023-12-01T13,133,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,6,0,0,0,0,9,1,0,0,0,1,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,1,0,1,0,0,0,3,0,0,0,2,7,0,0,5,0,1,6,0,0,47,0,0,0,0,1,0
2023-12-01T14,110,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,7,1,0,0,0,17,0,0,0,2,1,0,0,3,4,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,6,0,0,12,0,1,5,1,0,15,0,0,0,1,0,0
2023-12-01T15,159,2,0,0,3,1,0,0,0,1,1,0,0,1,0,0,5,0,0,0,2,1,0,0,0,15,0,0,1,3,2,0,0,11,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,3,0,0,0,3,0,0,0,1,0,5,0,0,0,1,9,0,0,17,0,2,7,0,0,39,0,0,0,1,0,0
2023-12-01T16,130,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,13,0,0,0,0,18,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,5,0,0,11,0,0,6,0,0,25,0,0,0,1,0,0
2023-12-01T17,161,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,12,0,0,0,1,23,0,0,0,0,4,0,0,12,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,4,0,1,0,1,0,5,0,0,0,3,11,0,0,8,0,1,2,0,0,30,0,0,0,0,0,0
2023-12-01T18,161,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,2,1,0,1,18,0,0,0,0,40,0,0,0,0,6,0,0,9,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,5,0,0,8,0,1,1,0,0,28,0,1,0,1,0,0
2023-12-01T19,187,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,16,0,0,0,0,32,0,0,0,0,4,0,0,14,13,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,11,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,19,0,2,0,0,0,3,0,1,0,1,0,3,0,0,0,0,5,0,0,7,0,3,1,0,0,29,0,1,0,1,0,0
2023-12-01T20,163,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15,0,0,0,0,27,0,0,0,0,4,0,0,11,12,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,6,0,0,2,0,2,0,0,0,43,0,0,0,0,0,0
2023-12-01T21,154,1,0,0,0,1,0,0,0,1,2,1,0,1,0,0,1,1,0,0,15,1,0,0,0,21,0,0,0,0,2,0,0,10,16,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,16,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,1,0,2,0,3,0,0,0,2,6,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
2023-12-01T22,137,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,7,1,0,0,0,18,0,0,0,0,3,0,0,7,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,1,0,1,0,4,0,0,0,1,6,0,0,0,0,2,1,0,0,22,0,0,0,0,0,0
2023-12-01T23,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0,0,5,0,0,0,0,16,0,0,0,0,1,0,0,4,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,0,7,0,0,1,0,2,1,0,0,21,0,0,0,0,0,0
2023-12-02T00,166,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,1,0,7,0,0,0,0,13,0,0,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,9,9,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,1,0,2,0,0,0,3,0,0,0,0,8,1,0,1,0,0,1,1,0,66,0,0,0,0,1,0
2023-12-02T01,111,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13,2,1,0,6,0,0,0,0,7,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,1,0,39,0,0,0,3,0,0
2023-12-02T02,98,2,0,0,1,0,1,0,0,1,0,0,0,2,0,0,13,2,0,0,3,0,0,0,0,4,0,1,0,0,4,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,33,0,0,0,1,0,0
2023-12-02T03,78,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,7,1,0,0,0,0,1,0,0,32,0,0,0,1,0,0
2023-12-02T04,84,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5,0,0,1,6,0,0,0,0,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,5,0,0,1,0,0,1,0,0,33,0,0,0,1,0,0
2023-12-02T05,76,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,0,5,0,0,1,0,0,0,0,0,25,0,0,0,2,0,0
2023-12-02T06,72,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,5,0,0,0,0,3,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,3,0,0,23,0,0,0,2,0,0
2023-12-02T07,75,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,3,1,0,0,0,5,0,0,4,0,0,3,0,0,20,0,0,0,1,1,0
2023-12-02T08,92,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,1,5,0,0,4,0,1,2,0,0,23,0,1,0,0,0,0
2023-12-02T09,91,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14,0,0,0,1,10,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,5,0,0,3,0,0,3,0,0,19,0,1,0,0,1,0
2023-12-02T10,112,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,22,0,0,0,0,6,0,0,0,0,3,0,0,8,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,1,0,2,0,3,0,0,0,2,0,3,0,0,0,0,7,0,0,1,0,0,0,0,0,21,0,0,0,0,2,0
2023-12-02T11,101,6,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2,0,1,16,0,0,0,0,9,0,0,0,0,3,0,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,2,0,4,0,0,0,0,6,0,0,5,0,0,3,0,0,16,0,0,0,0,1,0
2023-12-02T12,104,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,18,0,0,0,0,18,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,6,0,0,1,0,1,3,0,0,18,0,0,0,0,2,0
2023-12-02T13,113,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,18,0,0,0,0,14,1,0,0,0,0,0,0,4,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,1,0,2,0,1,0,2,0,3,0,0,1,1,8,0,0,6,0,1,1,0,0,18,0,0,0,1,3,0
2023-12-02T14,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,1,9,2,0,0,1,0,0,0,6,5,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,3,0,2,0,1,0,1,0,0,0,1,8,0,0,13,0,1,3,0,0,24,0,0,0,0,1,0
2023-12-02T15,133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,16,0,0,0,0,21,0,0,0,0,1,0,0,5,8,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,3,0,1,0,1,0,2,0,0,0,1,6,0,0,11,0,0,3,0,0,19,0,0,0,0,1,0
2023-12-02T16,149,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,6,0,0,0,0,14,0,0,0,0,3,0,0,9,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,7,1,0,10,0,1,2,0,0,34,0,0,0,0,1,0
2023-12-02T17,148,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,3,2,0,0,8,0,0,0,1,19,0,0,0,0,3,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,7,0,0,12,1,2,1,0,0,28,0,0,0,0,1,0
2023-12-02T18,157,1,0,0,2,0,1,0,0,0,1,1,0,1,0,0,3,3,0,0,7,0,0,0,0,18,0,0,0,0,3,0,0,10,6,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,16,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,9,0,0,0,1,0,3,0,0,0,0,0,5,0,0,0,1,7,0,0,8,0,1,0,0,0,36,0,0,0,0,1,0
2023-12-02T19,151,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,5,2,0,0,5,0,1,0,0,27,0,0,0,0,1,0,0,6,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,2,0,2,0,3,0,1,0,1,0,2,0,0,0,0,6,1,0,8,0,3,1,0,0,34,0,0,0,0,1,0
2023-12-02T20,160,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,6,2,0,0,6,0,0,0,1,22,0,0,0,0,1,0,0,5,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,0,4,0,0,0,6,0,1,0,2,0,4,0,0,0,3,6,2,0,5,0,2,0,0,0,29,0,0,0,1,1,0
2023-12-02T21,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,0,0,0,1,0,9,0,0,0,1,0,3,0,0,0,2,5,2,0,0,0,1,0,1,0,29,0,0,0,0,1,1
2023-12-02T22,138,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,11,3,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,4,11,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,3,0,1,0,0,0,3,0,0,0,0,5,2,0,2,0,1,0,2,0,28,0,0,0,0,1,0
2023-12-02T23,142,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,7,3,0,0,18,0,0,0,0,15,0,0,0,0,1,0,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,6,0,0,3,0,0,1,1,0,33,0,0,0,0,1,0
