bucket,total,--,AD,AE,AM,AO,AR,AT,AU,BA,BB,BD,BE,BF,BG,BH,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GR,GT,GY,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JE,JP,KE,KG,KH,KR,KW,KZ,LA,LT,LU,LV,MA,MD,MG,MM,MO,MQ,MT,MU,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SN,SR,TH,TM,TN,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-02-09T12,117,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,15,0,1,0,0,0,0,0,2,3,2,0,1,0,0,10,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,14,0,0,0,0,4,0,0,0,0,6,0,0,19,0,0,0,0,0,0,0
2023-02-09T13,147,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,18,1,1,0,0,0,0,1,0,2,7,0,1,0,0,25,0,0,1,0,0,1,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,2,7,0,0,0,0,8,0,0,0,0,4,0,1,18,0,0,0,1,0,0,0
2023-02-09T14,126,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,17,0,0,0,0,0,13,0,0,0,0,0,0,1,0,7,8,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,8,0,0,0,0,9,0,0,1,0,8,0,0,16,0,0,0,1,0,0,0
2023-02-09T15,115,4,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,17,0,0,0,0,0,18,0,0,0,0,0,0,2,1,7,3,0,0,0,0,4,0,0,1,0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0,0,8,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0
2023-02-09T16,148,3,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,12,0,0,0,0,0,28,0,0,0,0,0,0,2,1,8,9,0,0,0,0,2,0,0,1,0,0,1,0,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,1,0,1,1,0,1,0,4,0,0,0,2,7,0,0,0,0,8,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0
2023-02-09T17,195,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,34,0,0,0,0,0,37,0,0,0,0,0,0,4,1,11,13,0,0,0,0,3,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,6,0,0,0,0,4,0,0,0,0,4,0,0,26,0,0,0,0,0,0,0
2023-02-09T18,198,3,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,4,1,0,0,21,0,0,0,0,0,41,0,0,0,0,0,1,8,1,8,23,0,0,0,0,3,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,2,0,1,0,5,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0
2023-02-09T19,260,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,11,4,0,0,19,0,0,0,0,0,64,0,0,0,0,0,0,12,0,16,37,0,1,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,5,5,0,0,0,0,1,0,0,1,0,3,0,0,25,0,0,0,1,0,0,0
2023-02-09T20,201,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,6,0,0,0,12,0,0,0,0,0,42,1,0,0,0,0,0,9,0,11,32,0,0,0,0,2,0,1,1,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,5,0,1,0,0,0,0,0,2,0,0,0,0,26,0,0,0,0,0,0,0
2023-02-09T21,206,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,14,1,0,0,0,0,31,0,0,0,0,0,0,1,0,9,22,0,0,0,0,2,0,0,0,30,0,1,0,0,12,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,8,0,0,0,0,2,0,0,1,0,0,0,1,31,0,0,0,0,0,0,0
2023-02-09T22,117,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,5,1,0,0,0,0,8,0,0,0,0,0,0,1,0,4,17,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,7,0,0,0,0,3,0,0,0,0,0,0,0,25,1,0,0,1,0,0,0
2023-02-09T23,103,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,2,3,0,0,0,0,11,0,0,0,0,0,0,0,0,5,14,0,0,0,0,2,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0
2023-02-10T00,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,1,0,0,0
2023-02-10T01,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,2,0,0,0,0,3,0,1,41,0,0,0,2,1,0,0
2023-02-10T02,114,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,14,0,0,0,3,1,0,0,0,0,5,0,0,0,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,3,0,0,0,0,2,1,0,50,0,0,0,3,0,0,0
2023-02-10T03,84,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,4,1,0,0,0,1,2,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,1,0,37,0,0,0,3,0,0,0
2023-02-10T04,82,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,0,0,1,0,1,0,0,29,0,0,0,1,0,0,0
2023-02-10T05,78,3,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,3,0,0,25,0,0,0,1,0,0,0
2023-02-10T06,88,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1,5,0,0,0,12,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0
2023-02-10T07,88,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,24,0,0,0,2,0,0,0
2023-02-10T08,79,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,1,0,8,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,3,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0
2023-02-10T09,106,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,2,0,10,5,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,3,0,0,1,0,1,0,0,24,0,0,0,3,0,0,0
2023-02-10T10,97,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,10,0,0,0,0,1,0,3,0,7,6,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,5,0,0,0,0,1,0,0,0,0,1,0,0,21,0,0,0,1,1,0,0
2023-02-10T11,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,12,0,0,0,0,1,0,1,1,8,5,0,0,0,0,4,0,0,0,0,0,1,0,1,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,6,0,0,0,0,2,0,0,0,0,5,0,0,12,0,0,0,0,1,0,0
2023-02-10T12,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,1,0,0,0,0,11,0,0,0,0,1,1,3,0,5,5,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,2,6,0,0,0,0,5,0,0,1,0,4,0,0,17,0,0,0,2,1,0,0
2023-02-10T13,106,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0,2,0,0,0,0,0,20,0,1,0,0,0,0,1,0,6,8,0,0,0,0,8,0,0,0,0,1,0,0,1,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,4,0,0,19,0,0,0,1,0,0,0
2023-02-10T14,132,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,2,3,0,0,2,2,0,0,0,0,22,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,0,0,0,0,4,0,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,5,0,0,0,0,8,0,0,0,0,11,0,0,23,0,0,0,0,0,0,0
2023-02-10T15,139,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,3,1,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,3,0,12,8,0,0,0,0,2,0,0,0,0,0,4,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,4,5,0,0,0,0,6,0,0,1,0,8,0,0,23,0,0,0,0,0,0,0
2023-02-10T16,133,3,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,2,0,0,0,0,0,23,1,0,0,0,0,0,6,1,8,9,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,5,5,0,0,0,0,8,0,0,2,0,8,0,0,18,0,0,0,0,0,0,0
2023-02-10T17,164,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,2,1,0,0,4,2,0,0,0,0,35,0,0,0,0,0,0,6,1,14,8,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,2,2,0,0,0,4,0,1,0,5,5,0,0,0,0,7,0,0,1,0,4,0,0,18,0,0,0,0,0,0,0
2023-02-10T18,126,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,2,1,0,0,2,0,0,0,0,0,28,0,0,0,0,0,0,5,0,8,7,0,0,0,0,2,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,1,0,4,0,0,0,2,6,0,0,0,0,2,0,0,1,0,1,0,0,19,0,0,0,0,0,0,0
