bucket,total,--,AE,AL,AM,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CN,CO,CR,CV,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GF,GG,GH,GR,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JM,JP,KE,KH,KR,KZ,LA,LB,LT,LU,LV,MA,MC,MK,MM,MN,MU,MX,MY,NA,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PT,PY,QA,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SR,TH,TN,TR,TT,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-05-11T03,80,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0
2023-05-11T04,72,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,32,0,0,0,1,0,0,0
2023-05-11T05,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,26,0,0,0,1,0,0,0
2023-05-11T06,69,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,0,0,0,11,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,3,0,0,0,0,0,0,20,0,0,1,0,0,0,0
2023-05-11T07,79,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0
2023-05-11T08,82,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,27,0,0,0,0,0,0,0
2023-05-11T09,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,12,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,24,0,0,0,0,0,0,0
2023-05-11T10,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,5,0,0,0,10,0,0,0,1,1,0,25,0,0,0,0,0,0,0
2023-05-11T11,89,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,4,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,4,0,0,0,3,1,0,17,0,0,0,0,0,0,1
2023-05-11T12,100,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,12,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,14,0,0,0,9,0,0,0,2,0,0,18,0,0,1,1,0,0,0
2023-05-11T13,114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,9,0,0,0,1,12,1,0,0,0,0,0,0,0,0,8,5,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,7,0,1,0,3,1,0,16,0,0,0,1,0,0,0
2023-05-11T14,110,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,1,0,0,3,8,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,2,0,0,0,0,1,0,3,0,0,0,1,5,0,0,0,13,0,0,0,4,0,0,13,0,0,0,1,0,0,0
2023-05-11T15,136,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,28,0,0,0,0,0,0,1,0,2,9,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,12,0,1,0,5,0,0,15,0,0,0,0,0,0,0
2023-05-11T16,193,3,4,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,9,0,0,0,0,35,0,0,0,0,0,0,6,0,0,15,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,19,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,0,0,0,3,6,0,0,0,18,0,1,0,3,1,0,25,0,0,0,1,0,0,0
2023-05-11T17,223,4,1,0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,1,0,1,19,0,0,0,0,43,0,0,0,0,0,0,4,0,0,9,14,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,19,0,2,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,14,1,0,0,0,0,0,0,1,0,1,0,0,1,0,5,0,0,0,5,7,0,0,0,12,0,1,0,3,1,0,34,0,0,0,0,1,0,0
2023-05-11T18,217,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,4,1,0,0,13,0,0,0,1,55,1,0,0,0,0,0,4,0,0,11,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18,1,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,3,5,0,0,0,16,0,2,0,1,0,0,24,0,0,0,1,0,0,0
2023-05-11T19,200,3,0,0,0,0,1,2,0,0,1,1,3,0,0,3,0,5,2,0,0,13,0,0,0,0,37,0,0,0,0,0,1,3,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,15,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,20,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,6,0,0,0,11,0,1,0,1,1,0,20,0,0,0,1,0,0,0
2023-05-11T20,185,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,6,3,0,1,11,0,0,0,0,40,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,18,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,2,6,0,0,0,4,0,2,0,1,0,0,27,0,0,1,0,0,0,0
2023-05-11T21,160,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,8,1,0,1,11,0,0,0,0,22,0,0,0,0,0,0,1,0,0,9,16,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,2,6,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0
2023-05-11T22,144,6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,1,0,0,4,18,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,11,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,37,0,0,0,1,0,0,0
2023-05-11T23,138,5,0,0,0,0,1,0,3,0,0,0,0,0,0,5,0,15,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,8,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,2,0,0,0,1,0,0,44,0,0,0,0,0,0,0
2023-05-12T00,89,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,11,0,0,1,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,3,0,0,0,0,0,1,34,0,0,0,0,0,0,0
2023-05-12T01,177,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,4,0,0,0,1,0,0,106,0,0,0,1,1,0,0
2023-05-12T02,181,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,9,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,3,0,0,0,0,0,0,111,0,0,1,0,0,0,0
2023-05-12T03,92,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,6,0,0,0,2,0,0,0,1,0,0,40,0,1,0,0,0,0,0
2023-05-12T04,116,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,5,0,0,0,1,0,0,59,0,1,0,2,0,0,0
2023-05-12T05,149,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,2,0,23,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,3,0,0,66,0,0,0,0,0,0,0
2023-05-12T06,135,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,7,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,1,1,4,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,3,0,0,0,1,1,2,62,0,0,0,1,0,0,0
2023-05-12T07,105,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,1,0,0,34,0,0,0,0,0,0,0
2023-05-12T08,158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,23,0,0,0,0,0,0,1,0,0,2,12,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,4,0,0,0,0,1,0,57,0,0,0,0,1,0,0
2023-05-12T09,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,12,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,2,0,0,0,4,0,0,42,0,0,0,1,1,0,0
2023-05-12T10,131,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,13,0,0,0,0,15,0,0,0,0,0,0,1,0,0,3,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4,0,0,38,0,0,0,0,0,0,0
2023-05-12T11,140,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,3,0,1,20,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,1,0,3,0,0,0,2,0,0,37,0,0,0,0,0,0,0
2023-05-12T12,132,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,16,0,0,0,0,17,0,1,0,0,0,0,1,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,3,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,3,9,0,0,0,6,0,1,0,5,0,0,28,0,0,0,0,0,0,0
2023-05-12T13,173,3,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,1,0,0,16,0,0,0,0,16,0,0,0,0,0,1,0,0,0,12,7,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,5,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,9,0,0,0,4,0,0,46,0,0,0,0,0,0,0
2023-05-12T14,221,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,17,0,0,0,0,16,0,0,0,0,0,0,4,0,0,6,9,0,0,0,0,0,4,0,0,0,0,0,0,3,0,2,7,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,11,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,2,11,0,0,0,13,0,1,0,6,0,0,79,0,0,0,0,0,0,0
2023-05-12T15,177,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,0,0,17,0,0,0,0,24,0,0,0,0,0,0,1,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,14,0,2,0,6,0,0,42,0,0,0,1,0,0,0
2023-05-12T16,223,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,6,2,1,0,1,8,0,0,0,0,27,0,0,0,0,0,0,8,0,1,7,10,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,17,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,10,0,0,0,19,0,3,0,3,1,0,47,0,0,0,0,0,0,0
2023-05-12T17,205,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,7,1,0,0,0,34,0,0,0,0,0,0,4,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,17,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,12,0,2,0,3,0,0,53,0,0,0,0,0,0,0
2023-05-12T18,212,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,2,5,0,0,0,0,44,0,0,0,0,0,0,7,0,0,9,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,19,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,1,6,0,0,0,7,0,2,0,0,1,0,59,0,0,0,0,0,0,0
2023-05-12T19,177,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,2,0,2,2,1,0,0,0,35,0,0,0,0,0,0,3,0,0,10,15,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,1,5,0,0,0,5,0,2,0,2,0,0,45,0,0,0,0,0,0,0
2023-05-12T20,214,4,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,4,0,0,0,5,1,0,0,1,30,0,0,0,0,0,0,3,0,1,11,14,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,21,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,1,8,0,0,0,8,0,2,0,2,0,0,35,0,0,0,1,0,0,0
2023-05-12T21,247,4,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,7,2,0,0,5,0,0,0,0,31,0,0,0,0,0,0,3,0,1,8,18,0,0,0,0,1,1,0,0,0,0,8,0,1,0,0,23,0,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,2,0,3,0,0,2,0,2,0,0,0,1,14,0,0,0,5,0,3,0,3,0,0,47,0,0,0,2,0,0,0
2023-05-12T22,178,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,4,0,0,0,0,22,0,0,0,0,0,0,3,0,0,2,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0,2,8,0,0,0,5,0,1,0,0,0,0,57,0,0,0,1,0,0,0
2023-05-12T23,127,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,11,2,0,0,4,0,0,0,0,11,0,0,0,0,0,0,1,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,9,0,0,0,1,0,1,0,0,0,0,31,0,0,0,1,0,0,0
2023-05-13T00,92,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,1,0,0,32,0,0,0,0,0,0,0
2023-05-13T01,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,7,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0
2023-05-13T02,82,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,0,5,1,0,0,1,4,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,2,0,0,0,1,0,0,30,0,0,0,1,0,0,0
2023-05-13T03,75,2,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,6,0,0,0,4,1,0,0,1,5,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,3,0,0,21,0,0,0,1,0,0,0
2023-05-13T04,83,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,1,0,0,0,1,0,0,19,0,0,0,0,0,0,0
2023-05-13T05,82,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,2,0,0,0,0,2,0,19,0,0,0,0,0,0,0
2023-05-13T06,95,3,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,4,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,1,0,0,0,2,1,0,20,0,0,0,0,0,0,0
2023-05-13T07,111,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,3,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,8,0,0,0,5,0,0,0,2,1,0,26,0,0,0,4,0,0,0
2023-05-13T08,116,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,2,8,0,0,0,6,0,1,0,2,1,0,28,0,0,0,2,0,0,0
2023-05-13T09,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,14,0,0,0,0,9,0,0,0,0,0,0,1,0,0,6,7,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,4,3,0,23,0,0,0,0,0,0,0
2023-05-13T10,106,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,14,0,0,1,0,12,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,6,0,0,0,4,0,1,0,6,0,0,13,0,0,0,0,0,0,0
2023-05-13T11,111,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,17,0,0,0,0,10,0,0,0,0,0,0,4,0,0,5,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,7,0,0,0,4,0,1,0,4,2,0,15,0,0,1,1,0,0,0
