bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BH,BJ,BO,BR,BW,BY,CA,CH,CI,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,DO,DZ,ES,ET,FI,FR,GB,GR,HK,HN,HR,HU,ID,IE,IL,IN,IR,IS,IT,JP,KE,KG,KH,KR,KW,KZ,LA,LB,LT,LU,LV,MA,MD,MK,MM,MN,MO,MR,MU,MW,MX,MY,NC,NG,NI,NL,NO,NZ,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,TG,TH,TN,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-11-01T12,162,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,5,0,0,0,0,0,19,0,0,0,2,0,0,4,4,0,2,0,0,1,0,2,1,5,1,0,6,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,4,1,0,0,0,14,0,0,9,0,0,3,0,0,54,0,0,0,1,0,0,0
2023-11-01T13,115,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,6,1,0,0,0,0,24,1,0,0,1,0,0,5,4,0,6,0,0,0,1,8,0,4,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,6,0,0,8,0,0,2,0,0,14,0,0,0,0,0,0,0
2023-11-01T14,140,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,7,0,0,0,0,0,13,0,0,0,1,0,0,11,15,0,2,0,0,1,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,2,0,2,0,0,0,2,7,0,0,15,0,0,5,0,0,21,0,0,0,0,0,0,0
2023-11-01T15,134,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,3,1,0,0,0,3,0,0,0,0,0,22,0,0,0,1,0,0,9,4,0,1,0,0,0,0,0,1,8,0,0,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,1,0,0,0,6,0,0,0,0,6,0,0,8,0,0,7,0,0,18,0,0,1,0,0,0,0
2023-11-01T16,192,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,14,0,0,0,0,1,32,0,0,0,3,0,0,15,9,0,2,0,0,0,1,0,1,1,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,3,6,0,0,9,0,0,2,0,0,50,0,0,0,0,0,0,0
2023-11-01T17,212,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,18,0,0,0,0,1,30,0,0,0,4,0,0,13,15,0,2,0,0,0,0,0,0,2,0,0,16,3,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,2,7,0,1,8,0,1,2,0,0,59,1,0,0,0,0,0,0
2023-11-01T18,194,2,0,0,0,2,0,0,1,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,16,0,0,0,0,0,39,0,0,0,5,0,0,8,13,0,1,0,0,0,0,0,0,0,0,0,18,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,5,0,0,0,0,3,0,0,0,0,0,2,0,0,0,5,9,0,0,4,0,1,1,0,0,22,0,0,1,1,0,0,0
2023-11-01T19,203,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,20,0,0,0,0,0,35,0,0,0,4,0,0,15,12,0,1,0,0,0,0,0,0,0,0,0,16,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,4,0,0,0,0,3,0,0,0,1,0,2,1,0,0,3,12,0,0,1,0,1,3,0,0,28,0,0,0,1,0,0,0
2023-11-01T20,235,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,17,0,0,0,0,0,28,1,0,0,2,0,0,17,16,0,1,0,0,1,0,0,0,2,0,0,21,13,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,5,0,0,4,0,1,1,0,0,66,0,0,0,0,0,0,0
2023-11-01T21,224,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,0,0,0,23,1,0,0,0,0,26,0,0,0,0,0,0,8,13,0,1,0,0,0,0,0,0,1,0,0,24,10,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,1,0,2,0,1,0,1,0,2,1,0,0,2,7,0,0,1,0,0,1,1,0,70,0,0,0,0,0,1,0
2023-11-01T22,184,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,2,0,0,0,11,0,0,0,0,0,17,0,0,0,2,0,0,8,12,0,0,0,0,0,0,0,0,0,1,0,22,11,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,2,6,0,0,0,0,0,1,1,0,59,0,0,0,0,0,0,0
2023-11-01T23,139,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,2,0,0,0,0,0,8,0,0,0,1,0,0,4,18,1,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,2,0,0,52,0,0,0,1,0,0,0
2023-11-02T00,163,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,10,0,0,0,0,1,7,0,0,0,2,0,0,1,14,0,0,0,0,0,0,0,0,6,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,1,0,0,0,0,3,0,0,74,0,0,0,0,0,0,0
2023-11-02T01,151,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14,1,0,0,0,7,0,0,0,0,0,6,0,0,0,1,0,0,2,4,0,1,0,0,0,2,0,0,1,0,0,6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,11,0,0,1,0,0,2,0,0,63,0,0,0,0,0,0,0
2023-11-02T02,118,2,0,0,3,0,2,0,0,0,0,1,0,0,0,0,3,0,0,10,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,3,1,0,0,0,0,0,3,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,2,0,0,1,0,0,53,0,0,0,0,0,0,0
2023-11-02T03,130,3,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,0,0,2,3,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,77,0,0,0,0,0,0,0
2023-11-02T04,135,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,1,0,0,4,0,0,76,0,0,0,0,0,0,0
2023-11-02T05,136,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,16,0,0,0,0,1,5,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,1,0,0,3,0,0,57,0,0,0,0,0,0,0
2023-11-02T06,127,3,0,0,1,0,2,0,0,0,1,0,1,0,0,1,2,0,0,3,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,4,0,0,0,0,5,0,6,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7,0,0,1,0,0,1,0,0,52,0,0,0,0,1,0,0
2023-11-02T07,142,3,0,0,2,0,1,0,0,0,1,2,0,0,0,1,2,0,0,4,0,0,0,0,22,0,0,0,0,0,5,0,0,0,1,0,0,1,3,0,4,0,0,0,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,11,0,0,1,0,0,1,0,0,55,0,0,0,2,0,0,0
2023-11-02T08,126,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,17,0,0,0,0,0,10,0,0,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,13,0,0,2,0,0,1,0,0,50,0,0,0,0,0,0,0
2023-11-02T09,87,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,5,0,0,0,1,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,3,0,3,0,0,0,0,8,1,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0
2023-11-02T10,136,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,20,0,1,0,0,0,6,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,6,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,1,0,2,0,0,1,3,0,1,0,0,0,1,5,0,0,1,0,0,1,0,0,47,0,0,0,1,0,0,0
2023-11-02T11,129,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,22,0,0,0,0,2,12,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,6,0,0,5,0,0,4,0,0,36,0,0,0,0,0,0,0
2023-11-02T12,165,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,16,0,0,0,0,0,10,0,0,0,0,0,1,3,10,0,9,0,0,0,0,0,0,4,1,0,3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,25,1,0,3,0,0,2,0,0,39,0,0,0,0,0,0,0
2023-11-02T13,112,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,14,0,0,0,0,0,13,1,0,0,0,0,0,10,4,0,5,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,7,0,0,14,0,0,3,0,0,15,0,0,0,0,0,0,0
2023-11-02T14,144,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,19,0,0,0,0,0,28,0,0,0,0,0,0,8,4,1,3,0,0,0,0,0,0,0,1,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,8,0,0,11,0,0,5,1,0,19,0,0,1,1,0,0,0
2023-11-02T15,155,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,18,0,0,0,0,2,20,0,0,0,0,0,0,9,13,0,3,0,0,0,0,0,0,2,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,5,5,0,0,4,0,2,6,0,0,32,0,0,0,1,0,0,0
2023-11-02T16,288,2,6,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,6,1,0,0,0,5,0,0,0,0,0,23,1,0,0,2,0,0,17,14,0,0,0,0,1,0,7,0,8,0,0,13,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,2,0,0,0,1,0,2,1,0,1,4,5,0,0,4,0,1,4,0,0,119,0,0,0,2,0,0,0
2023-11-02T17,216,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,2,0,0,0,0,0,32,0,0,0,5,0,0,19,17,0,1,0,0,0,0,0,0,1,0,0,22,6,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,3,0,0,0,2,0,2,1,0,0,7,5,0,0,1,0,1,4,0,0,49,0,0,0,1,0,0,0
2023-11-02T18,238,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,1,46,0,0,0,4,0,3,16,24,1,0,0,0,0,0,2,0,0,0,0,19,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,2,0,1,0,0,0,4,0,0,0,6,5,0,0,4,0,1,4,0,0,56,0,0,0,0,0,0,0
2023-11-02T19,220,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,3,0,0,0,5,0,0,0,0,0,37,0,0,0,1,0,0,9,31,0,3,0,0,0,0,13,0,0,0,0,19,8,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,12,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,10,0,0,3,0,2,1,0,0,37,0,0,0,1,0,0,0
2023-11-02T20,276,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,5,0,0,0,13,0,0,0,0,0,40,1,0,0,3,0,1,10,34,0,2,0,0,1,0,0,0,1,0,0,22,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,10,2,0,0,0,0,3,0,1,0,2,0,2,0,0,0,0,5,1,0,1,0,1,3,0,0,78,0,0,0,0,0,1,0
2023-11-02T21,178,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,5,0,0,0,0,0,21,0,0,0,1,0,0,7,14,0,0,0,0,1,0,0,0,1,0,0,26,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,2,0,0,0,0,3,0,1,0,0,0,2,0,0,0,2,5,1,0,0,0,2,1,0,0,53,0,0,1,0,0,1,0
2023-11-02T22,197,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,2,0,0,0,12,0,0,0,0,0,26,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,1,0,0,20,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,2,0,2,0,2,0,0,0,1,13,0,0,2,0,0,1,0,0,58,0,0,1,0,0,0,0
2023-11-02T23,176,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,17,1,0,0,0,16,0,0,0,0,0,8,0,0,0,2,0,0,5,9,0,1,0,1,0,0,0,0,1,0,0,14,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,6,0,0,2,0,0,1,1,0,60,0,0,0,1,0,0,0
2023-11-03T00,206,1,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,0,0,15,1,0,0,0,18,0,0,0,0,0,12,0,0,0,1,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,8,17,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,7,0,0,0,0,0,1,1,0,88,0,0,0,3,0,0,0
2023-11-03T01,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1,0,13,0,0,0,0,0,18,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,9,0,0,1,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,2,0,0,1,0,0,40,0,0,1,0,0,0,0
2023-11-03T02,130,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,1,0,15,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,6,0,0,3,0,0,1,0,0,73,0,0,0,3,0,0,0
2023-11-03T03,131,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,8,1,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,5,0,0,0,0,0,1,0,0,41,0,0,0,1,0,0,0
2023-11-03T04,102,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,5,0,0,0,0,1,4,0,0,43,0,0,0,1,0,0,0
2023-11-03T05,112,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0,0
2023-11-03T06,107,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,6,1,0,0,0,0,5,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,5,1,0,0,0,5,0,0,2,1,0,1,0,0,37,0,0,0,0,0,0,0
2023-11-03T07,78,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,5,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,8,0,0,2,1,0,2,0,0,21,0,0,0,1,0,0,0
2023-11-03T08,70,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,9,0,0,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,0,1,0,0,1,0,0,17,0,0,0,1,0,1,0
2023-11-03T09,62,2,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,5,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,6,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0,0
2023-11-03T10,139,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,0,6,0,0,0,2,0,0,3,2,0,2,0,0,0,0,0,0,1,0,0,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,1,0,0,5,0,0,68,0,0,0,0,0,0,0
2023-11-03T11,126,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,4,0,0,0,0,1,1,0,0,0,0,9,0,0,0,2,0,0,4,3,1,8,0,0,0,0,3,0,2,0,0,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,9,0,0,9,1,0,6,0,0,32,0,0,1,0,0,0,0
2023-11-03T12,188,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,1,0,0,0,1,11,0,0,0,0,0,0,3,14,0,0,0,0,0,0,6,0,5,0,0,5,16,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,1,2,0,2,0,0,0,1,0,6,1,0,0,1,8,0,1,10,1,0,6,0,0,56,0,0,0,0,0,0,0
2023-11-03T13,147,5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,12,0,0,0,1,0,0,1,16,0,6,0,0,0,0,0,0,7,1,0,6,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,1,1,0,2,0,0,0,0,0,6,0,0,0,1,14,0,0,7,0,0,5,0,0,27,0,0,0,0,0,0,0
2023-11-03T14,156,2,1,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,1,24,0,0,0,1,0,0,7,16,0,8,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,1,0,1,0,0,0,2,0,4,0,0,0,0,13,0,0,18,0,1,4,0,0,22,0,0,0,0,0,0,0
2023-11-03T15,191,1,3,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,34,0,0,0,1,0,0,6,13,0,3,0,0,0,0,0,0,8,1,0,9,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,3,0,0,0,2,0,2,1,0,0,1,8,0,0,15,0,2,5,0,0,34,0,0,0,0,0,0,0
2023-11-03T16,172,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,18,1,0,0,0,1,20,0,0,0,1,0,0,8,8,0,3,0,1,1,4,0,0,3,1,0,12,6,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,0,0,0,2,0,0,0,2,0,3,0,0,0,3,8,0,0,15,0,2,3,0,0,16,0,0,0,0,0,0,0
2023-11-03T17,209,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,16,0,0,0,0,2,28,0,0,0,2,0,0,9,16,0,1,0,0,0,2,0,0,9,0,0,17,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,0,0,0,0,4,0,1,0,2,0,4,0,0,0,1,8,0,0,12,0,2,2,0,0,43,0,0,0,1,1,0,0
2023-11-03T18,215,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,5,1,0,0,0,12,0,0,0,0,1,37,0,0,0,2,0,1,9,6,0,0,0,0,0,2,0,0,2,0,0,14,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,2,0,0,0,0,3,0,0,0,1,0,3,0,0,0,1,12,0,0,11,0,1,1,0,0,62,0,0,0,1,0,0,0
