bucket,total,--,AE,AR,AT,AU,BA,BD,BE,BG,BH,BO,BR,BY,BZ,CA,CH,CI,CL,CN,CO,CY,CZ,DE,DK,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GH,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KH,KR,KZ,LA,LB,LT,LU,LV,MA,MC,MD,MK,MM,MO,MW,MX,MY,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PT,RO,RS,RU,RW,SE,SG,SK,TH,TR,TW,TZ,UA,UG,US,UZ,VE,VN,ZA,ZM,ZW
2023-12-15T02,101,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,2,13,0,0,0,6,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,1,0,0,0,2,0,1,5,0,0,0,3,0,0,0,46,0,0,0,0,0,0
2023-12-15T03,73,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,5,0,0,0,1,0,0,0,34,0,0,0,0,0,0
2023-12-15T04,123,4,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,24,0,0,0,3,1,0,0,0,0,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,6,0,1,0,1,0,0,0,51,0,0,2,1,0,0
2023-12-15T05,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,0,0,1,2,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,2,0,1,5,0,1,0,0,0,0,0,41,0,0,0,0,0,0
2023-12-15T06,101,1,0,1,0,1,0,5,0,0,0,0,0,0,0,3,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,1,1,1,0,0,0,33,0,0,1,0,0,0
2023-12-15T07,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,2,0,0,0,1,0,0,5,0,4,0,0,0,0,0,38,0,0,0,0,0,0
2023-12-15T08,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,20,0,0,0,5,2,0,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,1,0,3,0,1,0,5,1,0,7,0,1,2,1,0,0,0,30,0,1,1,0,0,0
2023-12-15T09,125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,18,0,0,0,11,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,1,0,1,0,0,8,1,2,1,0,0,0,0,53,0,1,1,0,0,0
2023-12-15T10,108,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,8,1,0,0,0,0,0,0,0,6,7,0,0,0,2,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,1,0,0,0,2,0,2,0,2,5,1,2,0,0,0,0,0,34,0,0,0,1,0,0
2023-12-15T11,80,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,13,0,0,1,9,0,0,0,0,0,1,0,0,4,3,0,0,0,3,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,1,0,1,5,0,6,1,1,0,1,0,14,0,0,0,0,0,0
2023-12-15T12,88,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,7,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,1,1,0,2,0,0,7,0,5,0,2,0,0,0,21,0,0,0,0,0,0
2023-12-15T13,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,1,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,2,0,1,7,0,18,0,2,0,0,1,22,0,0,0,0,0,0
2023-12-15T14,163,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,13,1,0,0,16,1,0,0,0,0,1,1,0,8,4,0,0,0,3,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,1,0,4,0,0,8,0,16,0,4,1,0,1,55,0,0,0,0,0,0
2023-12-15T15,121,1,1,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,9,0,0,1,17,1,0,0,0,0,1,0,1,5,6,1,0,0,3,0,0,0,2,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,18,0,2,1,0,0,16,0,0,1,0,0,0
2023-12-15T16,143,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,19,0,0,0,25,0,0,0,0,0,3,0,0,11,9,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,1,0,3,0,3,0,3,6,0,12,0,2,1,0,0,20,0,0,1,0,0,0
2023-12-15T17,147,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,9,0,0,0,24,0,0,0,0,0,4,0,0,14,14,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,1,3,0,3,0,5,6,0,15,0,3,0,0,0,21,0,0,1,0,0,0
2023-12-15T18,179,1,0,0,0,1,0,0,1,1,0,0,3,0,0,4,1,0,0,7,0,0,0,49,0,0,0,0,0,6,0,1,9,10,0,0,0,0,0,0,0,0,5,0,0,0,1,13,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,2,3,0,2,0,4,5,1,5,0,1,0,0,0,19,0,0,0,0,0,0
2023-12-15T19,196,0,0,0,0,0,2,0,1,0,0,0,2,0,0,8,0,0,0,6,0,0,0,36,0,0,0,0,0,5,0,0,8,9,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,0,1,0,4,0,2,8,0,4,2,0,0,0,0,68,0,0,0,0,0,0
2023-12-15T20,154,1,0,0,0,0,1,0,1,1,0,0,3,0,0,6,1,0,0,5,0,0,0,25,1,0,0,0,0,3,0,0,9,11,0,0,0,1,0,0,0,0,0,0,0,0,0,12,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,3,1,2,0,1,0,2,5,0,1,1,3,0,0,0,34,0,0,0,0,0,0
2023-12-15T21,140,0,0,0,1,0,0,0,1,0,0,0,2,0,0,7,1,0,0,5,0,0,0,18,1,0,0,0,0,2,0,2,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,14,0,0,0,0,0,0,2,1,0,0,0,0,1,8,0,2,1,2,0,0,0,27,0,0,0,0,0,0
2023-12-15T22,160,1,0,0,0,2,0,0,2,0,0,0,0,0,0,4,1,0,0,6,0,0,0,18,1,0,0,0,0,1,0,1,6,15,0,0,0,1,0,0,0,0,0,0,4,0,0,14,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,12,2,0,0,0,1,0,6,1,0,0,4,0,3,5,0,2,1,5,0,0,0,35,0,0,1,0,0,0
2023-12-15T23,114,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,2,0,0,5,0,0,0,11,0,0,1,0,0,0,0,1,5,12,0,0,0,0,0,0,0,0,0,0,2,1,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,2,1,0,0,2,0,2,5,0,2,0,3,0,0,0,23,0,0,2,0,0,0
2023-12-16T00,99,0,2,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,3,0,0,0,12,0,0,0,0,0,0,0,1,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,1,2,0,0,2,0,2,6,0,1,0,2,0,0,0,24,0,0,1,0,0,0
2023-12-16T01,92,1,0,0,0,0,1,1,0,1,0,0,1,0,0,9,1,0,1,6,0,0,1,7,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,1,1,0,0,3,0,1,5,0,1,0,0,0,0,0,28,0,0,0,0,0,0
2023-12-16T02,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,6,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,3,0,0,5,0,1,1,0,0,0,0,42,0,0,1,0,0,0
2023-12-16T03,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,0,5,1,0,0,0,0,1,0,0,2,5,0,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,1,5,0,0,1,3,0,0,0,38,0,0,0,0,0,0
2023-12-16T04,112,3,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,4,0,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,3,0,0,6,1,3,0,1,0,0,0,46,0,0,0,0,0,0
2023-12-16T05,129,3,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,3,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,0,5,1,3,0,0,0,0,0,73,0,0,0,1,0,0
2023-12-16T06,119,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,1,0,5,0,1,0,0,0,0,0,59,0,0,0,0,0,0
2023-12-16T07,73,1,1,0,0,2,0,0,0,0,0,0,1,0,0,6,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,3,0,0,5,0,0,0,2,0,0,0,21,0,0,0,0,0,0
2023-12-16T08,96,3,1,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,9,0,0,0,8,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,1,0,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,1,0,0,0,1,0,2,0,0,5,0,2,0,3,0,0,0,23,0,0,0,0,0,0
2023-12-16T09,89,2,0,1,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,8,0,0,0,9,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,6,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,3,0,1,0,1,5,0,1,1,1,0,0,0,17,0,0,0,0,0,0
2023-12-16T10,100,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,8,0,0,0,0,0,1,0,0,8,6,0,1,0,0,0,0,0,0,0,2,0,1,0,6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,2,0,4,0,0,5,0,1,1,2,0,1,0,22,0,1,1,1,0,0
2023-12-16T11,110,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,8,0,0,0,9,0,0,0,0,0,1,0,0,6,5,0,0,0,1,0,0,0,1,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,1,0,2,0,5,0,1,6,0,8,0,5,0,0,0,18,0,1,0,0,0,0
2023-12-16T12,113,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,12,0,0,0,0,0,1,0,0,6,5,0,0,0,2,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,2,0,3,0,2,5,0,11,1,3,0,0,0,33,0,0,0,0,0,0
2023-12-16T13,169,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,6,0,0,0,10,0,0,0,0,0,1,0,0,7,5,0,0,0,1,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,2,0,2,0,4,1,0,5,0,14,0,4,0,0,0,79,0,0,0,0,0,0
2023-12-16T14,183,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0,0,0,6,0,0,0,17,0,0,0,0,0,1,0,1,10,3,0,1,0,3,0,0,0,0,0,0,1,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,3,0,2,0,2,0,3,5,0,12,0,2,0,0,0,69,0,0,2,1,0,0
2023-12-16T15,154,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6,2,0,0,8,0,0,0,18,0,0,0,0,0,0,0,0,10,4,0,0,0,4,0,0,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,1,2,0,3,0,1,6,0,16,0,6,0,0,0,37,0,0,1,0,0,0
2023-12-16T16,172,2,1,0,0,0,1,0,1,0,0,1,4,0,0,4,0,0,0,6,0,0,0,23,0,0,0,0,0,1,0,0,12,10,0,0,0,3,0,0,0,0,0,0,1,0,2,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,3,0,1,0,2,0,4,5,0,8,0,4,0,0,0,40,0,0,0,0,0,0
2023-12-16T17,174,4,0,0,1,1,1,0,1,0,0,1,5,0,0,4,2,0,0,1,0,0,0,31,0,0,0,0,0,4,0,2,13,10,0,0,0,2,0,0,0,2,0,0,1,0,3,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,3,1,0,0,3,0,6,5,0,13,0,0,0,0,0,26,0,0,0,0,0,0
2023-12-16T18,169,2,0,0,1,0,0,0,3,0,0,0,1,0,0,1,2,0,0,4,0,0,0,30,0,0,0,0,0,4,0,2,11,12,0,0,0,1,0,0,0,2,2,0,0,0,1,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,3,1,2,0,2,0,2,5,0,10,1,2,0,0,0,30,0,0,1,0,0,0
2023-12-16T19,180,1,0,0,0,0,0,0,5,0,0,0,0,0,0,8,1,0,0,5,0,0,0,37,0,0,0,0,0,2,0,1,8,17,0,0,0,1,0,0,0,0,0,0,1,1,1,7,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,7,1,1,0,1,1,3,6,0,10,1,2,0,0,0,30,0,0,1,0,0,0
2023-12-16T20,135,1,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,0,0,3,0,0,0,27,0,0,0,0,0,1,0,1,7,14,0,0,0,3,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,7,0,0,0,5,0,2,6,0,4,2,0,0,0,0,19,0,0,0,0,0,0
2023-12-16T21,138,1,0,0,0,1,1,0,1,0,0,0,0,0,0,5,2,0,0,3,0,0,0,29,0,0,0,0,0,0,0,1,7,17,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,2,1,2,5,0,2,1,0,0,0,0,22,0,0,0,0,0,0
2023-12-16T22,142,1,0,0,0,1,1,0,1,0,0,0,1,0,0,10,2,0,0,1,0,0,0,27,0,0,0,0,0,1,0,0,4,20,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,4,2,0,0,2,0,1,5,0,2,1,0,0,0,0,29,0,0,0,0,0,0
2023-12-16T23,123,1,0,2,0,2,1,0,1,0,0,0,1,0,0,6,0,0,0,7,0,0,0,14,0,0,0,0,0,1,0,0,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,3,0,0,1,0,3,5,0,2,0,0,0,0,0,35,0,0,0,0,0,0
