bucket,total,--,AE,AF,AM,AR,AT,AU,AZ,BA,BD,BE,BF,BG,BO,BR,BW,BY,CA,CH,CI,CL,CN,CO,CR,CV,CZ,DE,DK,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GL,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KE,KG,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MD,ME,MG,MK,MM,MN,MO,MU,MW,MX,MY,NA,NG,NI,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PT,PY,QA,RO,RS,RU,RW,SA,SC,SD,SE,SG,SK,SY,TG,TH,TM,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VI,VN,ZA,ZM,ZW
2023-07-20T03,138,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,8,0,0,1,17,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,69,0,0,0,0,1,0,0,0
2023-07-20T04,93,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,12,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,2,0,44,0,0,0,0,0,0,0,0
2023-07-20T05,70,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,1,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,25,0,0,0,0,0,0,0,0
2023-07-20T06,67,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,6,0,0,0,3,0,0,0,2,0,1,0,20,0,0,0,0,0,1,0,0
2023-07-20T07,86,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,7,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,3,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,25,0,0,1,0,0,2,0,0
2023-07-20T08,95,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,8,0,0,0,0,7,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,8,0,0,0,3,0,0,0,6,1,1,0,25,0,0,1,0,0,1,0,0
2023-07-20T09,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,2,0,0,0
2023-07-20T10,58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0
2023-07-20T11,86,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,7,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,4,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,0
2023-07-20T12,96,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,8,0,0,0,0,5,0,1,0,0,0,2,0,0,2,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,0
2023-07-20T13,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,5,1,0,0,0,0,0,0,1,5,7,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,0,0,6,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0
2023-07-20T14,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,9,0,0,0,0,7,1,0,0,0,0,1,0,0,4,8,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,3,7,0,0,0,6,0,0,0,5,0,1,0,13,0,0,0,0,0,0,0,0
2023-07-20T15,147,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,10,2,0,0,0,16,1,0,0,0,0,2,0,0,11,12,1,0,0,0,0,12,0,1,0,0,4,1,0,0,0,7,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,6,0,0,0,10,0,0,1,3,0,1,0,21,0,1,0,1,0,0,0,0
2023-07-20T16,178,2,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,0,0,1,15,1,0,0,0,29,0,0,0,0,0,3,0,1,12,7,0,0,0,0,0,6,0,0,0,0,0,1,1,0,1,6,0,8,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,2,0,2,0,0,0,1,0,2,0,0,0,0,1,5,0,0,0,14,0,0,0,3,0,1,0,27,0,1,0,0,0,1,0,0
2023-07-20T17,177,4,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,5,0,0,0,18,1,0,0,0,35,0,0,0,0,0,2,0,1,5,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,10,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,4,6,0,0,0,6,0,0,0,2,0,0,0,23,0,0,0,0,0,1,0,0
2023-07-20T18,197,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,13,0,0,0,0,44,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,1,0,0,2,0,2,3,0,0,1,0,5,0,0,0,0,3,8,0,0,0,3,0,0,0,0,0,1,0,28,0,0,0,0,1,0,0,0
2023-07-20T19,172,1,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,5,1,0,0,16,0,0,0,0,26,0,0,0,0,0,2,0,0,18,17,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,8,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,2,0,1,3,0,0,0,0,1,0,0,0,0,2,7,0,0,0,3,0,0,0,0,0,0,1,26,1,0,0,0,2,0,0,0
2023-07-20T20,161,5,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,2,2,1,0,19,0,0,0,1,21,0,0,0,0,0,1,0,0,11,15,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,2,1,0,0,0,0,3,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,2,0,31,0,0,0,0,1,0,0,0
2023-07-20T21,133,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,4,1,2,19,0,0,0,0,13,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,1,5,0,0,0,3,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0
2023-07-20T22,137,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,4,0,0,0,0,10,0,0,0,0,0,2,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,5,0,0,0,2,0,0,1,0,1,0,0,65,1,0,0,0,0,0,0,1
2023-07-20T23,119,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,2,0,0,0,0,7,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,1,1,1,0,43,1,0,0,0,0,0,0,0
2023-07-21T00,77,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,34,0,0,0,0,0,1,0,0
2023-07-21T01,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,1,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,1,0,39,0,0,0,0,0,0,0,0
2023-07-21T02,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,1,0,0,0,3,0,0,0,23,1,0,0,0,1,0,0,0
2023-07-21T03,88,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,41,0,0,0,0,3,0,0,0
2023-07-21T04,85,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,5,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0
2023-07-21T05,77,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
2023-07-21T06,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,2,0,21,0,0,0,0,0,0,0,0
2023-07-21T07,92,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,1,0,0,0,7,0,0,0,0,0,3,0,1,2,6,2,0,0,0,0,4,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0
2023-07-21T08,119,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,14,0,0,0,0,9,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,9,0,0,0,1,0,0,0,40,0,0,0,0,0,1,0,0
2023-07-21T09,77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,15,0,0,0,0,7,0,0,0,0,0,2,0,0,3,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0
2023-07-21T10,106,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,0,0,0,0,5,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,4,0,0,0,2,0,0,0,35,0,0,0,0,0,1,0,0
2023-07-21T11,145,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,6,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,11,0,0,0,1,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,0,0,5,0,1,0,67,0,0,0,0,0,0,0,0
2023-07-21T12,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,11,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,3,0,1,0,20,0,0,0,0,0,0,0,0
2023-07-21T13,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,15,1,0,0,0,13,1,0,0,0,0,1,0,0,6,6,1,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,6,0,2,0,9,0,0,0,0,0,0,1,0
2023-07-21T14,163,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,17,0,0,0,0,6,0,0,0,1,0,2,0,0,7,7,0,0,0,0,0,5,0,0,0,1,0,0,4,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,7,0,0,0,0,0,2,0,0,2,0,0,1,0,2,0,0,0,0,0,9,0,0,0,10,0,0,0,8,0,2,0,50,0,1,0,0,1,0,1,0
2023-07-21T15,142,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,1,0,0,1,10,0,0,0,1,0,2,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,6,0,0,0,0,0,1,0,3,2,0,0,1,0,2,0,0,0,0,0,5,0,0,0,18,1,0,0,3,0,3,0,28,0,1,0,0,0,0,0,0
2023-07-21T16,113,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,16,0,0,0,0,0,1,0,0,7,5,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,6,0,0,0,22,0,0,0,3,0,2,0,18,0,0,0,0,0,0,0,0
2023-07-21T17,124,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,26,0,0,0,0,0,3,0,0,2,6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,6,0,0,0,17,0,0,1,1,0,0,0,24,0,0,0,0,1,0,0,0
2023-07-21T18,155,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1,0,0,4,0,0,0,0,40,0,0,0,0,0,3,0,0,10,5,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,1,0,3,1,0,0,1,0,2,0,0,0,0,0,6,0,0,0,11,0,0,0,1,0,2,0,20,0,0,0,0,0,0,0,0
2023-07-21T19,196,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,3,1,0,0,10,0,0,0,0,23,0,0,0,0,0,2,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,11,0,0,0,2,0,0,0,66,0,0,0,0,0,0,0,0
2023-07-21T20,147,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,29,0,0,0,0,0,1,0,0,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0
2023-07-21T21,130,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,3,0,0,3,1,0,0,0,22,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
2023-07-21T22,144,3,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,16,0,1,0,0,15,0,0,0,0,0,1,0,1,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,1,0,0,1,0,3,2,1,0,0,0,2,0,0,0,0,1,6,0,0,0,3,0,0,0,0,0,2,0,35,0,0,0,0,2,0,0,0
2023-07-21T23,136,4,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,4,2,0,0,13,1,0,0,1,12,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,57,0,0,0,0,0,0,0,0
2023-07-22T00,127,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,19,2,0,0,0,9,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,2,0,0,0,46,0,0,0,0,1,0,0,0
2023-07-22T01,101,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,2,17,1,0,0,0,5,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,6,0,0,0,30,0,0,0,0,1,0,0,0
2023-07-22T02,98,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,18,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,2,0,0,0,4,0,0,0,35,0,0,0,0,0,0,0,0
2023-07-22T03,113,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,9,0,0,1,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,5,0,1,0,40,0,0,0,0,0,0,0,0
2023-07-22T04,97,1,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,11,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,0,1,4,0,0,0,37,0,0,0,0,0,0,0,0
2023-07-22T05,77,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,31,0,0,0,0,1,0,0,0
2023-07-22T06,86,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,2,0,0,0,2,0,1,0,34,0,0,0,0,0,0,0,0
2023-07-22T07,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,1,0,19,0,0,0,0,0,1,0,0
