bucket,total,--,AE,AL,AR,AT,AU,AZ,BA,BD,BE,BG,BJ,BO,BR,BY,CA,CH,CL,CN,CO,CR,CV,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KH,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MK,MO,MR,MX,MY,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,SN,TH,TM,TN,TR,TW,UA,UG,US,UY,VE,VN,ZA,ZM,ZW
2023-06-02T01,75,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,0,0,27,0,0,1,0,0,0
2023-06-02T02,86,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,5,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,0,3,1,0,35,0,0,0,0,0,0
2023-06-02T03,82,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,2,0,0,0,2,0,0,31,0,0,0,1,0,1
2023-06-02T04,62,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0
2023-06-02T05,65,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,6,0,0,1,0,0,0,1,0,0,20,0,0,0,0,0,0
2023-06-02T06,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,2,0,22,0,0,0,0,0,0
2023-06-02T07,80,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,7,0,0,0,0,6,2,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,1,0,19,0,0,0,0,0,0
2023-06-02T08,92,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,15,0,0,0,0,11,1,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,4,0,0,0,0,1,0,18,0,0,1,0,0,0
2023-06-02T09,71,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,9,0,0,0,0,10,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,5,0,0,2,0,0,0,0,1,0,13,0,0,2,0,0,0
2023-06-02T10,101,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,12,0,0,0,0,9,0,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,4,0,0,0,1,3,0,22,0,0,0,1,0,0
2023-06-02T11,85,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1,3,0,0,8,0,0,0,0,0,1,0,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,2,0,0,0,4,0,1,15,0,0,1,0,0,0
2023-06-02T12,102,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,0,0,0,0,15,0,1,0,0,0,0,2,0,0,3,6,0,0,1,0,0,0,0,0,1,0,1,5,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,8,0,0,1,0,0,0,4,0,0,13,0,1,1,0,0,0
2023-06-02T13,117,3,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,11,0,0,0,0,14,0,0,0,0,0,0,2,0,0,7,4,0,0,3,0,0,0,0,0,1,0,1,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,9,0,0,5,0,0,0,5,0,0,20,0,1,2,0,0,0
2023-06-02T14,129,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,17,0,0,0,0,0,0,1,0,1,6,5,0,0,0,0,1,0,0,0,0,0,2,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,0,0,11,0,0,2,4,2,0,17,0,0,0,0,0,0
2023-06-02T15,157,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,14,0,0,0,0,12,0,0,0,0,0,0,1,0,1,7,15,0,0,6,0,1,2,0,0,1,0,2,16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,9,0,0,11,0,0,3,2,2,0,25,0,0,0,0,0,0
2023-06-02T16,162,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,20,0,0,0,0,34,0,0,0,0,0,0,2,0,0,6,8,0,0,0,0,0,2,0,0,0,0,2,16,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,12,0,0,3,2,1,0,24,0,0,0,0,0,0
2023-06-02T17,187,3,0,0,3,0,0,0,0,0,2,0,0,0,0,1,4,0,0,21,0,0,0,0,43,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,1,0,1,15,5,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,9,0,0,3,0,1,0,33,0,0,2,0,0,0
2023-06-02T18,187,4,0,0,0,1,0,0,0,0,3,0,0,0,1,0,3,0,0,20,0,0,0,0,39,0,0,0,0,0,0,3,0,0,7,20,0,0,0,0,1,0,0,0,0,0,2,7,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,9,0,0,5,0,0,1,0,1,0,21,0,1,0,0,0,0
2023-06-02T19,186,5,0,0,1,1,0,0,0,0,1,0,0,0,1,0,6,1,0,17,0,0,0,0,33,0,0,0,0,0,0,4,0,0,9,16,0,0,0,0,1,0,0,1,0,0,1,13,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,6,0,0,1,0,3,0,21,0,1,0,0,0,0
2023-06-02T20,188,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,2,0,20,0,0,0,0,30,0,0,0,0,0,0,4,0,0,12,14,0,0,0,0,0,0,0,2,0,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,23,2,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,2,6,0,0,5,0,0,3,1,0,0,24,0,0,0,0,0,0
2023-06-02T21,169,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,1,0,18,0,0,0,0,23,0,0,0,0,0,0,3,0,0,10,16,0,0,1,0,0,1,0,0,0,0,1,19,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,13,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,6,0,0,4,0,0,2,1,1,0,23,0,0,0,0,0,0
2023-06-02T22,170,3,0,0,1,0,1,0,0,0,2,0,0,1,1,1,6,1,1,11,0,0,0,0,19,0,0,0,0,0,0,1,0,0,6,15,0,0,1,0,0,1,0,1,3,0,3,19,4,1,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,8,0,0,0,0,0,0,1,0,1,0,1,0,7,0,0,0,1,6,0,0,2,0,0,2,2,1,0,28,0,0,0,0,0,0
2023-06-02T23,142,4,0,0,0,0,0,0,0,0,2,0,0,0,4,0,11,1,0,3,2,0,0,0,11,0,0,0,0,0,0,1,0,0,5,12,0,0,0,0,0,2,0,1,5,0,3,8,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,6,0,0,1,0,0,0,1,1,0,30,0,0,1,0,0,1
2023-06-03T00,104,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,8,0,0,3,0,0,0,0,9,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,1,0,0,3,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,1,0,0,38,0,0,0,1,0,0
2023-06-03T01,111,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,12,0,0,6,2,0,0,0,9,0,0,0,0,0,0,1,0,0,2,6,0,0,4,0,0,0,0,0,2,0,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,40,0,0,0,0,0,0
2023-06-03T02,143,2,0,0,1,0,2,0,0,1,0,0,0,1,1,0,8,0,1,4,2,0,0,0,5,1,0,0,0,0,0,1,0,0,1,5,0,0,3,0,0,0,0,0,2,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,5,0,0,1,0,0,0,1,0,0,69,0,0,0,0,0,0
2023-06-03T03,122,3,0,0,0,0,3,0,0,1,0,0,0,0,1,0,6,0,0,6,1,0,0,0,5,0,0,0,0,0,0,1,0,0,1,2,0,0,3,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,0,3,1,0,63,0,0,0,1,0,0
2023-06-03T04,107,2,0,0,1,0,2,0,0,2,0,0,0,0,0,0,3,0,0,7,0,0,0,0,5,0,0,0,0,0,0,1,0,0,2,8,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,4,0,0,0,1,0,0,54,0,0,0,0,0,0
2023-06-03T05,100,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,0,0,0,0,0,0,1,0,1,2,2,0,0,3,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,1,1,1,0,49,0,0,0,0,0,0
2023-06-03T06,107,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,6,0,0,2,0,0,0,1,1,0,50,0,0,0,0,0,0
2023-06-03T07,96,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,0,0,1,1,0,0,36,0,0,0,0,0,0
2023-06-03T08,115,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,13,0,0,0,0,0,0,1,0,0,4,5,0,0,2,0,0,2,0,0,3,0,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,5,0,0,0,1,0,0,42,0,0,0,0,0,0
2023-06-03T09,121,3,0,0,0,2,4,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,13,0,0,0,0,0,0,1,0,0,2,8,0,0,0,0,0,2,0,0,1,0,2,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6,0,0,6,0,0,0,1,0,0,43,0,0,1,0,0,0
2023-06-03T10,114,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,2,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,5,0,0,9,0,0,0,2,0,0,41,0,0,0,0,0,0
2023-06-03T11,117,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,13,0,0,0,0,0,0,2,0,0,5,5,0,0,1,0,0,0,0,0,0,0,1,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,7,0,0,0,2,1,0,30,0,0,0,0,0,0
2023-06-03T12,135,4,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,2,0,21,0,0,0,0,11,0,0,0,0,0,0,2,0,0,10,6,0,0,4,0,0,0,0,0,1,0,1,6,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,10,0,0,1,2,1,0,24,0,0,0,0,0,0
2023-06-03T13,129,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,24,0,0,0,0,11,0,0,1,0,0,0,2,0,0,7,5,0,0,5,0,0,0,0,0,0,0,2,7,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,5,0,0,7,0,1,1,5,4,0,17,0,0,0,0,0,0
2023-06-03T14,167,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,23,0,0,0,0,15,0,0,0,0,0,0,2,0,0,4,5,0,0,6,0,1,1,0,0,1,0,1,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,1,1,0,0,0,1,0,3,0,0,0,0,9,0,0,24,0,1,0,5,1,0,25,0,0,1,1,0,0
2023-06-03T15,181,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,1,0,22,0,0,0,0,15,0,0,0,0,0,0,3,0,0,3,7,0,0,4,0,1,1,0,0,4,0,2,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,6,1,0,0,0,0,1,0,5,0,0,0,0,9,1,0,24,0,0,0,7,1,0,28,0,0,1,0,0,0
2023-06-03T16,198,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0,0,0,0,13,0,0,0,0,0,0,2,0,0,12,8,0,0,1,0,0,0,0,0,5,0,1,14,15,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0,16,0,0,0,5,1,0,54,0,0,1,0,0,0
2023-06-03T17,189,3,1,0,1,0,0,0,0,0,1,0,0,0,3,0,3,0,0,4,0,0,0,0,23,0,0,0,0,0,0,4,0,0,8,8,0,0,0,0,0,0,5,0,2,0,0,13,16,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,0,0,0,0,4,0,2,0,1,0,1,0,2,0,0,0,1,8,0,0,13,0,0,0,3,0,0,36,0,0,1,1,0,0
2023-06-03T18,187,4,0,0,1,0,0,0,0,0,2,0,0,0,1,2,2,1,0,8,0,0,0,0,28,0,0,0,0,0,0,4,0,0,8,12,0,0,0,0,0,0,0,0,1,0,0,13,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,1,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,9,0,1,14,0,0,1,2,0,0,40,0,0,0,0,0,0
2023-06-03T19,155,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,7,1,0,0,0,24,0,0,0,0,0,0,3,0,0,7,13,1,0,2,0,0,1,8,0,1,0,1,5,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,7,0,1,11,0,0,0,1,0,0,26,0,0,0,0,0,0
2023-06-03T20,207,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1,0,7,1,0,0,0,27,0,0,0,0,0,0,4,0,0,7,19,0,0,0,0,0,1,0,0,1,0,0,11,8,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,14,0,0,6,0,0,0,1,2,0,61,0,0,0,0,0,0
2023-06-03T21,162,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,1,0,8,0,0,0,0,24,0,0,0,0,0,0,4,0,0,12,20,0,0,1,0,1,1,0,0,1,0,0,17,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,7,0,0,6,0,0,0,0,2,0,23,0,0,1,0,0,0
2023-06-03T22,126,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,22,0,0,0,0,10,0,0,0,0,0,0,3,0,0,4,10,0,0,0,0,0,0,0,0,0,0,1,8,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,7,0,0,1,0,0,0,0,0,0,27,0,0,1,0,0,0
2023-06-03T23,124,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,5,1,0,21,0,0,0,0,10,0,0,0,0,0,0,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,8,0,0,1,0,0,0,0,1,0,41,0,0,0,0,0,0
