bucket,total,--,AD,AE,AM,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GM,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JO,JP,KR,KZ,LB,LT,LU,LV,MA,MC,MD,MK,MM,MN,MO,MT,MX,MY,MZ,NA,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,TH,TM,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZW
2023-05-25T16,132,6,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,9,0,0,0,16,0,0,0,0,1,0,2,0,0,15,6,0,0,0,1,0,0,0,0,0,0,0,0,14,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,9,0,0,0,3,0,0,19,0,0,0,0,0,0
2023-05-25T17,163,2,0,1,0,0,0,1,0,0,1,1,2,0,0,1,1,2,2,0,0,0,8,0,0,0,38,0,0,0,0,0,0,3,0,0,9,10,0,0,0,3,0,0,0,0,0,1,0,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,6,0,0,12,0,2,0,2,0,0,22,0,0,0,0,0,0
2023-05-25T18,179,3,0,0,0,0,3,2,0,0,1,1,1,0,0,0,0,6,2,0,0,0,5,0,0,1,49,1,0,0,0,0,0,3,0,0,5,18,1,0,0,1,0,0,0,1,0,0,0,0,11,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,5,0,0,8,0,1,0,1,0,0,19,0,0,0,0,0,0
2023-05-25T19,176,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,6,0,0,0,37,0,0,0,0,0,0,3,0,0,12,24,0,0,0,2,1,0,0,3,0,0,0,0,16,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,6,0,0,7,0,2,0,1,0,1,18,0,0,0,0,0,0
2023-05-25T20,151,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,5,0,0,0,29,0,0,0,0,0,1,2,0,1,11,17,0,0,0,2,2,0,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,1,5,0,0,2,0,2,0,1,0,0,23,0,0,0,0,0,0
2023-05-25T21,119,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,22,0,0,0,0,0,0,1,0,1,5,10,0,0,0,1,0,0,0,0,0,0,0,1,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,6,0,0,1,0,2,0,2,0,0,23,0,0,0,0,0,0
2023-05-25T22,102,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,4,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,25,0,0,0,0,0,0
2023-05-25T23,114,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,3,1,0,0,11,0,0,0,0,0,0,3,0,0,6,9,0,0,0,1,0,0,0,0,0,1,0,0,9,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,4,0,1,33,0,0,0,0,0,0
2023-05-26T00,99,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,9,1,0,1,0,5,0,0,0,10,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,2,0,1,0,2,0,0,32,0,0,0,0,0,0
2023-05-26T01,101,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,8,0,0,1,0,6,0,0,0,11,0,0,0,0,0,0,2,0,0,2,1,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,1,0,1,0,0,38,0,0,0,0,0,0
2023-05-26T02,87,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,8,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,2,0,3,28,0,0,0,0,0,0
2023-05-26T03,72,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,0,3,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0
2023-05-26T04,58,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
2023-05-26T05,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,1,0,0,18,0,0,0,1,0,0
2023-05-26T06,86,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,1,23,0,0,0,1,1,0
2023-05-26T07,79,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,8,0,0,0,0,0,0,2,0,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,1,0,2,17,0,0,0,1,0,0
2023-05-26T08,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,9,0,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0
2023-05-26T09,71,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,4,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,6,0,0,3,0,0,0,0,0,0,12,0,0,0,1,0,0
2023-05-26T10,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,1,0,1,0,2,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0
2023-05-26T11,100,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,14,0,0,0,0,0,0,1,0,0,4,4,0,0,0,26,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,6,0,0,8,0,0,0,0,0,0
2023-05-26T12,127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,15,0,1,0,0,0,0,1,0,0,5,3,0,0,0,32,0,0,0,0,0,1,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,8,0,0,5,0,0,0,5,0,1,14,0,0,0,0,0,0
2023-05-26T13,150,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,1,0,0,2,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,7,0,1,8,0,0,0,9,0,0,49,0,0,0,0,0,0
2023-05-26T14,141,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,12,0,0,0,14,0,0,0,0,1,0,2,0,1,5,6,0,0,1,10,0,0,0,0,0,0,0,0,3,0,2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,1,8,0,0,8,0,1,0,4,0,0,28,0,0,0,1,0,0
2023-05-26T15,124,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,18,0,0,0,0,1,0,4,0,1,13,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,15,0,0,0,5,0,1,22,0,0,0,0,0,0
2023-05-26T16,166,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,14,0,0,0,30,0,0,0,0,1,0,4,0,0,9,8,0,0,0,4,1,0,0,0,0,1,0,0,9,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,13,0,0,0,1,0,0,42,0,0,0,2,0,0
2023-05-26T17,161,5,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,5,1,0,0,0,16,0,0,0,31,0,0,0,0,0,0,5,0,0,10,5,0,0,0,7,1,0,0,0,0,3,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,5,0,0,10,0,1,0,0,0,0,26,0,0,0,0,0,0
2023-05-26T18,176,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,17,0,0,0,40,0,0,0,0,0,0,5,0,0,11,10,0,0,0,3,1,0,0,0,1,1,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,6,0,0,13,0,0,0,1,0,1,21,0,0,0,0,0,0
2023-05-26T19,166,2,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,5,0,0,1,0,17,0,0,0,29,0,0,0,0,0,0,2,0,1,9,15,0,0,0,2,2,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,6,0,0,10,0,1,0,0,0,0,18,0,0,0,0,0,0
2023-05-26T20,170,4,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,2,1,0,2,0,22,0,0,0,31,0,0,0,0,0,0,3,0,0,6,17,1,0,0,0,3,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,6,0,0,4,0,3,0,0,0,2,15,1,0,0,0,0,0
2023-05-26T21,171,5,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,23,0,0,0,18,0,0,0,0,0,0,2,0,1,5,15,0,0,0,1,1,0,1,0,0,0,0,0,23,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,8,0,0,4,0,2,0,0,0,2,29,0,0,1,1,0,0
2023-05-26T22,145,1,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0,4,0,0,0,0,11,0,0,0,18,0,0,0,0,0,0,3,0,0,4,18,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,1,1,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,8,0,0,3,0,2,0,0,0,1,23,0,0,1,1,0,0
2023-05-26T23,115,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,8,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,1,0,0,5,8,0,0,0,1,0,0,0,0,0,2,0,1,5,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,7,0,0,2,0,0,0,0,0,1,27,0,0,0,1,0,0
2023-05-27T00,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0,1,0,0,30,0,0,0,0,0,0
2023-05-27T01,99,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,35,0,0,0,0,0,0
2023-05-27T02,93,3,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,6,0,0,0,0,9,1,0,0,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,7,0,0,2,0,0,0,2,0,0,27,0,0,0,0,0,0
2023-05-27T03,77,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,8,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,3,25,0,0,0,0,0,0
2023-05-27T04,80,4,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,7,0,0,2,0,0,0,1,0,1,20,0,0,0,0,0,0
2023-05-27T05,77,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,0,0,1,0,3,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,2,16,0,0,0,0,0,0
2023-05-27T06,77,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,1,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,9,1,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,2,5,0,0,2,0,0,0,1,0,0,20,0,0,0,0,0,0
2023-05-27T07,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,6,2,0,0,2,4,0,0,1,0,0,0,0,0,9,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,2,0,0,14,0,0,0,0,0,0
2023-05-27T08,77,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,2,0,0,2,2,0,0,0,4,1,0,1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,2,0,1,12,0,0,0,0,0,0
2023-05-27T09,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,7,0,0,5,4,0,0,2,0,1,0,1,0,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,1,0,0,16,0,0,0,1,0,0
2023-05-27T10,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,9,0,0,0,0,0,0,4,0,0,2,4,0,0,0,3,0,0,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,1,5,0,0,3,0,0,0,1,0,0,17,0,0,0,0,0,1
2023-05-27T11,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,13,0,0,0,0,0,0,3,0,0,3,8,0,0,0,1,0,0,1,0,0,0,0,0,6,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,5,0,0,5,0,0,0,5,0,1,14,0,0,0,1,0,0
2023-05-27T12,140,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,1,0,27,0,0,0,8,0,0,0,0,0,0,1,0,0,9,9,0,0,0,2,0,0,0,0,0,1,0,0,8,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,1,6,0,0,9,0,0,1,3,0,0,24,0,0,1,1,0,0
2023-05-27T13,165,3,0,0,0,1,0,0,1,0,0,0,0,2,0,1,2,6,0,0,0,0,22,0,0,0,8,0,0,0,0,0,0,1,0,0,7,10,0,0,0,4,0,0,0,0,1,4,0,0,8,0,6,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,1,0,5,0,0,0,1,7,0,0,10,0,0,1,8,0,0,29,0,0,1,0,0,0
2023-05-27T14,153,3,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,3,0,0,0,0,24,0,0,0,11,0,0,0,0,0,0,2,0,0,9,7,0,0,0,3,0,0,0,0,0,3,0,0,6,0,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,3,0,3,0,1,0,1,1,3,0,0,0,1,5,0,0,14,0,0,0,6,0,0,20,0,0,0,0,0,0
2023-05-27T15,181,3,0,0,0,0,1,0,2,0,0,0,0,0,0,2,3,0,0,0,2,0,20,0,0,0,10,0,0,0,0,0,0,5,0,0,5,15,0,0,0,7,0,0,0,0,1,1,0,0,17,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,2,0,3,0,1,0,1,0,4,0,0,0,0,6,0,0,15,0,0,0,6,0,1,27,0,0,0,1,1,0
2023-05-27T16,186,3,0,1,0,0,0,1,1,0,0,0,1,0,0,5,0,1,1,0,2,0,16,0,0,0,16,0,0,0,0,0,0,6,0,0,8,11,0,0,0,3,0,0,0,0,0,2,0,0,12,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,1,0,2,0,1,0,2,0,6,0,0,0,1,7,0,0,20,0,1,0,8,0,1,26,0,0,0,1,1,0
2023-05-27T17,165,4,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,2,1,0,3,0,16,0,0,0,16,0,0,0,0,0,1,3,0,0,4,11,0,0,0,1,0,1,0,0,1,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,1,0,0,0,5,0,0,0,3,7,0,0,13,0,1,0,1,0,0,38,0,0,0,0,0,0
2023-05-27T18,151,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,1,0,1,0,22,0,0,0,26,0,0,0,0,0,0,3,0,0,5,6,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,4,0,3,0,1,0,3,0,0,0,3,6,0,0,8,0,1,0,1,0,1,15,0,0,0,0,0,0
2023-05-27T19,171,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,23,0,0,2,31,1,0,0,0,0,0,4,0,0,6,10,0,0,0,1,0,0,1,0,0,2,0,0,9,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,1,10,0,0,8,0,0,0,0,0,0,20,0,0,0,2,0,0
2023-05-27T20,180,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,23,0,0,0,30,0,0,0,0,0,0,3,0,0,8,16,0,0,0,0,0,0,1,1,0,2,0,0,11,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,3,12,0,0,2,0,0,0,1,0,1,21,0,0,0,1,0,0
2023-05-27T21,160,6,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,5,2,0,0,0,15,0,0,2,18,0,0,0,0,0,0,1,0,1,6,11,0,0,0,0,0,0,0,1,0,0,0,0,12,0,8,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,1,11,0,0,9,0,1,0,0,0,0,19,0,0,1,0,0,0
2023-05-27T22,132,3,0,0,0,0,3,0,1,0,1,0,0,1,0,2,0,6,1,0,1,0,11,0,0,0,11,0,0,0,1,0,0,1,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,9,0,0,6,0,0,0,0,0,1,26,0,0,0,0,0,0
2023-05-27T23,107,2,0,0,0,0,3,1,0,0,1,0,1,0,0,1,0,3,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,1,0,1,4,11,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,7,0,0,3,0,0,0,0,0,0,28,0,0,0,0,0,0
