bucket,total,--,AE,AL,AR,AT,AU,AZ,BA,BD,BE,BG,BR,BY,CA,CH,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,EC,EE,EG,ES,ET,FI,FR,GB,GH,GR,HK,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JP,KE,KR,KZ,LB,LT,LU,LV,MA,MK,MM,MX,MY,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PS,PT,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,SV,SY,TH,TN,TR,TW,UA,US,UY,VN,ZA,ZM
2023-09-08T10,75,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,17,0,0,0,0,0,7,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,3,1,14,0,0,0,0
2023-09-08T11,129,2,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,0,12,0,0,0,0,0,4,1,0,0,0,0,1,0,3,5,0,0,2,1,0,0,0,1,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,1,5,0,58,0,0,0,0
2023-09-08T12,113,3,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,14,0,0,0,0,0,12,2,0,0,0,0,0,1,6,2,0,0,5,1,0,0,0,0,0,0,0,3,9,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,3,0,0,0,0,1,0,0,0,1,9,0,0,0,0,1,0,0,3,0,24,0,0,0,0
2023-09-08T13,104,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,0,9,1,0,0,0,1,0,0,3,5,0,0,4,0,2,0,0,0,0,0,0,2,0,0,3,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,9,0,0,5,0,21,0,0,0,0
2023-09-08T14,113,3,0,0,0,0,1,0,0,0,1,1,0,0,3,2,0,0,15,0,0,0,0,0,13,0,0,0,0,2,0,3,3,4,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,5,0,0,0,0,12,0,0,6,0,17,0,0,0,0
2023-09-08T15,134,2,1,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,15,0,0,0,0,0,15,0,0,0,0,6,0,0,6,7,0,0,7,1,0,0,0,0,0,0,0,6,0,0,3,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,5,0,1,0,0,13,0,1,8,0,19,0,0,0,0
2023-09-08T16,127,2,2,0,1,2,1,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,15,1,0,0,0,2,0,0,6,9,0,0,2,1,0,0,0,0,0,0,0,11,0,0,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,5,0,0,0,0,16,0,0,5,0,16,0,0,0,0
2023-09-08T17,142,4,0,0,0,1,0,0,0,0,1,0,1,1,4,1,0,0,3,0,0,0,0,0,25,0,0,0,0,5,1,0,7,17,0,0,1,1,0,0,0,0,0,0,0,8,0,0,3,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,1,5,0,0,0,0,12,0,0,3,1,18,0,0,0,0
2023-09-08T18,148,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,38,0,0,0,0,4,0,0,9,15,0,1,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16,1,0,0,2,0,0,0,5,0,2,0,0,4,0,0,0,1,5,0,0,0,0,5,0,1,1,0,15,0,0,0,0
2023-09-08T19,130,1,0,0,0,2,0,0,0,0,2,0,1,0,4,3,1,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,4,13,0,1,1,1,0,0,0,1,0,0,0,10,0,0,4,0,0,1,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,5,0,0,0,0,4,0,1,1,0,21,0,0,0,0
2023-09-08T20,159,2,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,25,0,0,0,0,1,0,1,7,9,0,0,1,0,0,0,0,0,0,0,0,12,0,0,3,0,0,2,0,0,0,0,0,1,0,0,14,2,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,5,0,0,0,0,3,0,0,1,0,54,0,0,0,0
2023-09-08T21,115,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,24,0,0,0,0,1,0,1,4,9,0,0,0,1,0,0,0,0,0,1,0,14,0,0,2,0,0,1,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,2,7,0,0,0,0,0,0,0,2,0,19,0,0,0,0
2023-09-08T22,102,1,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,19,0,0,0,0,2,0,1,6,10,0,0,1,1,0,0,0,0,0,0,0,9,0,0,1,0,0,2,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,5,0,0,0,0,1,0,0,1,0,20,0,0,0,0
2023-09-08T23,79,1,0,1,0,0,1,0,1,0,0,0,3,0,6,2,0,0,3,0,0,0,0,0,6,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,19,0,0,0,0
2023-09-09T00,110,2,0,0,2,0,0,0,0,0,0,0,2,0,7,1,4,0,5,0,0,0,0,0,4,0,0,0,0,2,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,1,0,53,0,0,0,0
2023-09-09T01,71,1,0,0,3,0,0,0,0,0,0,0,2,0,5,0,2,0,3,0,0,0,0,0,7,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,1,2,0,27,0,0,0,0
2023-09-09T02,84,1,0,0,1,0,1,0,0,0,0,0,2,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,2,0,1,2,0,30,0,1,0,0
2023-09-09T03,83,2,0,0,1,1,1,0,0,1,0,0,4,0,13,1,0,0,5,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,0,0,0,0,3,0,0,3,1,22,0,0,0,0
2023-09-09T04,96,2,1,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,13,0,0,0,0,0,6,0,0,0,0,1,0,0,2,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,4,0,0,4,0,34,0,0,0,0
2023-09-09T05,64,1,0,0,1,1,1,0,0,0,0,1,0,0,6,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,2,0,0,3,0,10,0,0,0,0
2023-09-09T06,81,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,5,0,2,0,0,2,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,3,0,25,0,1,0,0
2023-09-09T07,78,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,12,0,0,0,0,0,2,0,0,0,0,1,0,1,1,2,0,0,2,0,1,0,0,2,0,0,0,4,1,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,0,5,0,0,0,0,2,0,0,3,0,21,0,0,0,0
2023-09-09T08,84,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,15,0,0,0,0,0,10,0,0,0,0,2,0,0,3,3,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,5,0,0,0,0,2,0,0,4,1,17,0,0,0,0
2023-09-09T09,86,2,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,14,0,0,0,0,0,7,0,0,0,0,5,0,0,9,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,8,0,0,4,0,10,0,0,0,0
2023-09-09T10,98,1,0,0,0,1,0,0,0,1,0,0,2,0,1,2,0,0,6,0,0,0,0,0,6,0,0,1,0,4,0,0,4,2,0,0,2,0,1,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,5,0,0,0,0,6,0,0,5,0,34,0,0,0,0
2023-09-09T11,90,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,7,0,0,2,0,4,0,0,2,5,0,0,2,1,0,0,0,0,0,0,0,2,0,0,4,1,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,1,0,3,0,1,0,0,5,0,0,0,0,8,0,0,7,1,14,0,0,0,0
2023-09-09T12,89,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,7,1,0,1,0,1,0,0,4,3,0,0,5,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,8,0,0,10,0,17,0,0,0,0
2023-09-09T13,94,1,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,3,0,0,0,0,1,10,1,0,0,0,1,0,0,3,8,0,0,5,0,1,0,0,1,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,1,8,0,14,0,0,0,0
2023-09-09T14,118,2,0,0,0,0,1,0,0,0,1,0,1,0,3,1,0,0,2,0,0,0,0,1,14,0,0,0,0,5,0,0,3,8,0,0,5,0,0,0,0,3,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,15,0,0,5,0,18,0,0,0,0
2023-09-09T15,114,1,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,6,0,0,1,0,3,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,2,0,2,0,0,3,0,0,0,0,5,0,0,0,0,17,0,0,7,0,20,0,0,0,0
2023-09-09T16,151,2,0,0,3,1,0,0,0,0,2,0,1,0,5,0,0,0,19,0,0,0,0,1,15,0,0,1,0,3,0,0,6,4,0,0,3,0,1,0,0,0,1,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,6,0,0,0,2,5,0,0,0,0,16,0,0,5,0,29,0,0,0,0
2023-09-09T17,135,2,0,0,1,1,0,0,0,0,2,1,0,0,3,2,1,0,16,0,0,0,0,1,15,0,0,0,0,5,0,0,5,9,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,3,0,0,1,0,2,0,0,0,1,5,0,0,0,0,10,0,0,6,0,21,0,0,0,0
2023-09-09T18,147,1,0,0,0,0,0,0,0,0,2,0,1,0,7,1,0,0,15,0,0,0,0,0,27,0,0,0,0,4,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0,1,10,1,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,1,5,0,0,0,0,9,0,1,2,0,24,0,0,0,0
2023-09-09T19,143,2,0,0,0,1,0,0,0,0,0,0,1,0,9,0,0,0,16,0,0,0,0,0,24,0,0,0,0,4,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,5,0,0,0,0,4,0,1,2,0,18,0,0,0,0
2023-09-09T20,134,2,0,0,1,0,0,0,0,0,0,1,0,0,9,0,0,0,17,0,0,0,0,0,16,0,0,0,0,1,0,1,5,7,0,0,1,0,0,0,1,1,0,0,0,7,0,0,3,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,3,0,1,0,0,1,1,0,0,1,5,0,0,0,0,7,0,2,3,0,21,0,0,0,0
2023-09-09T21,118,1,0,0,1,0,1,0,0,0,0,1,1,0,7,2,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,1,6,9,0,0,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,2,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6,0,0,0,0,4,0,2,1,0,18,0,0,0,0
2023-09-09T22,112,2,0,0,0,0,1,0,0,0,0,1,1,0,8,1,0,0,16,0,0,0,0,1,11,0,0,0,0,2,0,1,5,7,0,0,1,0,0,0,0,0,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,4,0,1,1,1,23,0,0,0,0
2023-09-09T23,113,1,0,0,0,1,0,0,0,0,0,0,2,0,8,0,1,0,19,0,0,0,0,0,8,0,0,0,0,2,0,0,2,6,0,1,2,0,1,0,0,0,0,1,0,6,0,0,3,0,0,2,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,1,0,30,0,0,0,0
