bucket,total,--,AE,AL,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BH,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CV,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,HK,HR,HU,ID,IE,IL,IN,IR,IS,IT,JP,KE,KG,KH,KR,KZ,LA,LB,LK,LT,LU,LV,LY,MA,MD,MK,MM,MO,MX,MY,NA,NG,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RE,RO,RS,RU,RW,SA,SC,SE,SG,SI,SK,TH,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,WS,ZA,ZM,ZW
2023-03-02T14,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,12,1,0,0,0,0,0,4,0,0,11,5,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,2,6,0,0,9,0,0,8,0,0,0,18,0,0,0,1,0,0,0,0
2023-03-02T15,125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,1,0,0,0,0,20,2,1,0,0,0,0,2,0,0,8,7,0,0,0,5,0,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,9,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0
2023-03-02T16,128,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,14,1,0,0,0,0,23,2,0,0,0,0,0,5,0,0,12,6,0,0,0,3,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5,0,0,0,4,5,0,0,9,0,1,2,0,0,0,13,0,0,0,0,0,1,0,0
2023-03-02T17,164,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,36,0,0,0,0,2,21,0,0,0,0,0,0,4,0,0,18,8,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,0,0,4,0,0,0,3,6,0,0,5,0,1,1,0,0,0,14,0,0,0,0,0,0,0,0
2023-03-02T18,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,17,0,0,0,0,3,49,1,0,0,0,0,0,6,0,1,17,22,0,0,0,2,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,8,5,0,0,7,0,1,1,0,0,0,28,0,0,0,0,0,0,0,0
2023-03-02T19,256,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,1,1,0,13,0,0,0,0,1,68,1,0,0,0,0,0,5,0,0,8,39,0,0,0,3,0,0,0,3,0,3,0,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,5,0,1,0,0,1,0,4,0,0,0,9,7,0,0,2,0,2,0,0,1,0,24,0,0,0,0,0,3,0,0
2023-03-02T20,213,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,4,0,0,16,0,0,0,0,0,40,0,0,0,0,0,0,6,0,0,15,23,0,0,1,1,0,0,0,0,0,3,0,0,15,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,0,0,7,7,0,0,3,0,2,0,0,1,0,23,0,0,0,1,0,1,0,0
2023-03-02T21,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,14,0,0,0,0,0,31,0,0,0,0,0,0,5,0,0,11,15,0,0,1,1,0,0,0,0,0,2,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,3,6,0,0,2,0,1,0,0,1,0,21,0,0,0,1,0,1,0,0
2023-03-02T22,152,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,0,2,1,0,8,11,0,0,2,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,1,2,0,3,0,0,0,0,4,2,0,0,1,5,0,0,2,0,2,0,0,1,0,33,0,0,0,1,0,0,0,0
2023-03-02T23,144,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,13,0,0,0,10,1,0,0,0,0,14,0,0,0,0,0,0,3,1,0,4,10,0,0,1,1,0,0,0,0,0,1,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,5,0,0,2,0,1,0,0,0,0,37,0,0,0,2,0,0,0,0
2023-03-03T00,135,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,16,0,1,0,1,1,0,0,0,0,8,0,0,0,0,0,0,2,0,0,3,9,0,0,0,0,0,0,1,1,0,1,0,0,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,0,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0,6,0,0,1,0,1,1,0,0,0,49,0,0,0,0,0,0,0,0
2023-03-03T01,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,7,0,0,1,0,1,0,0,1,0,45,0,0,0,0,0,0,0,0
2023-03-03T02,211,6,0,0,0,1,0,5,0,0,0,0,0,1,0,3,0,16,1,0,0,5,9,0,0,1,0,11,0,1,0,0,0,0,1,0,0,5,8,0,0,0,3,0,0,0,2,0,2,1,1,1,4,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,1,0,0,3,0,6,1,0,0,0,8,1,0,2,0,0,0,1,0,0,79,0,0,1,0,0,0,1,0
2023-03-03T03,133,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,1,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,3,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,3,0,0,1,0,0,0,74,0,0,0,0,0,0,1,0
2023-03-03T04,89,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,17,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
2023-03-03T05,68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,18,0,0,0,1,0,0,0,0
2023-03-03T06,95,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,1,0,1,1,0,0,0,22,0,0,0,0,0,0,0,0
2023-03-03T07,78,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,1,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0
2023-03-03T08,95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,3,3,0,0,0,1,0,0,1,0,0,4,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,2,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0
2023-03-03T09,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,3,1,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,1,5,0,0,2,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0
2023-03-03T10,78,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,6,0,0,4,0,0,0,0,1,0,16,0,0,0,0,0,1,0,0
2023-03-03T11,97,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,3,0,0,0,0,1,14,0,0,0,0,0,0,1,0,0,5,3,0,0,0,3,0,0,0,0,0,4,0,0,7,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,6,0,0,2,0,0,4,0,1,0,15,0,0,0,0,0,0,0,0
2023-03-03T12,122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,7,6,0,0,0,3,0,1,0,0,0,4,1,0,3,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,6,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,2,0,1,5,0,0,1,0,0,4,0,1,0,26,0,0,0,0,0,0,0,0
2023-03-03T13,120,2,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,1,0,0,0,5,0,0,0,0,0,29,0,1,0,0,0,0,2,0,0,6,7,0,0,0,1,0,1,0,0,0,4,1,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,2,0,1,3,0,2,0,18,0,0,0,1,0,0,0,0
2023-03-03T14,134,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,3,0,0,0,11,0,0,0,0,0,20,0,0,0,0,0,0,3,0,1,6,3,0,0,0,12,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,7,0,0,9,0,2,8,0,0,0,19,0,0,0,0,0,0,0,0
2023-03-03T15,132,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,24,0,0,0,0,0,0,5,0,1,5,9,0,0,0,2,0,0,0,0,0,3,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,1,0,0,1,0,3,0,0,0,2,5,0,0,10,0,0,2,0,0,0,23,0,0,0,0,0,0,0,0
2023-03-03T16,132,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,1,0,4,0,0,0,0,0,30,0,1,0,0,0,0,9,0,0,7,11,0,0,0,1,0,0,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,3,0,1,0,0,0,0,5,0,0,0,2,5,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
2023-03-03T17,156,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,3,1,0,0,3,0,0,0,0,0,34,0,1,0,0,0,0,6,0,0,13,10,0,0,0,1,0,0,0,0,0,3,1,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,4,0,1,0,0,0,0,4,0,0,0,2,5,0,0,11,0,0,1,0,1,0,14,0,0,0,0,0,0,0,0
2023-03-03T18,183,1,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,5,0,0,0,6,0,0,0,0,0,45,0,0,0,0,0,0,11,0,0,10,14,0,0,0,3,0,0,1,0,0,0,1,0,14,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,3,0,2,0,0,0,0,6,0,0,0,1,7,0,0,6,0,0,1,0,1,0,19,0,0,0,0,0,1,0,0
2023-03-03T19,166,1,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,8,0,1,0,2,0,0,0,0,0,43,0,0,0,0,0,0,5,0,0,10,10,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,4,0,1,0,0,1,0,5,0,0,0,2,6,0,0,3,0,3,1,0,0,0,24,0,0,1,1,0,0,0,0
2023-03-03T20,164,1,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,5,0,0,0,5,0,0,0,0,0,36,0,0,0,0,0,0,3,0,0,13,16,0,0,0,2,0,0,1,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,1,3,0,0,0,0,1,0,2,0,0,0,2,9,0,0,1,0,2,0,0,1,0,21,0,0,1,1,0,0,0,0
2023-03-03T21,182,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,5,1,0,0,4,1,0,0,0,0,32,0,0,0,0,0,1,5,0,0,12,12,0,0,0,2,0,0,3,1,0,0,0,0,17,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,4,0,0,0,0,2,0,4,0,0,0,1,10,0,0,0,0,1,0,0,0,0,33,0,0,2,0,0,0,0,0
2023-03-03T22,180,1,0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,5,2,1,0,18,1,0,0,0,0,26,0,0,0,0,0,0,4,0,0,13,12,0,0,0,1,0,0,2,0,0,3,0,0,18,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,1,0,0,1,0,3,0,0,0,3,8,0,0,0,0,1,2,0,0,0,23,0,0,1,0,0,0,0,0
2023-03-03T23,154,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,8,2,0,0,10,0,0,0,0,0,24,0,0,0,0,0,0,4,0,0,9,10,0,0,1,0,0,0,1,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,3,8,0,0,0,1,2,2,0,0,0,29,0,0,0,0,0,0,0,0
2023-03-04T00,128,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,14,1,2,0,9,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,4,9,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,1,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0
2023-03-04T01,114,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,1,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,2,5,0,0,1,2,0,0,0,0,0,1,0,0,8,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
2023-03-04T02,114,1,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,12,1,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,7,0,0,1,0,0,2,0,1,0,36,0,0,0,1,0,0,0,0
2023-03-04T03,96,1,1,0,0,1,0,1,0,0,0,0,1,0,0,4,0,12,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0
2023-03-04T04,83,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,3,4,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,28,0,0,0,1,0,0,0,0
2023-03-04T05,122,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,13,0,1,0,8,1,0,0,0,0,6,0,0,0,0,0,0,2,0,0,3,7,0,0,0,1,0,0,0,0,0,1,1,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,1,7,0,0,0,0,1,4,0,0,0,33,0,0,0,1,1,0,0,0
2023-03-04T06,70,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,6,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,0,0,20,0,0,0,0,1,0,0,0
