bucket,total,--,AE,AL,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BO,BR,BW,BY,CA,CH,CI,CL,CM,CN,CO,CR,CY,CZ,DE,DK,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KR,KZ,LA,LB,LT,LU,LV,MA,ME,MK,MM,MN,MU,MX,MY,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,SO,SR,SY,TG,TH,TR,TW,UA,UG,US,UY,UZ,VE,VN,ZA
2023-09-15T03,78,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,1,0,0,4,1,0,0,0,2,0,0,1,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,4,0,0,26,0,1,0,0,0
2023-09-15T04,87,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,1,1,2,0,0,31,0,1,0,0,0
2023-09-15T05,71,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,19,0,0,1,0,0
2023-09-15T06,78,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,16,0,0,0,0,4,2,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,22,0,0,0,1,0
2023-09-15T07,100,2,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,15,0,0,0,0,8,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,7,0,0,0,0,0,2,0,2,0,0,24,0,0,1,3,0
2023-09-15T08,90,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,14,0,0,0,0,4,0,0,1,0,1,5,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,1,3,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,5,0,0,14,0,0,0,2,0
2023-09-15T09,80,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,13,0,0,0,0,9,0,0,0,0,1,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,1,6,0,0,0,0,0,2,0,1,1,0,11,0,0,0,0,0
2023-09-15T10,88,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,17,0,0,0,0,13,0,0,0,0,0,2,0,0,2,4,0,0,0,1,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,1,3,1,10,0,0,0,0,0
2023-09-15T11,127,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,19,0,0,0,2,11,0,0,0,0,0,2,0,0,1,4,0,0,0,13,0,1,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,4,0,1,22,0,1,0,0,0
2023-09-15T12,130,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,18,0,0,0,3,10,0,0,0,0,0,2,0,0,6,2,0,0,1,5,0,1,0,0,0,3,0,0,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,8,0,0,23,0,1,0,0,0
2023-09-15T13,130,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,23,0,0,0,0,6,0,0,0,0,0,2,0,0,6,1,0,0,1,7,0,0,0,0,0,1,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,9,0,6,1,0,19,0,0,0,0,0
2023-09-15T14,121,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,15,0,0,0,0,9,1,0,0,0,0,3,0,0,2,4,0,0,1,4,0,1,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,15,0,5,3,0,18,0,0,0,0,0
2023-09-15T15,178,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,8,1,0,0,0,21,0,0,0,0,14,0,0,0,0,0,5,0,0,10,5,0,0,0,4,0,0,0,0,1,1,0,0,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,5,0,4,1,0,0,0,2,0,0,0,2,7,0,0,0,0,0,18,0,5,2,0,26,0,0,0,0,0
2023-09-15T16,172,2,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,21,0,0,0,0,11,1,0,1,0,0,4,0,0,10,6,0,0,0,3,0,0,0,0,1,1,0,0,13,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,4,1,0,0,1,3,0,1,1,2,8,0,0,0,0,0,16,1,5,0,0,25,0,0,0,0,0
2023-09-15T17,160,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,19,0,0,0,0,22,0,0,0,0,0,4,0,0,12,6,0,0,1,1,0,0,0,0,1,2,0,0,17,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,2,5,0,0,0,0,0,16,1,2,0,0,19,0,0,0,0,0
2023-09-15T18,206,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,23,0,0,0,0,41,2,0,0,0,0,7,0,0,14,6,0,0,0,1,0,2,0,0,0,3,0,0,15,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,12,2,0,0,0,0,0,4,1,0,0,0,3,0,0,0,5,5,0,0,0,0,0,9,2,1,0,0,32,0,0,0,0,0
2023-09-15T19,172,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,1,0,1,0,18,0,0,0,0,29,0,0,0,0,0,4,0,0,8,10,0,0,0,1,0,1,0,0,0,0,0,0,19,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,1,0,0,0,1,0,3,1,0,0,0,2,0,0,0,1,5,0,0,0,0,0,8,3,1,0,0,20,0,0,0,0,0
2023-09-15T20,163,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,1,0,1,0,16,0,0,0,0,20,0,0,0,0,0,4,0,0,12,6,0,0,0,2,0,1,0,0,0,1,0,0,22,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,14,1,0,0,0,1,0,4,1,0,0,0,1,0,0,0,2,5,0,0,0,0,0,1,3,1,0,0,24,0,0,0,0,0
2023-09-15T21,182,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,0,1,0,17,0,0,0,1,20,0,0,0,0,0,4,0,0,10,13,0,0,0,1,0,1,0,0,0,4,0,0,22,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,1,1,4,1,0,1,0,2,0,1,0,1,7,0,0,0,0,0,1,2,3,0,0,27,0,0,0,3,0
2023-09-15T22,151,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,9,0,0,0,0,17,0,0,0,0,0,6,0,0,6,10,0,0,0,1,0,0,1,0,0,2,0,1,16,8,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0,2,5,0,0,0,0,0,1,1,2,0,0,23,0,0,0,2,0
2023-09-15T23,134,3,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,11,0,0,1,0,8,0,0,0,0,4,0,0,0,0,0,2,0,0,7,6,0,0,1,2,0,0,1,0,0,2,0,2,10,8,4,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,1,0,0,31,0,0,0,1,0
2023-09-16T00,99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,7,0,0,0,0,5,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,1,5,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,0,0,1,0,1,1,0,35,0,0,0,0,0
2023-09-16T01,91,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,1,0,0,2,6,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,2,0,2,0,0,35,0,0,0,1,0
2023-09-16T02,93,4,0,0,1,1,1,0,0,0,1,0,0,0,2,0,1,7,0,0,0,0,5,1,0,0,0,3,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,1,0,2,0,0,38,0,0,0,1,0
2023-09-16T03,91,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,7,0,0,0,0,6,1,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,6,1,0,0,0,0,0,0,2,0,0,31,0,0,0,0,0
2023-09-16T04,78,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,2,0,1,0,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,2,0,0,27,0,0,0,0,0
2023-09-16T05,79,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,0,1,0,6,0,0,0,0,6,0,0,0,0,0,1,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,2,0,0,27,0,0,0,0,0
2023-09-16T06,95,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,8,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,2,0,0,3,2,0,0,0,6,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,3,0,1,1,0,25,0,0,0,0,0
2023-09-16T07,79,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,2,0,3,1,0,0,0,5,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,2,6,0,0,0,0,0,6,0,2,0,0,20,0,0,0,0,1
2023-09-16T08,88,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,8,1,0,0,0,9,2,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,10,0,0,0,0,0,1,0,2,0,0,24,0,0,0,0,0
2023-09-16T09,85,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,8,1,0,0,0,8,0,0,0,0,0,3,0,1,5,3,0,0,0,2,0,0,1,0,0,1,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,0,0,0,0,4,0,0,24,0,0,0,0,0
2023-09-16T10,93,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,11,0,0,0,0,1,4,0,1,5,5,0,0,0,4,0,1,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,3,0,3,0,0,22,0,0,0,2,0
2023-09-16T11,90,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,2,0,0,0,0,7,0,0,0,0,1,1,1,2,5,4,0,0,0,3,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,3,5,0,0,0,0,0,3,0,4,0,0,19,0,0,0,2,0
2023-09-16T12,118,2,0,0,0,0,5,0,0,0,0,1,2,0,0,1,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,3,0,1,4,9,0,0,0,4,0,1,0,1,0,2,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,1,5,2,0,0,0,0,6,0,5,0,0,25,0,0,1,2,0
2023-09-16T13,113,2,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,1,0,0,0,0,2,0,1,4,9,0,0,0,4,0,2,0,0,0,1,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,3,2,0,0,1,2,0,0,0,1,5,0,0,0,0,0,6,0,4,0,0,19,0,0,0,2,0
2023-09-16T14,122,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,3,1,0,0,0,6,0,0,0,0,10,1,0,0,0,0,2,0,0,8,6,0,0,0,4,0,1,0,0,1,0,0,0,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,1,0,0,0,3,2,0,0,3,5,0,0,0,0,0,10,0,6,1,0,24,0,0,0,0,1
2023-09-16T15,145,4,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,9,0,0,0,1,10,0,0,0,0,0,4,0,0,12,7,0,0,0,3,0,1,1,0,0,1,0,0,15,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,14,0,6,0,0,24,0,0,0,0,0
2023-09-16T16,139,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,2,0,4,0,0,0,0,13,0,0,0,0,0,5,0,0,5,4,0,0,0,1,0,0,1,1,0,1,0,0,16,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,18,1,8,0,0,23,0,0,0,0,0
2023-09-16T17,154,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,6,0,0,0,0,15,0,1,0,0,0,3,0,0,9,8,0,0,0,2,0,1,1,0,0,2,0,0,16,0,3,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,3,6,0,0,0,0,0,17,0,2,0,0,31,0,0,0,0,1
2023-09-16T18,169,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,2,0,1,0,4,0,0,0,1,24,0,0,0,0,0,2,0,0,7,9,0,0,0,1,0,1,1,1,1,3,0,0,9,3,3,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,13,2,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,5,0,0,0,0,0,12,1,2,0,0,38,0,0,0,0,0
2023-09-16T19,152,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,1,0,6,0,0,0,0,25,0,0,0,0,0,2,0,0,11,10,0,0,0,2,0,0,0,0,1,3,0,0,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,10,1,1,0,0,26,0,0,0,0,0
2023-09-16T20,146,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,3,0,0,1,0,23,0,0,0,0,0,3,0,0,14,12,0,0,0,1,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,13,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,1,1,1,0,0,31,0,0,0,0,0
2023-09-16T21,129,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,8,1,0,0,0,5,1,0,0,0,17,0,0,0,0,0,3,0,0,8,10,0,0,0,2,0,0,0,0,0,2,0,0,8,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,2,5,0,0,0,0,0,3,1,1,0,0,21,0,0,0,0,0
2023-09-16T22,117,3,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,8,0,0,0,0,8,0,0,0,0,0,2,0,0,4,11,0,0,0,1,0,0,0,0,0,2,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,3,1,0,1,0,3,0,0,0,3,6,0,0,0,0,0,1,0,1,0,0,29,0,0,0,0,0
2023-09-16T23,116,2,0,0,1,0,1,0,0,0,0,1,0,0,4,0,0,11,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,3,0,0,6,7,0,0,0,4,0,0,0,0,0,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,1,5,0,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0
