bucket,total,--,AE,AM,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CV,CW,CZ,DE,DK,DO,EC,EE,EG,ES,ET,FI,FR,GB,GE,GR,GT,HK,HR,HU,ID,IE,IL,IM,IN,IQ,IR,IS,IT,JO,JP,KE,KG,KH,KM,KR,KZ,LA,LB,LK,LT,LU,LV,MA,MC,MD,ME,MK,MM,MN,MO,MR,MU,MW,MX,MY,NG,NL,NO,NP,NZ,PA,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SC,SD,SE,SG,SI,SK,SV,TH,TR,TW,TZ,UA,UG,US,UY,VE,VN,ZA,ZW
2023-07-27T11,98,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,10,0,0,0,0,0,8,0,0,0,0,0,1,0,0,7,2,0,0,0,11,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,9,0,0,0,21,0,0,0,0,0
2023-07-27T12,114,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,10,0,0,0,0,0,9,0,1,0,0,0,0,0,0,7,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,10,0,1,0,1,0,18,0,0,0,1,0
2023-07-27T13,144,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,18,0,0,0,0,2,13,1,0,0,0,0,2,0,0,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,16,0,0,0,16,1,7,0,0,0,9,0,0,0,0,0
2023-07-27T14,129,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,11,0,0,0,0,2,13,0,0,0,0,0,1,0,0,5,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,17,0,2,0,0,0,20,0,0,0,1,0
2023-07-27T15,150,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,1,0,0,8,0,0,0,0,0,16,0,0,0,0,0,2,0,0,6,9,0,0,0,7,0,0,0,0,0,0,2,0,0,0,10,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,7,0,0,0,14,1,2,0,1,0,41,0,0,0,0,0
2023-07-27T16,149,4,3,0,0,0,0,0,0,0,0,1,0,0,2,0,6,1,0,0,17,0,0,0,0,0,24,0,0,0,0,0,7,0,0,14,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,0,0,0,11,1,3,0,0,0,12,0,0,0,0,0
2023-07-27T17,167,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,17,0,0,0,0,0,35,0,0,0,0,0,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,6,0,0,0,11,1,2,0,2,0,23,0,0,0,0,0
2023-07-27T18,195,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,6,3,1,0,19,0,0,0,0,1,39,0,0,0,0,0,2,0,0,7,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,3,7,0,0,0,17,0,2,0,0,0,23,0,0,0,0,0
2023-07-27T19,172,3,0,0,0,1,0,0,1,0,0,2,0,0,1,0,3,3,0,0,22,0,0,0,0,0,29,0,0,0,0,0,3,0,0,6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,7,0,0,0,10,1,3,0,0,0,17,0,0,0,0,0
2023-07-27T20,171,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,3,0,0,16,0,0,0,0,0,28,0,0,0,0,0,1,0,0,10,7,0,0,0,2,0,0,1,0,0,0,1,0,0,0,17,0,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,15,1,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,3,7,0,0,0,7,0,2,0,2,0,21,0,0,0,1,0
2023-07-27T21,130,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,17,0,0,0,0,0,14,0,0,0,0,0,2,0,0,10,11,0,0,0,1,1,0,0,0,0,0,1,0,0,0,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,4,0,0,0,2,0,18,0,0,0,0,0
2023-07-27T22,105,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,2,0,0,0,1,0,26,0,0,0,0,0
2023-07-27T23,86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,0,0,0,0,0,7,0,1,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,3,0,0,0,0,0,23,0,0,1,0,0
2023-07-28T00,75,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,16,1,0,0,0,0,3,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,1,0,24,0,0,0,0,0
2023-07-28T01,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,19,3,0,0,0,0,4,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,2,0,0,0,43,0,0,2,0,0
2023-07-28T02,89,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,16,2,0,0,0,0,3,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,33,0,0,0,0,0
2023-07-28T03,123,3,0,0,0,1,0,3,0,0,0,0,0,0,2,0,3,0,1,0,17,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,3,0,1,0,1,0,60,0,0,0,0,0
2023-07-28T04,67,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,2,0,0,0,1,0,21,0,0,0,0,0
2023-07-28T05,88,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,2,1,2,0,1,0,32,0,0,0,0,0
2023-07-28T06,69,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,1,0,0,0,24,0,0,0,0,0
2023-07-28T07,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,5,2,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,5,0,0,0,3,0,1,0,1,0,18,0,0,0,0,0
2023-07-28T08,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,17,0,0,0,1,0
2023-07-28T09,77,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0,14,0,0,1,0,0
2023-07-28T10,94,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7,2,0,0,0,0,11,1,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,1,0,0,0,3,0,0,0,1,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,7,0,0,0,4,0,0,0,3,0,14,1,0,1,0,0
2023-07-28T11,98,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,1,0,0,0,0,13,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,1,0,0,0,1,0,0,0,3,0,8,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,6,0,0,0,2,0,5,0,0,0,19,1,0,0,0,0
2023-07-28T12,108,4,0,0,0,0,0,2,0,0,0,0,1,0,3,0,2,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,1,0,0,4,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,4,0,2,0,1,0,15,0,0,0,1,0
2023-07-28T13,104,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,4,0,0,0,17,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,6,0,0,0,7,0,2,0,0,0,13,0,0,1,0,0
2023-07-28T14,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,18,0,0,0,0,0,1,0,0,7,6,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,7,0,0,0,12,0,1,0,1,0,13,0,0,0,0,0
2023-07-28T15,128,3,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,1,0,0,6,0,0,0,0,0,18,0,0,0,0,0,3,0,0,10,9,0,0,0,5,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2,5,0,0,0,15,1,4,0,2,0,15,0,0,1,0,0
2023-07-28T16,133,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,13,0,0,0,0,0,22,0,0,0,0,0,3,0,0,10,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,3,6,0,0,0,11,0,0,0,1,0,24,0,0,0,0,0
2023-07-28T17,153,4,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,15,0,0,0,0,0,32,0,0,0,0,0,4,0,1,8,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,5,0,0,0,16,1,0,0,1,0,21,0,0,0,0,0
2023-07-28T18,176,3,0,0,0,0,2,0,0,0,0,3,0,0,1,0,3,0,0,0,13,0,0,0,0,0,40,0,0,0,0,0,5,0,0,10,17,0,0,0,1,0,0,2,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,5,0,1,0,5,1,0,0,0,0,28,0,0,0,0,0
2023-07-28T19,159,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,1,0,11,0,0,0,0,0,33,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0,0,2,5,0,0,0,8,2,0,0,1,0,25,0,0,0,0,1
2023-07-28T20,132,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,2,1,0,13,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,21,0,0,0,0,0
2023-07-28T21,137,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,11,2,0,0,0,0,18,0,0,0,0,0,2,0,0,8,12,0,0,0,2,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,5,0,0,0,5,2,0,0,0,0,24,0,0,1,0,0
2023-07-28T22,113,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,5,0,0,0,7,1,0,0,0,0,15,0,0,0,0,0,1,0,0,6,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6,0,0,0,1,3,0,0,1,0,30,0,0,0,0,0
2023-07-28T23,87,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,3,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,1,0,24,0,0,0,0,0
2023-07-29T00,95,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,5,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,1,0,34,0,0,0,0,0
2023-07-29T01,80,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,7,0,0,0,4,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,1,0,0,0,36,0,0,0,0,0
2023-07-29T02,89,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,1,0,1,0,2,0,1,0,41,0,0,0,0,0
2023-07-29T03,69,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,9,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,1,0,1,0,30,0,0,0,0,0
2023-07-29T04,113,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,5,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,59,0,0,0,0,0
2023-07-29T05,88,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,1,0,2,0,29,0,0,1,0,0
2023-07-29T06,107,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,2,0,0,0,36,0,0,0,1,0
2023-07-29T07,71,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,2,0,1,0,20,0,0,1,0,0
2023-07-29T08,82,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,10,0,0,0,0,0,1,0,0,2,4,0,0,0,1,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,8,0,2,0,0,0,13,0,0,0,0,0
2023-07-29T09,99,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,14,0,0,0,0,0,12,0,0,0,0,0,2,0,0,4,5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,0,0,7,0,1,0,5,0,1,0,0,0,19,0,0,0,1,0
2023-07-29T10,123,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,5,1,1,0,1,0,43,0,1,0,0,0
2023-07-29T11,104,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,16,0,0,0,0,0,12,0,0,0,0,0,2,0,0,5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,7,0,0,0,30,0,0,0,0,0
2023-07-29T12,115,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,16,0,0,0,0,0,17,0,0,0,0,0,2,0,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,6,0,1,0,5,0,3,0,1,0,26,0,0,1,0,0
2023-07-29T13,121,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,2,0,0,13,0,0,0,0,0,16,0,0,0,0,0,4,0,0,8,2,0,0,0,4,0,0,1,0,1,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,5,0,0,0,13,1,1,0,0,0,20,0,0,0,0,0
2023-07-29T14,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,18,0,0,0,0,0,20,0,0,0,0,0,1,0,0,8,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,13,1,4,0,1,0,27,0,0,0,0,0
2023-07-29T15,150,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,1,0,0,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,12,4,0,0,0,4,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,2,0,0,0,2,0,3,0,0,0,0,6,0,0,0,18,1,4,0,1,0,25,0,0,0,0,0
2023-07-29T16,147,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,1,0,11,0,0,0,0,0,18,0,0,0,0,0,3,0,0,14,5,0,1,0,4,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,1,0,13,0,6,0,0,0,33,0,0,0,1,0
2023-07-29T17,154,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,0,0,5,0,0,0,0,0,20,0,0,0,0,0,3,0,0,10,6,0,0,0,9,0,0,0,0,0,0,4,0,0,0,7,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,13,0,4,0,1,0,34,0,0,0,0,0
2023-07-29T18,262,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,9,5,0,0,5,1,0,0,0,2,45,1,0,0,0,0,4,0,1,12,21,0,1,0,4,0,0,0,1,0,1,0,0,0,0,9,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,3,0,1,0,2,0,0,0,3,0,0,0,2,8,0,0,0,16,1,3,0,1,0,80,0,0,0,0,0
2023-07-29T19,153,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,0,4,0,0,1,0,0,24,0,0,0,0,0,1,0,1,9,11,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,7,0,0,0,13,0,2,0,2,0,32,0,0,0,1,0
