bucket,total,--,AE,AM,AR,AT,AU,BA,BD,BE,BG,BO,BR,BW,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GL,GR,GT,HK,HR,HU,ID,IE,IL,IN,IR,IT,JP,KH,KR,KW,KZ,LA,LT,LV,LY,MA,MC,MD,MK,MM,MU,MW,MX,MY,NG,NL,NO,NZ,PE,PH,PK,PL,PT,PY,RO,RS,RU,RW,SC,SE,SG,SI,SK,SV,TG,TH,TR,TW,TZ,UA,US,UY,UZ,VE,VN,ZA
2023-06-23T10,78,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15,0,0,0,8,0,0,0,0,0,0,1,0,0,3,5,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,1,1,0,1,18,0,0,0,0,0
2023-06-23T11,124,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0,0,2,7,0,0,0,0,2,0,1,0,2,58,0,0,0,0,0
2023-06-23T12,122,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,16,0,0,0,0,1,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,1,0,3,0,0,1,9,0,0,0,0,1,0,0,0,2,44,0,0,0,0,0
2023-06-23T13,130,1,1,0,0,0,3,0,1,1,0,0,3,0,0,0,0,0,17,0,0,0,18,0,0,0,0,0,0,0,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3,0,4,1,0,0,1,0,0,1,0,2,0,2,0,0,1,9,0,0,0,0,9,1,0,0,1,24,0,0,0,0,0
2023-06-23T14,135,2,1,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,19,0,0,0,15,0,0,0,0,0,0,2,0,0,3,7,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,10,0,4,0,1,33,0,0,0,1,0
2023-06-23T15,132,3,1,0,1,0,0,1,1,1,0,0,2,0,4,1,1,0,18,0,0,0,17,0,0,0,0,0,0,3,0,0,5,7,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,1,0,3,0,0,0,5,0,0,0,0,11,1,3,0,2,24,0,0,0,1,0
2023-06-23T16,160,2,1,0,0,1,1,2,1,3,0,0,0,0,3,2,0,0,6,1,0,1,20,0,0,0,0,0,0,2,0,0,7,5,0,0,0,2,0,0,0,0,0,2,0,10,5,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,5,0,0,0,1,0,1,1,0,0,0,2,0,0,2,9,0,0,0,0,11,2,3,0,3,35,1,0,0,0,0
2023-06-23T17,174,2,1,0,1,0,0,1,1,3,0,0,1,0,2,1,0,0,5,0,0,0,27,0,0,0,0,0,0,4,0,0,6,13,0,0,0,2,0,0,0,0,0,1,0,12,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,1,0,3,1,0,0,0,3,0,0,1,9,0,0,0,0,14,1,1,0,3,35,1,0,0,0,0
2023-06-23T18,143,3,1,0,2,0,0,1,1,2,0,0,0,0,2,1,0,0,6,0,0,0,19,0,0,0,0,0,0,2,0,0,13,16,0,0,0,0,0,1,0,0,0,0,0,8,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,3,0,0,0,0,3,0,0,0,5,0,0,0,0,5,0,1,1,2,27,0,0,0,0,0
2023-06-23T19,148,1,0,0,0,1,0,0,1,1,0,0,0,0,3,1,0,0,5,0,0,0,25,0,0,0,0,0,0,2,0,0,14,18,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15,1,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,6,1,0,0,2,27,0,0,0,0,0
2023-06-23T20,152,2,0,0,0,1,0,1,1,0,0,0,1,0,6,0,1,0,8,0,0,0,24,0,0,0,0,0,0,2,0,0,10,13,0,0,0,1,0,0,0,0,0,0,0,15,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,1,0,2,0,0,0,5,0,0,0,0,4,2,0,0,3,31,0,0,0,0,0
2023-06-23T21,134,2,0,0,0,1,0,0,1,1,0,0,2,0,2,1,0,0,7,0,0,0,13,0,0,0,0,0,0,1,0,0,6,21,0,0,0,1,0,0,0,0,0,0,0,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,2,0,2,0,4,0,0,2,5,0,0,0,0,1,1,0,0,3,26,0,0,0,0,0
2023-06-23T22,105,2,0,0,0,0,0,0,1,1,0,0,1,0,5,1,0,0,7,1,0,0,13,0,0,0,0,0,0,1,0,0,3,11,0,0,0,0,2,1,1,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,1,0,2,0,0,0,6,0,0,0,0,2,0,0,0,2,21,0,0,0,0,0
2023-06-23T23,88,2,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,6,0,0,1,7,0,0,0,0,0,0,1,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,1,0,1,0,2,0,0,0,8,0,0,0,0,2,0,0,0,2,24,0,0,0,0,0
2023-06-24T00,83,3,0,0,0,1,0,0,1,0,0,0,0,0,4,0,1,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,2,8,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,1,0,1,30,0,0,0,0,0
2023-06-24T01,95,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,0,3,0,0,0,5,0,0,0,0,2,1,1,0,3,44,0,0,0,0,0
2023-06-24T02,81,1,0,0,1,0,2,0,1,0,0,0,1,0,6,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,5,0,2,30,0,0,0,0,0
2023-06-24T03,89,3,0,0,1,0,1,0,2,0,0,0,1,0,1,0,1,0,10,2,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,1,0,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,2,0,2,29,0,1,0,0,0
2023-06-24T04,107,3,0,0,2,0,1,0,2,0,0,0,2,0,7,0,1,0,13,1,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,1,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,1,0,2,33,1,1,0,0,0
2023-06-24T05,81,4,0,0,1,0,2,0,1,0,0,0,5,0,1,0,0,0,9,0,0,0,3,1,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,1,0,3,18,0,0,0,0,0
2023-06-24T06,93,3,0,0,1,0,1,0,1,0,1,0,0,0,4,0,0,0,11,0,0,0,4,1,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,3,0,0,0,5,0,0,0,0,3,1,2,0,2,29,0,0,0,1,0
2023-06-24T07,84,1,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,0,0,0,1,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,2,0,0,0,6,0,0,0,0,1,1,3,0,2,19,0,0,0,0,0
2023-06-24T08,70,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,1,0,0,0,0,2,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,1,0,1,0,2,19,0,0,0,1,0
2023-06-24T09,81,2,1,0,2,1,1,1,1,3,0,0,1,0,1,0,0,0,10,0,0,0,6,0,0,0,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,2,0,0,0,6,0,0,0,0,2,1,1,0,2,14,0,0,0,0,0
2023-06-24T10,90,1,1,0,1,1,1,0,1,1,0,0,0,0,2,1,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,2,5,0,1,0,2,0,0,0,2,0,0,0,4,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,1,0,1,0,2,0,0,0,7,0,0,0,0,1,0,0,0,3,14,0,0,0,0,0
2023-06-24T11,110,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,1,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,2,2,0,2,0,1,0,0,1,6,0,0,0,0,3,1,2,0,3,42,0,0,0,0,0
2023-06-24T12,98,3,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,1,7,6,0,0,0,2,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,1,2,0,0,0,2,0,0,0,6,0,0,0,0,6,1,2,0,2,12,0,0,0,1,0
2023-06-24T13,111,1,0,0,0,0,1,1,1,0,0,0,1,0,3,0,1,0,17,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,0,0,0,5,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,2,0,0,0,6,0,0,0,0,11,1,5,0,3,19,0,0,0,0,0
2023-06-24T14,143,2,1,0,0,0,2,1,1,0,0,0,1,0,2,0,1,0,16,0,0,0,9,0,0,0,0,0,0,1,0,1,2,10,0,0,0,6,0,0,0,0,2,0,0,6,2,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,6,0,1,1,0,0,0,3,0,0,1,7,0,0,0,0,22,1,4,0,1,15,0,0,0,2,0
2023-06-24T15,113,2,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,6,1,0,0,0,0,0,1,0,0,4,6,0,0,0,5,0,0,0,1,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,2,0,2,0,0,0,0,3,0,0,0,5,0,0,0,1,13,0,4,0,0,22,0,0,0,3,0
2023-06-24T16,134,2,1,0,3,1,0,0,1,1,1,0,1,0,3,0,3,0,10,0,0,0,11,1,0,0,0,0,0,1,0,0,3,5,0,0,0,2,0,0,0,0,1,0,0,13,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,2,1,0,0,0,4,0,0,1,7,0,0,0,0,14,2,1,0,0,24,0,0,0,0,0
2023-06-24T17,139,2,0,0,1,1,0,0,1,1,0,0,0,0,4,1,2,0,6,0,0,0,12,0,0,0,0,0,0,2,0,0,8,11,0,0,0,1,0,0,0,0,0,2,0,14,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,2,0,2,0,0,0,0,6,0,0,0,6,0,0,0,0,18,2,1,0,1,20,0,0,0,1,0
2023-06-24T18,147,2,0,0,0,0,0,0,1,2,0,0,3,0,5,1,0,0,9,0,0,0,20,0,0,0,0,0,0,0,0,0,5,11,0,0,1,2,0,0,0,0,0,2,0,11,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,2,0,1,0,2,0,0,1,5,0,0,0,0,21,3,1,0,0,22,0,0,0,0,1
2023-06-24T19,165,1,0,0,1,0,0,0,1,0,0,0,2,0,6,1,4,1,6,0,0,0,23,0,0,0,0,0,0,1,0,2,11,12,0,1,0,1,0,0,0,0,1,0,1,8,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,1,1,3,0,0,0,6,0,0,0,1,19,1,0,0,1,27,0,0,0,1,2
2023-06-24T20,138,1,0,0,1,1,0,0,1,1,0,0,1,0,4,3,4,0,6,0,0,0,17,0,0,0,0,0,0,1,0,0,8,12,0,0,0,1,0,0,0,0,0,1,0,7,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,2,0,2,0,3,0,0,1,8,0,0,0,0,10,1,0,0,1,24,0,0,1,0,1
2023-06-24T21,155,1,0,0,1,0,0,0,1,2,0,0,0,1,7,2,2,0,8,0,0,0,15,0,0,0,2,0,0,1,0,0,6,11,0,0,0,1,0,0,0,0,0,2,1,10,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,4,1,0,0,0,52,0,0,0,0,0
2023-06-24T22,154,2,0,0,0,0,3,0,1,2,0,0,2,1,7,1,2,0,13,0,0,1,19,0,0,0,2,0,0,1,0,0,8,16,0,0,0,1,0,0,0,1,0,0,1,13,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,2,1,0,0,0,4,0,0,0,6,0,0,0,0,1,0,0,0,3,27,0,0,0,0,0
2023-06-24T23,115,3,0,0,1,0,0,0,1,0,0,0,2,0,4,3,1,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,1,0,0,0,0,6,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,2,0,0,1,6,0,0,0,0,2,0,0,0,0,28,1,0,1,1,0
