bucket,total,--,AE,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CI,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EE,EG,ES,ET,FI,FR,GB,GE,GR,GT,HK,HN,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KH,KR,KZ,LA,LT,LV,MA,MK,MM,MO,MW,MX,MY,NE,NG,NI,NL,NO,NZ,PA,PE,PH,PK,PL,PS,PT,PY,RO,RS,RU,RW,SA,SC,SE,SG,SK,SY,TH,TM,TN,TR,TW,TZ,UA,UG,US,UY,UZ,VE,VN,YE,ZA,ZM,ZW
2023-07-07T02,104,2,0,0,3,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,29,0,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,6,0,0,1,0,0,0,3,0,1,0,32,0,0,0,0,0,0,0,0
2023-07-07T03,97,3,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,24,0,0,0,5,0,0,0,0,0,1,0,0,2,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,6,0,0,0,0,0,1,1,0,1,0,25,0,0,0,0,0,0,0,0
2023-07-07T04,73,1,0,0,0,0,0,0,0,0,0,1,0,2,0,7,0,0,0,0,8,0,0,0,3,0,0,0,0,0,1,0,1,1,2,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,1,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0
2023-07-07T05,68,2,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,0
2023-07-07T06,57,1,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0
2023-07-07T07,62,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,5,0,0,3,0,0,0,2,0,0,1,16,0,0,0,0,0,0,0,0
2023-07-07T08,89,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,7,0,0,0,0,0,2,0,1,5,3,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,8,0,0,5,0,0,1,2,0,0,0,18,0,0,0,0,0,0,0,0
2023-07-07T09,94,2,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,8,0,0,0,9,1,0,0,0,0,1,0,0,3,2,0,0,0,4,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,6,0,0,3,0,0,1,3,0,0,0,27,0,0,0,0,0,0,0,0
2023-07-07T10,104,2,0,0,1,1,0,0,0,0,0,1,0,2,0,4,0,0,0,0,8,0,0,0,5,0,0,0,0,0,2,0,1,2,4,0,0,0,7,0,0,0,0,0,1,0,0,0,3,2,0,3,0,0,0,0,0,1,0,0,0,1,3,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,4,8,0,0,0,0,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0
2023-07-07T11,119,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,12,0,0,1,7,1,0,0,0,0,1,0,0,4,1,0,0,0,30,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,2,8,0,0,2,0,0,0,3,0,1,0,21,0,0,0,0,0,0,0,0
2023-07-07T12,127,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,13,0,0,0,12,0,0,0,0,0,1,0,0,5,4,0,0,0,39,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,1,9,0,0,4,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0
2023-07-07T13,97,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,9,0,0,0,0,0,1,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,1,6,0,0,6,0,0,1,3,0,0,0,14,0,0,0,0,0,0,0,0
2023-07-07T14,124,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,13,0,0,0,19,0,0,0,0,0,2,0,0,5,7,0,0,0,10,0,0,0,1,0,0,1,0,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,12,0,0,0,6,0,1,0,20,0,0,0,0,0,0,0,0
2023-07-07T15,118,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,12,0,0,0,14,0,0,0,0,1,5,0,0,6,4,0,0,0,7,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,6,0,0,13,0,0,1,6,0,0,0,16,0,0,0,0,0,0,0,0
2023-07-07T16,125,2,0,0,0,0,0,0,1,0,0,0,0,0,1,6,2,0,1,0,10,0,0,0,14,0,0,0,0,1,2,0,0,3,4,0,0,0,7,0,0,0,0,0,0,1,0,0,9,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,6,0,0,15,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0
2023-07-07T17,142,2,1,0,2,1,0,0,1,0,3,1,0,1,0,6,2,0,0,0,10,0,0,1,19,0,0,0,0,0,3,0,0,7,9,0,0,0,7,0,0,0,0,0,0,0,0,0,12,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,5,0,0,7,0,0,1,2,0,1,0,20,0,0,0,0,0,0,0,0
2023-07-07T18,164,4,1,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0,0,0,4,1,0,0,26,0,0,0,0,0,5,0,0,7,12,0,0,0,2,0,0,0,0,0,0,1,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,1,3,0,0,0,1,1,1,0,0,1,1,7,0,0,6,0,0,3,2,0,3,0,28,0,0,0,0,0,0,0,0
2023-07-07T19,147,2,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,0,6,0,0,0,21,0,0,0,0,0,5,0,0,8,12,1,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,8,0,0,7,0,0,3,5,0,1,0,23,0,0,0,0,0,0,0,0
2023-07-07T20,124,2,0,0,0,0,0,0,0,0,2,1,0,1,1,4,2,0,0,0,3,0,0,0,13,0,0,0,0,0,2,0,0,8,13,0,0,0,2,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,6,0,0,6,0,0,5,3,0,2,0,16,0,0,0,0,0,0,0,0
2023-07-07T21,136,2,0,0,0,0,0,0,0,0,1,1,0,5,0,5,1,0,1,0,2,3,0,0,20,0,0,0,0,0,3,0,1,8,14,0,0,0,1,0,0,0,0,0,0,1,0,0,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,3,1,0,0,2,0,2,0,0,0,3,7,0,0,3,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0
2023-07-07T22,104,2,1,0,0,0,0,0,0,0,1,1,0,1,0,5,2,0,0,0,4,1,0,0,8,0,0,0,0,0,2,0,0,5,11,0,0,0,1,0,0,0,1,0,0,2,0,0,9,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,8,0,0,1,0,0,1,0,0,1,0,15,0,0,0,1,0,0,0,0
2023-07-07T23,91,1,0,0,1,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,5,0,0,0,8,0,0,0,0,0,2,0,0,4,10,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,1,1,0,3,0,24,0,0,0,0,0,0,0,0
2023-07-08T00,87,2,0,0,1,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,4,0,0,0,5,0,0,0,0,0,2,0,1,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,1,3,0,3,0,28,0,0,0,0,0,0,0,0
2023-07-08T01,88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,6,0,0,0,0,0,1,0,0,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,1,1,0,0,0,30,0,0,0,0,0,0,0,0
2023-07-08T02,91,3,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,3,0,3,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,6,0,0,0,0,1,0,1,0,0,2,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,1,1,2,0,39,0,0,0,0,0,0,0,0
2023-07-08T03,77,2,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,1,0,1,0,33,0,0,0,0,0,0,0,0
2023-07-08T04,79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,2,0,0,0,35,0,0,0,0,0,0,0,0
2023-07-08T05,86,4,0,0,1,0,2,0,0,0,0,0,0,2,0,6,0,0,0,0,9,0,0,0,2,0,0,0,0,0,1,0,0,2,2,0,0,0,5,0,0,0,0,0,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,1,0,3,0,26,0,0,0,0,0,0,0,0
2023-07-08T06,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,5,0,0,0,0,0,1,0,0,2,1,0,0,0,10,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,3,0,0,0,4,0,2,0,19,0,0,0,0,0,0,0,0
2023-07-08T07,77,1,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0,0,6,0,0,0,0,0,0,3,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0
2023-07-08T08,53,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,0,3,0,12,0,0,0,0,0,0,0,0
2023-07-08T09,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,9,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,5,0,0,3,0,0,0,6,0,2,0,15,0,0,0,0,0,0,0,0
2023-07-08T10,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,8,0,0,0,7,0,0,0,0,0,1,0,0,2,5,0,0,0,2,0,0,0,1,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,4,0,0,1,3,0,1,0,12,0,0,0,1,0,0,0,0
2023-07-08T11,77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,6,0,0,0,0,1,2,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,3,0,0,0,5,0,2,0,18,0,0,0,0,0,0,0,0
2023-07-08T12,95,3,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,9,0,0,0,0,1,2,0,0,1,2,0,0,0,3,0,0,0,1,0,0,2,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,2,5,1,0,10,0,0,2,6,0,1,0,17,0,0,0,0,0,1,0,0
2023-07-08T13,120,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,7,0,0,0,12,0,0,0,0,0,2,0,0,3,4,0,0,0,6,0,0,0,0,0,0,3,0,1,5,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,2,7,0,0,20,0,1,0,6,0,2,0,14,0,0,0,0,0,0,0,0
2023-07-08T14,138,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11,0,0,0,18,0,0,0,0,0,1,0,0,4,6,0,0,0,4,0,0,0,0,0,0,2,0,1,9,1,0,3,0,0,1,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,6,0,0,22,0,1,0,7,0,1,0,23,0,0,0,0,0,0,0,0
2023-07-08T15,152,2,0,0,2,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,5,0,0,0,18,0,0,0,0,1,3,0,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,1,0,2,0,2,0,0,0,1,6,0,0,23,0,0,1,6,0,3,0,25,0,0,0,0,0,0,0,0
2023-07-08T16,144,1,0,0,2,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,5,0,0,0,15,0,0,0,0,1,2,0,0,7,6,0,0,0,12,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,6,0,0,19,0,0,1,2,0,4,0,27,1,0,0,0,0,0,0,0
2023-07-08T17,121,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,0,5,0,0,0,20,0,0,0,0,0,5,0,0,3,10,0,0,0,9,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,18,0,0,2,2,0,2,0,13,1,0,0,0,0,0,0,0
2023-07-08T18,134,3,1,0,0,2,1,0,0,0,1,0,0,2,0,5,1,0,0,0,3,0,0,0,24,0,0,0,0,0,5,0,0,7,10,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,9,0,0,1,3,0,1,0,12,1,0,0,0,0,1,0,0
2023-07-08T19,142,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,4,0,0,0,20,0,0,0,0,0,4,0,0,7,12,0,0,0,5,0,0,0,1,0,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,5,0,0,8,0,0,0,2,0,5,0,26,1,0,0,0,0,0,0,0
2023-07-08T20,133,2,0,0,0,0,0,0,0,0,2,0,0,2,0,5,2,0,0,0,2,0,0,0,25,0,0,0,0,0,2,0,0,9,11,0,0,0,2,0,0,0,1,0,0,0,0,1,10,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,6,0,0,6,0,0,2,1,0,2,0,21,0,0,0,0,0,0,0,0
2023-07-08T21,113,2,0,0,1,0,0,0,0,0,2,0,0,2,0,7,1,0,0,0,5,0,0,0,17,0,0,0,0,0,1,0,1,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,5,0,0,5,0,0,0,1,0,1,0,18,0,0,0,0,0,0,0,0
2023-07-08T22,109,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,1,0,0,0,14,0,0,0,11,0,0,0,0,0,3,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,5,0,0,5,0,0,1,1,0,5,0,16,0,0,0,0,0,0,0,0
2023-07-08T23,112,3,0,0,1,0,0,0,0,0,0,0,0,1,1,9,1,0,0,0,16,0,0,0,8,0,0,0,0,0,1,0,1,3,7,0,0,0,1,0,0,0,1,0,0,1,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,1,0,3,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,0
