bucket,total,--,AE,AL,AM,AR,AT,AU,AZ,BA,BD,BE,BG,BR,BY,CA,CH,CL,CN,CO,CW,CY,CZ,DE,DK,DO,EC,EG,ES,ET,FI,FR,GB,GE,GR,HK,HR,HU,ID,IE,IL,IN,IR,IT,JP,KE,KG,KH,KR,KZ,LB,LK,LT,LU,LV,MA,MC,MK,MM,MO,MU,MX,MY,NG,NL,NO,NZ,PA,PE,PH,PK,PL,PS,PT,RO,RS,RU,RW,SC,SE,SG,SK,SN,SV,SZ,TG,TH,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VN,ZA,ZW
2023-05-04T21,107,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,5,0,0,0,0,17,1,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,1,0,15,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0
2023-05-04T22,122,1,0,0,0,0,1,0,0,0,0,0,0,3,0,8,1,0,19,0,0,0,0,15,1,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
2023-05-04T23,135,1,0,0,0,2,0,1,0,0,0,0,0,4,0,21,0,0,17,0,0,0,0,10,1,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0
2023-05-05T00,99,2,0,0,0,0,0,2,0,0,0,0,0,1,0,17,0,0,16,0,0,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0
2023-05-05T01,90,1,1,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,17,0,0,0,0,5,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,1,0,0,0,29,0,0,0,1,0,0
2023-05-05T02,108,2,0,0,0,2,0,0,0,0,0,0,0,0,0,11,2,1,17,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,5,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0
2023-05-05T03,95,1,0,0,0,2,0,1,0,0,0,0,0,0,0,7,1,0,15,0,0,0,0,6,1,0,0,0,0,0,0,5,4,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,2,0,0,0,1,0,1,0,24,0,0,0,1,1,0
2023-05-05T04,96,3,0,0,0,2,0,1,0,0,0,0,0,1,0,5,0,0,5,0,0,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,47,0,0,0,2,0,0
2023-05-05T05,59,3,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0
2023-05-05T06,71,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,9,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
2023-05-05T07,80,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,9,0,0,0,0,11,1,0,0,0,2,0,0,3,4,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0
2023-05-05T08,88,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,5,0,0,0,0,11,1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,8,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,6,0,0,0,0,0,1,0,0,0,3,0,0,0,25,0,0,0,0,0,0
2023-05-05T09,95,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,10,1,0,0,0,4,0,0,2,5,0,0,1,0,0,0,0,0,1,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0
2023-05-05T10,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,9,1,0,0,0,2,0,0,4,7,0,0,2,1,0,1,0,0,0,0,7,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,30,0,0,0,0,1,0
2023-05-05T11,141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,13,1,0,0,0,2,0,0,9,8,0,0,7,1,0,1,0,0,2,0,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,3,0,0,1,0,5,0,0,0,6,0,0,0,0,0,1,0,0,0,6,0,0,0,47,0,0,1,0,0,0
2023-05-05T12,109,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,16,1,1,0,0,0,0,0,5,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,2,0,6,0,1,0,21,0,0,0,0,0,0
2023-05-05T13,110,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,16,1,1,0,0,0,0,0,2,2,0,0,5,0,1,0,0,0,0,0,4,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,10,0,2,0,20,0,0,0,0,0,0
2023-05-05T14,135,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,4,0,0,0,0,13,1,0,0,0,1,0,0,4,4,0,0,3,0,0,1,0,0,0,0,6,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,2,0,1,0,1,1,0,3,1,0,3,10,0,0,0,0,0,13,0,0,0,10,0,0,0,23,0,0,0,1,1,0
2023-05-05T15,163,2,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,4,0,0,0,0,16,1,0,0,0,1,0,0,12,13,0,0,0,0,0,0,0,0,7,1,13,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,10,0,0,0,0,0,10,0,1,0,7,0,0,0,29,0,0,0,0,0,0
2023-05-05T16,155,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,2,0,4,0,0,0,0,27,1,0,0,0,4,0,0,8,7,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,2,0,0,3,0,3,0,0,3,7,0,0,0,0,0,12,0,0,0,3,0,1,0,25,0,0,0,0,0,0
2023-05-05T17,156,1,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,40,1,0,0,0,9,0,0,9,11,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,1,1,0,4,5,0,0,0,0,0,8,0,1,0,1,0,0,0,21,0,0,0,0,0,0
2023-05-05T18,166,1,0,0,0,0,2,0,0,2,0,1,0,0,0,2,1,0,3,0,0,0,0,38,1,0,0,0,6,0,0,12,13,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,6,0,1,0,0,0,2,0,3,0,0,0,0,0,19,0,0,1,0,0,0
2023-05-05T19,148,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,2,0,0,0,0,32,1,0,0,0,1,0,0,10,10,0,0,1,0,0,0,0,1,0,0,12,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,3,0,0,0,0,4,0,0,2,5,0,0,0,0,0,4,0,2,0,0,0,0,0,19,0,0,0,0,0,0
2023-05-05T20,166,3,0,0,0,0,3,0,0,1,0,0,0,0,0,3,1,1,4,0,0,0,0,32,1,0,0,0,0,0,0,10,15,0,0,1,0,0,0,0,0,1,0,16,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,6,1,0,1,0,0,3,8,0,0,0,0,0,2,0,2,0,1,0,0,0,26,0,0,0,1,0,0
2023-05-05T21,165,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7,2,1,2,1,0,0,0,27,1,0,0,0,3,0,0,11,17,0,0,0,0,0,0,0,0,2,1,17,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,1,0,3,1,0,0,0,0,1,7,0,0,0,0,0,1,0,1,0,2,0,0,0,30,0,0,0,0,0,0
2023-05-05T22,143,4,0,0,0,1,1,0,0,0,0,0,0,0,0,5,2,0,4,1,0,0,0,22,1,0,0,0,2,0,0,4,16,0,0,1,0,0,1,1,0,1,1,13,5,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,1,0,3,1,0,1,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0
2023-05-05T23,119,2,0,0,0,2,0,0,0,0,0,0,0,1,0,10,1,0,3,1,0,0,0,17,1,0,0,0,1,0,0,3,9,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,1,0,2,0,2,1,0,1,0,0,1,6,0,0,0,0,0,0,0,1,0,1,0,0,0,24,1,0,0,0,0,0
2023-05-06T00,101,2,0,0,0,2,0,1,0,0,0,0,0,0,0,8,1,0,4,1,0,0,0,12,1,0,0,0,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,29,1,0,0,0,0,1
2023-05-06T01,114,1,0,0,0,2,0,2,0,0,0,0,0,0,0,6,0,1,7,2,0,0,0,10,1,0,2,0,0,0,0,4,3,0,0,1,0,0,0,0,0,1,0,1,7,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,2,0,1,0,32,0,0,1,0,1,0
2023-05-06T02,98,1,0,0,0,1,0,1,0,0,0,0,0,2,0,5,0,1,1,1,0,0,0,7,1,0,2,0,0,0,0,1,4,0,0,6,0,0,0,0,0,1,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,35,0,1,0,0,1,0
2023-05-06T03,74,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,28,0,1,0,0,0,0
2023-05-06T04,61,2,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,18,0,0,0,0,0,0
2023-05-06T05,70,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,3,0,0,0,0,7,1,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0
2023-05-06T06,87,2,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0,2,3,0,0,7,0,0,1,0,1,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,2,0,0,0,2,0,3,0,19,0,0,0,0,0,0
2023-05-06T07,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,10,1,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7,1,1,0,0,0,6,0,0,0,4,0,0,0,28,0,0,0,0,0,0
2023-05-06T08,79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,12,1,0,0,0,2,0,0,1,3,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,5,0,1,0,0,0,5,0,0,0,2,0,1,0,19,0,0,1,0,0,0
2023-05-06T09,92,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,6,0,0,0,0,11,1,0,0,0,1,0,0,3,5,0,0,3,0,1,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,2,0,0,3,6,1,0,0,0,0,0,0,0,0,11,0,0,0,19,0,0,0,0,0,0
2023-05-06T10,70,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,10,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,14,0,0,0,0,0,0
2023-05-06T11,106,3,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,8,0,0,0,0,15,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,1,0,0,0,0,2,0,1,0,8,0,0,0,0,0,4,0,0,0,1,0,0,0,35,0,0,0,0,0,0
2023-05-06T12,109,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,10,0,0,0,0,17,1,0,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,2,0,0,0,0,4,0,1,0,6,0,0,0,0,0,7,0,0,0,2,0,0,0,21,0,0,0,0,0,0
2023-05-06T13,161,2,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,0,8,0,0,0,0,18,1,0,0,0,0,0,0,6,8,0,0,5,0,0,1,0,0,1,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,1,0,2,0,0,1,0,2,0,0,1,6,0,0,0,0,0,9,0,0,0,7,0,0,0,51,0,0,0,0,0,0
2023-05-06T14,139,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,12,0,0,0,0,9,1,0,0,0,3,0,2,8,10,0,0,7,0,0,0,0,0,1,1,5,4,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,1,0,0,2,0,1,1,10,0,0,0,0,0,11,0,0,0,6,0,0,0,18,0,0,1,0,0,0
2023-05-06T15,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,0,0,0,0,30,1,0,0,1,1,0,0,7,10,0,1,6,0,0,1,0,0,3,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,6,0,0,0,0,0,16,0,0,0,4,0,0,0,15,0,0,0,2,0,0
2023-05-06T16,231,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,18,0,0,0,0,30,2,0,0,0,3,0,0,11,7,0,0,4,0,0,1,0,0,2,0,14,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,13,0,0,0,0,3,0,3,0,1,0,0,3,0,0,0,10,0,0,0,0,0,15,0,1,0,4,0,0,0,42,0,0,0,2,1,0
2023-05-06T17,197,3,0,0,0,0,0,0,0,0,0,1,0,2,1,2,3,2,19,0,0,0,0,30,3,0,0,0,3,0,2,9,11,0,0,2,0,0,2,0,0,1,0,19,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,0,1,0,6,0,1,0,0,3,0,0,0,6,0,0,0,0,0,13,0,1,0,2,0,1,0,25,0,0,0,0,0,0
2023-05-06T18,189,2,0,0,0,0,0,0,1,0,0,1,0,2,0,8,0,1,18,1,0,0,0,39,1,0,1,0,4,0,0,5,10,0,0,1,0,0,3,0,0,0,0,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,4,0,2,1,0,3,0,0,0,6,0,0,0,0,0,14,0,1,0,2,0,0,0,26,0,0,0,0,0,0
2023-05-06T19,176,2,0,0,0,0,1,0,0,0,0,1,0,1,0,6,3,0,18,0,0,0,0,38,1,0,1,0,2,0,0,7,12,0,0,2,0,0,3,0,0,0,0,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,22,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,6,0,0,0,0,0,9,0,1,0,0,0,0,0,19,0,0,0,0,0,0
2023-05-06T20,178,2,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,1,16,0,0,0,0,35,1,0,0,0,3,0,0,7,15,0,0,1,0,1,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,0,1,0,4,1,0,0,0,0,1,6,0,0,0,0,0,12,0,2,0,1,1,0,0,16,0,0,1,1,0,0
2023-05-06T21,168,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,16,0,0,0,0,26,1,0,0,3,1,0,0,8,15,0,0,1,0,0,0,0,0,0,1,18,3,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,1,0,3,2,0,2,0,0,1,6,0,0,0,0,0,8,0,1,0,1,0,1,0,22,0,0,0,0,0,0
2023-05-06T22,100,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,3,0,0,0,0,16,1,0,0,0,3,0,0,6,9,0,0,1,0,0,1,0,0,0,0,14,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,17,0,0,0,0,0,0
2023-05-06T23,87,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,12,1,0,0,0,2,0,0,3,4,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,0,0,0,0,0
