bucket,total,--,AE,AF,AM,AR,AT,AU,AZ,BA,BB,BD,BE,BG,BO,BR,BW,BY,BZ,CA,CH,CI,CL,CM,CN,CO,CV,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,ET,FI,FR,GB,GE,GH,GR,GT,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JP,KE,KH,KR,KW,KZ,LA,LB,LK,LT,LU,LV,MA,MD,MK,ML,MM,MN,MO,MT,MU,MX,MY,NC,NE,NL,NO,NP,NZ,PA,PE,PH,PK,PL,PR,PT,PY,RO,RS,RU,RW,SE,SG,SI,SK,TH,TN,TR,TT,TW,TZ,UA,US,UY,UZ,VE,VN,ZA,ZM
2023-10-26T17,172,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,30,2,0,0,0,0,0,8,0,0,11,9,0,0,0,0,2,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,1,0,3,0,0,0,0,0,3,0,3,6,0,0,14,0,0,0,5,0,1,22,0,0,0,0,0,0
2023-10-26T18,178,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,3,0,0,0,41,0,0,0,0,0,0,6,0,0,11,15,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,1,0,0,1,0,1,0,2,0,0,0,0,0,3,0,3,5,0,0,6,0,4,0,2,0,2,24,0,0,0,0,0,0
2023-10-26T19,151,4,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,5,2,0,0,0,2,0,0,0,30,0,0,0,0,0,0,4,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,4,0,0,0,1,0,3,0,2,5,0,0,6,0,2,0,1,0,1,23,0,0,0,0,0,0
2023-10-26T20,169,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,12,1,0,2,0,2,0,0,0,24,1,0,0,0,0,0,1,0,0,13,11,0,0,0,0,1,0,0,0,0,0,0,0,0,28,3,0,0,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,1,0,0,0,2,0,1,0,0,0,3,0,2,5,0,0,2,0,1,0,1,0,1,25,0,0,0,0,0,0
2023-10-26T21,138,2,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,18,0,0,0,0,0,0,2,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,1,6,0,0,1,0,0,0,2,0,1,31,0,0,0,0,1,0
2023-10-26T22,136,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,1,0,1,0,5,0,0,0,11,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,3,0,1,0,1,0,3,0,0,0,0,0,2,5,0,0,1,0,0,0,1,0,0,35,0,0,0,0,0,0
2023-10-26T23,131,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,16,1,0,0,0,2,1,1,0,9,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,1,0,3,0,1,0,2,0,1,5,0,0,1,0,0,0,2,0,0,40,0,0,0,1,0,0
2023-10-27T00,97,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,11,1,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,5,0,0,1,0,0,0,1,0,0,37,0,0,1,0,0,0
2023-10-27T01,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,7,0,0,0,0,0,0,1,0,0,37,0,0,1,0,0,0
2023-10-27T02,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,5,0,1,5,0,0,0,0,0,0,4,0,0,38,0,0,0,0,0,0
2023-10-27T03,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0
2023-10-27T04,76,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,5,0,0,1,0,0,0,4,0,0,25,0,0,0,0,0,0
2023-10-27T05,82,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,5,0,0,3,0,0,0,2,0,0,23,0,0,0,0,0,0
2023-10-27T06,77,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,5,0,0,2,0,0,0,2,0,0,24,0,0,0,0,0,0
2023-10-27T07,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,4,0,0,0,1,0,3,0,2,5,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0
2023-10-27T08,86,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,7,0,0,2,0,0,0,3,0,0,16,0,0,0,0,0,0
2023-10-27T09,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,12,0,0,0,8,0,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,5,0,0,4,0,0,0,3,0,0,15,0,0,0,2,0,0
2023-10-27T10,125,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,8,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,3,0,0,0,0,0,1,0,1,8,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,6,0,0,3,0,0,0,4,0,0,54,0,0,0,2,0,0
2023-10-27T11,90,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,11,1,0,0,0,0,0,1,0,0,4,2,0,0,0,0,9,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,6,0,0,5,0,0,0,5,0,0,18,0,0,0,1,0,0
2023-10-27T12,103,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,1,10,1,0,0,0,0,0,0,0,1,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,2,9,0,0,5,0,0,0,5,0,0,17,0,0,1,0,0,0
2023-10-27T13,114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,12,1,0,1,0,0,0,1,0,0,7,3,0,0,0,0,9,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,2,0,0,0,1,0,2,0,4,10,0,0,6,0,0,0,3,0,0,19,0,0,1,0,0,0
2023-10-27T14,114,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,17,0,0,0,0,0,0,3,0,0,7,4,0,0,0,0,6,0,0,0,0,0,1,0,0,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,5,0,0,11,0,1,0,6,0,0,18,0,0,0,0,0,0
2023-10-27T15,176,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,0,0,4,0,0,0,23,0,0,0,0,0,0,2,0,0,12,9,0,0,0,0,1,0,0,0,0,0,2,0,0,8,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,3,7,0,0,17,0,0,0,10,0,1,45,0,0,1,0,0,0
2023-10-27T16,153,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,0,4,0,0,0,21,0,0,0,0,0,0,6,0,0,10,8,0,0,0,0,1,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,0,1,1,2,0,4,6,0,0,7,0,0,0,12,0,1,28,0,0,0,0,1,0
2023-10-27T17,149,3,0,0,0,0,1,1,0,1,0,0,2,0,0,2,0,0,0,7,1,0,0,0,7,0,0,0,27,0,0,0,0,0,0,2,0,0,8,6,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,2,0,0,0,2,1,5,0,4,5,0,0,6,0,0,0,3,0,0,22,0,0,0,0,0,0
2023-10-27T18,198,3,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,2,1,0,0,0,6,0,0,0,44,0,0,0,0,0,0,3,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,0,0,0,1,0,5,0,0,0,1,0,5,1,7,6,0,0,10,0,3,0,2,0,0,30,0,0,1,0,0,0
2023-10-27T19,168,4,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,5,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,4,0,0,12,19,0,0,0,0,1,0,1,0,0,0,0,0,1,17,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,1,0,1,0,0,0,0,5,0,0,0,1,0,1,0,4,5,0,1,5,0,0,0,2,0,0,16,0,0,1,1,0,0
2023-10-27T20,166,3,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,1,1,0,0,0,21,0,0,0,0,0,0,3,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,3,0,0,0,1,0,5,0,3,6,0,0,3,0,1,0,4,0,0,50,0,0,1,1,0,0
2023-10-27T21,149,3,0,0,0,1,0,1,0,1,0,0,1,1,0,3,0,0,0,8,2,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,2,7,0,0,5,0,2,0,2,0,0,28,0,0,0,1,0,0
2023-10-27T22,143,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,6,1,0,0,0,13,2,0,0,10,0,0,0,0,0,0,3,0,0,6,9,0,0,2,0,0,0,0,0,0,0,0,0,0,20,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,9,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,6,0,0,5,0,1,0,2,0,1,28,0,0,0,0,0,0
2023-10-27T23,101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,14,2,0,0,7,1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,1,0,0,20,0,0,0,0,0,0
2023-10-28T00,123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,1,0,20,2,0,0,4,0,0,0,0,0,0,2,0,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,4,0,0,40,0,0,0,0,0,0
2023-10-28T01,136,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,15,0,0,1,8,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,5,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,10,0,0,0,0,0,0,1,0,0,55,0,0,1,0,0,0
2023-10-28T02,124,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,0,15,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,53,0,0,0,0,0,0
2023-10-28T03,117,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0,0,17,0,0,0,13,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,5,0,0,2,0,0,0,2,0,0,41,0,0,1,0,0,0
2023-10-28T04,87,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,5,0,0,3,0,0,0,2,0,0,27,0,0,0,0,0,0
2023-10-28T05,91,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,6,0,0,1,0,0,0,1,0,0,39,0,0,0,0,0,0
2023-10-28T06,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,1,0,5,0,0,0,0,0,0,2,0,0,39,0,0,0,1,0,0
2023-10-28T07,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,1,0,0,0,2,0,0,6,0,0,1,0,0,0,2,0,0,37,0,0,0,1,0,0
2023-10-28T08,110,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,13,0,0,2,0,0,0,2,0,0,40,0,0,1,1,0,0
2023-10-28T09,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,1,0,0,0,0,0,1,0,1,4,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,4,0,1,0,2,0,0,0,0,7,0,0,1,0,0,0,3,0,1,16,0,0,0,0,0,0
2023-10-28T10,112,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,6,0,0,0,10,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,2,0,0,1,0,0,1,1,1,7,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,2,0,6,0,0,0,1,0,2,0,1,6,0,0,3,0,0,0,3,0,0,21,0,0,0,0,0,0
2023-10-28T11,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,4,0,0,0,2,0,2,0,0,5,0,0,4,0,0,0,1,0,0,27,0,0,0,0,0,0
2023-10-28T12,103,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,5,0,0,0,12,0,1,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,1,5,0,0,5,0,0,0,2,0,0,28,0,0,0,1,0,0
2023-10-28T13,106,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,6,0,0,0,11,1,0,0,0,0,0,0,0,0,5,4,0,0,1,0,2,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,0,5,0,0,0,1,0,2,0,0,7,0,0,6,0,0,0,3,0,1,22,0,0,0,1,0,0
2023-10-28T14,163,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,1,0,6,0,0,0,19,1,0,0,0,0,0,1,0,0,7,8,0,0,0,0,2,0,0,0,0,0,1,0,0,8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,1,0,3,0,2,0,0,0,2,0,0,5,0,0,9,0,1,0,5,0,1,55,0,0,0,1,0,0
2023-10-28T15,193,2,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,4,1,0,1,0,8,0,0,0,19,0,0,0,0,0,0,1,0,1,12,6,0,0,0,0,2,0,0,0,6,0,2,0,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,1,0,5,0,0,0,0,0,5,0,0,6,0,0,13,0,1,0,3,0,0,62,0,0,0,0,0,0
2023-10-28T16,163,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,6,0,0,0,18,0,0,0,0,0,0,2,0,2,11,7,0,0,0,0,4,0,0,0,0,0,2,0,0,15,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,4,0,1,0,1,0,8,0,2,5,0,0,12,0,0,0,3,0,0,38,0,0,0,0,0,0
2023-10-28T17,171,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,30,1,0,0,0,0,0,1,0,0,11,14,0,0,0,0,2,0,0,0,0,0,1,0,0,18,3,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,1,0,0,1,0,5,0,1,0,1,0,6,0,1,5,0,0,5,0,0,0,1,0,0,35,0,0,0,0,0,0
2023-10-28T18,157,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,27,0,0,0,0,0,0,4,0,0,10,13,0,0,0,0,2,0,1,0,1,0,5,0,0,12,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,1,0,8,0,1,0,2,0,4,1,2,7,0,1,5,0,0,0,1,0,0,24,0,0,0,0,0,0
2023-10-28T19,158,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,6,0,0,0,0,1,1,0,0,23,1,0,0,0,0,0,3,0,0,9,6,0,0,0,0,1,0,1,0,0,0,5,0,0,14,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,2,5,0,0,5,0,1,0,1,0,0,35,0,0,1,0,0,0
2023-10-28T20,157,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,5,0,0,0,0,1,0,0,0,26,2,1,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,0,0,0,1,0,1,17,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0,4,0,1,0,1,0,4,0,5,5,0,0,6,0,2,0,1,0,0,23,0,0,0,1,0,0
2023-10-28T21,162,2,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,8,1,0,1,0,1,0,0,0,20,1,0,0,0,0,0,3,0,0,4,10,0,0,2,0,1,0,0,0,0,0,1,1,0,20,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,6,0,0,5,0,1,0,1,0,1,33,0,0,0,1,0,0
2023-10-28T22,132,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,2,0,0,5,7,0,0,0,0,1,0,0,0,0,0,0,1,0,16,2,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,5,0,0,2,0,1,0,2,0,0,29,0,0,0,0,0,0
2023-10-28T23,145,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,8,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,1,0,0,3,12,0,0,0,0,2,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,0,0,0,0,3,0,0,65,0,0,0,0,0,1
